ZIP Code,% Market Units,% Change - Nonrenewed Policies (by Company),% Change - Earned Premiums,% Change - Zillow Home Value,% Change - New Policies,Median Owner Cost ($),% Change White-only Pop,% Change - Claims (Fire and Smoke),Zillow Home Value 2020 ($),% Change Median Income,% Change - Owner Cost ($),% Nonrenewed Policies,% Nonrenewed Policies (by Company),Median Gross Rent ($),Earned Premium ($),Median Home Value - Census ($),% Change - Renewed Policies,Median Owner Cost ($) - 2019,All Disasters 10y,Total Res Units,% Change - Nonrenewed Policies (by Owner),Avg % White-only Pop,% Change - Losses (Fire and Smoke),Avg Median Income,All Disasters 5y,Housing Units,Zillow Home Value 2021 ($),Voluntary Market Units,Zillow Home Value 2019 ($),% Nonrenewed Policies (by Owner),Zillow Mean Home Value ($),% Change - Expiring Policies,All Disasters 1y,Losses (Fire and Smoke) ($),Zillow Home Value 2018 ($),Fire Disasters 5y,Fire Disasters 10y,All Disasters 3y,Fire Disasters 3y,Fire Disasters 1y
91390,0.8590490509302763,1.673469387755102,0.4305497086507335,0.2940289707333992,0.3478260869565217,925.0,-16.4,-0.4374999999999999,713904.0941,0.3227516630526664,0.2585034013605442,0.1431818181818182,0.0463068181818181,2194.0,35851589.0,647600.0,-0.0238568588469184,735.0,3.0,5321.0,0.3040685224839401,45.85714285714285,0.2132099851725108,127175.85714285714,2.0,6759.0,838351.711,4571.0,652120.6731,0.096875,713059.52565,0.0544641120404589,0.0,4339200.0,647861.6244,2.0,3.0,2.0,2.0,0.0
91401,0.9792260010051936,0.0285714285714284,0.3502788113119162,0.3000413748237851,0.0742778541953232,864.0,-16.4,-0.2380952380952381,925925.1818,0.4663409547350533,0.1675675675675675,0.124464403427818,0.0210118655240606,1595.0,31805959.0,798900.0,-0.0007548594074353,740.0,3.0,5969.0,0.1501706484641638,45.85714285714285,8.68772763936414,61583.42857142857,2.0,15281.0,1054646.129,5845.0,818868.5883,0.1034525379037574,902670.08325,0.0146058091286307,0.0,8697318.0,811240.4339,2.0,3.0,2.0,2.0,0.0
91402,0.9594412655671491,0.4444444444444444,0.3263460597161036,0.280966576046691,0.1392961876832845,731.0,-16.4,0.1499999999999999,554352.3878,0.3527802443063188,0.1025641025641025,0.1108646504286994,0.0249114874376146,1408.0,20671541.0,483700.0,0.0019387359441644,663.0,3.0,5942.0,0.1565762004175366,45.85714285714285,-0.0276226577540745,48891.28571428572,2.0,20683.0,629057.4306,5701.0,499769.186,0.0859531629910847,543564.822225,0.0257740875281093,0.0,2550301.0,491080.2845,2.0,3.0,2.0,2.0,0.0
91403,0.9240196078431372,1.134020618556701,0.3691080866626215,0.2988447355753825,0.1680814940577248,1368.0,-16.4,-0.5416666666666667,1147493.192,0.2768894050384134,0.3103448275862069,0.1373127918836223,0.0303827365934832,2150.0,42792339.0,1129100.0,-0.0276953511374876,1044.0,3.0,4488.0,0.1493775933609957,45.85714285714285,-0.1626736566186107,102590.85714285714,2.0,12760.0,1349808.704,4147.0,1031100.393,0.106930055290139,1141910.05275,0.0151416828898982,0.0,908000.0,1039237.922,2.0,3.0,2.0,2.0,0.0
91405,0.9678843837816138,0.1968503937007875,0.33670722318427,0.305084702511184,0.01840490797546,727.0,-16.4,0.2857142857142858,653855.1874,0.4826199646343531,0.0883233532934131,0.1314704995476932,0.0248768720474419,1494.0,20543791.0,581600.0,0.0257792359971877,668.0,3.0,4982.0,0.0853658536585366,45.85714285714285,-0.0462439615726656,50723.28571428572,2.0,19397.0,739270.4228,4822.0,578243.136,0.1065936275002512,634455.681325,0.0362259516987311,0.0,2324818.0,566453.9791,2.0,3.0,2.0,2.0,0.0
91406,0.9786856127886324,0.4154929577464787,0.3172857664603343,0.3029910507382525,0.0896686159844055,776.0,-16.4,0.0,699635.7942,0.4865603909704445,0.1262699564586357,0.113255927857328,0.0175170705004465,1642.0,34288888.0,608600.0,0.0219055159672736,689.0,3.0,8445.0,0.1075949367088606,45.85714285714285,0.0037715203245454,63115.0,2.0,19494.0,799167.8534,8265.0,623217.4353,0.0957388573568815,683838.605775,0.036427732079906,0.0,4950228.0,613333.3402,2.0,3.0,2.0,2.0,0.0
91411,0.9776260902540768,0.5348837209302326,0.3533480315104371,0.2875631900489925,0.127208480565371,785.0,-16.4,-0.6842105263157894,812913.3666,0.5414050703329889,0.1262553802008608,0.1131002331002331,0.0182750582750582,1647.0,12304497.0,759300.0,0.0088383838383838,697.0,3.0,2637.0,0.1130434782608695,45.85714285714285,0.7626140909853147,63441.0,2.0,9748.0,923246.9892,2578.0,736142.2068,0.0948251748251748,797338.10255,0.0264250660626652,0.0,1525159.0,717049.8476,2.0,3.0,2.0,2.0,0.0
91423,0.9176962209302324,0.728813559322034,0.3681015905625411,0.2564608419373784,0.1945773524720893,1241.0,-16.4,-0.7931034482758621,1151389.738,0.358129224507595,0.1364468864468864,0.1215294583535002,0.0251683020196242,2044.0,51547952.0,1066600.0,-0.020721259214983,1092.0,3.0,5504.0,0.0764818355640535,45.85714285714285,-0.9598047864403132,94578.71428571428,2.0,16264.0,1322578.254,5051.0,1034769.596,0.096361156333876,1140339.883,0.0038869257950528,0.0,2051808.0,1052621.944,2.0,3.0,2.0,2.0,0.0
91501,0.9504302925989672,0.25,0.5765144944296672,0.2682327888828468,0.0567823343848581,628.0,-16.4,-0.8703703703703703,926649.5169,0.3345467612411336,-0.0710059171597633,0.1042207230582944,0.0200657325722193,1864.0,17826934.0,827400.0,0.0163551401869159,676.0,17.0,2905.0,0.0495867768595041,45.85714285714285,-0.9776001634628104,74288.28571428571,11.0,8341.0,1070693.854,2761.0,839213.477,0.084154990486075,920199.40995,0.0240418118466898,1.0,1938201.0,844240.7919,8.0,11.0,7.0,5.0,0.0
91504,0.973046875,0.0775862068965518,0.3112703570810951,0.2824943113289115,0.1603053435114503,749.0,-16.4,-0.5,959686.2843,0.4035727405069318,0.1558641975308642,0.0992945496714341,0.019907228449942,1853.0,24958168.0,819100.0,0.0064738886491151,648.0,17.0,5120.0,0.162162162162162,45.85714285714285,2.5817159369291764,87330.85714285714,11.0,10702.0,1093059.786,4982.0,864535.0908,0.079387321221492,942393.318425,0.0203606748109366,1.0,2533565.0,852292.1126,8.0,11.0,7.0,5.0,0.0
91505,0.9882189004307068,0.3,0.3245587688638767,0.2580735848264501,0.1328358208955224,613.0,-16.4,-0.4,920326.6087,0.2872322401064988,0.147940074906367,0.0844862571481276,0.0106376437311689,2007.0,30834074.0,812500.0,0.0013480722566729,534.0,17.0,7894.0,0.0991304347826087,45.85714285714285,0.2845067477360099,92682.14285714286,11.0,14100.0,1040536.513,7801.0,828190.864,0.0738486134169587,904035.28735,0.0112721417069243,1.0,1895408.0,827087.1637,8.0,11.0,7.0,5.0,0.0
91506,0.9906741791334758,0.1269841269841269,0.3171145647589133,0.2766112347171714,0.0756302521008402,570.0,-16.4,-0.4545454545454546,977019.3641,0.4745394257096077,0.1422845691382765,0.0856816450875856,0.0114718202589489,1778.0,19331538.0,850600.0,0.0064853556485355,499.0,17.0,5147.0,0.1119791666666667,45.85714285714285,0.8008886369098609,87558.42857142857,11.0,8654.0,1113800.053,5099.0,877403.1351,0.0742098248286367,960172.1685,0.0156877750143484,1.0,1706925.0,872466.1218,8.0,11.0,7.0,5.0,0.0
91601,0.9562530894710826,0.4833333333333334,0.5937095721349717,0.2482992464120559,0.0974477958236659,640.0,-16.4,-0.2575757575757575,777523.2273,0.5254170601196096,0.1347517730496454,0.1174456961473828,0.0194186842596626,1780.0,20123942.0,744500.0,0.0204255319148936,564.0,3.0,4046.0,0.053763440860215,45.85714285714285,0.886059395903849,61113.857142857145,2.0,19161.0,881807.2782,3869.0,702015.2711,0.0980270118877201,766938.184625,0.0305787212534749,0.0,2299078.0,706406.9619,2.0,3.0,2.0,2.0,0.0
91602,0.9883132060771328,-0.0535714285714286,0.3519258581858686,0.2164628081608393,0.2300319488817892,832.0,-16.4,0.1999999999999999,897620.1818,0.2479178870692509,0.238095238095238,0.1216951059441215,0.0198762422651415,1895.0,24315834.0,873700.0,0.0099610220874837,672.0,3.0,2567.0,0.2779922779922781,45.85714285714285,0.78451660250485,85902.28571428571,2.0,10677.0,1020233.749,2537.0,830435.291,0.1018188636789799,896744.508775,0.0350609756097561,0.0,3773640.0,838688.8133,2.0,3.0,2.0,2.0,0.0
91604,0.9135356849876948,1.0067567567567566,0.4137926000992162,0.2182796347914113,0.1694695989650712,1123.0,-16.4,-0.75,1406536.91,0.4167827961301318,0.128643216080402,0.1292696584273258,0.0312774978001759,2228.0,65113642.0,1263200.0,-0.0281587127445602,995.0,3.0,6095.0,0.0970394736842106,45.85714285714285,-0.8612028135853511,118889.14285714286,2.0,15489.0,1587178.48,5568.0,1280421.2,0.0979921606271498,1394234.9215000002,0.0086746987951806,0.0,4572882.0,1302803.096,2.0,3.0,2.0,2.0,0.0
91605,0.95979492714517,0.1455399061032865,0.3263003925563803,0.3073701734653169,0.0937142857142856,663.0,-16.4,-0.1538461538461538,684835.0219,0.5007673704771649,0.1294718909710391,0.1194911719727512,0.0278743222577505,1586.0,25006135.0,605900.0,0.0199260806684877,587.0,3.0,7412.0,0.1573926868044515,45.85714285714285,4.64588945371892,53705.0,2.0,17325.0,778957.4539,7114.0,609979.5755,0.0916168497150007,667398.042875,0.0359518754423213,0.0,4259476.0,595820.1202,2.0,3.0,2.0,2.0,0.0
91606,0.9562551781275892,0.0489510489510489,0.3404361529296853,0.2811417305486332,0.2260061919504643,639.0,-16.4,-0.5862068965517241,719325.4539,0.4938467379894132,0.056198347107438,0.1104593487168427,0.0223420314858744,1493.0,21603008.0,648100.0,0.012355363796823,605.0,3.0,6035.0,0.2458333333333333,45.85714285714285,-0.4104449969654848,54997.142857142855,2.0,16267.0,812455.2485,5771.0,644225.7679,0.0881173172309683,702542.86815,0.0328556448794128,0.0,2782014.0,634165.0023,2.0,3.0,2.0,2.0,0.0
91607,0.9917735301233972,-0.0879120879120879,0.3449545352693115,0.2770002978606263,0.1414538310412574,870.0,-16.4,-0.3333333333333333,992488.7328,0.3974363193575989,0.0081112398609501,0.1176298720271138,0.0174720972360194,1761.0,27786781.0,864100.0,0.0039808917197452,863.0,3.0,4133.0,0.2057291666666667,45.85714285714285,-0.5646716182670279,74212.14285714286,2.0,14129.0,1142229.048,4099.0,888914.4334,0.1001577747910944,979523.71165,0.0202686778222955,0.0,2503348.0,894462.6324,2.0,3.0,2.0,2.0,0.0
91701,0.9950089126559716,0.4971428571428571,0.276398874282592,0.3042900319411235,0.124315871774824,679.0,-22.8,-0.32,612537.7342,0.2751748683575286,0.0987055016181229,0.1123489425981873,0.018063947633434,1976.0,48009173.0,577200.0,-0.0068998109640832,618.0,3.0,11220.0,0.183673469387755,53.54285714285714,1.1526477527161254,102228.42857142857,2.0,13263.0,727298.1617,11164.0,559080.3351,0.0942849949647532,614134.04895,0.0172267481330616,0.0,5637750.0,557619.9648,2.0,3.0,2.0,2.0,0.0
91702,0.9709349593495936,0.3400000000000001,0.3065320573463312,0.2642826458163061,-0.0817051509769094,560.0,-16.4,-0.0909090909090908,547412.71,0.4817440443963183,0.2147505422993492,0.0955134988802205,0.0173012083774272,1663.0,34112625.0,474100.0,0.0065739016106058,461.0,17.0,9840.0,0.0122699386503066,45.85714285714285,0.0908608837449065,71808.85714285714,11.0,16994.0,625828.0619,9554.0,503109.3858,0.0782122905027933,542839.15145,0.0119896948077684,1.0,6151829.0,495006.4481,8.0,11.0,7.0,5.0,0.0
91706,0.959827600227698,0.1447963800904976,0.2828431038909786,0.2408195508768962,0.0548589341692788,530.0,-16.4,0.0952380952380951,565311.2919,0.3884171907756813,0.2383177570093458,0.0955275462492376,0.0194551738158162,1617.0,31218260.0,465900.0,0.0157186988915136,428.0,3.0,12297.0,0.0517970401691332,45.85714285714285,0.7735517772029057,68926.71428571429,2.0,18379.0,636517.3985,11803.0,516434.79,0.0760723724334214,557811.2298,0.0208658506530847,0.0,6154477.0,512981.4388,2.0,3.0,2.0,2.0,0.0
91710,0.9957909106421704,0.5698924731182795,0.2865317103280362,0.2836114272703074,-0.0027322404371584,575.0,-22.8,-0.2580645161290323,566457.294,0.3818825588796944,0.0213143872113676,0.1115208372874922,0.0175564653886825,1689.0,65993271.0,512600.0,0.0234190582681077,563.0,12.0,17581.0,0.056024096385542,53.54285714285714,-0.2743403424724451,87896.14285714286,9.0,23408.0,669667.2887,17507.0,522963.6862,0.0939643718988096,570198.4709,0.0348727615457116,1.0,7927248.0,521705.6147,3.0,5.0,7.0,3.0,0.0
91711,0.9877672209026128,0.0681818181818181,0.2645794516179276,0.2319381634314672,0.1174934725848564,696.0,-16.4,-0.1428571428571429,795216.5718,0.2573967547060885,0.0341753343239227,0.0919013193057469,0.0161467270528003,1828.0,46986341.0,714400.0,-0.0106958446029014,673.0,17.0,8420.0,0.1374407582938388,45.85714285714285,-0.1415991348557431,106563.14285714286,11.0,13049.0,898333.6245,8317.0,733361.0603,0.0757545922529466,789028.68995,0.0010113495898416,1.0,5952678.0,729203.5032,8.0,11.0,7.0,5.0,0.0
91722,0.9854881266490764,0.2357723577235773,0.2525638288512972,0.2702215793864859,-0.0818291215403128,504.0,-16.4,-0.5862068965517242,595524.2333,0.3879403103409219,0.1275167785234899,0.0926382306477093,0.0163349131121642,1692.0,23343016.0,513600.0,0.0094087909001545,447.0,17.0,7580.0,-0.0501567398119122,45.85714285714285,-0.6728601760309785,84342.0,11.0,10669.0,683182.9667,7470.0,542847.8765,0.076303317535545,589850.14535,0.0081197665567114,1.0,3348644.0,537845.5049,8.0,11.0,7.0,5.0,0.0
91723,0.9897000908815512,0.7241379310344827,0.2928279644654767,0.2853709539020597,0.215547703180212,589.0,-16.4,-0.4285714285714286,621024.2639,0.380796586059744,0.1240458015267175,0.086828115770821,0.0122563496751329,1545.0,11426764.0,579100.0,-0.008346709470305,524.0,17.0,3301.0,0.1934156378600822,45.85714285714285,-0.7016969373897372,72294.42857142857,11.0,6399.0,708420.5964,3267.0,563059.2264,0.0745717660956881,610911.264575,0.012400354295837,1.0,1591906.0,551140.9716,8.0,11.0,7.0,5.0,0.0
91724,0.9814468085106384,0.0594059405940594,0.286078839096695,0.2725715792895873,0.0104790419161677,654.0,-16.4,-0.6190476190476191,688390.827,0.2331292788060999,0.0756578947368421,0.1017094716178635,0.0183625061344675,1865.0,26595167.0,613400.0,0.0139603232916973,608.0,17.0,5875.0,0.1367346938775511,45.85714285714285,0.4603578270811443,89103.14285714286,11.0,9324.0,787630.3994,5766.0,623057.1349,0.083346965483396,679501.63295,0.0246893123446561,1.0,4943017.0,618928.1705,8.0,11.0,7.0,5.0,0.0
91730,0.9968337253482902,0.3105022831050228,0.2705559748851578,0.3048945530953122,0.2639109697933226,632.0,-22.8,-0.2162162162162161,496184.5772,0.3047034169625706,0.1346499102333931,0.1158960281375997,0.0196448485888307,1927.0,45463264.0,452400.0,-0.0006791500921703,557.0,3.0,11054.0,0.1996161228406909,53.54285714285714,0.4358180806784524,76706.0,2.0,25301.0,585065.6875,11019.0,454109.2815,0.0962511795487689,495930.49305,0.0232538035961271,0.0,4552954.0,448362.426,2.0,3.0,2.0,2.0,0.0
91731,0.9554903399364147,0.1014492753623188,0.2852128665896913,0.2057445461317768,-0.1111111111111111,533.0,-16.4,1.1999999999999995,614435.3649,0.675297160466652,0.1536796536796536,0.0888778241115329,0.019107487396527,1369.0,9405406.0,497100.0,0.0134763476347634,462.0,3.0,4089.0,-0.0869565217391304,45.85714285714285,0.0871931944009112,48205.0,2.0,8391.0,687206.8485,3907.0,567496.9037,0.0697703367150059,609770.7749,0.0074925074925074,0.0,1510568.0,569943.9825,2.0,3.0,2.0,2.0,0.0
91732,0.9644772117962468,-0.0821917808219178,0.2975679703226928,0.2138129422161847,-0.0483383685800604,577.0,-16.4,1.076923076923077,605375.9931,0.3920503999668421,0.124756335282651,0.0997723504117366,0.0213597144543436,1503.0,21564724.0,517800.0,0.0254623764884722,513.0,3.0,8952.0,-0.0028571428571428,45.85714285714285,0.7539856254741009,56517.28571428572,2.0,15621.0,684120.0419,8634.0,561132.3753,0.0784126359573929,603560.20595,0.0205378418245774,0.0,5270961.0,563612.4135,2.0,3.0,2.0,2.0,0.0
91733,0.9502171734046108,0.3839285714285714,0.2993828509373117,0.2357486517781857,0.1918819188191882,526.0,-16.4,-0.7,571304.2502,0.5726881519247861,0.2464454976303317,0.0959831954387619,0.0220345522356068,1439.0,13859212.0,486400.0,0.004768262445165,422.0,3.0,5986.0,0.2094763092269327,45.85714285714285,-0.9368791849036492,55281.57142857143,2.0,11166.0,644957.9681,5688.0,525076.8262,0.0739486432031551,565813.958325,0.0264072272411397,0.0,2415979.0,521916.7888,2.0,3.0,2.0,2.0,0.0
91737,0.984629861982434,1.227272727272727,0.3014290441493257,0.2970364683007953,0.1322207958921695,787.0,-22.8,-0.6666666666666666,683731.9774,0.1392944157489523,0.047936085219707,0.1270456980309579,0.0263400938342753,2157.0,38074680.0,659500.0,-0.0111129819834988,751.0,3.0,6376.0,0.0650529500756429,53.54285714285714,-0.6228760616301504,107714.42857142857,2.0,8116.0,804783.7091,6278.0,623438.9614,0.1007056041966825,683108.37695,0.0166915052160954,0.0,1854903.0,620478.8599,2.0,3.0,2.0,2.0,0.0
91739,0.9910323709536308,0.728813559322034,0.3498666514975972,0.2959440441545218,0.0869236583522297,884.0,-22.8,-0.2352941176470587,695974.5539,0.360676707638448,0.1147540983606557,0.1420852766521395,0.0244157300507174,2067.0,48426492.0,648400.0,0.005857740585774,793.0,3.0,9144.0,0.0589285714285714,53.54285714285714,-0.0472855464873116,121006.71428571428,2.0,12062.0,835001.6855,9062.0,643591.0663,0.1176695466014221,704721.637175,0.0252535706892982,0.0,3107988.0,644319.243,2.0,3.0,2.0,2.0,0.0
91740,0.9887640449438202,-0.1680672268907562,0.2443826548778775,0.2477355442115629,-0.1342383107088989,682.0,-16.4,-0.2499999999999999,644132.5485,0.2862870159453303,0.1985940246045694,0.0950531893378635,0.0162197144359503,1861.0,21364008.0,590200.0,0.0099134823359769,569.0,17.0,5874.0,0.0442105263157894,45.85714285714285,0.01056085307085,88963.42857142857,11.0,8718.0,734588.0494,5808.0,588326.4628,0.0788334749019132,638946.008825,0.009117551286226,1.0,2774793.0,588736.9746,8.0,11.0,7.0,5.0,0.0
91741,0.9723778501628664,0.2622950819672132,0.3206891527558524,0.2354515632423828,0.0739762219286657,738.0,-16.4,-0.5,782049.8329,0.27734885497718,0.0603448275862069,0.0929396176414915,0.0169726796643321,1865.0,38325018.0,757100.0,0.0164302766465385,696.0,17.0,7675.0,0.0834752981260646,45.85714285714285,-0.4722399797659496,111755.57142857143,11.0,9329.0,893845.4212,7463.0,717430.3034,0.0759669379771594,779205.6235,0.0252873563218389,1.0,3699522.0,723496.9365,8.0,11.0,7.0,5.0,0.0
91744,0.9568026971974432,0.4405594405594406,0.2625946890514619,0.2658041946133427,0.0673508659397048,485.0,-16.4,0.3333333333333332,573967.9578,0.4628383713951798,0.1226851851851851,0.106052965622772,0.0244831243805317,1670.0,40383681.0,463200.0,0.0046075751659508,432.0,3.0,14237.0,0.1143617021276595,45.85714285714285,-0.2075204549715315,76302.71428571429,2.0,18988.0,646816.9332,13622.0,521707.5981,0.0815698412422403,563371.342725,0.0220831282087348,0.0,7110180.0,510992.8818,2.0,3.0,2.0,2.0,0.0
91745,0.97286524605243,0.0669014084507042,0.2897360587113629,0.2387438960912984,0.0211062590975255,657.0,-16.4,-0.5454545454545454,707567.6693,0.309765716181186,0.1566901408450704,0.1012688532439549,0.0214176534502127,1952.0,54058768.0,647300.0,0.0052631578947368,568.0,3.0,13046.0,0.0662931839402427,45.85714285714285,0.1813688875508152,91849.14285714286,2.0,17076.0,799748.6691,12692.0,650078.7443,0.0798511997937422,700751.9210000001,0.0113947465778765,0.0,5722679.0,645612.6013,2.0,3.0,2.0,2.0,0.0
91746,0.9599129330672956,0.3114754098360655,0.2583899644311243,0.2684887557276192,0.0484429065743945,459.0,-16.4,-0.4285714285714286,597730.9653,0.3151361307598248,0.1140776699029126,0.1033454933712963,0.0241124655218435,1491.0,15412344.0,488400.0,-0.0003972194637537,412.0,3.0,5513.0,0.0930787589498807,45.85714285714285,0.712626208670377,75581.28571428571,2.0,7238.0,676302.2968,5292.0,540890.7745,0.0792330278494528,587019.9905750001,0.0134505021520803,0.0,3090961.0,533155.9257,2.0,3.0,2.0,2.0,0.0
91748,0.981088944305902,0.3913043478260869,0.2551813267656346,0.1960730545549049,0.0987762237762237,760.0,-16.4,-0.3157894736842105,755342.8541,0.2842589600357016,0.1377245508982036,0.1191629194050501,0.0258931659831002,1704.0,39201931.0,663600.0,0.0021264689423614,668.0,3.0,9624.0,0.1773220747889023,45.85714285714285,3.4048372953456374,75516.71428571429,2.0,14260.0,846818.7129,9442.0,702667.4338,0.0932697534219498,753207.0391500001,0.0256153692215328,0.0,3445070.0,707999.1558,2.0,3.0,2.0,2.0,0.0
91750,0.9842254706067936,0.1686746987951808,0.2899946453737707,0.2456372731126501,0.0763598326359833,738.0,-16.4,-0.3846153846153847,725466.3875,0.251770297218872,0.125,0.101640003013788,0.0188612904035964,1771.0,42033585.0,630400.0,-0.006890420093354,656.0,3.0,9509.0,0.3009985734664764,45.85714285714285,2.055364158799038,93915.14285714286,2.0,12656.0,824014.3071,9359.0,660039.0842,0.0827787126101916,717760.0125750001,0.0179422199695895,0.0,3046320.0,661520.2715,2.0,3.0,2.0,2.0,0.0
91752,0.9900950871632328,0.3400000000000001,0.3891689770675681,0.3343408912990839,-0.1090775988286969,681.0,-19.4,-0.4374999999999999,595823.1257,0.6005925507900677,-0.0606896551724137,0.1434020818516842,0.0282537014288485,1838.0,29827222.0,521900.0,0.0958112662493981,725.0,3.0,7572.0,0.2564432989690721,54.02857142857143,0.3971598770399271,92250.57142857143,2.0,9569.0,709960.4623,7497.0,543628.8598,0.1151483804228357,595370.181825,0.1198834466490912,0.0,3478112.0,532068.2795,2.0,3.0,2.0,2.0,0.0
91754,0.9846196480532076,-0.0775193798449612,0.2859683318739479,0.187753571201142,0.096774193548387,603.0,-16.4,-0.75,740817.369,0.4105346561940196,0.1618497109826589,0.085671838890723,0.0174975239352921,1587.0,22524998.0,687700.0,-0.0086455331412104,519.0,3.0,7217.0,0.2725321888412018,45.85714285714285,-0.4883939283292472,69365.57142857143,2.0,12505.0,813257.5569,7106.0,693145.8888,0.0681743149554308,732980.769175,0.0075646980756469,0.0,1068357.0,684702.262,2.0,3.0,2.0,2.0,0.0
91755,0.9869888475836432,0.0568181818181818,0.5228981640550157,0.1942742307914402,0.08,658.0,-16.4,1.041666666666667,710124.9172,0.4945633604662848,0.1325301204819277,0.0869607939471357,0.0157708558514296,1667.0,14350750.0,639900.0,0.0075888985255854,581.0,3.0,4842.0,0.0670391061452513,45.85714285714285,0.9199628474965424,61607.28571428572,2.0,9120.0,784226.7166,4779.0,656023.8474,0.071189938095706,701757.73995,0.0126532226176354,0.0,1715827.0,656655.4786,2.0,3.0,2.0,2.0,0.0
91761,0.993976810721277,0.4955357142857142,0.3607752376348037,0.3176916310624296,0.2069754145225844,574.0,-22.8,-0.1818181818181817,510460.246,0.4318519280810338,0.1321499013806706,0.1145847955561794,0.0203942487015461,1679.0,41659766.0,452900.0,0.0900095147478592,507.0,12.0,13282.0,0.1908325537885875,53.54285714285714,3.3557986186913293,79439.71428571429,9.0,18063.0,610045.0505,13202.0,472893.8491,0.0941905468546333,514091.0258750001,0.1068372447682792,1.0,5886497.0,462964.9579,3.0,5.0,7.0,3.0,0.0
91762,0.9927862174318934,0.6415094339622642,0.4207309734692979,0.3419928831254966,0.3136869679109364,590.0,-22.8,0.925925925925926,503583.6122,0.4269761699898993,0.2040816326530612,0.1195700951355232,0.0226171243941841,1490.0,35531364.0,437700.0,0.1126364717327856,490.0,12.0,11783.0,0.3740701381509033,53.54285714285714,2.6445398168749,64950.857142857145,9.0,19099.0,593051.2358,11698.0,453251.5558,0.096952970741339,497951.1801,0.1470588235294117,1.0,10206918.0,441918.3166,3.0,5.0,7.0,3.0,0.0
91763,0.992491787893008,0.2868217054263566,0.2795641677543992,0.3138991432954101,0.0332446808510638,460.0,-22.8,0.8333333333333335,495690.3081,0.4305696330833164,0.0722610722610722,0.1060733706058053,0.020563682315999,1524.0,20411167.0,423700.0,0.0034494653328733,429.0,12.0,6393.0,0.1005484460694698,53.54285714285714,3.8563459673139215,65249.857142857145,9.0,10194.0,579619.7673,6345.0,451154.8285,0.0855096882898062,491902.42455,0.017299969107198,1.0,4431738.0,441144.7943,3.0,5.0,7.0,3.0,0.0
91764,0.9897304236200256,0.4814814814814814,0.2649449043420848,0.3151742932920836,0.1841851494696238,477.0,-22.8,0.0769230769230768,460639.6609,0.4550335828794672,0.1330166270783848,0.1165429450450196,0.0267577408337802,1743.0,27712287.0,415600.0,-0.0067792274238935,421.0,12.0,8569.0,0.202721088435374,53.54285714285714,-0.2094771364915096,63350.42857142857,9.0,16914.0,540918.3022,8481.0,425621.5287,0.0897852042112393,459617.423725,0.0228076177443266,1.0,5149739.0,411290.2031,3.0,5.0,7.0,3.0,0.0
91765,0.9588942090523084,0.5015290519877675,0.3034391355382171,0.2034063630743277,0.1718636693255981,778.0,-16.4,-0.5476190476190477,769858.5045,0.0991971454058876,0.0896358543417367,0.1284312691212153,0.0326405739002004,2193.0,66143805.0,709800.0,-0.0194817658349327,714.0,3.0,11069.0,0.1407129455909943,45.85714285714285,-0.5389688207240237,100721.14285714286,2.0,15754.0,880911.0334,10614.0,715785.4531,0.0957906952210148,774642.398975,0.0093964276644373,0.0,5440377.0,732014.6049,2.0,3.0,2.0,2.0,0.0
91767,0.9745512383549192,0.1160714285714286,0.2627909196111155,0.3102773644529391,0.0171755725190838,564.0,-16.4,-0.375,536255.9757,0.4808981295123437,0.1235059760956175,0.1086206896551724,0.0232480533926585,1498.0,28071434.0,449500.0,0.0091650973006904,502.0,17.0,8802.0,0.1474719101123596,45.85714285714285,-0.0757889236852562,66174.85714285714,11.0,15364.0,624353.6558,8578.0,487259.8159,0.0853726362625139,531093.6004499999,0.0229187731715536,1.0,5763811.0,476504.9544,8.0,11.0,7.0,5.0,0.0
91768,0.9641616383251052,0.0601503759398496,0.2789457907602937,0.3041330225892995,-0.0186046511627907,597.0,-16.4,0.4615384615384614,518192.3138,0.524918072096555,0.2978260869565217,0.1098359100825192,0.0247557621170444,1411.0,15781437.0,427500.0,0.0257074962194858,460.0,17.0,5469.0,-0.0296610169491525,45.85714285714285,0.2347874917345895,61703.71428571428,11.0,8953.0,603070.6104,5273.0,473207.7747,0.0850801479654747,514225.24695000006,0.0215896064195644,1.0,3258961.0,462430.2889,8.0,11.0,7.0,5.0,0.0
91770,0.9740624749056452,0.2572614107883817,0.2975532209739009,0.2085116060260576,0.133587786259542,535.0,-16.4,0.0,714601.2826,0.435435844540023,0.1505376344086021,0.0859100387250521,0.0192235130572932,1565.0,30482843.0,601300.0,0.0037466236821468,465.0,17.0,12453.0,0.0997596153846154,45.85714285714285,1.1867687173593868,62245.857142857145,11.0,17101.0,791890.967,12130.0,659039.7434,0.0666865256677589,705198.3400000001,0.0149800796812749,1.0,4274384.0,655261.367,8.0,11.0,7.0,5.0,0.0
91773,0.9781367666707154,-0.0879120879120879,0.3066043171799384,0.2440329433922188,0.0079545454545455,756.0,-16.4,-0.3076923076923077,694775.6438,0.3074055788694149,0.1489361702127659,0.1050138061328295,0.0200552245313181,2012.0,39893981.0,625400.0,0.0239253319311161,658.0,3.0,8233.0,0.2106060606060606,45.85714285714285,0.0050932766746607,92750.14285714286,2.0,12188.0,797899.0236,8053.0,639890.7628,0.0849585816015114,693486.59355,0.0360989466209018,0.0,4689620.0,641380.944,2.0,3.0,2.0,2.0,0.0
