ZIP Code,% Market Units,Earned Premium ($),Housing Units,Nonrenewed Policies (by Company),% Change - Nonrenewed Policies,% Nonrenewed Policies (by Company),Median Home Value - Census ($),% Change - Earned Premiums,% Change - Claims (Fire and Smoke),% Change - Nonrenewed Policies (by Company),Median Owner Cost ($),% Change - Renewed Policies,Zillow Home Value 2021 ($),Avg Median Income,% Change - New Policies,Losses (Fire and Smoke) ($),Median Gross Rent ($),Zillow Home Value 2018 ($),% Change - Losses (Fire and Smoke),% Change - Zillow Home Value,Zillow Home Value 2019 ($),% Change Median Income,% Change - Nonrenewed Policies (by Owner),Avg % White-only Pop,Zillow Home Value 2020 ($),Total Res Units,Voluntary Market Units,% Change - Expiring Policies,% Nonrenewed Policies (by Owner),Zillow Mean Home Value ($),% Change White-only Pop,All Disasters 10y,Fire Disasters 5y,All Disasters 5y,All Disasters 3y,Fire Disasters 3y,All Disasters 1y,Fire Disasters 10y,Fire Disasters 1y
90038,0.9094972067039108,8845120.0,14474.0,162.0,0.25,0.0271994627266621,945000.0,0.4405396124070833,1.75,0.4324324324324324,759.0,0.0109890109890109,1274361.505,48949.42857142857,0.386138613861386,1799406.0,1542.0,1105291.689,0.0649352742405982,0.1529639801715725,1099715.526,0.6641258514433993,0.2064516129032259,45.85714285714285,1168434.647,1790.0,1628.0,0.0422919508867667,0.1084620550705171,1161950.84175,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90039,0.950813221406086,32980369.0,12957.0,534.0,0.2245199409158049,0.0184903047091412,972900.0,0.3723632134520274,-0.3846153846153846,0.0791366906474819,717.0,0.0198974040105703,1311138.397,94172.71428571428,0.2111888111888111,4415233.0,1887.0,1097593.752,-0.433296629987431,0.1945570887324075,1106167.729,0.2971226380322874,0.262081784386617,45.85714285714285,1194849.866,7624.0,7249.0,0.0393811533052039,0.0826177285318559,1177437.436,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90040,0.9208185053380784,4444889.0,3487.0,210.0,0.2666666666666666,0.0256629597946963,452100.0,0.2666857508879745,0.0,0.6428571428571428,391.0,0.016884531590414,615541.6524,54534.857142857145,0.2303370786516854,711526.0,1156.0,498634.5787,-0.6755494780375546,0.2344544054782376,510338.9134,0.6269129287598945,0.1382113821138211,45.85714285714285,560283.9726,2248.0,2070.0,0.0374812593703148,0.0652572406207992,546199.779275,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90041,0.9594006766553892,24519856.0,10406.0,366.0,0.295315682281059,0.0150772399588053,886800.0,0.3480970539056387,-0.4444444444444444,0.1931818181818181,761.0,0.0091340884179758,1192536.431,92830.28571428572,0.2846153846153847,2281956.0,1627.0,972389.6577,0.580604203060326,0.2263976910457015,965906.5072,0.5267440273037542,0.3176178660049629,45.85714285714285,1063330.018,6207.0,5955.0,0.0326906957250627,0.0764160659114315,1048540.653475,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90043,0.9344106463878328,39306922.0,18444.0,937.0,0.0269151138716357,0.0235936949186684,684500.0,0.2903313470719488,0.3235294117647058,-0.0830039525691699,644.0,0.0283897342720871,829876.8818,55773.0,-0.0404896421845574,7345192.0,1260.0,639557.1012,2.630341319565394,0.2975805916983851,662393.7643,0.5664402563857266,0.0659186535764375,45.85714285714285,730525.7779,10520.0,9830.0,0.0282439623413834,0.076068892581961,715588.3813,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90044,0.8557477110885046,33137277.0,29495.0,1585.0,0.2430143945808636,0.0337557235651155,461200.0,0.2852157754669777,0.0,0.4154302670623144,471.0,0.0282183516590444,618134.0289,40744.42857142857,0.1703810208483105,9557607.0,1235.0,474820.6675,0.551382366739728,0.3018262919231502,498004.119,0.5934382551583122,0.1741706161137441,45.85714285714285,549195.7913,14745.0,12618.0,0.0503578285913772,0.078117346395485,535038.6516750001,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90045,0.9968875055580256,40654085.0,17307.0,444.0,0.1502525252525253,0.0118589743589743,1103500.0,0.1152143179405991,-0.4782608695652174,0.0297029702970297,788.0,0.0035394053798962,1401150.743,110933.71428571428,0.1262376237623761,2977275.0,2542.0,1199326.546,0.830137085469467,0.1682812722465996,1162378.213,0.4665759576986471,0.1678726483357453,45.85714285714285,1273761.439,8996.0,8968.0,0.0160768234786361,0.0799946581196581,1259154.23525,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90046,0.7223889555822329,81206223.0,31428.0,1047.0,0.7249240121580547,0.0443982698668476,1290400.0,0.4526730207779572,-0.4074074074074074,1.9854014598540144,1180.0,-0.0323592861345362,1618540.252,76734.28571428571,0.6892744479495267,3340384.0,1860.0,1417032.403,-0.4735442572760112,0.1422041222017138,1362450.268,0.4283830883467192,0.3934740882917467,45.85714285714285,1462463.657,6664.0,4814.0,0.0541948931735278,0.102705453311848,1465121.645,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90047,0.9245086241476134,36222636.0,17700.0,1182.0,0.1818181818181818,0.0256794629472723,519400.0,0.2827987031251571,0.1,0.2593984962406015,564.0,0.0232376488966998,655799.141,57295.28571428572,0.1396160558464223,7379130.0,1310.0,512742.7317,-0.0666350812306093,0.2790023153047845,530305.1307,0.6494794481915819,0.1549479166666667,45.85714285714285,586740.9346,12465.0,11524.0,0.0377793543809861,0.0738447500488822,571396.9845,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90048,0.972676131797482,33630863.0,13758.0,362.0,0.2494669509594882,0.0243803879310344,1441200.0,0.334691896006867,0.0999999999999998,0.2528735632183907,1239.0,-0.0056127221702525,1848342.179,97685.71428571428,0.2682926829268293,1504341.0,2162.0,1599638.815,0.6139483814638922,0.1554746994558269,1570499.245,0.2205138413977235,0.2486910994764397,45.85714285714285,1712189.949,3733.0,3631.0,0.0269314472252448,0.1100484913793103,1682667.5469999998,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90056,0.9930161501527716,15758819.0,3776.0,165.0,0.1225490196078431,0.0172036284016265,1114900.0,0.2641432756555497,0.0,0.3428571428571427,959.0,-0.015047879616963,1450464.444,100576.28571428572,0.0,2657933.0,1911.0,1111430.579,-0.0412731218352795,0.3050427722665709,1131156.228,0.5070465903976883,0.0769230769230768,45.85714285714285,1277382.662,2291.0,2275.0,-0.0033375052148518,0.0731936190178292,1242608.47825,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90059,0.8779816513761468,14130817.0,10624.0,831.0,0.1446345256609642,0.0371048401500267,415100.0,0.308017078336108,1.0,0.2019704433497537,540.0,0.0540427314620863,565464.037,45969.42857142857,0.0442600276625173,3286603.0,1131.0,425744.1229,1.6099054307254246,0.3281781393675698,449266.2987,0.4298993440097735,0.1181818181818181,45.85714285714285,498435.5611,6540.0,5742.0,0.0647960125530737,0.0830951955706376,484727.504925,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90061,0.8718005295675199,10175902.0,8256.0,490.0,0.0594965675057208,0.0322453277178204,438800.0,0.3107216762381619,0.1818181818181818,-0.0373134328358208,497.0,0.0261496844003605,587596.995,47744.42857142857,0.0914760914760914,3092988.0,1304.0,449328.2111,-0.1608337206742178,0.3077233534068655,474475.5899,0.6191887087216505,0.1023102310231023,45.85714285714285,526804.4204,4532.0,3951.0,0.0300212539851221,0.0766649118188997,509551.3041,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90062,0.8378839590443686,16817252.0,10256.0,691.0,0.2527881040892192,0.0346192384769539,550600.0,0.2785236615269677,1.0833333333333337,0.4591194968553458,618.0,0.0376704414143749,704867.3619,52647.28571428572,0.1228346456692912,3507823.0,1375.0,553880.8213,0.6160948043876964,0.2725975242212275,572637.1947,0.590584237093308,0.1662269129287599,45.85714285714285,622236.9702,6446.0,5401.0,0.061459403905447,0.0808116232464929,613405.5870249999,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90063,0.8159529620590193,16771678.0,14310.0,994.0,0.3549295774647887,0.0355114143831946,481100.0,0.2966424516224313,0.0,0.315126050420168,487.0,0.0259356533158239,633825.9349,55466.28571428572,0.2435740514075888,4047349.0,1252.0,506550.3252,-0.3032255187816,0.2512595557998074,517737.5959,0.6256431177897146,0.375,45.85714285714285,571354.0038,9014.0,7355.0,0.0602763892972655,0.0769533064199207,557366.9649499999,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90064,0.9925444162436547,43405754.0,12309.0,374.0,0.2298245614035088,0.0141613025369178,1388300.0,0.2976374678857507,-0.4,-0.0439560439560439,943.0,-0.0005036091992614,1790310.493,108030.0,0.156405990016639,3446480.0,2282.0,1563492.157,6.695589399092629,0.1450716173947523,1520504.411,0.4068486018612925,0.2818371607515657,45.85714285714285,1641015.756,6304.0,6257.0,0.019610847249885,0.0836804240817872,1628830.70425,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90065,0.9172201843957568,36610651.0,17135.0,780.0,0.2330558858501783,0.0206365584570204,833400.0,0.5720054951049298,-0.0984848484848484,0.1390374331550801,642.0,0.0188009932600212,1056763.712,75247.0,0.1423877327491784,3710408.0,1588.0,866220.9626,1.0579675421332193,0.2199701434470919,852348.5206,0.5906686071397996,0.2599388379204892,45.85714285714285,944129.9173,10087.0,9252.0,0.0381802538180253,0.0744238960764081,929865.778125,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90066,0.9948643410852712,50906303.0,26050.0,612.0,0.2615062761506277,0.0142352065500558,1282100.0,0.3201874450342881,-0.6521739130434783,-0.1077844311377245,717.0,-0.0034957844951676,1645352.955,89271.14285714286,0.2417355371900826,2125674.0,1901.0,1423749.579,-0.8820118819512757,0.1556477201248045,1379754.814,0.4331529471206903,0.3396704689480354,45.85714285714285,1498045.853,10320.0,10267.0,0.0202209324096611,0.0812244138444361,1486725.80025,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90068,0.8154456755415909,67398952.0,14413.0,861.0,0.3782542113323124,0.0381615105043879,1500800.0,0.3838433351151529,-0.7916666666666666,0.6753246753246753,1299.0,-0.0142363229611551,1665890.391,90277.14285714286,0.3805970149253732,3759947.0,1837.0,1412948.994,-0.3692538400194168,0.1790166510426774,1383902.509,0.2297202543581808,0.2865731462925851,45.85714285714285,1503628.468,6047.0,4931.0,0.0317773788150808,0.0963567059657831,1491592.5905,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90069,0.9132616487455196,61007272.0,15092.0,459.0,0.4025974025974026,0.0414409534127844,890100.0,0.2761221763564672,-0.7407407407407407,1.2528735632183907,1349.0,-0.0644758735440932,1329773.797,96937.0,0.4914772727272727,3187063.0,2092.0,1226346.338,-0.6250504253904107,0.08433788710021,1206121.757,0.2812633820584933,0.1543624161073826,45.85714285714285,1236789.528,2790.0,2548.0,0.0,0.1078006500541711,1249757.855,-16.4,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0
90201,0.9112595419847328,19681602.0,24326.0,840.0,0.1730769230769231,0.0192065851148965,440500.0,0.2758542837882629,0.1904761904761904,0.3737864077669903,478.0,-0.0009934432743889,595054.1637,47425.42857142857,0.1561461794019933,4601772.0,1368.0,465659.0258,0.4627421466900094,0.2778752922864531,483119.6175,0.4386551217783179,0.1070287539936101,45.85714285714285,534354.1151,12576.0,11460.0,0.0122958340979997,0.0584886246713158,519546.730525,-16.4,17.0,8.0,11.0,7.0,5.0,1.0,11.0,0.0
