ZIP Code,% Change - Claims (Fire and Smoke),% Change - Earned Premiums,% Change - Expiring Policies,% Change - Losses (Fire and Smoke),% Change - New Policies,% Change - Nonrenewed Policies,% Change - Nonrenewed Policies (by Company),% Change - Nonrenewed Policies (by Owner),% Change - Renewed Policies,% Change - Zillow Home Value,% Change Median Income,% Change White-only Pop,% Market Units,% Nonrenewed Policies,% Nonrenewed Policies (by Company),% Nonrenewed Policies (by Owner),All Disasters 10y,All Disasters 1y,All Disasters 3y,All Disasters 5y,Avg % White-only Pop,Avg Median Income,Claims (Fire and Smoke),Earned Premium ($),Expiring Policies,Fire Disasters 10y,Fire Disasters 1y,Fire Disasters 3y,Fire Disasters 5y,Housing Units,Losses (Fire and Smoke) ($),Median Gross Rent ($),Median Home Value - Census ($),Median Owner Cost ($),New Policies,Nonrenewed Policies,Nonrenewed Policies (by Company),Nonrenewed Policies (by Owner),Renewed Policies,Total Res Units,Voluntary Market Units,Zillow Home Value 2018 ($),Zillow Home Value 2019 ($),Zillow Home Value 2020 ($),Zillow Home Value 2021 ($),Zillow Mean Home Value ($),Losses to Premium Ratio,Renewed to Nonrenewed Ratio,New and Renewed to Nonrenewed Ratio,New and Renewed to Total Units Ratio,Log of Average Median Income,Housing Value to Median Income Ratio,Housing Value to Log Median Income Ratio,Fire Smoke Claims to Total Units Ratio,New and Renewed to Nonrenewed and Income Growth Product,New and Renewed to Nonrenewed and Income Growth Ratio,Losses to Company Nonrenewed Ratio,Losses to Owner Nonrenewed Ratio,Change in Renewed to Income Growth Ratio,Change in Nonrenewed to Income Growth Ratio,Growth in Losses to All Disasters 3yr Ratio,Growth in Losses to All Disasters 5yr Ratio,Growth in Losses to All Disasters 10yr Ratio,Growth in Losses to Fire Disasters 3yr Ratio,Growth in Losses to Fire Disasters 5yr Ratio,Growth in Losses to Fire Disasters 10yr Ratio,Premium to Exposure Ratio,Nonrenewal Rate,Loss Burden per Unit,Loss Burden per Exposure,Premium Adequacy,Renewal Resilience
92101,0.0,0.4393573994082649,0.0572407045009784,0.0175643475593931,0.3712574850299401,0.6255144032921811,-0.0303030303030302,0.7285714285714286,-0.0194336479733481,0.0994764365221583,0.4975420825264412,-17.799999999999997,0.985204081632653,0.1580743879472693,0.0145951035781544,0.1434792843691149,3.0,0.0,2.0,2.0,64.5142857142857,74941.85714285714,89.0,33248635.0,8496.0,3.0,0.0,2.0,2.0,29778.0,905284.0,2008.0,626000.0,1215.0,812.0,1343.0,124.0,1219.0,7153.0,1960.0,1931.0,653085.1835,636098.1662,644609.7425,718051.7703,662961.2156250001,0.027227704235076117,5.326135517498138,5.930752047654505,4.063775510204081,11.224467853770763,8.846340895465628,59063.9328529311,0.045408163265306126,2.9507987247379783,11.92010134607925,7300.677419354839,742.6447908121411,-0.03905930504343886,1.4034358555616044,0.00878217377969655,0.00878217377969655,0.0058547825197977,0.00878217377969655,0.00878217377969655,0.0058547825197977,16963.589285714286,0.1580743879472693,461.8795918367347,461.8795918367347,36.727297731982446,0.8419256120527306
92102,1.2222222222222223,0.3247579824095861,0.0196850393700787,0.6949148686487994,0.1604774535809019,0.1753155680224403,0.0121212121212122,0.2244525547445255,0.000848752334069,0.2180562406098658,0.5919064306600299,-17.799999999999997,0.9667049368541906,0.1158504672897196,0.0245233644859813,0.0913271028037383,3.0,0.0,2.0,2.0,64.5142857142857,56954.142857142855,58.0,20629270.0,26750.0,3.0,0.0,2.0,2.0,15615.0,2950388.0,1560.0,477100.0,542.0,3113.0,3099.0,656.0,2443.0,23651.0,6968.0,6736.0,525366.0917,520071.3573,567753.0999,639925.4466,563278.998875,0.1430195057798943,7.631816715069378,8.636334301387544,3.8409873708381173,10.950001711745617,9.890044351784269,51440.99642201825,0.008323765786452353,5.1119018103210845,14.590708689813084,4497.542682926829,1207.6905444126076,0.0014339299086893911,0.3996810215458147,0.3474574343243997,0.3474574343243997,0.23163828954959978,0.3474574343243997,0.3474574343243997,0.23163828954959978,2960.5726176808266,0.11585046728971962,423.4196326061998,423.4196326061998,6.992053248589677,0.8841495327102804
92103,-0.0925925925925925,0.5447056110656232,0.0250080671184254,-0.257502161304913,0.2727272727272727,0.3775167785234898,-0.1196581196581196,0.4989561586638831,-0.0124955373081042,0.2005640555225902,0.3000952726004052,-17.799999999999997,0.9894401609118336,0.1100877192982456,0.017822966507177,0.0922647527910685,3.0,0.0,2.0,2.0,64.5142857142857,83569.28571428571,58.0,40186213.0,25080.0,3.0,0.0,2.0,2.0,20238.0,1287477.0,1717.0,835300.0,786.0,2645.0,2761.0,447.0,2314.0,22319.0,5966.0,5903.0,798162.1347,789588.7862,827929.9601,958244.7694,843481.4126,0.032037778727744264,8.08366533864542,9.041651575516118,4.184378142809252,11.333431335804303,10.093198779797774,74424.18695698044,0.009721756620851492,2.7133568943123927,30.129270271963325,2880.261744966443,556.385911840968,-0.04163856764495839,1.2639254051523217,-0.1287510806524565,-0.1287510806524565,-0.08583405376830433,-0.1287510806524565,-0.1287510806524565,-0.08583405376830433,6735.872108615487,0.11008771929824561,215.80238015420719,215.80238015420719,31.213150215498995,0.8899122807017544
92104,0.0370370370370369,0.5732616077174204,0.0259754990925589,-0.3087479745981905,0.256348246674728,0.263157894736842,0.1027397260273972,0.2945113788487283,-0.0007572889057175,0.2659485428472721,0.568561872909699,-17.799999999999997,0.9916298535224366,0.1110736652905327,0.0162046788552812,0.0948689864352514,3.0,0.0,2.0,2.0,64.5142857142857,74793.71428571429,70.0,32206389.0,35607.0,3.0,0.0,2.0,2.0,23551.0,2861384.0,1668.0,679300.0,527.0,3804.0,3955.0,577.0,3378.0,31652.0,8602.0,8530.0,699625.496,706005.9078,756829.2167,885689.8772,762037.624425,0.08884522881469263,8.003034134007585,8.964854614412136,4.121832132062311,11.222489126818102,10.188524954302883,67902.72780073163,0.008137642408742153,5.097074529933321,15.7675972335837,4959.071057192375,847.0645352279455,-0.0013319375459384265,0.6986945903409502,-0.15437398729909524,-0.15437398729909524,-0.10291599153273016,-0.15437398729909524,-0.15437398729909524,-0.10291599153273016,3744.0582422692396,0.11107366529053277,332.6417112299465,332.6417112299465,11.255528443578353,0.8889263347094672
92105,-0.6666666666666667,0.3206051597243686,0.0093778360391247,-0.3822792163189344,0.0838894184938037,0.1057225994180406,-0.0524193548387096,0.1558109833971903,-0.0018005851901867,0.2960820570019484,0.6183452522844657,-17.799999999999997,0.9782521143777688,0.1077954020680654,0.0239182812970585,0.0838771207710069,3.0,0.0,2.0,2.0,64.5142857142857,49791.28571428572,73.0,26254649.0,39844.0,3.0,0.0,2.0,2.0,24014.0,2496540.0,1368.0,459200.0,534.0,4258.0,4295.0,953.0,3342.0,35549.0,9932.0,9716.0,437988.1588,458680.5221,506031.8551,567668.5938,492592.28245000006,0.09508944492078336,8.276833527357393,9.268218859138534,4.00795408779702,10.815595262044054,9.893142452207645,45544.62981604809,0.0073499798630688685,5.7309591286816595,14.988744273360654,2619.664218258132,747.0197486535009,-0.0029119414817765153,0.1672069578872032,-0.1911396081594672,-0.1911396081594672,-0.1274264054396448,-0.1911396081594672,-0.1911396081594672,-0.1274264054396448,2643.4402939991946,0.10779540206806545,251.36327023761578,251.36327023761578,10.516414317415302,0.8922045979319345
92106,-0.2222222222222222,0.2945442526365782,0.0179640718562874,7.514364423455333,0.119047619047619,0.2630480167014613,0.2857142857142858,0.2587064676616915,-0.0053656597774245,0.3319280917392313,0.2817027707808564,-17.799999999999997,0.997752808988764,0.1034204871060171,0.0158040830945558,0.0876164040114613,3.0,0.0,2.0,2.0,64.5142857142857,112011.14285714286,44.0,32064756.0,22336.0,3.0,0.0,2.0,2.0,8011.0,2245938.0,2022.0,1070000.0,980.0,2271.0,2310.0,353.0,1957.0,20026.0,5340.0,5328.0,1074821.824,1098146.717,1213175.704,1431585.381,1204432.4065,0.07004382007460154,8.66926406926407,9.652380952380952,4.175468164794007,11.626353635124369,10.752790979341341,103595.02594702522,0.008239700374531835,2.719102458918076,34.26441609227116,6362.430594900849,1147.643331630046,-0.0190472382027033,1.9326070235904627,3.7571822117276663,3.7571822117276663,2.5047881411517774,3.7571822117276663,3.7571822117276663,2.5047881411517774,6004.63595505618,0.10342048710601719,420.5876404494382,420.5876404494382,14.276777008091942,0.8965795128939829
92107,-0.4117647058823529,0.3450683665886118,0.0288910919133267,-0.65449142959219,0.2424242424242424,0.2601626016260163,0.1214953271028036,0.2893700787401574,0.006825938566553,0.3393464034336941,0.3816903041310817,-17.799999999999997,0.9941901657928298,0.0993259525722068,0.0148430133063248,0.084482939265882,3.0,0.0,2.0,2.0,64.5142857142857,90241.0,66.0,29279628.0,28633.0,3.0,0.0,2.0,2.0,14301.0,1900345.0,1836.0,982300.0,671.0,2832.0,2844.0,425.0,2419.0,25789.0,7057.0,7016.0,993006.2847,1023432.767,1111487.065,1329979.396,1114476.378175,0.06490331776073112,9.067862165963431,10.063642756680732,4.0556893864248265,11.410239148230769,12.350000312219501,97673.35843682179,0.009352416040810543,3.841194864464026,26.36599003894171,4471.4,785.5911533691608,0.017883447634574463,1.0764365806417233,-0.327245714796095,-0.327245714796095,-0.21816380986406333,-0.327245714796095,-0.327245714796095,-0.21816380986406333,4149.019129941902,0.09932595257220689,269.28510698597137,269.28510698597137,15.407532842720665,0.9006740474277931
92108,-0.5757575757575757,0.6725240435280608,0.0607255520504732,0.2487604018453844,-0.0567375886524822,0.2250000000000001,0.3125,0.2152777777777776,0.0370036101083033,0.2071306051657535,0.4738001391143056,-17.799999999999997,0.998406374501992,0.1394148020654044,0.0149168100975329,0.1244979919678714,3.0,0.0,2.0,2.0,64.5142857142857,83355.28571428571,37.0,15762455.0,5229.0,3.0,0.0,2.0,2.0,12706.0,259939.0,2309.0,469300.0,677.0,576.0,729.0,78.0,651.0,4500.0,1255.0,1253.0,443841.3103,435216.5262,454800.2158,535774.4295,467408.1204500001,0.01649102249617842,6.172839506172839,6.962962962962963,4.044621513944223,11.330867302056488,5.607420290683427,41250.868798469484,0.02948207171314741,3.2990528204996092,14.695991807809767,3332.551282051282,399.29185867895546,0.07809961849626237,1.1139249109643037,0.1243802009226922,0.1243802009226922,0.08292013394846147,0.1243802009226922,0.1243802009226922,0.08292013394846147,12559.725099601594,0.13941480206540446,207.12270916334663,207.12270916334663,60.63905377800176,0.8605851979345955
92109,0.0588235294117649,0.3501675505516284,0.035497069556563,3.635100986665041,0.2313769751693002,0.339816933638444,0.0780141843971631,0.3901773533424284,0.0029379360998897,0.3294538147606773,0.6217698265816711,-17.799999999999997,0.9960732984293194,0.1091305532842736,0.0152357590624148,0.0938947942218588,3.0,0.0,2.0,2.0,64.5142857142857,91919.14285714286,121.0,48528887.0,36690.0,3.0,0.0,2.0,2.0,25674.0,3027657.0,1942.0,962000.0,798.0,3975.0,4004.0,559.0,3445.0,32686.0,9168.0,9132.0,954575.2127,975877.6699,1065240.572,1269063.658,1066189.27815,0.06238875826680303,8.163336663336663,9.156093906093906,3.9988001745200696,11.428664587600384,11.599208228116636,93290.80138608407,0.013198080279232112,5.692982920157504,14.725857567633557,5416.202146690519,878.8554426705371,0.004725118483220245,0.7529981638279022,1.8175504933325204,1.8175504933325204,1.211700328888347,1.8175504933325204,1.8175504933325204,1.211700328888347,5293.290466841187,0.10913055328427364,330.24181937172773,330.24181937172773,16.028528660941447,0.8908694467157263
92110,-0.0769230769230769,0.3180262360060966,0.0091911764705883,0.5672377425582165,-0.0520361990950226,0.1336405529953916,-0.0121951219512195,0.1676136363636364,-0.004594180704441,0.3369544346188642,0.5719433837849442,-17.799999999999997,0.994251497005988,0.105563155494756,0.0176128590971272,0.0879502963976288,3.0,0.0,2.0,2.0,64.5142857142857,81430.14285714286,45.0,22842780.0,17544.0,3.0,0.0,2.0,2.0,12682.0,859389.0,1962.0,688800.0,673.0,1731.0,1852.0,309.0,1543.0,15692.0,4175.0,4151.0,630210.4489,651258.9868,718069.897,842562.6544,710525.4967749999,0.03762190941733012,8.473002159827214,9.407667386609072,4.173173652694611,11.307500788814824,8.725583326330543,62836.65241729091,0.010778443113772455,5.380653118620456,16.44859902802274,2781.1941747572814,556.9598185353208,-0.008032579508199106,0.271737585954584,0.28361887127910823,0.28361887127910823,0.1890792475194055,0.28361887127910823,0.28361887127910823,0.1890792475194055,5471.324550898204,0.10556315549475605,205.8416766467066,205.8416766467066,26.58025643800421,0.894436844505244
92111,-0.409090909090909,0.3064099141979364,0.0133109619686799,0.3683346023371117,0.0498839907192576,0.1452581032412965,-0.3011363636363636,0.2648401826484019,-0.0002467003823856,0.3152533113107925,0.4605825063750038,-17.799999999999997,0.9973205964585274,0.0987046920169001,0.0161774516344229,0.0825272403824772,3.0,0.0,2.0,2.0,64.5142857142857,80139.14285714286,67.0,34565268.0,35976.0,3.0,0.0,2.0,2.0,17456.0,1827300.0,1798.0,604600.0,559.0,3525.0,3551.0,582.0,2969.0,32425.0,8584.0,8561.0,580409.9254,589239.161,669720.2766,763386.0763,650688.8598249999,0.05286520561622725,9.131230639256547,10.123908758096311,4.188024231127679,11.291519688564469,8.11948863721848,57626.331775694256,0.007805219012115564,4.662895270115851,21.98066278673094,3139.6907216494847,615.4597507578309,-0.0005356269049974249,-0.07880494913632154,0.18416730116855584,0.18416730116855584,0.12277820077903723,0.18416730116855584,0.18416730116855584,0.12277820077903723,4026.7087604846224,0.09870469201690016,212.87278657968312,212.87278657968312,18.916033492037432,0.9012953079830999
92113,-0.4615384615384615,0.3341357565674772,0.0305058365758754,-0.255716804557168,0.1304926764314247,0.2116477272727273,0.1052631578947369,0.2626050420168067,0.0082153469673134,0.2865180031263288,0.7864754716981132,-17.799999999999997,0.9592879031081278,0.1214192956993354,0.0336872660606523,0.087732029638683,3.0,0.0,2.0,2.0,64.5142857142857,45633.57142857143,54.0,16526333.0,26182.0,3.0,0.0,2.0,2.0,14551.0,2330370.0,1363.0,406600.0,399.0,3117.0,3179.0,882.0,2297.0,23003.0,6853.0,6574.0,431938.8815,466769.019,499304.3942,555697.1473,488427.3605,0.14100950283405278,7.235923246303869,8.21642025794275,3.8114694294469573,10.728398940167605,10.703246430416204,45526.584462785606,0.007879760688749453,6.462012998035457,10.447141142497834,2642.1428571428573,1014.5276447540269,0.010445776458323982,0.4677427499642976,-0.127858402278584,-0.127858402278584,-0.08523893485238933,-0.127858402278584,-0.127858402278584,-0.08523893485238933,2411.5472056033855,0.12141929569933542,340.0510725229826,340.0510725229826,7.091720628054772,0.8785807043006646
92114,0.096774193548387,0.3024537283045254,0.0129555715500884,1.3449426289180637,0.1380494505494505,0.2194777699364856,0.1063829787234043,0.2603266090297791,-0.0081494302610702,0.328156620739205,0.4678658635845678,-17.799999999999997,0.9932809245447828,0.1065530101225359,0.0271064399993542,0.0794465701231817,3.0,0.0,2.0,2.0,64.5142857142857,74282.71428571429,150.0,48230175.0,61941.0,3.0,0.0,2.0,2.0,18835.0,8679296.0,1653.0,461500.0,471.0,6295.0,6600.0,1679.0,4921.0,55341.0,14883.0,14783.0,453317.4978,474087.8377,532018.1851,602076.636,515375.03915,0.17995572273996518,8.385,9.338787878787878,4.141369347577773,11.215633556071431,6.9380211009483075,45951.4869644621,0.010078613182826043,4.369300055742184,19.960395928949563,5169.324597974985,1763.7260719365981,-0.01741830489327241,0.7837921427813249,0.6724713144590319,0.6724713144590319,0.4483142096393546,0.6724713144590319,0.6724713144590319,0.4483142096393546,3240.6218504333806,0.10655301012253596,583.1684472216623,583.1684472216623,5.5569224738965,0.8934469898774641
92115,-0.3636363636363636,0.3233833092538936,0.0192938091224126,-0.4851169927965407,0.1631912964641886,0.1918656056587091,-0.0201005025125627,0.2371244635193132,-0.0011523151058034,0.3128037890958286,0.581496129249411,-17.799999999999997,0.9954422032583398,0.1143984220907297,0.0176122520013922,0.0967861700893375,3.0,0.0,2.0,2.0,64.5142857142857,58182.857142857145,72.0,39048891.0,43095.0,3.0,0.0,2.0,2.0,23088.0,4025610.0,1596.0,580800.0,581.0,4840.0,4930.0,759.0,4171.0,38165.0,10312.0,10265.0,553353.8804,565836.6905,626327.3308,726445.0709,617990.7431500001,0.10309153210010497,7.741379310344827,8.723123732251521,4.170384018619084,10.971346039520904,10.621526227779416,56327.70499844579,0.0069821567106283944,5.072462685267935,15.001172481597147,5303.833992094862,965.142651642292,-0.0019816384801921143,0.37321651871850414,-0.24255849639827035,-0.24255849639827035,-0.16170566426551355,-0.24255849639827035,-0.24255849639827035,-0.16170566426551355,3786.742726920093,0.11439842209072978,390.3811093871218,390.3811093871218,9.7001177461304,0.8856015779092702
92116,2.2,0.3299887951802105,0.0382120699379582,16.127014019669385,0.1555555555555554,0.3748169838945827,-0.0390625,0.4702702702702703,0.0023404587299109,0.3008457031267202,0.4743915392786219,-17.799999999999997,0.987229862475442,0.1078015651394491,0.0160995621746475,0.0917020029648016,3.0,0.0,2.0,2.0,64.5142857142857,79854.42857142857,35.0,29365256.0,29007.0,3.0,0.0,2.0,2.0,18027.0,2090524.0,1645.0,690400.0,659.0,3036.0,3127.0,467.0,2660.0,25880.0,7126.0,7035.0,705882.7751,720687.8716,781229.7676,918244.5749,781511.2472999999,0.07119038907748668,8.276303165973777,9.247201790853854,4.057816446814482,11.287960613237727,9.786698887976515,69234.05157735033,0.004911591355599214,4.386794291583189,19.492762887203906,4476.496788008565,785.9112781954888,0.004933601331655055,0.908970195644681,8.063507009834693,8.063507009834693,5.375671339889795,8.063507009834693,8.063507009834693,5.375671339889795,4120.8610721302275,0.1078015651394491,293.36570305921975,293.36570305921975,14.046839931041212,0.892198434860551
92117,-0.5483870967741935,0.306537950997872,0.0149088135358157,0.268677543841433,0.0773273273273273,0.2176287051482059,0.0792951541850219,0.2473933649289099,-0.0048709947484587,0.3013516431168166,0.4731083501231251,-17.799999999999997,0.99790990990991,0.0983719172906505,0.0166929999313045,0.081678917359346,3.0,0.0,2.0,2.0,64.5142857142857,90159.42857142857,98.0,54826099.0,58228.0,3.0,0.0,2.0,2.0,21480.0,3164359.0,1899.0,690000.0,565.0,5621.0,5728.0,972.0,4756.0,52500.0,13875.0,13846.0,699960.58,710731.7792,789764.3043,910894.8509,777837.8785999999,0.05771628946279764,9.16550279329609,10.146822625698324,4.188900900900901,11.40933481075467,8.627360342948048,68175.56776989262,0.007063063063063063,4.80054651143613,21.447143393384714,3255.5133744855966,665.3404121110177,-0.010295727706329931,0.6905152255903158,0.1343387719207165,0.1343387719207165,0.08955918128047767,0.1343387719207165,0.1343387719207165,0.08955918128047767,3951.4305585585585,0.09837191729065055,228.0619099099099,228.0619099099099,17.326131137459434,0.9016280827093495
92118,-0.6875,0.3145940707224468,0.0414551607445008,0.5750979737907842,0.1189931350114417,0.3946731234866827,0.2647058823529411,0.4202898550724638,0.0076477404403243,0.2824944132427256,0.3554259792655633,-17.799999999999997,0.9993748697645344,0.1093011305241521,0.0150051387461459,0.0942959917780061,10.0,0.0,4.0,7.0,64.5142857142857,113470.42857142857,34.0,37361856.0,19460.0,7.0,0.0,3.0,5.0,9764.0,1883345.0,2787.0,1656900.0,1152.0,1899.0,2127.0,292.0,1835.0,17333.0,4799.0,4796.0,1616888.305,1611403.981,1714248.53,2073650.218,1754047.7585,0.05040822918433174,8.14903620122238,9.04184297132111,4.007501562825588,11.63929754073594,15.458192769544741,150700.4827706375,0.007084809335278183,3.213705892447256,25.439454341533445,6449.811643835616,1026.3460490463215,0.02151711154071308,1.9272528666611546,0.14377449344769605,0.08215685339868346,0.05750979737907842,0.19169932459692807,0.11501959475815685,0.08215685339868346,7785.3419462388,0.10930113052415211,392.4453011043968,392.4453011043968,19.838030737862685,0.8906988694758479
92119,-0.125,0.3106401013530389,0.015781091646156,4.811528641344877,0.0300429184549355,0.2212121212121212,-0.0072992700729926,0.2810707456978967,-0.0059228429646229,0.3309156838165823,0.4610533233907559,-17.799999999999997,0.9954022988505749,0.1026074447041898,0.0198525445063837,0.0827549001978061,3.0,0.0,2.0,2.0,64.5142857142857,96619.28571428572,60.0,30373125.0,27805.0,3.0,0.0,2.0,2.0,9529.0,2421392.0,1868.0,632500.0,591.0,2775.0,2853.0,552.0,2301.0,24952.0,6525.0,6495.0,600418.7221,612442.4891,687188.4159,799106.6941,674789.0803,0.07972153013560508,8.745881528215913,9.718541885734314,4.249348659003831,11.478533645349605,6.983999884820392,58787.04555380059,0.009195402298850575,4.4807660349300695,21.078997575075654,4386.579710144928,1052.3215993046501,-0.012846329619888937,0.5937956885582949,2.4057643206724384,2.4057643206724384,1.6038428804482923,2.4057643206724384,2.4057643206724384,1.6038428804482923,4654.885057471264,0.10260744470418989,371.0945593869732,371.0945593869732,12.543662901339395,0.8973925552958101
92120,-0.4074074074074074,0.3338129404880032,0.0120495369853843,-0.3806553725969012,0.099767981438515,0.2193396226415094,0.0915492957746479,0.2450424929178469,-0.0096118299445471,0.3242268853843946,0.2990521756876261,-17.799999999999997,0.9925803792250618,0.1064990446653559,0.0190513111621853,0.0874477335031706,3.0,0.0,2.0,2.0,64.5142857142857,101511.0,85.0,40188867.0,36113.0,3.0,0.0,2.0,2.0,12251.0,3840102.0,2100.0,654100.0,655.0,3703.0,3846.0,688.0,3158.0,32267.0,8491.0,8428.0,651810.2521,662485.2358,738338.8877,863144.66,728944.7589,0.09555138740288449,8.38975559022361,9.352574102964118,4.236250147214698,11.527922445976136,7.180943532228034,63232.96867376488,0.010010599458249912,2.7969076337711676,31.274054707875848,5581.543604651163,1215.991766941102,-0.032140979822153526,1.1255286403402749,-0.1903276862984506,-0.1903276862984506,-0.12688512419896705,-0.1903276862984506,-0.1903276862984506,-0.12688512419896705,4733.113531975032,0.10649904466535597,452.2555647155812,452.2555647155812,10.46557278947278,0.893500955334644
92121,-0.6111111111111112,0.5837200978686787,-0.0157194679564691,-0.9098651656457516,0.188235294117647,0.3076923076923077,3.5,0.0,-0.0557065217391304,0.3334202429562831,0.3063115061614383,-17.799999999999997,0.986232790988736,0.1363914373088685,0.0440366972477064,0.092354740061162,3.0,0.0,2.0,2.0,64.5142857142857,116368.14285714286,9.0,5420113.0,3270.0,3.0,0.0,2.0,2.0,1791.0,407054.0,2188.0,821100.0,811.0,397.0,446.0,144.0,302.0,2824.0,799.0,788.0,712629.5635,735601.4737,787745.5215,950234.6857,796552.8111,0.07510064827061724,6.331838565022421,7.221973094170403,4.031289111389237,11.664514090026104,6.845110625146549,68288.55492412693,0.011264080100125156,2.212173455932719,23.577217795939198,2826.7638888888887,1347.8609271523178,-0.18186232191281398,11.426276615790467,-0.4549325828228758,-0.4549325828228758,-0.30328838854858386,-0.4549325828228758,-0.4549325828228758,-0.30328838854858386,6783.620775969963,0.1363914373088685,509.4543178973717,509.4543178973717,13.315464287293578,0.8636085626911315
92122,-0.6190476190476191,0.3200531363455714,0.0079791847354726,-0.9486161671256568,0.0910973084886128,0.2650103519668736,0.4025974025974026,0.2389162561576354,-0.0155244225672094,0.3157859707439983,0.2855786242064731,-17.799999999999997,0.9985380116959064,0.0936905790838375,0.016724286949006,0.0769662921348314,3.0,0.0,2.0,2.0,64.5142857142857,86226.57142857143,75.0,39166420.0,23140.0,3.0,0.0,2.0,2.0,20895.0,4181304.0,2266.0,780000.0,698.0,2081.0,2168.0,387.0,1781.0,20972.0,5472.0,5464.0,690702.4748,719505.654,778723.0891,908816.6263,774436.96105,0.10675737021662945,9.673431734317344,10.63330258302583,4.212902046783626,11.364733662383205,8.9814189317678,68143.87244404628,0.013706140350877192,3.0366439224316535,37.234238425835265,10804.403100775195,2347.7282425603594,-0.05436129055648526,2.2463644137847805,-0.4743080835628284,-0.4743080835628284,-0.3162053890418856,-0.4743080835628284,-0.4743080835628284,-0.3162053890418856,7157.605994152047,0.09369057908383752,764.1271929824561,764.1271929824561,9.367034781494002,0.9063094209161625
92123,0.2857142857142858,0.1179816988280011,0.0147525676937441,0.4208854646497666,0.1683991683991683,0.2658486707566463,0.2439024390243902,0.2702702702702702,-0.0104808877928482,0.3152062020233697,0.663063653237253,-17.799999999999997,0.998222748815166,0.1010850412686636,0.0161828804599833,0.0849021608086803,3.0,0.0,2.0,2.0,64.5142857142857,93640.28571428572,40.0,23046618.0,21566.0,3.0,0.0,2.0,2.0,12942.0,612323.0,2315.0,600900.0,523.0,2116.0,2180.0,349.0,1831.0,19386.0,5064.0,5055.0,608568.3615,619527.1465,696516.218,800392.8834,681251.15235,0.026568887461058278,8.892660550458716,9.863302752293578,4.246050552922591,11.447215972799313,7.27519301285161,59512.387463360334,0.007898894154818325,6.5399975559208325,14.875348247695845,1754.5071633237822,334.4199890770071,-0.01580675964016082,0.7754499990827918,0.2104427323248833,0.2104427323248833,0.14029515488325553,0.2104427323248833,0.2104427323248833,0.14029515488325553,4551.06990521327,0.10108504126866363,120.91686413902053,120.91686413902053,37.638008044773756,0.8989149587313363
92124,-0.5384615384615384,0.2998815627191111,0.0185866013071895,7.177783188316653,0.0873362445414847,0.3221476510067114,0.625,0.2393162393162393,-0.0119127893908743,0.3435252036662699,0.2573662685318585,-17.799999999999997,0.9929047516663084,0.1101447818218379,0.0292579931630806,0.0808867886587572,3.0,0.0,2.0,2.0,64.5142857142857,96511.0,40.0,27945441.0,19892.0,3.0,0.0,2.0,2.0,11742.0,2531360.0,2673.0,704400.0,764.0,1993.0,2191.0,582.0,1609.0,17701.0,4651.0,4618.0,658823.5506,668966.3015,751044.0685,885146.045,740994.9913999999,0.0905822169705606,8.078959379278869,8.988589685075308,4.234358202537089,11.477412270468058,7.677829381106816,64561.15489609241,0.008600301010535369,2.313359786611785,34.925282696720764,4349.415807560137,1573.2504661280298,-0.0462872988711015,3.3583120439470044,3.5888915941583264,3.5888915941583264,2.392594396105551,3.5888915941583264,3.5888915941583264,2.392594396105551,6008.480111803913,0.11014478182183793,544.2614491507203,544.2614491507203,11.039694472536501,0.889855218178162
92126,-0.2187499999999999,0.3068474625981157,0.0085272342675832,0.9305506321178074,0.1434814275309541,0.2317596566523605,0.3421052631578947,0.2058303886925794,-0.0142024763292061,0.3353261060027546,0.3385907170245815,-17.799999999999997,0.9961200735143966,0.1052761179328912,0.0226705627421367,0.0826055551907544,3.0,0.0,2.0,2.0,64.5142857142857,103839.28571428572,134.0,60766715.0,60916.0,3.0,0.0,2.0,2.0,25500.0,6862224.0,2290.0,599500.0,629.0,6121.0,6413.0,1381.0,5032.0,54503.0,14691.0,14634.0,601805.0721,616126.8029,689843.8484,803606.0235,677845.436725,0.11292734846700204,8.498830500545766,9.453297988460939,4.126608127424954,11.550599653199752,6.527832236732587,58684.86979697396,0.00912123068545368,3.2007989441600233,27.91954271969788,4969.025343953656,1363.7170111287758,-0.04194585266250819,1.6182831492414906,0.4652753160589037,0.4652753160589037,0.3101835440392691,0.4652753160589037,0.4652753160589037,0.3101835440392691,4136.322578449391,0.1052761179328912,467.10394118848274,467.10394118848274,8.855250863276979,0.8947238820671088
