ZIP Code,Housing Units,Median Gross Rent ($),Median Owner Cost ($),Median Home Value - Census ($),New Policies,Renewed Policies,Nonrenewed Policies (by Owner),Nonrenewed Policies (by Company),Nonrenewed Policies,Expiring Policies,% Nonrenewed Policies,% Nonrenewed Policies (by Owner),% Nonrenewed Policies (by Company),% Change - New Policies,% Change - Renewed Policies,% Change - Nonrenewed Policies (by Owner),% Change - Nonrenewed Policies (by Company),% Change - Nonrenewed Policies,% Change - Expiring Policies,Earned Premium ($),Claims (Fire and Smoke),Losses (Fire and Smoke) ($),% Change - Earned Premiums,% Change - Claims (Fire and Smoke),% Change - Losses (Fire and Smoke),Voluntary Market Units,FAIR Plan Units,Total Res Units,% Market Units,% FAIR Plan Units,Total Exposure ($),Zillow Home Value 2018 ($),Zillow Home Value 2019 ($),Zillow Home Value 2020 ($),Zillow Home Value 2021 ($),Zillow Mean Home Value ($),% Change - Zillow Home Value,All Disasters 1y,All Disasters 3y,All Disasters 5y,All Disasters 10y,Fire Disasters 1y,Fire Disasters 3y,Fire Disasters 5y,Fire Disasters 10y,Avg % White-only Pop,% Change White-only Pop,Avg Median Income,% Change Median Income
90025,23418.0,2271.0,1125.0,905900.0,1222.0,10779.0,990.0,202.0,1192.0,11971.0,0.09957397042853562,0.08269985799014284,0.016874112438392784,0.07641196013289031,0.026375282592313587,0.34562211981566815,-0.10869565217391308,0.26615969581749055,0.04799451491258133,31355528.0,66.0,2034242.0,0.28684634342299686,-0.3571428571428572,3.78224314267705,2833.0,53.0,2886.0,0.9816354816354816,0.018364518364518363,23389032.0,1063536.454,1034171.917,1085244.337,1137796.714,1080187.3554999998,0.06982389716939585,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,93718.57142857143,0.329221348443078
90026,27813.0,1497.0,642.0,962100.0,4099.0,30659.0,3145.0,688.0,3833.0,34492.0,0.1111272179056013,0.0911805636089528,0.0199466542966485,0.2992036405005689,0.013781336133350752,0.3299418604651163,0.346938775510204,0.33293413173652686,0.04530399810740482,38903243.0,74.0,4103485.0,0.5869979282544902,0.36111111111111094,0.10776508471137736,9124.0,1114.0,10238.0,0.8911896854854464,0.10881031451455363,299533627.0,1092290.57,1068219.6,1162160.572,1263526.727,1146549.36725,0.15676795323793735,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,69240.85714285714,0.5795333259725443
90027,23410.0,1684.0,1049.0,1287200.0,2527.0,19412.0,1957.0,462.0,2419.0,21831.0,0.11080573496404196,0.08964316797214969,0.021162566991892263,0.30575539568345333,-0.014373716632443578,0.2522321428571428,0.14018691588785037,0.23063063063063072,0.010691244239631414,48118983.0,60.0,2546612.0,0.33588618119606717,-0.21052631578947378,-0.07089951697254981,5380.0,291.0,5671.0,0.9486862987127491,0.05131370128725093,227532892.0,1484003.423,1451329.051,1599732.542,1768267.014,1575833.0074999998,0.19155184320622687,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,73821.0,0.551693404634581
90028,21466.0,1612.0,773.0,723000.0,414.0,2325.0,308.0,94.0,402.0,2727.0,0.1474147414741474,0.11294462779611295,0.03447011367803447,0.05607476635514019,0.029720279720279796,-0.06666666666666665,-0.1785714285714286,-0.09322033898305082,0.008695652173912993,9146045.0,28.0,1245193.0,0.4270360797552484,3.5,21.294559663360385,748.0,59.0,807.0,0.9268897149938042,0.07311028500619579,19396769.0,943154.4096,911489.3271,945254.6008,1017358.769,954314.2766249999,0.07867678785647692,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,49897.57142857143,0.4823050813616851
90029,14787.0,1367.0,674.0,898400.0,1093.0,7555.0,816.0,184.0,1000.0,8555.0,0.11689070718877849,0.09538281706604325,0.021507890122735244,0.4746543778801844,0.014917421417155019,0.32163742690058483,0.19047619047619047,0.295774647887324,0.043540669856459324,9462226.0,31.0,3220325.0,0.3475339479150572,-0.3749999999999999,-0.6803659097102741,2423.0,367.0,2790.0,0.8684587813620072,0.13154121863799284,99631368.0,1035509.457,1023798.758,1108180.031,1221969.359,1097364.40125,0.1800658610498811,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,47441.0,0.6263944995853287
90031,12438.0,1277.0,470.0,616900.0,1968.0,17301.0,1354.0,407.0,1761.0,19062.0,0.09238275102297765,0.07103137131465743,0.02135137970832022,0.3492063492063493,0.014712751050910855,0.3147540983606558,0.5777777777777777,0.37468354430379747,0.045114389565961144,15247290.0,35.0,1620039.0,0.5881908630999104,-0.16666666666666663,0.20046748112845658,5094.0,875.0,5969.0,0.8534092812866477,0.14659071871335233,236368301.0,631286.9938,638478.7497,701370.8992,780088.3931,687806.25895,0.23571117536304276,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,51478.71428571428,0.5104556728103876
90032,14155.0,1351.0,571.0,605400.0,3240.0,27438.0,2268.0,795.0,3063.0,30501.0,0.10042293695288679,0.07435821776335202,0.02606471918953477,0.14413265306122458,0.014313117898775207,0.15875912408759119,0.0923076923076922,0.1413189771197847,0.026861702127659592,22306223.0,67.0,2920689.0,0.30955301990656414,-0.2857142857142857,-0.6683589968966457,7497.0,662.0,8159.0,0.9188626057114843,0.08113739428851575,204182029.0,613867.8921,622956.3644,684623.2937,765573.0861,671755.1590750001,0.24713003555378465,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,62748.42857142857,0.7218281612835128
90033,13935.0,1196.0,487.0,538900.0,1743.0,13034.0,1126.0,514.0,1640.0,14674.0,0.1117623006678479,0.07673436009268093,0.03502794057516696,0.16628701594533024,0.02467207995003129,0.09364548494983271,0.3170731707317074,0.15876777251184837,0.04028697571743933,9936703.0,45.0,2938204.0,0.3020353393433881,2.3999999999999995,0.2977911206126065,4107.0,997.0,5104.0,0.8046630094043887,0.1953369905956113,238028522.0,514509.1788,530786.5216,586466.0195,653201.2308,571240.737675,0.2695618615074551,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,43642.0,0.7675409525613105
90034,28630.0,1925.0,713.0,1152500.0,2165.0,18900.0,1815.0,328.0,2143.0,21043.0,0.10183909138430833,0.08625196027182436,0.015587131112483962,-0.08880994671403197,-0.00846560846560851,0.08520179372197312,0.14117647058823524,0.09416195856873832,0.0019025875190259445,31369570.0,47.0,953322.0,0.32317895676796904,-0.2857142857142857,1.2494264556410628,5072.0,109.0,5181.0,0.9789615904265586,0.02103840957344142,44547520.0,1184787.386,1163087.267,1271454.561,1414820.345,1258537.3897499999,0.19415547609484762,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,83205.28571428571,0.5720429451595193
90035,13695.0,2183.0,853.0,1494600.0,2037.0,15402.0,1670.0,342.0,2012.0,17414.0,0.11553922131618238,0.09589985069484323,0.019639370621339153,0.2584745762711864,-0.012970168612191912,0.36565096952908593,0.15384615384615374,0.32300884955752207,0.022289296494079514,32753730.0,38.0,1355874.0,0.31991711831757197,-0.20000000000000007,0.1546612372680054,4215.0,89.0,4304.0,0.97932156133829,0.020678438661710038,43397510.0,1437077.31,1403722.499,1523350.528,1660326.583,1506119.23,0.1553495218708867,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,95032.71428571428,0.4114271554703496
90036,21391.0,2393.0,1025.0,1634700.0,1761.0,12840.0,1395.0,357.0,1752.0,14592.0,0.12006578947368421,0.09560032894736842,0.02446546052631579,0.2279411764705883,-0.0059226932668329235,0.319078947368421,0.23913043478260865,0.3005050505050506,0.027746947835738167,38774782.0,61.0,3885147.0,0.2890544644089299,2.0,12.242760100107258,3739.0,92.0,3831.0,0.9759853824066823,0.02401461759331767,63471994.0,1631668.587,1604031.55,1726030.001,1866499.396,1707057.3835,0.1439206532937929,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,86922.71428571429,0.3850078757118432
90037,18605.0,1265.0,650.0,502000.0,3280.0,19294.0,1998.0,900.0,2898.0,22192.0,0.13058759913482337,0.09003244412400865,0.040555155010814706,0.21989528795811508,0.04066934971404357,0.2155555555555555,0.47263681592039797,0.2949308755760369,0.07148175725986605,18246165.0,87.0,6360308.0,0.48040903486675224,0.6203703703703705,0.4220122511678399,6424.0,2002.0,8426.0,0.762402088772846,0.23759791122715404,539903171.0,518160.7648,536345.4943,582839.0908,656694.7112,573510.0152749999,0.267357074890592,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,41721.857142857145,0.8172652601062973
90038,14474.0,1542.0,759.0,945000.0,878.0,5148.0,646.0,162.0,808.0,5956.0,0.1356615177971793,0.10846205507051712,0.02719946272666219,0.38613861386138604,0.01098901098901095,0.2064516129032259,0.43243243243243246,0.25,0.04229195088676674,8845120.0,24.0,1799406.0,0.4405396124070833,1.75,0.0649352742405982,1628.0,162.0,1790.0,0.9094972067039107,0.09050279329608939,39805291.0,1105291.689,1099715.526,1168434.647,1274361.505,1161950.84175,0.15296398017157253,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,48949.42857142857,0.6641258514433993
90039,12957.0,1887.0,717.0,972900.0,3118.0,25960.0,2386.0,534.0,2920.0,28880.0,0.10110803324099724,0.08261772853185595,0.018490304709141273,0.21118881118881117,0.019897404010570385,0.262081784386617,0.07913669064748197,0.22451994091580496,0.039381153305203975,32980369.0,46.0,4415233.0,0.3723632134520274,-0.3846153846153846,-0.433296629987431,7249.0,375.0,7624.0,0.950813221406086,0.04918677859391395,127146068.0,1097593.752,1106167.729,1194849.866,1311138.397,1177437.436,0.1945570887324075,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,94172.71428571428,0.2971226380322874
90040,3487.0,1156.0,391.0,452100.0,813.0,7439.0,534.0,210.0,744.0,8183.0,0.09092020041549553,0.06525724062079921,0.02566295979469632,0.2303370786516854,0.01688453159041403,0.1382113821138211,0.6428571428571428,0.2666666666666666,0.03748125937031488,4444889.0,21.0,711526.0,0.2666857508879745,0.0,-0.6755494780375546,2070.0,178.0,2248.0,0.9208185053380783,0.0791814946619217,53028728.0,498634.5787,510338.9134,560283.9726,615541.6524,546199.779275,0.2344544054782376,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,54534.857142857145,0.6269129287598945
90041,10406.0,1627.0,761.0,886800.0,2434.0,22054.0,1855.0,366.0,2221.0,24275.0,0.09149330587023687,0.07641606591143152,0.015077239958805356,0.2846153846153847,0.009134088417975805,0.3176178660049629,0.19318181818181812,0.295315682281059,0.03269069572506278,24519856.0,62.0,2281956.0,0.3480970539056387,-0.4444444444444444,0.580604203060326,5955.0,252.0,6207.0,0.9594006766553891,0.04059932334461092,116748568.0,972389.6577,965906.5072,1063330.018,1192536.431,1048540.653475,0.2263976910457015,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,92830.28571428572,0.5267440273037542
90043,18444.0,1260.0,644.0,684500.0,4315.0,35756.0,3021.0,937.0,3958.0,39714.0,0.09966258750062951,0.07606889258196102,0.02359369491866848,-0.04048964218455742,0.02838973427208713,0.06591865357643756,-0.08300395256916993,0.0269151138716357,0.02824396234138349,39306922.0,151.0,7345192.0,0.29033134707194885,0.32352941176470584,2.630341319565394,9830.0,690.0,10520.0,0.9344106463878327,0.0655893536121673,269200641.0,639557.1012,662393.7643,730525.7779,829876.8818,715588.3813,0.29758059169838513,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,55773.0,0.5664402563857266
90044,29495.0,1235.0,471.0,461200.0,5932.0,41702.0,3668.0,1585.0,5253.0,46955.0,0.11187306996060058,0.07811734639548504,0.03375572356511554,0.17038102084831053,0.028218351659044405,0.17417061611374418,0.41543026706231445,0.2430143945808636,0.050357828591377274,33137277.0,181.0,9557607.0,0.28521577546697774,0.0,0.551382366739728,12618.0,2127.0,14745.0,0.8557477110885046,0.1442522889114954,599579781.0,474820.6675,498004.119,549195.7913,618134.0289,535038.6516750001,0.30182629192315025,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,40744.42857142857,0.5934382551583122
90045,17307.0,2542.0,788.0,1103500.0,3499.0,34001.0,2995.0,444.0,3439.0,37440.0,0.09185363247863249,0.07999465811965811,0.011858974358974358,0.12623762376237613,0.0035394053798962766,0.16787264833574533,0.02970297029702973,0.1502525252525253,0.01607682347863615,40654085.0,70.0,2977275.0,0.11521431794059911,-0.4782608695652174,0.830137085469467,8968.0,28.0,8996.0,0.9968875055580257,0.0031124944419742106,18919871.0,1199326.546,1162378.213,1273761.439,1401150.743,1259154.23525,0.1682812722465996,0.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,45.85714285714285,-16.4,110933.71428571428,0.4665759576986471
