,Year,ZIP Code,Earned Premium
386,2018,90706,408231
387,2018,90710,398272
388,2018,90712,36791
389,2018,90713,1310
390,2018,90715,200958
391,2018,90716,116018
392,2018,90717,273394
393,2018,90723,420528
394,2018,90731,470724
395,2018,90732,1092069
396,2018,90744,84063
397,2018,90745,566385
398,2018,90746,115762
399,2018,90755,550284
400,2018,90802,2338129
401,2018,90803,1208613
402,2018,90804,462391
403,2018,90805,90796
404,2018,90806,86192
405,2018,90807,404026
406,2018,90808,35324
407,2018,90810,50358
408,2018,90813,252632
409,2018,90814,452728
410,2018,90815,508333
411,2018,90840,422
412,2018,91001,28791
413,2018,91006,326395
414,2018,91007,664022
415,2018,91008,828
416,2018,91010,319125
417,2018,91011,102201
418,2018,91016,528835
419,2018,91020,193475
420,2018,91024,146021
421,2018,91030,402791
422,2018,91040,154678
423,2018,91042,219523
424,2018,91101,1029333
425,2018,91103,325475
426,2018,91104,124252
427,2018,91105,892416
428,2018,91106,1059986
429,2018,91107,394626
430,2018,91108,5395
431,2018,91201,135102
432,2018,91202,424436
433,2018,91203,362543
434,2018,91204,125702
435,2018,91205,304586
436,2018,91206,691934
437,2018,91207,122596
438,2018,91208,180683
439,2018,91210,47563
440,2018,91214,262410
441,2018,91301,626940
442,2018,91302,658535
443,2018,91303,303096
444,2018,91304,340768
445,2018,91306,470426
446,2018,91307,157469
447,2018,91311,1101521
448,2018,91316,1341931
449,2018,91321,1039857
450,2018,91324,308174
451,2018,91325,435881
452,2018,91326,550336
453,2018,91331,355954
454,2018,91335,867788
455,2018,91340,80541
456,2018,91342,805142
457,2018,91343,514654
458,2018,91344,262903
459,2018,91345,89934
460,2018,91350,739296
461,2018,91351,406766
462,2018,91352,159517
463,2018,91354,627679
464,2018,91355,1132142
465,2018,91356,1112604
466,2018,91364,60670
467,2018,91367,1491493
468,2018,91381,394641
469,2018,91384,43761
470,2018,91387,709345
471,2018,91390,147620
472,2018,91401,411496
473,2018,91402,501153
474,2018,91403,911704
475,2018,91405,397692
476,2018,91406,360848
477,2018,91409,1383
478,2018,91411,223691
479,2018,91423,953552
480,2018,91436,220659
481,2018,91501,471889
482,2018,91502,184164
483,2018,91504,567670
484,2018,91505,304362
485,2018,91506,115480
486,2018,91601,424557
487,2018,91602,799273
488,2018,91604,1214461
489,2018,91605,173172
490,2018,91606,321885
491,2018,91607,550271
492,2018,91702,831965
493,2018,91706,350563
494,2018,91711,424954
495,2018,91722,192562
496,2018,91723,145095
497,2018,91724,287355
498,2018,91731,63125
499,2018,91732,320598
500,2018,91733,97614
501,2018,91740,265735
502,2018,91741,272228
503,2018,91744,115818
504,2018,91745,441071
505,2018,91746,35551
506,2018,91748,71518
507,2018,91750,187065
508,2018,91754,282496
509,2018,91755,282577
510,2018,91765,1025718
511,2018,91766,336052
512,2018,91767,342549
513,2018,91768,108535
514,2018,91770,233994
515,2018,91773,663571
516,2018,91775,75100
517,2018,91776,303848
518,2018,91780,288293
519,2018,91789,254343
520,2018,91790,70830
521,2018,91791,284337
522,2018,91792,413963
523,2018,91801,815930
524,2018,91803,143881
525,2018,93510,899
526,2018,93532,609
527,2018,93534,83976
528,2018,93535,93878
529,2018,93536,146541
530,2018,93543,496
531,2018,93544,2368
532,2018,93550,77992
533,2018,93551,99221
534,2018,93552,15959
535,2018,90231,25
536,2018,90822,238
537,2018,91021,479
538,2018,91416,-2
539,2018,91603,817
540,2018,91707,71
542,2018,93601,839
543,2018,93604,10441
544,2018,93610,25639
545,2018,93636,2626
546,2018,93637,15439
547,2018,93638,3204
548,2018,93644,18870
550,2018,94901,416688
551,2018,94903,948141
552,2018,94904,308616
553,2018,94920,443736
554,2018,94925,258690
555,2018,94930,80186
556,2018,94933,159
557,2018,94939,127319
558,2018,94941,526614
559,2018,94945,222207
560,2018,94947,622543
561,2018,94949,679741
562,2018,94960,49493
563,2018,94964,5961
564,2018,94965,492604
565,2018,94970,1666
566,2018,94973,895
568,2018,95338,13387
569,2018,95389,6938
571,2018,95410,494
572,2018,95437,6890
573,2018,95445,2584
574,2018,95459,1865
575,2018,95460,17952
576,2018,95468,63
577,2018,95482,16999
578,2018,95490,340
580,2018,93635,6215
581,2018,95301,13984
582,2018,95322,2149
583,2018,95324,1059
584,2018,95334,130
585,2018,95340,8349
586,2018,95341,5732
587,2018,95348,53399
588,2018,95374,834
589,2018,95388,307
591,2018,93517,562
592,2018,93529,36152
593,2018,93541,719
594,2018,93546,2226540
596,2018,93426,1697
597,2018,93901,168478
598,2018,93905,80772
599,2018,93906,164593
600,2018,93907,955
601,2018,93908,90051
602,2018,93920,1390
603,2018,93921,38563
604,2018,93923,544474
605,2018,93924,20380
606,2018,93930,10286
607,2018,93933,125881
608,2018,93940,489506
609,2018,93950,138635
610,2018,93953,208187
611,2018,93955,68157
612,2018,93960,9091
613,2018,95012,30878
614,2018,95039,21900
616,2018,94503,1465
617,2018,94508,782
618,2018,94515,8266
619,2018,94558,712357
620,2018,94559,209213
621,2018,94567,1675
622,2018,94573,6976
623,2018,94574,111424
624,2018,94576,520
625,2018,94599,86041
627,2018,95724,31980
628,2018,95728,11085
629,2018,95945,44595
630,2018,95949,26001
631,2018,95959,43596
632,2018,96160,2733
633,2018,96161,828997
634,2018,96162,14732
636,2018,90620,114242
637,2018,90621,577658
638,2018,90623,117999
639,2018,90630,958827
640,2018,90631,739400
641,2018,90680,600571
642,2018,90720,173132
643,2018,90740,2341673
644,2018,90742,17448
645,2018,92602,643170
646,2018,92603,821105
647,2018,92604,1319159
648,2018,92606,413653
649,2018,92610,321707
650,2018,92612,2113796
651,2018,92614,1305159
652,2018,92617,56665
653,2018,92618,1235167
654,2018,92620,1466318
655,2018,92624,123811
656,2018,92625,861929
657,2018,92626,553671
658,2018,92627,1167963
659,2018,92629,1479301
660,2018,92630,1713795
661,2018,92637,3896761
662,2018,92646,1949847
663,2018,92647,321101
664,2018,92648,2159641
665,2018,92649,1263522
666,2018,92651,603270
667,2018,92652,761
668,2018,92653,1009516
669,2018,92654,2366
670,2018,92655,33515
671,2018,92656,3129945
672,2018,92657,454374
673,2018,92660,2244145
674,2018,92661,57660
675,2018,92662,4447
676,2018,92663,1051944
677,2018,92668,981
678,2018,92672,1414240
679,2018,92673,692465
680,2018,92675,1051588
681,2018,92676,99
682,2018,92677,2983043
683,2018,92678,414
684,2018,92679,592792
685,2018,92683,549822
686,2018,92688,1948819
687,2018,92691,1086112
688,2018,92692,1220700
689,2018,92694,1140856
690,2018,92701,429436
691,2018,92703,182119
692,2018,92704,692564
693,2018,92705,241416
694,2018,92706,91605
695,2018,92707,457456
696,2018,92708,905358
697,2018,92780,770736
698,2018,92782,1296992
699,2018,92801,432933
700,2018,92802,388151
701,2018,92804,509638
702,2018,92805,666027
703,2018,92806,182237
704,2018,92807,998484
705,2018,92808,703873
706,2018,92811,102
707,2018,92821,510737
708,2018,92823,84103
709,2018,92831,446017
710,2018,92832,165315
711,2018,92833,589654
712,2018,92835,423428
713,2018,92840,462640
714,2018,92841,127367
715,2018,92843,289985
716,2018,92844,369111
717,2018,92845,188662
718,2018,92861,617
719,2018,92863,424
720,2018,92865,361486
721,2018,92866,93789
722,2018,92867,186709
723,2018,92868,317898
724,2018,92869,906868
725,2018,92870,878069
726,2018,92886,1070423
727,2018,92887,414511
728,2018,92609,301
729,2018,92690,38
730,2018,92715,135
732,2018,95602,109917
733,2018,95603,145378
734,2018,95604,326
735,2018,95631,69
736,2018,95648,119848
737,2018,95650,17983
738,2018,95658,32489
739,2018,95661,42720
740,2018,95663,32579
741,2018,95677,143556
742,2018,95678,292108
743,2018,95703,679
744,2018,95713,3188
745,2018,95722,565
746,2018,95746,27436
747,2018,95747,72163
748,2018,95765,136539
749,2018,96140,52818
750,2018,96141,144252
751,2018,96143,158411
752,2018,96145,592246
753,2018,96146,338870
754,2018,96148,52373
756,2018,95915,277
757,2018,95971,3968
758,2018,96020,797
759,2018,96103,121279
760,2018,96106,34831
762,2018,91752,179706
763,2018,92201,290071
764,2018,92203,204653
765,2018,92210,1177058
766,2018,92211,3101041
767,2018,92220,173102
768,2018,92223,53780
769,2018,92225,19637
770,2018,92230,271
771,2018,92234,1015482
772,2018,92236,448
773,2018,92239,365
774,2018,92240,51996
775,2018,92241,124
776,2018,92253,2209315
777,2018,92255,948
778,2018,92260,3163092
779,2018,92261,572
780,2018,92262,2223242
781,2018,92263,2854
782,2018,92264,3349896
783,2018,92270,3008778
784,2018,92276,248
785,2018,92320,11661
786,2018,92501,49772
787,2018,92503,159811
788,2018,92504,93913
789,2018,92505,76091
790,2018,92506,222830
791,2018,92507,357424
792,2018,92508,46370
793,2018,92509,41214
794,2018,92518,159
795,2018,92530,70223
796,2018,92532,86398
797,2018,92536,182
798,2018,92543,45461
799,2018,92544,47358
800,2018,92545,39479
801,2018,92549,13914
802,2018,92551,80507
803,2018,92553,21536
804,2018,92555,77935
805,2018,92557,12879
806,2018,92562,437486
807,2018,92563,477824
808,2018,92567,1113
809,2018,92570,686
810,2018,92571,25717
811,2018,92582,557
812,2018,92583,65163
813,2018,92584,1466
814,2018,92585,86
815,2018,92586,151968
816,2018,92587,66711
817,2018,92590,930
818,2018,92591,120634
819,2018,92592,409469
820,2018,92595,1106
821,2018,92596,68545
822,2018,92877,604
823,2018,92879,345273
824,2018,92880,10535
825,2018,92881,100498
826,2018,92882,373823
827,2018,92883,171284
829,2018,95608,398566
830,2018,95610,353565
831,2018,95621,587203
832,2018,95624,22586
833,2018,95626,348
834,2018,95628,305651
835,2018,95630,499925
836,2018,95632,7335
837,2018,95638,661
838,2018,95660,22495
839,2018,95662,81087
840,2018,95670,382998
841,2018,95683,90859
842,2018,95690,1248
843,2018,95742,176
844,2018,95757,50496
845,2018,95758,199885
846,2018,95811,113204
847,2018,95814,152420
848,2018,95815,336
849,2018,95816,38507
850,2018,95817,5041
851,2018,95818,50349
852,2018,95819,29382
853,2018,95820,2515
854,2018,95821,110290
855,2018,95822,37056
856,2018,95823,160228
857,2018,95824,139
858,2018,95825,1364881
859,2018,95826,414701
860,2018,95827,39958
861,2018,95828,76753
862,2018,95829,1780
863,2018,95830,192
864,2018,95831,143769
865,2018,95832,1211
866,2018,95833,195836
867,2018,95834,138630
868,2018,95835,339780
869,2018,95836,853
870,2018,95838,14589
871,2018,95841,226617
872,2018,95842,202270
873,2018,95843,151544
874,2018,95864,81101
876,2018,95023,160196
877,2018,95045,9240
879,2018,91701,156453
880,2018,91708,181673
881,2018,91709,483627
882,2018,91710,471077
883,2018,91730,1038550
884,2018,91737,118016
885,2018,91739,300895
886,2018,91761,410851
887,2018,91762,508508
888,2018,91763,240014
889,2018,91764,294150
890,2018,91784,232535
891,2018,91786,650743
892,2018,92242,4066
893,2018,92252,1270
894,2018,92256,1472
895,2018,92267,344
896,2018,92277,878
897,2018,92284,17394
898,2018,92301,69
899,2018,92305,273
900,2018,92307,33962
901,2018,92308,43625
902,2018,92311,1111
903,2018,92313,103515
904,2018,92314,2794
905,2018,92315,153464
906,2018,92317,896
907,2018,92321,2566
908,2018,92324,138626
909,2018,92325,352
910,2018,92326,422
911,2018,92334,878
912,2018,92335,82379
913,2018,92336,157551
914,2018,92337,4401
915,2018,92342,59924
916,2018,92345,1522
917,2018,92346,127942
918,2018,92352,134607
919,2018,92354,143169
920,2018,92356,297
921,2018,92359,36740
922,2018,92363,432
923,2018,92366,110
924,2018,92373,268761
925,2018,92374,140653
926,2018,92376,58973
927,2018,92377,286
928,2018,92378,44
929,2018,92382,1475
930,2018,92386,352
931,2018,92391,11583
932,2018,92392,3802
933,2018,92393,95
934,2018,92394,333
935,2018,92395,46280
936,2018,92397,786
937,2018,92398,419
938,2018,92399,18528
939,2018,92401,9641
940,2018,92404,132468
941,2018,92405,74425
942,2018,92407,105590
943,2018,92408,13092
944,2018,92410,21743
945,2018,92411,95
947,2018,91901,81569
948,2018,91902,166796
949,2018,91905,457
950,2018,91910,759413
951,2018,91911,521301
952,2018,91913,1131398
953,2018,91914,286180
954,2018,91915,907509
955,2018,91932,371956
956,2018,91941,198566
957,2018,91942,909477
958,2018,91945,87831
959,2018,91950,186654
960,2018,91962,3707
961,2018,91977,412895
962,2018,91978,108752
963,2018,92003,132558
964,2018,92004,106617
965,2018,92007,280243
966,2018,92008,916264
967,2018,92009,1774666
968,2018,92010,440979
969,2018,92011,722963
970,2018,92014,781877
971,2018,92018,1069
972,2018,92019,714283
973,2018,92020,408047
974,2018,92021,470377
975,2018,92024,1259755
976,2018,92025,425196
977,2018,92026,444231
978,2018,92027,253140
979,2018,92028,172196
980,2018,92029,33311
981,2018,92037,3459578
982,2018,92040,358605
983,2018,92049,700
984,2018,92054,1079873
985,2018,92055,806
986,2018,92056,621891
987,2018,92057,1152660
988,2018,92058,408490
989,2018,92059,1264
990,2018,92061,34362
991,2018,92064,395209
992,2018,92065,193173
993,2018,92067,54068
994,2018,92068,602
995,2018,92069,342879
996,2018,92071,1358665
997,2018,92075,1174232
998,2018,92078,1199368
999,2018,92081,264935
1000,2018,92082,443
1001,2018,92083,279177
1002,2018,92084,173960
1003,2018,92091,139203
1004,2018,92092,498
1005,2018,92093,681
1006,2018,92101,4844621
1007,2018,92102,253939
1008,2018,92103,1832510
1009,2018,92104,903568
1010,2018,92105,320617
1011,2018,92106,338808
1012,2018,92107,553468
1013,2018,92108,1993178
1014,2018,92109,2108078
1015,2018,92110,1129355
1016,2018,92111,1243672
1017,2018,92113,100445
1018,2018,92114,40475
1019,2018,92115,741463
1020,2018,92116,700136
1021,2018,92117,665418
1022,2018,92118,1574769
1023,2018,92119,681262
1024,2018,92120,532153
1025,2018,92121,250553
1026,2018,92122,1907159
1027,2018,92123,584920
1028,2018,92124,777059
1029,2018,92126,1403718
1030,2018,92127,1238103
1031,2018,92128,2794081
1032,2018,92129,763498
1033,2018,92130,1976265
1034,2018,92131,1114043
1035,2018,92132,665
1036,2018,92136,-88
1037,2018,92139,531640
1038,2018,92154,677017
1039,2018,92173,184793
1041,2018,94102,939771
1042,2018,94103,2065393
1043,2018,94104,128162
1044,2018,94105,2683987
1045,2018,94107,3472737
1046,2018,94108,905515
1047,2018,94109,4571610
1048,2018,94110,2190323
1049,2018,94111,670883
1050,2018,94112,132009
1051,2018,94114,2171131
1052,2018,94115,2978453
1053,2018,94116,53297
1054,2018,94117,2118302
1055,2018,94118,1390618
1056,2018,94119,241
1057,2018,94121,587408
1058,2018,94122,424437
1059,2018,94123,1799808
1060,2018,94124,412283
1061,2018,94126,536
1062,2018,94127,37118
1063,2018,94129,5016
1064,2018,94131,1145065
1065,2018,94132,308754
1066,2018,94133,1724285
1067,2018,94134,281755
1068,2018,94158,826702
1070,2018,95202,566
1071,2018,95203,27318
1072,2018,95204,21711
1073,2018,95206,1348
1074,2018,95207,398322
1075,2018,95209,22546
1076,2018,95210,61039
1077,2018,95212,396
1078,2018,95213,3
1079,2018,95219,263858
1080,2018,95240,139598
1081,2018,95242,107311
1082,2018,95258,7819
1083,2018,95304,421
1084,2018,95320,916
1085,2018,95330,3201
1086,2018,95336,8944
1087,2018,95337,24057
1088,2018,95366,12601
1089,2018,95376,97559
1090,2018,95377,670
1091,2018,95391,78184
1093,2018,93401,530074
1094,2018,93402,21183
1095,2018,93405,160193
1096,2018,93407,281
1097,2018,93420,164046
1098,2018,93421,497
1099,2018,93422,180738
1100,2018,93424,80632
1101,2018,93428,4823
1102,2018,93430,36858
1103,2018,93433,107937
1104,2018,93442,117086
1105,2018,93444,95460
1106,2018,93445,59297
1107,2018,93446,79073
1108,2018,93448,353
1109,2018,93449,221251
1110,2018,93452,42575
1111,2018,93453,175
1112,2018,93465,15516
1114,2018,94002,275578
1115,2018,94005,157302
1116,2018,94010,436214
1117,2018,94014,427655
1118,2018,94015,502224
1119,2018,94018,855
1120,2018,94019,186081
1121,2018,94025,775857
1122,2018,94027,23380
1123,2018,94028,11865
1124,2018,94030,252993
1125,2018,94037,230
1126,2018,94044,385191
1127,2018,94061,357040
1128,2018,94062,62684
1129,2018,94063,168164
1130,2018,94065,879837
1131,2018,94066,608392
1132,2018,94070,699698
1133,2018,94080,824440
1134,2018,94401,1169082
1135,2018,94402,530217
1136,2018,94403,745158
1137,2018,94404,1777910
1138,2018,94045,259
1140,2018,93013,536537
1141,2018,93067,12558
1142,2018,93101,433770
1143,2018,93103,354030
1144,2018,93105,442878
1145,2018,93108,375089
1146,2018,93109,203437
1147,2018,93110,338237
1148,2018,93111,236055
1149,2018,93117,667769
1150,2018,93427,54286
1151,2018,93434,60
1152,2018,93436,258812
1153,2018,93440,5209
1154,2018,93454,241100
1155,2018,93455,286516
1156,2018,93456,901
1157,2018,93458,8521
1158,2018,93460,445
1159,2018,93463,122755
1161,2018,94022,429657
1162,2018,94024,32368
1163,2018,94040,607950
1164,2018,94041,194365
1165,2018,94043,1353175
1166,2018,94085,461294
1167,2018,94086,740533
1168,2018,94087,578733
1169,2018,94089,278887
1170,2018,94301,403076
1171,2018,94303,346089
1172,2018,94304,74560
1173,2018,94305,97223
1174,2018,94306,401302
1175,2018,95002,771
1176,2018,95008,982848
1177,2018,95013,434
1178,2018,95014,775962
1179,2018,95020,139913
1180,2018,95030,160624
1181,2018,95032,464271
1182,2018,95035,1274976
1183,2018,95037,578017
1184,2018,95050,503291
1185,2018,95051,745335
1186,2018,95054,536116
1187,2018,95070,289074
1188,2018,95101,408
1189,2018,95109,118
1190,2018,95110,587864
1191,2018,95111,500580
1192,2018,95112,606457
1193,2018,95113,86293
1194,2018,95116,368662
1195,2018,95117,351108
1196,2018,95118,356041
1197,2018,95119,62372
1198,2018,95120,381317
1199,2018,95121,293604
1200,2018,95122,193065
1201,2018,95123,1283663
1202,2018,95124,366797
1203,2018,95125,728870
1204,2018,95126,803959
1205,2018,95127,243439
1206,2018,95128,368739
1207,2018,95129,395644
1208,2018,95130,18392
1209,2018,95131,734520
1210,2018,95132,219762
1211,2018,95133,594627
1212,2018,95134,286875
1213,2018,95135,1126152
1214,2018,95136,918292
1215,2018,95138,372462
1216,2018,95139,129966
1217,2018,95148,120061
1218,2018,95154,264
1219,2018,95105,267
1220,2018,95115,330
1221,2018,95173,135
1223,2018,95003,548852
1224,2018,95006,50035
1225,2018,95007,366
1226,2018,95010,339610
1227,2018,95018,152
1228,2018,95019,21699
1229,2018,95041,560
1230,2018,95060,485691
1231,2018,95062,528614
1232,2018,95063,38
1233,2018,95064,21706
1234,2018,95065,74124
1235,2018,95066,256762
1236,2018,95073,68454
1237,2018,95076,447689
1238,2018,95088,259
1240,2018,96001,3552
1241,2018,96002,63038
1242,2018,96003,100669
1243,2018,96007,987
1244,2018,96013,408
1245,2018,96019,1354
1246,2018,96022,877
1247,2018,96047,317
1248,2018,96056,367
1249,2018,96062,587
1250,2018,96073,365
1251,2018,96076,262
1252,2018,96088,1381
1253,2018,96096,972
1255,2018,95910,372
1256,2018,96124,5804
1258,2018,96025,224
1259,2018,96067,31930
1260,2018,96094,5238
1261,2018,96097,5924
1263,2018,94510,632548
1264,2018,94533,283882
1265,2018,94534,107088
1266,2018,94571,1971
1267,2018,94585,818
1268,2018,94589,121591
1269,2018,94590,229256
1270,2018,94591,339534
1271,2018,94592,8757
1272,2018,95620,350
1273,2018,95687,289950
1274,2018,95688,67867
1275,2018,95696,281
1277,2018,94923,1093
1278,2018,94928,627457
1279,2018,94931,203583
1280,2018,94951,415
1281,2018,94952,197257
1282,2018,94954,215413
1283,2018,95401,268461
1284,2018,95403,353802
1285,2018,95404,100671
1286,2018,95405,176049
1287,2018,95407,165819
1288,2018,95409,577710
1289,2018,95419,410
1290,2018,95425,52124
1291,2018,95433,74
1292,2018,95436,1666
1293,2018,95439,477
1294,2018,95441,5770
1295,2018,95442,4245
1296,2018,95444,2063
1297,2018,95446,16125
