,Year,ZIP Code,Earned Premium
20931,2019,95132,2235
20932,2019,95133,54323
20933,2019,95134,466156
20934,2019,95136,516637
20935,2019,95138,293307
20936,2019,95139,45
20937,2019,95140,2473
20938,2019,95148,104021
20939,2019,95153,1369
20940,2019,95056,302
20942,2019,95003,343138
20943,2019,95005,6937
20944,2019,95006,9812
20945,2019,95010,360515
20946,2019,95017,884
20947,2019,95018,27893
20948,2019,95019,14977
20949,2019,95033,9470
20950,2019,95060,189212
20951,2019,95061,971
20952,2019,95062,870038
20953,2019,95064,535
20954,2019,95065,15651
20955,2019,95066,578970
20956,2019,95073,404139
20957,2019,95076,840448
20958,2019,95077,573
20959,2019,95074,226
20961,2019,96001,148849
20962,2019,96002,342684
20963,2019,96003,1440489
20964,2019,96007,857373
20965,2019,96008,94425
20966,2019,96011,2634
20967,2019,96013,90641
20968,2019,96016,50014
20969,2019,96017,5470
20970,2019,96019,225958
20971,2019,96022,642190
20972,2019,96028,61651
20973,2019,96033,25246
20974,2019,96040,17716
20975,2019,96047,74889
20976,2019,96049,1444
20977,2019,96051,73345
20978,2019,96056,83024
20979,2019,96062,43559
20980,2019,96065,11119
20981,2019,96069,72182
20982,2019,96071,16864
20983,2019,96073,51941
20984,2019,96076,6972
20985,2019,96079,962
20986,2019,96084,43109
20987,2019,96087,35816
20988,2019,96088,437756
20989,2019,96089,12210
20990,2019,96096,43172
20992,2019,95910,1549
20993,2019,95936,6128
20994,2019,95944,1902
20995,2019,96118,31119
20996,2019,96124,14708
20997,2019,96125,6698
20998,2019,96126,4566
21000,2019,95568,3078
21001,2019,96014,6323
21002,2019,96023,52933
21003,2019,96025,35626
21004,2019,96027,77877
21005,2019,96031,1527
21006,2019,96032,121802
21007,2019,96034,10925
21008,2019,96037,20608
21009,2019,96038,26506
21010,2019,96039,48531
21011,2019,96044,135104
21012,2019,96050,23661
21013,2019,96057,51550
21014,2019,96058,21907
21015,2019,96064,346082
21016,2019,96067,183398
21017,2019,96085,3319
21018,2019,96086,25594
21019,2019,96094,95504
21020,2019,96097,247094
21021,2019,96134,34015
21023,2019,94510,141696
21024,2019,94533,237993
21025,2019,94534,66507
21026,2019,94571,34455
21027,2019,94585,16156
21028,2019,94589,115432
21029,2019,94590,157527
21030,2019,94591,15508
21031,2019,94592,42
21032,2019,95620,22697
21033,2019,95625,2789
21034,2019,95687,328867
21035,2019,95688,89268
21036,2019,95696,27
21038,2019,94922,7260
21039,2019,94923,5888
21040,2019,94928,669822
21041,2019,94931,57343
21042,2019,94951,35365
21043,2019,94952,124077
21044,2019,94953,523
21045,2019,94954,390971
21046,2019,94972,1677
21047,2019,95401,690024
21048,2019,95402,376
21049,2019,95403,647159
21050,2019,95404,68666
21051,2019,95405,2399
21052,2019,95407,368379
21053,2019,95409,401172
21054,2019,95412,6210
21055,2019,95419,240
21056,2019,95421,30369
21057,2019,95425,98411
21058,2019,95430,3034
21059,2019,95433,199
21060,2019,95436,30968
21061,2019,95439,2553
21062,2019,95441,11001
21063,2019,95442,10850
21064,2019,95444,3177
21065,2019,95446,31317
21066,2019,95448,74384
21067,2019,95450,2828
21068,2019,95452,4477
21069,2019,95462,14715
21070,2019,95465,6178
21071,2019,95472,244763
21072,2019,95473,1127
21073,2019,95476,546098
21074,2019,95486,373
21075,2019,95492,281818
21077,2019,95307,163037
21078,2019,95313,10973
21079,2019,95316,47578
21080,2019,95319,9479
21081,2019,95323,6979
21082,2019,95326,26778
21083,2019,95328,7333
21084,2019,95329,160473
21085,2019,95350,198575
21086,2019,95351,105749
21087,2019,95353,488
21088,2019,95354,4481
21089,2019,95355,289249
21090,2019,95356,125834
21091,2019,95357,84540
21092,2019,95358,93131
21093,2019,95360,14302
21094,2019,95361,215526
21095,2019,95363,56184
21096,2019,95367,47531
21097,2019,95368,2498
21098,2019,95380,225732
21099,2019,95382,25508
21100,2019,95386,25933
21101,2019,95387,5629
21102,2019,95397,92
21104,2019,95659,18067
21105,2019,95668,19535
21106,2019,95674,31278
21107,2019,95676,239
21108,2019,95953,34353
21109,2019,95957,11606
21110,2019,95982,13224
21111,2019,95991,195611
21112,2019,95992,236
21113,2019,95993,129549
21115,2019,96021,699836
21116,2019,96029,7862
21117,2019,96035,193292
21118,2019,96055,245802
21119,2019,96059,46489
21120,2019,96061,9378
21121,2019,96063,2349
21122,2019,96074,8556
21123,2019,96075,28873
21124,2019,96078,6282
21125,2019,96080,775644
21126,2019,96090,9161
21127,2019,96092,19961
21129,2019,95527,22091
21130,2019,95552,31131
21131,2019,95563,43147
21132,2019,95595,18774
21133,2019,96010,5325
21134,2019,96024,110822
21135,2019,96041,87998
21136,2019,96046,10630
21137,2019,96048,58613
21138,2019,96052,147528
21139,2019,96091,26815
21140,2019,96093,143523
21142,2019,93201,20470
21143,2019,93207,22607
21144,2019,93218,9830
21145,2019,93219,34723
21146,2019,93221,125668
21147,2019,93223,30396
21148,2019,93227,1359
21149,2019,93235,26395
21150,2019,93244,12847
21151,2019,93247,83769
21152,2019,93256,40829
21153,2019,93257,469324
21154,2019,93258,2858
21155,2019,93260,33543
21156,2019,93261,4988
21157,2019,93265,114277
21158,2019,93267,78919
21159,2019,93270,103906
21160,2019,93271,42174
21161,2019,93272,10361
21162,2019,93274,224243
21163,2019,93277,235085
21164,2019,93286,63615
21165,2019,93291,121277
21166,2019,93292,85362
21167,2019,93603,11459
21168,2019,93615,9739
21169,2019,93618,98501
21170,2019,93647,40065
21171,2019,93666,2763
21172,2019,93670,964
21173,2019,93673,5392
21175,2019,95305,12810
21176,2019,95309,9085
21177,2019,95310,135782
21178,2019,95321,119444
21179,2019,95327,439786
21180,2019,95335,2869
21181,2019,95346,4739
21182,2019,95347,2015
21183,2019,95370,868595
21184,2019,95372,48074
21185,2019,95379,116085
21186,2019,95383,31791
21188,2019,91320,378867
21189,2019,91360,1829
21190,2019,91361,140499
21191,2019,91362,154137
21192,2019,93001,316542
21193,2019,93003,655319
21194,2019,93004,364992
21195,2019,93010,112116
21196,2019,93011,954
21197,2019,93012,469660
21198,2019,93015,118008
21199,2019,93021,169797
21200,2019,93022,19483
21201,2019,93023,440320
21202,2019,93024,328
21203,2019,93030,56339
21204,2019,93031,626
21205,2019,93033,450181
21206,2019,93035,202423
21207,2019,93036,177877
21208,2019,93040,8473
21209,2019,93060,324068
21210,2019,93062,606
21211,2019,93063,244331
21212,2019,93065,144461
21213,2019,93066,10694
21214,2019,91359,16
21216,2019,95605,42924
21217,2019,95606,4817
21218,2019,95607,14686
21219,2019,95612,4680
21220,2019,95616,20625
21221,2019,95617,598
21222,2019,95618,150832
21223,2019,95627,51787
21224,2019,95637,9972
21225,2019,95645,9683
21226,2019,95653,3837
21227,2019,95679,5931
21228,2019,95691,140945
21229,2019,95694,37854
21230,2019,95695,34008
21231,2019,95697,2036
21232,2019,95698,3088
21233,2019,95776,180805
21234,2019,95937,114857
21236,2019,95692,103112
21237,2019,95901,393803
21238,2019,95918,137948
21239,2019,95919,134574
21240,2019,95922,50441
21241,2019,95925,21385
21242,2019,95935,107065
21243,2019,95961,227583
21244,2019,95962,151971
21245,2019,95972,25420
21246,2019,95981,1379
21249,2019,94501,1417659
21250,2019,94502,123530
21251,2019,94536,971379
21252,2019,94537,21
21253,2019,94538,1088654
21254,2019,94539,264003
21255,2019,94541,647300
21256,2019,94542,189776
21257,2019,94544,708131
21258,2019,94545,251841
21259,2019,94546,527981
21260,2019,94550,555832
21261,2019,94551,417318
21262,2019,94552,78946
21263,2019,94555,395870
21264,2019,94560,395452
21265,2019,94566,578926
21266,2019,94568,1116859
21267,2019,94577,509955
21268,2019,94578,503626
21269,2019,94579,133739
21270,2019,94580,206262
21271,2019,94586,11981
21272,2019,94587,591864
21273,2019,94588,707595
21274,2019,94601,360942
21275,2019,94602,396588
21276,2019,94603,165349
21277,2019,94604,278
21278,2019,94605,337744
21279,2019,94606,672714
21280,2019,94607,619191
21281,2019,94608,938279
21282,2019,94609,593207
21283,2019,94610,947206
21284,2019,94611,795345
21285,2019,94612,623378
21286,2019,94613,3532
21287,2019,94615,126
21288,2019,94618,389396
21289,2019,94619,259806
21290,2019,94621,148507
21291,2019,94701,137
21292,2019,94702,312229
21293,2019,94703,399998
21294,2019,94704,417918
21295,2019,94705,289109
21296,2019,94706,302816
21297,2019,94707,133644
21298,2019,94708,143642
21299,2019,94709,278818
21300,2019,94710,209473
21301,2019,94718,154
21302,2019,94720,9389
21303,2019,94656,113
21304,2019,94679,141
21305,2019,94623,0
21307,2019,95646,580
21308,2019,96120,4011
21310,2019,95601,3966
21311,2019,95629,3074
21312,2019,95640,59426
21313,2019,95642,74081
21314,2019,95665,26314
21315,2019,95666,27051
21316,2019,95669,16401
21317,2019,95675,1504
21318,2019,95685,52460
21319,2019,95689,7794
21320,2019,95699,856
21322,2019,95914,4122
21323,2019,95916,4177
21324,2019,95917,13626
21325,2019,95926,536282
21326,2019,95927,205
21327,2019,95928,570392
21328,2019,95929,484
21329,2019,95930,1468
21330,2019,95938,33481
21331,2019,95941,413
21332,2019,95942,8604
21333,2019,95948,65590
21334,2019,95954,47259
21335,2019,95958,404
21336,2019,95965,104212
21337,2019,95966,154743
21338,2019,95968,5253
21339,2019,95969,73342
21340,2019,95973,446322
21341,2019,95974,2126
21342,2019,95978,1329
21344,2019,95221,472
21345,2019,95222,43367
21346,2019,95223,18567
21347,2019,95224,956
21348,2019,95225,2745
21349,2019,95226,158
21350,2019,95228,26021
21351,2019,95229,331
21352,2019,95232,1673
21353,2019,95233,2634
21354,2019,95245,15060
21355,2019,95246,9352
21356,2019,95247,33677
21357,2019,95248,2655
21358,2019,95249,30241
21359,2019,95251,3578
21360,2019,95252,70852
21361,2019,95254,1830
21362,2019,95255,9732
21363,2019,95257,2721
21365,2019,95912,14066
21366,2019,95932,31233
21367,2019,95950,2201
21368,2019,95955,5532
21369,2019,95970,2468
21370,2019,95979,1398
21371,2019,95987,21388
21373,2019,94505,134305
21374,2019,94506,209927
21375,2019,94507,109340
21376,2019,94509,514087
21377,2019,94511,11153
21378,2019,94513,538049
21379,2019,94514,10980
21380,2019,94516,2715
21381,2019,94517,71529
21382,2019,94518,310227
21383,2019,94519,183763
21384,2019,94520,554653
21385,2019,94521,473161
21386,2019,94522,58
21387,2019,94523,591660
21388,2019,94525,49363
21389,2019,94526,309874
21390,2019,94528,5788
21391,2019,94530,384970
21392,2019,94531,361181
21393,2019,94547,173664
21394,2019,94548,2681
21395,2019,94549,375548
21396,2019,94553,607775
21397,2019,94556,168425
21398,2019,94561,241748
21399,2019,94563,148498
21400,2019,94564,139779
21401,2019,94565,947362
21402,2019,94569,2899
21403,2019,94572,59159
21404,2019,94575,1250
21405,2019,94582,628761
21406,2019,94583,528132
21407,2019,94595,211603
21408,2019,94596,683517
21409,2019,94597,667558
21410,2019,94598,355461
21411,2019,94801,178699
21412,2019,94802,52
21413,2019,94803,197062
21414,2019,94804,317036
21415,2019,94805,120412
21416,2019,94806,485609
21417,2019,94834,128
21418,2019,94838,27
21420,2019,95531,119617
21421,2019,95543,2938
21422,2019,95548,3897
21423,2019,95567,9078
21425,2019,95613,1705
21426,2019,95614,13268
21427,2019,95619,31358
21428,2019,95623,25714
21429,2019,95633,11036
21430,2019,95634,10899
21431,2019,95635,4069
21432,2019,95636,5376
21433,2019,95651,4465
21434,2019,95656,791
21435,2019,95664,3317
21436,2019,95667,233027
21437,2019,95672,22146
21438,2019,95682,247099
21439,2019,95684,12229
21440,2019,95709,26391
21441,2019,95720,3077
21442,2019,95721,26
21443,2019,95726,38435
21444,2019,95735,94
21445,2019,95762,372107
21446,2019,96142,10406
21447,2019,96150,212654
21448,2019,96151,1532
21449,2019,96155,227
21450,2019,96156,132
21451,2019,96158,223
21453,2019,93210,42983
21454,2019,93234,2416
21455,2019,93242,11686
21456,2019,93602,10604
21457,2019,93605,4419
21458,2019,93606,2104
21459,2019,93608,1427
21460,2019,93609,20530
21461,2019,93611,358984
21462,2019,93612,448090
21463,2019,93616,7023
21464,2019,93619,220390
21465,2019,93621,2713
21466,2019,93622,11102
21467,2019,93624,577
21468,2019,93625,37396
21469,2019,93626,7671
21470,2019,93627,127
21471,2019,93628,7366
21472,2019,93630,59201
21473,2019,93631,109121
21474,2019,93634,319
21475,2019,93640,7759
21476,2019,93641,781
21477,2019,93646,19082
21478,2019,93648,46153
21479,2019,93649,251
21480,2019,93650,33621
21481,2019,93651,4646
21482,2019,93652,786
21483,2019,93654,98947
21484,2019,93656,15236
21485,2019,93657,127567
21486,2019,93660,2917
21487,2019,93662,117862
21488,2019,93664,2716
21489,2019,93667,9107
21490,2019,93668,2243
21491,2019,93675,11223
21492,2019,93701,40056
21493,2019,93702,94424
21494,2019,93703,124932
21495,2019,93704,267062
21496,2019,93705,182106
21497,2019,93706,104644
21498,2019,93710,272957
21499,2019,93711,405943
21500,2019,93720,683523
21501,2019,93721,74350
21502,2019,93722,480215
21503,2019,93723,42530
21504,2019,93725,62794
21505,2019,93726,281427
21506,2019,93727,341910
21507,2019,93728,111160
21508,2019,93730,116237
21509,2019,93737,17136
21510,2019,93740,868
21511,2019,93755,105
21512,2019,93724,80
21514,2019,95913,1810
21515,2019,95920,1368
21516,2019,95939,951
21517,2019,95943,10078
21518,2019,95951,8720
21519,2019,95963,94938
21520,2019,95988,82872
21522,2019,95501,222924
21523,2019,95503,157016
21524,2019,95511,420
21525,2019,95518,133
21526,2019,95519,153182
21527,2019,95521,178426
21528,2019,95524,11693
21529,2019,95525,9935
21530,2019,95526,2270
21531,2019,95528,4357
21532,2019,95536,24416
21533,2019,95537,2687
21534,2019,95540,93303
21535,2019,95542,9203
21536,2019,95545,336
21537,2019,95546,6348
21538,2019,95547,3491
21539,2019,95549,4023
21540,2019,95550,2172
21541,2019,95551,8925
21542,2019,95553,1552
21543,2019,95554,805
21544,2019,95555,1992
21545,2019,95556,1818
21546,2019,95558,1682
21547,2019,95559,614
21548,2019,95560,7604
21549,2019,95562,15096
21550,2019,95564,10317
21551,2019,95565,6576
21552,2019,95569,888
21553,2019,95570,18563
21554,2019,95571,1391
21555,2019,95573,9209
21556,2019,95589,4369
21558,2019,92222,35
21559,2019,92227,90177
21560,2019,92231,67807
21561,2019,92233,8795
21562,2019,92243,162852
21563,2019,92249,10175
21564,2019,92250,17860
21565,2019,92251,67869
21566,2019,92257,2779
21567,2019,92259,1104
21568,2019,92266,849
21569,2019,92273,2620
21570,2019,92275,1503
21571,2019,92281,3655
21572,2019,92283,3409
21574,2019,92328,3745
21575,2019,92384,376
21576,2019,93513,8264
21577,2019,93514,83999
21578,2019,93526,3077
21579,2019,93530,320
21580,2019,93545,7453
21581,2019,93549,1055
21582,2019,93515,227
21584,2019,93203,24878
21585,2019,93205,5475
21586,2019,93206,5669
21587,2019,93215,95521
21588,2019,93222,9493
21589,2019,93224,1346
21590,2019,93225,30343
21591,2019,93226,2364
21592,2019,93238,7610
21593,2019,93240,26720
21594,2019,93241,15699
21595,2019,93243,7810
21596,2019,93249,3637
21597,2019,93250,24277
21598,2019,93251,2200
21599,2019,93252,7454
21600,2019,93255,1833
21601,2019,93263,53277
21602,2019,93268,76152
21603,2019,93276,656
21604,2019,93280,46244
21605,2019,93283,6661
21606,2019,93285,9413
21607,2019,93287,779
21608,2019,93301,121234
21609,2019,93304,199101
21610,2019,93305,112538
21611,2019,93306,280038
21612,2019,93307,211252
21613,2019,93308,379192
21614,2019,93309,550574
21615,2019,93311,423639
21616,2019,93312,374955
21617,2019,93313,202348
21618,2019,93314,134393
21619,2019,93501,23592
21620,2019,93505,84727
21621,2019,93516,9616
21622,2019,93518,1752
21623,2019,93519,538
21624,2019,93523,97834
21625,2019,93524,9064
21626,2019,93527,8724
21627,2019,93528,194
21628,2019,93531,1794
21629,2019,93554,284
21630,2019,93555,303370
21631,2019,93558,54
21632,2019,93560,117184
21633,2019,93561,178269
21635,2019,93202,7526
21636,2019,93204,6427
21637,2019,93212,24358
21638,2019,93230,320519
21639,2019,93239,572
21640,2019,93245,348900
21641,2019,93246,19706
21642,2019,93266,1221
21644,2019,95422,84997
21645,2019,95423,26921
21646,2019,95424,200
21647,2019,95426,11538
21648,2019,95435,412
21649,2019,95443,1246
21650,2019,95451,99259
21651,2019,95453,92329
21652,2019,95457,17447
21653,2019,95458,18994
21654,2019,95461,38320
21655,2019,95464,13631
21656,2019,95467,50620
21657,2019,95485,13297
21658,2019,95493,1179
21660,2019,96009,4109
21661,2019,96068,542
21662,2019,96109,3850
21663,2019,96113,8472
21664,2019,96114,13012
21665,2019,96117,1737
21666,2019,96121,1608
21667,2019,96123,392
21668,2019,96128,1552
21669,2019,96130,109507
21670,2019,96136,2048
21671,2019,96137,14605
21673,2019,90001,81999
21674,2019,90002,95654
21675,2019,90003,141579
21676,2019,90004,769785
21677,2019,90005,533426
21678,2019,90006,334365
21679,2019,90007,667362
21680,2019,90008,334416
21681,2019,90009,172
21682,2019,90010,171304
21683,2019,90011,159597
21684,2019,90012,946902
21685,2019,90013,351748
21686,2019,90014,427506
21687,2019,90015,972379
21688,2019,90016,357624
21689,2019,90017,727285
21690,2019,90018,259428
21691,2019,90019,813359
21692,2019,90020,581577
21693,2019,90021,49110
21694,2019,90022,151037
21695,2019,90023,118901
21696,2019,90024,1136957
21697,2019,90025,1388706
21698,2019,90026,1033331
21699,2019,90027,1113107
21700,2019,90028,1135816
21701,2019,90029,404159
21702,2019,90031,212426
21703,2019,90032,194032
21704,2019,90033,160128
21705,2019,90034,1253158
21706,2019,90035,778139
21707,2019,90036,2085898
21708,2019,90037,159254
21709,2019,90038,526744
21710,2019,90039,536642
21711,2019,90040,32966
21712,2019,90041,239672
21713,2019,90042,482122
21714,2019,90043,221334
21715,2019,90044,232363
21716,2019,90045,841593
21717,2019,90046,1992200
21718,2019,90047,184936
21719,2019,90048,1044727
21720,2019,90049,1306581
21721,2019,90053,452
21722,2019,90056,100097
21723,2019,90057,265216
21724,2019,90058,11643
21725,2019,90059,84864
21726,2019,90061,70848
21727,2019,90062,114223
21728,2019,90063,127058
21729,2019,90064,526718
21730,2019,90065,321610
21731,2019,90066,1112746
21732,2019,90067,194314
21733,2019,90068,761839
21734,2019,90069,1127301
21735,2019,90071,1266
21736,2019,90073,419
21737,2019,90077,190725
21738,2019,90078,265
21739,2019,90082,82
21740,2019,90089,8373
21741,2019,90094,684778
21742,2019,90095,1250
21743,2019,90201,291160
21744,2019,90210,848658
21745,2019,90211,256326
21746,2019,90212,520380
21747,2019,90220,126708
21748,2019,90221,102742
21749,2019,90222,64432
21750,2019,90230,373197
21751,2019,90232,384924
21752,2019,90240,106894
21753,2019,90241,263606
21754,2019,90242,265991
21755,2019,90245,331618
21756,2019,90247,262852
21757,2019,90248,47335
21758,2019,90249,98872
21759,2019,90250,614172
21760,2019,90254,555665
21761,2019,90255,139903
21762,2019,90260,206322
21763,2019,90262,159622
21764,2019,90263,4180
21765,2019,90264,5
21766,2019,90265,510229
21767,2019,90266,631928
21768,2019,90270,50985
21769,2019,90272,529587
21770,2019,90274,203041
21771,2019,90275,447555
21772,2019,90277,827704
21773,2019,90278,601906
21774,2019,90280,228878
21775,2019,90290,99211
21776,2019,90291,944395
21777,2019,90292,1613225
21778,2019,90293,408478
21779,2019,90301,226636
21780,2019,90302,245301
21781,2019,90303,86290
21782,2019,90304,101907
21783,2019,90305,103308
21784,2019,90401,473960
21785,2019,90402,432106
21786,2019,90403,1092240
21787,2019,90404,602662
21788,2019,90405,902931
21789,2019,90406,335
21790,2019,90501,366010
21791,2019,90502,120435
21792,2019,90503,577357
21793,2019,90504,238693
21794,2019,90505,434723
21795,2019,90509,71
21796,2019,90601,171170
21797,2019,90602,146486
21798,2019,90603,96813
21799,2019,90604,168945
21800,2019,90605,147093
21801,2019,90606,100221
21802,2019,90607,74
21803,2019,90608,72
21804,2019,90638,213514
21805,2019,90639,1774
21806,2019,90640,272228
21807,2019,90650,420624
21808,2019,90660,198024
21809,2019,90670,94069
21810,2019,90701,112200
21811,2019,90703,311344
21812,2019,90704,11856
21813,2019,90706,478522
21814,2019,90710,117995
21815,2019,90712,209024
21816,2019,90713,148979
21817,2019,90715,160452
21818,2019,90716,51810
21819,2019,90717,189414
21820,2019,90723,213647
21821,2019,90731,655682
21822,2019,90732,247127
21823,2019,90744,168370
21824,2019,90745,200857
21825,2019,90746,109563
21826,2019,90747,23
21827,2019,90755,101284
21828,2019,90802,926753
21829,2019,90803,765392
21830,2019,90804,437772
21831,2019,90805,385632
21832,2019,90806,184811
21833,2019,90807,309835
21834,2019,90808,217292
21835,2019,90810,100033
21836,2019,90813,255667
21837,2019,90814,335541
21838,2019,90815,428324
21839,2019,90831,117
21840,2019,90840,193
21841,2019,90853,538
21842,2019,91001,288892
21843,2019,91006,192042
21844,2019,91007,260957
21845,2019,91008,5310
21846,2019,91010,139686
21847,2019,91011,138260
21848,2019,91012,0
21849,2019,91016,465861
21850,2019,91020,132278
21851,2019,91023,354
21852,2019,91024,145023
21853,2019,91030,396511
21854,2019,91040,126093
21855,2019,91042,182778
21856,2019,91046,505
21857,2019,91101,674756
21858,2019,91103,224602
21859,2019,91104,337104
21860,2019,91105,367427
21861,2019,91106,447276
21862,2019,91107,433211
21863,2019,91108,107763
21864,2019,91125,639
21865,2019,91126,175
21866,2019,91201,237631
21867,2019,91202,315036
21868,2019,91203,430810
21869,2019,91204,288617
21870,2019,91205,416977
21871,2019,91206,368193
21872,2019,91207,96053
21873,2019,91208,160963
21874,2019,91209,34
21875,2019,91210,36240
21876,2019,91214,239931
21877,2019,91301,322143
21878,2019,91302,437940
21879,2019,91303,441358
21880,2019,91304,411401
21881,2019,91306,257655
21882,2019,91307,178004
21883,2019,91311,397675
21884,2019,91316,490328
21885,2019,91321,344822
21886,2019,91324,362876
21887,2019,91325,430842
21888,2019,91326,395458
21889,2019,91328,39
21890,2019,91330,2298
21891,2019,91331,199798
21892,2019,91335,519366
21893,2019,91340,82111
21894,2019,91342,325336
21895,2019,91343,274381
21896,2019,91344,313378
21897,2019,91345,81103
21898,2019,91350,219488
21899,2019,91351,231008
21900,2019,91352,200682
21901,2019,91354,377375
21902,2019,91355,533082
21903,2019,91356,380951
21904,2019,91364,414739
21905,2019,91367,1076400
21906,2019,91381,304625
21907,2019,91384,86752
21908,2019,91385,7
21909,2019,91387,593162
21910,2019,91390,78930
21911,2019,91401,440643
21912,2019,91402,228144
21913,2019,91403,654233
21914,2019,91405,384160
21915,2019,91406,420866
21916,2019,91409,368
21917,2019,91411,337328
21918,2019,91423,886633
21919,2019,91436,222319
21920,2019,91501,337341
21921,2019,91502,224971
21922,2019,91504,303358
21923,2019,91505,652292
21924,2019,91506,262885
21925,2019,91510,327
21926,2019,91601,1012037
21927,2019,91602,619698
21928,2019,91604,910212
21929,2019,91605,349199
21930,2019,91606,378461
21931,2019,91607,717507
21932,2019,91608,22
21933,2019,91702,271499
21934,2019,91706,197531
21935,2019,91711,392097
21936,2019,91716,109
21937,2019,91719,86
21938,2019,91722,171695
21939,2019,91723,136226
21940,2019,91724,136338
21941,2019,91731,94411
21942,2019,91732,155400
21943,2019,91733,107700
21944,2019,91740,213278
21945,2019,91741,171147
21946,2019,91744,213853
21947,2019,91745,271577
21948,2019,91746,71379
21949,2019,91747,27
21950,2019,91748,312187
21951,2019,91750,259785
21952,2019,91754,176082
21953,2019,91755,133865
21954,2019,91756,104
21955,2019,91759,3414
21956,2019,91765,291453
21957,2019,91766,266724
21958,2019,91767,339026
21959,2019,91768,112098
21960,2019,91769,213
21961,2019,91770,199123
21962,2019,91773,275451
21963,2019,91775,143783
21964,2019,91776,211117
21965,2019,91780,196880
21966,2019,91789,178743
21967,2019,91790,345943
21968,2019,91791,235061
21969,2019,91792,279627
21970,2019,91801,489646
21971,2019,91802,70
21972,2019,91803,165298
21973,2019,93510,28519
21974,2019,93532,13024
21975,2019,93534,489630
21976,2019,93535,274337
21977,2019,93536,432352
21978,2019,93543,25122
21979,2019,93544,2729
21980,2019,93550,284302
21981,2019,93551,317481
21982,2019,93552,92246
21983,2019,93553,5752
21984,2019,93563,238
21985,2019,93591,12938
21986,2019,90231,14
21987,2019,90822,36
21988,2019,91416,-6
21989,2019,91603,63
21990,2019,90267,103
21991,2019,90801,18
21992,2019,90096,361
21993,2019,90313,53
21994,2019,90714,9
21995,2019,90749,356
21996,2019,91066,103
21997,2019,91616,94
21998,2019,91831,56
21999,2019,93586,68
22000,2019,90223,59
22001,2019,90312,145
22002,2019,91188,7
22004,2019,93601,13493
22005,2019,93604,6249
22006,2019,93610,105664
22007,2019,93614,52165
22008,2019,93636,37371
22009,2019,93637,160234
22010,2019,93638,76278
22011,2019,93643,12076
22012,2019,93644,62235
22013,2019,93645,1917
22014,2019,93653,3138
22015,2019,93669,2068
22017,2019,94901,590964
22018,2019,94903,435586
22019,2019,94904,281284
22020,2019,94915,35
22021,2019,94920,410851
22022,2019,94924,20110
22023,2019,94925,230829
22024,2019,94929,593
22025,2019,94930,129277
22026,2019,94933,9341
22027,2019,94937,15176
22028,2019,94938,10686
22029,2019,94939,286240
22030,2019,94940,2923
22031,2019,94941,677893
22032,2019,94942,-5
22033,2019,94945,219215
22034,2019,94946,11613
22035,2019,94947,274344
22036,2019,94948,94
22037,2019,94949,236130
22038,2019,94950,1111
22039,2019,94956,20921
22040,2019,94957,27322
22041,2019,94960,251904
22042,2019,94963,6891
22043,2019,94964,15333
22044,2019,94965,379283
22045,2019,94966,60
22046,2019,94970,7230
22047,2019,94971,6845
22048,2019,94973,13868
22049,2019,94974,1394
22051,2019,93623,505
22052,2019,95306,6971
22053,2019,95311,8123
22054,2019,95318,7983
22055,2019,95325,250
22056,2019,95338,64485
22057,2019,95345,2533
22058,2019,95389,17667
22060,2019,95410,7316
22061,2019,95415,10219
22062,2019,95417,451
22063,2019,95418,226
22064,2019,95420,1945
22065,2019,95427,4045
22066,2019,95428,6801
22067,2019,95429,149
22068,2019,95432,3492
22069,2019,95437,100204
22070,2019,95445,10467
22071,2019,95449,16606
22072,2019,95454,7895
22073,2019,95456,5259
22074,2019,95459,3489
22075,2019,95460,17117
22076,2019,95463,1724
22077,2019,95466,7824
22078,2019,95468,6727
22079,2019,95469,12042
22080,2019,95470,33310
22081,2019,95481,477
22082,2019,95482,253929
22083,2019,95488,303
22084,2019,95490,80671
22085,2019,95494,2745
22086,2019,95585,1294
22087,2019,95587,425
22088,2019,95495,59
22090,2019,93620,27692
22091,2019,93635,144936
22092,2019,93665,655
22093,2019,95301,192469
22094,2019,95303,3420
22095,2019,95312,242
22096,2019,95315,22920
22097,2019,95317,2942
22098,2019,95322,31645
22099,2019,95324,41366
22100,2019,95333,8619
22101,2019,95334,29503
22102,2019,95340,230246
22103,2019,95341,89523
22104,2019,95343,725
22105,2019,95348,284484
22106,2019,95365,4405
22107,2019,95369,4993
22108,2019,95374,9511
22109,2019,95388,35290
22111,2019,96006,1523
22112,2019,96015,543
22113,2019,96054,433
22114,2019,96101,24880
22115,2019,96104,4114
22116,2019,96108,1097
22117,2019,96112,581
22118,2019,96115,1324
22119,2019,96116,1698
22121,2019,93512,231
22122,2019,93517,4711
22123,2019,93529,4296
22124,2019,93541,2862
22125,2019,93546,83297
22126,2019,96107,17824
22127,2019,96133,890
22129,2019,93426,9619
22130,2019,93450,2681
22131,2019,93901,329336
22132,2019,93905,145456
22133,2019,93906,452150
22134,2019,93907,182547
22135,2019,93908,97830
22136,2019,93920,25305
22137,2019,93921,78807
22138,2019,93922,1611
22139,2019,93923,245984
22140,2019,93924,83040
22141,2019,93925,6012
22142,2019,93926,22976
22143,2019,93927,38090
22144,2019,93928,7033
22145,2019,93930,41321
22146,2019,93932,2627
22147,2019,93933,360183
22148,2019,93940,857424
22149,2019,93943,2596
