ZIP Code,2018,2019,2020,2021,2022,2023,Pct Change 2018-21
90254,972330.1428571428,1075549.7142857143,1234017.142857143,1307082.7142857143,1451987.2857142857,1604779.5714285714,0.34427871426974177
90255,638007.0,677411.1666666666,743776.3333333334,820502.6666666666,914775.3333333334,878350.1428571428,0.2860402263089067
90260,511708.28571428574,546846.7142857143,609013.5714285715,655903.7142857143,720044.8571428572,783870.0,0.28179224882033793
90261,462.0,398.0,321.0,327.0,357.0,357.0,-0.2922077922077922
90262,599088.4285714285,634138.1428571428,690176.7142857143,745148.0,814399.2857142857,908220.4285714285,0.243803025501363
90263,10425.0,6836.8,29566.75,1355.0,1628.0,1957.5,-0.8700239808153477
90264,26286.0,9537.666666666666,16094.5,33983.0,,,0.2928174693753329
90265,4897017.428571428,3931480.8571428573,4475692.571428572,4431218.714285715,4780150.857142857,5346231.428571428,-0.09511885981210358
90266,2815410.8333333335,3094691.0,3619395.8333333335,3790168.8333333335,4147731.5,4553372.0,0.34622229496997625
90270,218011.66666666666,231515.0,251575.0,277076.0,309945.8333333333,345891.0,0.27092280994136403
90272,3555526.8571428573,3850006.285714286,4628445.142857143,4759315.714285715,5361979.285714285,6035304.142857143,0.33856834880167247
90274,2658245.0,2933690.0,3391965.1666666665,3037001.714285714,3893965.0,4314269.5,0.1424837493480526
90275,2778131.1666666665,3012808.1666666665,3344793.5,3556203.8333333335,3953321.3333333335,4363778.666666667,0.2800705294272464
90277,1291889.0,1401928.5714285714,1840529.6666666667,1987657.5,2219076.6666666665,2470571.6666666665,0.5385667808921665
90278,1289881.7142857143,1399922.2857142857,1543764.4285714286,1675058.2857142857,1859166.857142857,2067948.2857142857,0.29861387068493095
90280,936476.8571428572,996469.5714285715,1085092.2857142857,1182885.0,1323481.2857142857,1474756.2857142857,0.2631225117606445
90290,572315.5714285715,649767.1428571428,896880.7142857143,1110518.0,1368309.5714285714,1495247.4285714286,0.9403945226022904
90291,1241550.7142857143,1363279.7142857143,1571543.5714285714,1605834.5714285714,1748129.4285714286,1893109.0,0.29341037216706517
90292,1146228.8333333333,1249923.1666666667,1400674.5,1443180.0,1598119.1666666667,1702596.8333333333,0.25906796097870516
90293,602861.1666666666,657184.1666666666,740332.1666666666,782837.6666666666,868923.5,964936.1666666666,0.2985372254031954
90301,409053.3333333333,437550.8333333333,490417.5,542925.1666666666,609074.0,685900.5,0.3272723198278953
90302,446156.3333333333,481331.5,542423.5,594584.3333333334,647268.8333333334,718338.0,0.3326815936715757
90303,375568.14285714284,403055.28571428574,451280.28571428574,484076.14285714284,528631.0,584875.1428571428,0.2889169437389525
90304,247709.57142857142,263239.5714285714,339943.6666666667,368322.3333333333,400974.8333333333,444077.6666666667,0.48691199621061604
90305,572697.1666666666,622442.6666666666,699833.8333333334,749598.6666666666,816831.5,912536.0,0.3088918721732807
90401,167087.0,171520.83333333334,198922.66666666666,195572.5,218477.66666666666,228101.5,0.17048304176865944
90402,2028141.6666666667,2182929.0,2639436.5,2652749.3333333335,2866063.1666666665,3002510.1666666665,0.3079704327031725
90403,889345.3333333334,957866.0,1069141.3333333333,1127916.6666666667,1216216.3333333333,1134932.2857142857,0.26825500105695727
90404,368416.14285714284,395474.4285714286,442392.5714285714,471398.4285714286,520294.28571428574,573437.0,0.27952707206485844
90405,1149604.3333333333,1247987.5,1421735.6666666667,1491087.0,1610241.0,1761780.5,0.2970436495107158
90406,391.0,335.0,378.0,314.0,,115.0,-0.1969309462915601
90501,813470.5714285715,878057.8571428572,979423.8571428572,1063122.0,1177231.142857143,1305866.142857143,0.3068966934267882
90502,348222.0,374581.28571428574,413017.0,453012.71428571426,507897.14285714284,566798.4285714285,0.3009307691234737
90503,1105079.5714285714,1175560.2857142857,1276680.2857142857,1368030.0,1513907.2857142857,1662917.2857142857,0.2379470541035378
90504,828458.5714285715,874144.1428571428,946471.5714285715,1016689.8571428572,1106385.142857143,1218918.7142857143,0.22720663676604222
90505,1139362.2857142857,1226307.7142857143,1346251.2857142857,1449418.4285714286,1604697.2857142857,1767983.142857143,0.2721313025231158
90506,1848.5,3555.0,1824.5,213.5,1688.0,979.0,-0.8845009467135515
90509,25.0,71.0,10.0,46.0,124.0,,0.84
90601,893818.8571428572,971192.4285714285,1082846.4285714286,1189238.0,1329781.142857143,1458304.5714285714,0.3305134373663439
90602,437276.85714285716,477760.14285714284,535906.7142857143,604609.2857142857,692662.5714285715,757108.4285714285,0.38266929941083405
90603,689058.1428571428,735715.5714285715,799706.7142857143,865236.1428571428,968335.2857142857,1063388.2857142857,0.25567943986480923
90604,838389.7142857143,896783.7142857143,986822.2857142857,1061611.4285714286,1179556.2857142857,1287600.857142857,0.26625054015111965
90605,869992.1428571428,935204.8571428572,1029414.2857142857,1125379.0,1263152.2857142857,1379316.857142857,0.29355076277371966
90606,566016.2857142857,603584.2857142857,657875.8571428572,710414.2857142857,783531.5714285715,863150.5714285715,0.25511280089366434
90607,57.0,55.5,162.5,19.0,54.0,22.0,-0.6666666666666666
90608,295.6666666666667,312.3333333333333,314.0,195.0,428.0,242.5,-0.34047350620067646
90620,1102893.4285714286,1175307.857142857,1295496.857142857,1390109.7142857143,1535549.4285714286,1693250.4285714286,0.26042070636536047
90621,535807.8571428572,575484.2857142857,638257.5714285715,688460.8571428572,766137.1428571428,861166.4285714285,0.2849025036960211
90623,564836.8333333334,601809.0,661133.5,702822.1666666666,778695.0,870931.1666666666,0.24429237824138578
90630,1407751.857142857,1499811.142857143,1657286.5714285714,1766120.5714285714,1943392.142857143,2142771.714285714,0.2545680991059403
90631,1841908.857142857,1976243.2857142857,2170960.0,2366795.714285714,2658457.0,2959352.5714285714,0.28496896309899616
90638,1342485.142857143,1434124.0,1566855.4285714286,1683909.7142857143,1869076.0,2055259.2857142857,0.2543227932503855
90639,1189.5,1774.0,1479.0,1728.0,2025.0,2088.0,0.4527112232030265
90640,966580.1428571428,1034593.7142857143,1157122.0,1244984.4285714286,1359766.2857142857,1507711.857142857,0.28803021433002163
90650,1601327.7142857143,1706586.4285714286,1846998.4285714286,1986472.5714285714,2206439.5714285714,2410312.0,0.24051595042471
90660,1014097.7142857143,1081870.5714285714,1181847.0,1278548.7142857143,1411542.4285714286,1557554.7142857143,0.2607746731647725
90670,297605.4285714286,320434.4285714286,349561.85714285716,376505.5714285714,415552.28571428574,453767.85714285716,0.265116611736153
90680,381250.4285714286,406536.0,448777.5714285714,499090.4285714286,548664.2857142857,610324.0,0.3090881771374121
90701,320719.85714285716,339423.4285714286,371779.71428571426,398593.5714285714,436437.0,473237.5714285714,0.2428091449636286
90703,1807409.3333333333,1936023.8333333333,2101852.0,2248674.1666666665,2133547.5714285714,2750515.5,0.24414216812719786
90704,125225.14285714286,136967.0,176799.57142857142,231081.66666666666,281529.0,336253.8333333333,0.8453296310492948
90706,1017316.0,1094862.4285714286,1216826.857142857,1306171.4285714286,1429344.142857143,1554594.857142857,0.2839387452585319
90710,512343.71428571426,547877.5714285715,615789.1428571428,678468.7142857143,761502.8571428572,844915.0,0.32424521930868966
90712,841530.7142857143,898572.1428571428,983640.5714285715,1051751.7142857143,1159975.857142857,1256503.857142857,0.2498078756144203
90713,939840.0,999266.0,1087769.1666666667,1161082.5,1095355.7142857143,1190628.4285714286,0.23540443054136875
90715,335800.28571428574,359217.14285714284,393782.0,421023.28571428574,462075.28571428574,502783.14285714284,0.2537907310552786
90716,137755.85714285713,146523.85714285713,160236.14285714287,175315.85714285713,193149.14285714287,210686.42857142858,0.27265628321741053
90717,474377.14285714284,510677.71428571426,571815.2857142857,620218.5714285715,696040.0,775703.7142857143,0.30743772284860765
90720,828791.1428571428,899462.2857142857,1037753.0,1110757.5714285714,1224028.857142857,1353819.142857143,0.3402140949520627
90723,488818.5714285714,524547.4285714285,579597.7142857143,630383.0,694267.4285714285,765968.8571428572,0.28960525815888455
90731,1122423.0,1214377.4285714286,1383776.0,1504652.5714285714,1638634.4285714286,1792076.2857142857,0.34053968194572937
90732,747969.1428571428,807749.2857142857,890208.7142857143,955408.5714285715,1069630.4285714286,1196106.4285714286,0.2773368802074342
90733,892.0,,,235.0,405.0,124.0,-0.7365470852017937
90740,1011566.2857142857,1085286.5714285714,1210322.857142857,1304171.5714285714,1437605.2857142857,1584013.7142857143,0.28925962623168255
90742,72664.0,78366.83333333333,98629.0,107118.0,106164.42857142857,119313.28571428571,0.47415501486293077
90743,55492.25,51854.4,62752.4,61737.4,54944.333333333336,60047.5,0.11254094040158763
90744,580892.8571428572,631362.7142857143,692113.4285714285,756888.8571428572,841976.4285714285,929230.5714285715,0.30297497694435904
90745,1027494.5714285715,1107035.0,1215931.857142857,1327767.2857142857,1467715.142857143,1629084.4285714286,0.29223776225720755
90746,882024.7142857143,956447.4285714285,1063099.4285714286,1169991.857142857,1326492.0,1489327.142857143,0.32648421092185126
90747,177.0,23.0,67.0,39.0,106.5,214.5,-0.7796610169491526
90755,302794.5,330725.1666666667,373236.8333333333,404512.5,444617.1666666667,489206.8333333333,0.3359308045555649
90802,572673.8571428572,632946.8571428572,716048.7142857143,782219.8571428572,858902.2857142857,940235.8571428572,0.365908094784441
90803,1364874.5714285714,1469178.142857143,1673427.4285714286,1784744.7142857143,1935929.5714285714,2094963.142857143,0.30762544166800476
90804,455505.0,492455.0,559615.7142857143,608885.2857142857,657318.0,712655.5714285715,0.3367258004067698
90805,1121103.7142857143,1204980.2857142857,1330476.4285714286,1437029.4285714286,1572751.0,1715961.2857142857,0.2817988293678959
90806,519407.28571428574,557307.8571428572,629913.2857142857,682729.5714285715,741145.2857142857,817738.2857142857,0.31443972814067467
90807,1024485.0,1113745.5,1245419.8333333333,1349888.5,1471868.0,1612783.0,0.31762641717545886
90808,1528610.3333333333,1640155.6666666667,1806022.1666666667,1658891.142857143,1823838.0,2315516.3333333335,0.08522826693164862
90810,521397.5714285714,562122.0,618747.2857142857,675787.0,746115.2857142857,823499.8571428572,0.2961069192332805
90813,411988.3333333333,447014.3333333333,519694.1666666667,569829.5,616066.0,678966.0,0.38312047671252836
90814,604197.0,651292.6666666666,734005.3333333334,794239.3333333334,862807.5,946909.8333333334,0.314537035657796
90815,1266751.4285714286,1366755.5714285714,1509555.4285714286,1890746.8333333333,2078112.6666666667,2249064.0,0.492594988004562
90831,161.0,117.0,136.0,163.0,278.0,383.0,0.012422360248447204
90840,454.3333333333333,446.3333333333333,457.0,531.6666666666666,691.0,747.3333333333334,0.17021276595744678
90853,555.0,538.0,317.0,315.0,314.0,287.0,-0.43243243243243246
91001,1954136.0,1825525.7142857143,2101354.714285714,2286224.0,2574464.5714285714,2887197.0,0.1699410890541907
91006,1328643.857142857,1442071.0,1915003.3333333333,2043232.1666666667,2262301.5,2503769.8333333335,0.537832847893848
91007,1142975.0,1244833.3333333333,1413771.1666666667,1530232.3333333333,1677207.3333333333,1848574.5,0.3388152263464496
91008,173512.16666666666,173342.16666666666,217846.0,234209.5,282971.1666666667,286780.8333333333,0.34981600713878863
91010,599036.0,639438.8571428572,718207.2857142857,758453.0,843842.4285714285,928476.7142857143,0.26612257026288905
91011,2010853.6666666667,2204668.5,2178436.714285714,2731113.5,3146084.1666666665,3544768.5,0.3581861003974928
91016,1148134.2857142857,1251943.7142857143,1421560.0,1525592.142857143,1689455.2857142857,1870630.857142857,0.3287575868427537
91020,183157.5,198252.16666666666,223494.16666666666,242486.33333333334,265175.8333333333,292966.3333333333,0.32392248929655265
91023,5315.0,2925.5,3601.5,3991.0,10380.0,4833.5,-0.2491063029162747
91024,575846.1428571428,629124.4285714285,731595.1428571428,934233.1666666666,1055838.8333333333,1169439.3333333333,0.6223659362053472
91030,1036269.5,1122299.8333333333,1105559.857142857,1390238.1666666667,1510296.6666666667,1654207.3333333333,0.34157974027670096
91040,834211.2857142857,917506.7142857143,1018089.1428571428,1115444.857142857,1272831.7142857143,1462108.4285714286,0.33712510996272094
91042,845309.4285714285,923167.5714285715,1033144.4285714285,1135984.857142857,1304178.7142857143,1509871.4285714286,0.34386866956242224
91046,426.0,505.0,715.0,827.0,581.0,635.0,0.9413145539906104
91101,343026.8333333333,365534.5,418368.8333333333,439215.3333333333,473054.1666666667,520368.3333333333,0.28041100769084637
91103,921632.6666666666,990102.8333333334,1127809.3333333333,1198211.6666666667,1337022.0,1474488.3333333333,0.3000967847638504
91104,1214545.8333333333,1311156.3333333333,1488263.6666666667,1594331.8333333333,1752762.6666666667,1929590.8333333333,0.3126979563691504
91105,1107958.8333333333,1220263.8333333333,1444340.1666666667,1463965.6666666667,1635955.3333333333,1758428.5,0.3213177445070539
91106,957855.1666666666,1051703.0,1212773.8333333333,1266145.3333333333,1386061.6666666667,1479612.5,0.3218546784473853
91107,1587170.0,1722125.0,1973739.8333333333,2102126.6666666665,2338410.5,2595540.3333333335,0.32444959687158054
91108,1181957.3333333333,1266074.6666666667,1452325.5,1502252.0,1653410.0,1791153.3333333333,0.27098665716077747
91116,405.0,,,67.0,180.0,189.0,-0.8345679012345679
91125,714.0,639.0,503.0,621.0,614.0,719.0,-0.13025210084033614
91126,146.0,175.0,278.0,320.0,218.0,387.0,1.1917808219178083
91201,569873.1666666666,616282.0,689181.5,746271.0,839342.3333333334,948055.6666666666,0.309538759940443
91202,769404.3333333334,830779.8333333334,937937.5,1017380.8333333334,1154751.8333333333,1302413.3333333333,0.32229672911468743
91203,216350.0,239008.66666666666,267767.1666666667,287283.3333333333,317335.0,348993.3333333333,0.3278638009398351
91204,152446.5,165358.16666666666,191864.66666666666,203801.83333333334,228622.0,249521.0,0.3368744663428373
91205,445716.0,482650.3333333333,547923.3333333334,589565.8333333334,646691.5,717635.3333333334,0.3227387693808016
91206,1036678.5,1147148.5,1312862.1666666667,1466243.8333333333,1692119.3333333333,1905249.0,0.414366974267657
91207,653535.6666666666,717496.1666666666,795829.0,884736.0,1024302.5,1158428.0,0.35376850128557136
91208,1008443.3333333334,1107397.8333333333,1230116.6666666667,1352454.6666666667,1566778.0,1781436.5,0.34113105016642814
91210,17229.2,17795.8,24887.75,24480.25,25743.75,29283.75,0.42085819422840287
91214,1184159.7142857143,1278317.142857143,1425025.7142857143,1551116.7142857143,1756496.857142857,1993770.2857142857,0.309888096658776
91301,1897056.7142857143,1771428.4285714286,1967068.4285714286,2220302.4285714286,2635141.4285714286,3070539.714285714,0.17039327915266034
91302,2864855.285714286,3041596.4285714286,3581678.4285714286,3885296.8571428573,4736563.571428572,5643838.428571428,0.35619306026277964
91303,346188.5714285714,368137.14285714284,413327.4285714286,452111.0,502125.5714285714,557658.4285714285,0.3059674331082977
91304,1483464.857142857,1606926.2857142857,1812067.4285714286,1980732.5714285714,2218489.0,2507092.5714285714,0.3352069392755609
91305,955.0,378.0,457.0,393.0,8.0,5099.0,-0.5884816753926702
91306,1139755.142857143,1228707.0,1369486.0,1477244.2857142857,1632267.2857142857,1831505.142857143,0.2961067076311878
91307,1502874.4285714286,1530597.0,1733677.142857143,1900414.857142857,2223426.8571428573,2541745.714285714,0.2645200563757773
91310,914.0,987.5,1023.3333333333334,1939.5,70.0,93.0,1.1219912472647702
91311,1768331.0,1946833.5714285714,2126559.5714285714,2308407.714285714,2611931.5714285714,2997958.0,0.3054160755456496
91316,1749575.6666666667,1909552.8333333333,2220313.0,2402170.0,2677056.3333333335,2995608.0,0.3730014915997726
91320,2019125.0,2205669.1428571427,2428303.714285714,2656674.5714285714,3042576.0,3460979.285714286,0.3157553749414085
91321,1017062.0,1099099.2857142857,1208179.5714285714,1320013.0,1500235.2857142857,1749968.2857142857,0.29786876316291433
91324,895999.5714285715,960485.0,1059442.0,1144039.4285714286,1273177.0,1417645.142857143,0.27683033011654823
91325,1120095.0,1211794.142857143,1342104.857142857,1459464.4285714286,1627653.142857143,1818454.857142857,0.30298271894029405
91326,2189756.8571428573,2656662.285714286,2698107.0,2970504.5714285714,3420404.285714286,4008991.0,0.3565453907537548
91328,1382.0,723.5,332.0,137.0,31.0,,-0.9008683068017366
91330,1769.0,1476.5,1869.0,1919.0,4112.0,3865.0,0.0847936687394008
91331,1259807.0,1345099.2857142857,1463168.857142857,1607234.2857142857,1808634.7142857143,2059110.0,0.2757781832568685
91335,1514661.5714285714,1621967.7142857143,1803747.2857142857,1963027.7142857143,2183911.285714286,2442105.5714285714,0.29601737530995853
91340,502085.14285714284,535565.7142857143,588441.0,638923.4285714285,707391.8571428572,806716.4285714285,0.2725400017526907
91342,2076984.5714285714,2298317.714285714,2492996.4285714286,2734025.8571428573,3046328.1428571427,3461520.285714286,0.31634384518435116
91343,1262521.2857142857,1363600.142857143,1764713.1666666667,1908411.6666666667,2114752.1666666665,2025792.0,0.5115877159940011
91344,2230287.714285714,2534591.0,2690883.1428571427,2907844.714285714,3227910.0,3616477.8571428573,0.303798023752733
91345,451459.28571428574,487419.71428571426,536019.4285714285,580619.0,639960.5714285715,715692.1428571428,0.28609382589475707
91350,1621273.2857142857,1777196.7142857143,2009830.4285714286,2274409.4285714286,2605836.1428571427,3000888.8571428573,0.40285382397415515
91351,1043712.8571428572,1121097.142857143,1223264.857142857,1343968.2857142857,1514838.2857142857,1732299.5714285714,0.28768010906119496
91352,844054.1428571428,915155.0,1006954.0,1110860.857142857,1262220.0,1426276.5714285714,0.31610142138816744
91354,1596377.5,1747591.0,1940818.3333333333,2120261.1666666665,2401985.0,2725653.1666666665,0.32817028971322043
91355,1515431.5,1632237.5,1777019.1666666667,1905215.8333333333,2101943.6666666665,2340549.8333333335,0.2572101301400514
91356,2152808.1666666665,2348819.8333333335,2686521.0,2916821.5,3334172.5,3808879.5,0.35489150643473505
91357,984.5,1532.0,1034.0,1130.0,1284.0,1366.0,0.14779075672930422
91360,1627719.0,1769812.5714285714,1925841.0,2101432.285714286,2369260.0,2658844.714285714,0.29102890960558053
91361,1604436.142857143,1732282.857142857,1939576.857142857,2130191.0,2538127.714285714,2988937.5714285714,0.3276882408087647
91362,2223443.5714285714,2270986.714285714,2552828.714285714,2739749.285714286,3264467.0,3788600.1428571427,0.23220994718295732
91364,1795966.5714285714,1952118.0,2224143.285714286,2406776.1428571427,2788170.8571428573,3196144.8571428573,0.34010074638678445
91365,23097.0,,807.0,558.5,657.0,489.0,-0.9758193704810149
