,ZIP Code,growth_pol_23_24,policies_24,growth_pol_22_23,policies_23,growth_pol_21_22,policies_22,growth_pol_20_21,policies_21,policies_20,growth_exp_23_24,exposure_24,growth_exp_22_23,exposure_23,growth_exp_21_22,exposure_22,growth_exp_20_21,exposure_21,exposure_20
400,90067,3.0,8,0.0,2,-0.333,2,0.5,3,2,1.084,5858815,2.857,2811645,-0.102,728932,0.255,811448,646435
401,90068,0.106,1341,0.099,1213,0.08,1104,0.07,1022,955,0.175,1982666532,0.19,1687833562,0.286,1417786378,0.23,1102176503,896332844
402,90069,0.268,341,0.059,269,0.227,254,0.073,207,193,0.196,566101046,0.14,473249112,0.435,415182620,0.53,289350562,189161935
403,90071,-1.0,0,0.0,1,0.0,1,0.0,0,0,-1.0,0,0.078,883895,0.0,819750,0.0,0,0
404,90077,0.124,1799,0.069,1601,0.136,1498,0.235,1319,1068,0.204,3471497221,0.139,2884400918,0.299,2531735350,0.503,1949509589,1296866779
405,90089,-0.2,4,-0.286,5,-0.125,7,0.0,8,8,-0.329,1395458,-0.157,2079470,-0.098,2465662,0.061,2733341,2575809
406,90094,2.0,6,0.0,2,1.0,2,0.0,1,0,5.915,7946889,1.691,1149250,0.691,427050,0.0,252500,0
407,90095,-1.0,0,0.0,1,0.0,1,0.0,0,0,-1.0,0,0.072,909563,0.0,848209,0.0,0,0
408,90201,0.093,1038,0.011,950,-0.034,940,-0.021,973,994,0.29,410029306,0.121,317930500,0.071,283630711,0.079,264777787,245292254
409,90210,0.049,2221,0.101,2118,0.198,1923,0.265,1605,1269,0.116,4867977067,0.165,4362122677,0.373,3745871198,0.56,2729160871,1749314634
410,90211,0.429,50,0.167,35,-0.063,30,-0.086,32,35,0.708,70027214,0.411,40990353,0.076,29049584,0.001,27005880,26977118
411,90212,0.652,38,0.211,23,0.118,19,0.133,17,15,0.895,60783808,0.123,32072174,0.255,28549525,0.435,22747458,15846924
412,90220,0.028,616,-0.005,599,-0.053,602,-0.054,636,672,0.199,285831902,0.118,238476423,0.037,213310049,0.031,205627718,199366186
413,90221,-0.001,750,-0.011,751,-0.086,759,-0.057,830,880,0.218,359595777,0.081,295337152,0.001,273156086,0.014,273017656,269181667
414,90222,-0.057,530,-0.029,562,-0.059,579,-0.058,615,653,0.122,216403581,0.056,192942309,0.031,182708008,0.006,177199980,176177517
415,90230,0.296,70,0.059,54,0.02,51,-0.074,50,54,0.384,40007707,0.157,28911025,0.156,24989090,-0.014,21609359,21923481
416,90232,0.0,41,0.108,41,-0.119,37,-0.067,42,45,0.183,22961274,0.27,19413331,-0.089,15289463,0.019,16779339,16466518
417,90240,0.196,128,-0.036,107,-0.026,111,-0.034,114,118,0.664,115285885,0.128,69291726,0.007,61406225,0.017,60978426,59939374
418,90241,0.075,129,0.034,120,-0.057,116,-0.068,123,132,0.315,97469110,0.148,74096478,0.024,64556262,-0.021,63039880,64386699
419,90242,0.106,167,-0.007,151,-0.073,152,-0.035,164,170,0.288,97653073,0.088,75809973,-0.012,69708416,0.033,70554184,68284409
420,90245,1.75,11,0.0,4,-0.2,4,0.0,5,5,2.333,12549547,0.847,3764872,-0.41,2038250,0.071,3456513,3228740
421,90247,0.032,195,0.033,189,-0.09,183,-0.034,201,208,0.224,99471796,0.127,81261069,-0.009,72133990,0.058,72814494,68824066
422,90248,0.182,52,0.023,44,0.103,43,-0.114,39,44,0.387,26760043,0.066,19288707,0.253,18091131,-0.146,14432913,16901279
423,90249,0.268,90,0.0,71,-0.053,71,-0.167,75,90,0.425,48414137,0.096,33970904,0.06,30983794,-0.109,29221904,32783371
424,90250,0.081,322,0.007,298,-0.086,296,-0.08,324,352,0.397,172067320,0.109,123184390,-0.013,111099896,-0.044,112513481,117690990
425,90254,0.765,30,0.308,17,-0.071,13,0.077,14,13,4.164,39643392,0.661,7676595,-0.171,4622877,0.132,5575750,4926453
426,90255,0.007,1006,0.015,999,-0.047,984,-0.041,1033,1077,0.187,463175516,0.133,390122906,0.037,344265759,0.046,332120163,317662700
427,90260,0.077,140,-0.044,130,-0.062,136,-0.065,145,155,0.299,62552728,0.045,48148998,0.059,46079594,-0.021,43520545,44434948
428,90262,-0.005,769,0.004,773,-0.041,770,-0.02,803,819,0.181,365120767,0.099,309187997,0.068,281460380,0.054,263442282,249957549
429,90265,0.223,2366,0.14,1935,0.165,1698,0.306,1457,1116,0.239,4554811303,0.176,3676737636,0.306,3127641732,0.679,2395242275,1426565580
430,90266,0.594,51,0.103,32,0.16,29,-0.138,25,29,1.04,80130435,0.376,39275157,0.53,28544099,0.007,18650679,18521171
431,90270,-0.024,332,-0.02,340,-0.033,347,-0.038,359,373,0.138,138269011,0.064,121452452,0.075,114175618,0.068,106246644,99514527
432,90272,0.85,1430,0.195,773,0.228,647,0.464,527,360,1.071,2951355275,0.293,1425042725,0.384,1101997923,0.825,796005892,436221386
433,90274,0.75,133,0.551,76,0.195,49,0.079,41,38,0.842,280040102,0.961,152048700,0.298,77538324,0.242,59741194,48082263
434,90275,1.309,157,0.172,68,-0.033,58,0.0,60,60,1.481,254754042,0.397,102698842,0.109,73495568,0.176,66266828,56367853
435,90277,0.302,56,0.103,43,-0.071,39,0.0,42,42,1.043,40518507,0.34,19830506,0.06,14795220,0.108,13959735,12604639
436,90278,0.265,43,0.214,34,0.077,28,-0.161,26,31,0.783,44694651,0.683,25073583,0.501,14895522,-0.143,9926142,11578419
437,90280,0.098,1116,-0.021,1016,-0.037,1038,-0.021,1078,1101,0.352,533406909,0.069,394629499,0.062,369124223,0.069,347687273,325356241
438,90290,-0.004,1915,0.062,1922,0.037,1810,0.111,1746,1572,0.066,2539256524,0.126,2382759208,0.137,2116336922,0.244,1860516524,1495395464
439,90291,0.119,141,0.033,126,-0.062,122,-0.065,130,139,0.586,99761211,0.208,62910272,-0.074,52070749,0.056,56205983,53211913
440,90292,1.636,29,-0.214,11,0.077,14,-0.071,13,14,3.068,36750695,-0.081,9034393,0.312,9830999,-0.159,7493921,8910599
441,90293,1.455,27,0.375,11,0.0,8,0.143,8,7,3.549,37955476,1.017,8342895,-0.189,4136867,0.094,5101747,4665057
442,90301,-0.008,250,0.008,252,-0.081,250,-0.032,272,281,0.216,122494131,0.127,100698383,-0.023,89385816,0.033,91470416,88511047
443,90302,-0.019,210,0.0,214,-0.049,214,-0.055,225,238,0.12,95437051,0.111,85240942,0.012,76743342,0.004,75820187,75543736
444,90303,0.202,238,-0.005,198,-0.104,199,-0.035,222,230,0.458,119809056,0.106,82161726,0.005,74266532,0.035,73914222,71402167
445,90304,-0.039,270,-0.004,281,-0.075,282,-0.059,305,324,0.13,114411657,0.101,101241332,0.019,91976917,0.023,90269952,88205111
446,90305,0.2,114,-0.04,95,-0.048,99,-0.103,104,116,0.371,76595608,0.016,55853108,0.047,54970411,-0.033,52489847,54292782
447,90401,0.0,3,0.0,3,-1.0,0,-0.667,1,3,0.006,4484828,0.0,4459470,-1.0,0,-0.467,1037667,1945271
448,90402,1.282,89,0.444,39,0.038,27,0.04,26,25,1.683,198190964,0.911,73881609,0.152,38660984,0.37,33565770,24496352
449,90403,0.36,34,0.0,25,-0.219,25,0.28,32,25,0.542,34012106,0.003,22057778,-0.042,21992745,0.912,22956800,12005503
450,90404,0.4,42,-0.032,30,-0.061,31,0.1,33,30,0.737,23385012,0.064,13462167,-0.127,12657844,0.303,14504600,11128331
451,90405,0.053,60,0.118,57,0.02,51,-0.02,50,51,0.188,39937401,0.32,33606833,0.069,25465805,0.023,23821150,23294546
452,90501,0.189,113,0.0,95,-0.059,95,0.031,101,98,0.446,54861220,0.098,37947637,-0.024,34557549,0.1,35408579,32187045
453,90502,0.333,56,-0.023,42,-0.023,43,0.023,44,43,0.593,22737398,0.055,14273106,0.158,13534494,0.003,11685734,11655929
454,90503,0.762,37,0.05,21,0.0,20,-0.13,20,23,0.633,23828786,0.253,14588325,0.11,11642126,-0.072,10489446,11304900
455,90504,0.762,37,0.167,21,-0.182,18,0.0,22,22,0.916,25170318,0.58,13137459,-0.176,8313069,-0.037,10084147,10475832
456,90505,0.947,37,0.0,19,0.056,19,-0.053,18,19,1.034,31331339,-0.01,15402139,0.318,15556414,0.125,11802620,10487247
457,90601,0.276,365,0.079,286,0.043,265,0.024,254,248,0.521,308760689,0.266,202938372,0.191,160340744,0.069,134633741,125945471
458,90602,0.181,170,0.0,144,-0.034,144,-0.057,149,158,0.393,128868846,0.082,92526647,0.117,85496759,0.14,76552823,67180924
459,90603,0.388,68,0.167,49,-0.023,42,0.303,43,33,0.845,64761483,0.363,35097152,0.005,25741079,0.451,25603086,17649528
460,90604,-0.01,102,0.073,103,-0.059,96,0.03,102,99,0.094,57461665,0.201,52533835,0.029,43727731,0.145,42488644,37092482
461,90605,-0.004,232,-0.009,233,-0.045,235,-0.004,246,247,0.157,165602428,0.126,143130503,0.051,127109017,0.088,120992027,111250343
462,90606,-0.058,195,0.0,207,-0.055,207,-0.064,219,234,0.093,104158455,0.109,95319688,0.052,85938869,0.008,81676855,80991936
463,90638,0.434,109,0.188,76,-0.015,64,-0.122,65,74,0.681,77923065,0.381,46359729,0.082,33566972,-0.045,31015108,32473908
464,90640,0.063,319,0.003,300,-0.045,299,-0.079,313,340,0.297,192431357,0.143,148335983,0.064,129798969,-0.012,121947421,123401253
465,90650,0.135,445,0.003,392,-0.032,391,-0.086,404,442,0.349,231603040,0.102,171711425,0.075,155843186,-0.007,144962384,146026057
466,90660,0.008,402,0.0,399,-0.089,399,-0.035,438,454,0.128,206929397,0.137,183488097,-0.006,161342495,0.055,162321070,153906092
467,90670,0.0,47,0.146,47,-0.047,41,-0.023,43,44,0.185,26698100,0.293,22530042,0.115,17422912,0.018,15624942,15354385
468,90703,0.627,96,0.283,59,-0.193,46,-0.081,57,62,1.355,83023632,0.447,35251544,-0.138,24368579,-0.046,28274686,29629863
469,90704,0.027,263,0.267,256,0.496,202,0.421,135,95,0.039,267828009,0.427,257653003,0.771,180598156,0.7,101973809,59968798
470,90706,0.183,258,-0.018,218,-0.063,222,-0.052,237,250,0.395,130193397,0.144,93315913,-0.002,81535935,0.057,81727313,77288832
471,90710,0.531,98,0.103,64,0.0,58,0.0,58,58,0.918,55355182,0.153,28863667,-0.028,25035616,0.11,25760560,23209937
472,90712,0.262,53,0.313,42,-0.135,32,-0.159,37,44,0.53,38098821,0.583,24902483,-0.068,15730670,-0.118,16882763,19133722
473,90713,0.04,26,-0.074,25,-0.036,27,0.037,28,27,0.219,17345492,0.051,14230071,0.015,13535495,0.148,13337293,11622731
474,90715,0.055,77,0.09,73,-0.107,67,-0.074,75,81,0.179,39208423,0.303,33253872,-0.074,25518454,0.049,27545795,26271315
475,90716,-0.038,77,0.013,80,-0.092,79,-0.022,87,89,0.071,33804432,0.11,31551436,-0.013,28426807,0.013,28811148,28436435
476,90717,0.105,63,-0.017,57,-0.049,58,-0.062,61,65,0.462,30691519,0.079,20986842,0.111,19445709,0.019,17495491,17163394
477,90723,0.131,327,0.018,289,-0.063,284,-0.065,303,324,0.337,138429183,0.122,103533982,0.034,92249155,0.037,89250015,86103625
478,90731,0.131,259,0.096,229,-0.054,209,-0.094,221,244,0.369,138309989,0.271,101061754,0.057,79511723,-0.048,75257966,79012987
479,90732,1.471,42,0.063,17,-0.059,16,-0.19,17,21,1.397,33314473,0.143,13898535,0.013,12164976,-0.161,12010337,14313759
480,90744,0.012,342,-0.023,338,-0.057,346,-0.089,367,403,0.225,152319190,0.103,124388828,0.016,112781174,0.003,110956761,110670916
481,90745,0.195,202,0.037,169,-0.119,163,-0.106,185,207,0.451,102452213,0.181,70598963,0.0,59779359,-0.039,59787063,62235306
482,90746,0.263,197,0.054,156,0.0,148,0.057,148,140,0.496,140192824,0.134,93702546,0.068,82604283,0.108,77362225,69804629
483,90755,0.033,31,0.2,30,0.042,25,-0.172,24,29,0.581,22225245,0.354,14057971,0.141,10386044,-0.176,9099555,11038539
484,90802,0.542,91,0.073,59,-0.083,55,-0.077,60,65,0.557,38068862,0.259,24445382,0.017,19413297,0.003,19082811,19021530
485,90803,1.517,73,0.16,29,0.042,25,0.0,24,24,1.797,59195203,0.266,21161761,0.408,16719967,0.083,11871679,10962262
486,90804,-0.008,120,0.061,121,-0.066,114,-0.062,122,130,0.281,61087480,0.192,47697082,0.166,40025921,-0.014,34342016,34837582
487,90805,-0.002,476,0.013,477,-0.048,471,-0.087,495,542,0.211,223868282,0.124,184801039,0.042,164408883,-0.024,157731336,161574043
488,90806,0.028,220,0.0,214,-0.045,214,-0.026,224,230,0.155,109173592,0.134,94523180,0.111,83367835,0.05,75010671,71469336
489,90807,0.367,67,-0.093,49,-0.1,54,-0.063,60,64,0.622,54170483,0.12,33389976,0.053,29809551,0.039,28311787,27258673
490,90808,0.5,33,0.158,22,0.0,19,0.188,19,16,1.194,24989550,0.317,11391707,0.092,8650012,0.327,7918716,5969547
491,90810,0.096,206,-0.026,188,-0.035,193,-0.078,200,217,0.305,93104837,0.064,71330209,0.026,67042900,0.001,65325283,65250098
492,90813,0.008,252,-0.02,250,-0.038,255,-0.047,265,278,0.255,121080725,0.09,96453936,0.072,88521775,0.03,82609328,80197338
493,90814,0.633,49,0.0,30,-0.143,30,-0.103,35,39,1.048,34541569,0.24,16868365,-0.078,13601819,-0.251,14747662,19685174
494,90815,0.833,22,-0.4,12,-0.13,20,0.095,23,21,0.855,16937733,-0.286,9129695,0.049,12784876,0.209,12184518,10078114
495,91001,0.288,958,0.143,744,-0.009,651,-0.019,657,670,0.476,946023033,0.277,640945180,0.122,502017901,0.077,447491297,415482544
496,91006,0.674,293,0.287,175,-0.062,136,-0.033,145,150,1.109,446949724,0.462,211901094,0.031,144971802,0.102,140561841,127507980
497,91007,0.624,138,0.181,85,-0.027,72,0.0,74,74,1.091,210644020,0.473,100718295,0.144,68391805,0.139,59770756,52460351
498,91008,0.218,123,0.122,101,-0.063,90,0.067,96,90,0.356,220293754,0.196,162435436,0.063,135870952,0.255,127764082,101807634
499,91010,0.529,260,0.056,170,-0.058,161,-0.095,171,189,0.877,171318532,0.206,91266745,0.058,75688699,-0.053,71517341,75492375
500,91011,0.703,807,0.203,474,0.079,394,0.0,365,365,0.96,1402130258,0.349,715251817,0.214,530375224,0.158,436840061,377136204
501,91016,0.477,489,0.186,331,-0.041,279,-0.036,291,302,0.659,456482530,0.323,275201540,0.048,208033793,0.03,198464017,192604326
502,91020,0.784,66,0.276,37,0.074,29,0.08,27,25,1.058,42630665,0.546,20717518,0.274,13401885,0.101,10519523,9558189
503,91024,0.209,394,0.062,326,-0.061,307,-0.058,327,347,0.485,388043696,0.18,261308376,0.049,221494518,0.004,211127881,210300829
504,91030,0.403,202,0.2,144,-0.048,120,-0.031,126,130,0.701,208391117,0.387,122495340,0.085,88303998,0.023,81365708,79569357
505,91040,0.428,704,0.16,493,-0.005,425,0.014,427,421,0.572,619393333,0.327,394140940,0.098,296956951,0.141,270434893,236930453
506,91042,0.34,1010,0.136,754,-0.045,664,-0.021,695,710,0.49,799295301,0.266,536519394,0.067,423667687,0.056,397011700,375783486
507,91101,0.082,53,0.324,49,0.057,37,-0.103,35,39,0.097,29872276,0.304,27240636,0.298,20891401,-0.152,16098958,18983581
508,91103,0.103,342,0.119,310,-0.007,277,-0.004,279,280,0.265,349211840,0.27,276113539,0.194,217411272,0.134,182070089,160484897
509,91104,0.249,266,-0.027,213,0.019,219,-0.089,215,236,0.599,181114765,0.121,113260553,0.103,101023435,-0.022,91630678,93699803
510,91105,0.275,260,0.193,204,0.188,171,0.152,144,125,0.272,429717350,0.34,337914145,0.444,252107854,0.38,174614806,126534763
511,91106,0.222,88,0.043,72,0.0,69,-0.055,69,73,0.697,61146152,0.189,36024691,0.255,30309619,-0.032,24151992,24959819
512,91107,0.621,457,0.097,282,-0.055,257,0.05,272,259,1.015,555541411,0.242,275765407,0.05,222115390,0.175,211458784,180006395
513,91108,0.672,97,0.018,58,0.118,57,-0.073,51,55,1.036,156670906,0.042,76953917,0.309,73817426,0.011,56385187,55784795
514,91201,0.635,170,0.095,104,-0.05,95,-0.057,100,106,1.057,162527806,0.325,79005145,0.059,59619850,-0.004,56280675,56532327
515,91202,0.717,261,0.16,152,0.016,131,-0.051,129,136,0.877,320915058,0.301,170947163,0.124,131444868,0.057,116955839,110645425
516,91203,0.25,45,0.2,36,-0.167,30,-0.143,36,42,0.606,27774455,0.485,17293942,-0.094,11647504,0.002,12852531,12828479
517,91204,0.133,51,0.098,45,-0.163,41,-0.039,49,51,0.292,25431583,0.233,19685585,-0.093,15968124,0.049,17602300,16784687
518,91205,0.147,109,-0.01,95,-0.059,96,-0.089,102,112,0.441,64317435,0.207,44621133,0.058,36966625,-0.013,34936792,35399831
519,91206,0.12,709,0.107,633,-0.003,572,0.012,574,567,0.214,801695023,0.219,660142140,0.125,541720476,0.106,481449050,435321489
520,91207,0.909,273,0.192,143,0.062,120,-0.009,113,114,1.067,429276309,0.25,207670535,0.23,166138226,0.144,135073812,118117640
521,91208,0.543,753,0.208,488,0.028,404,-0.048,393,413,0.706,897206746,0.323,525883350,0.113,397352090,-0.002,357077608,357796767
522,91214,0.971,684,0.335,347,0.016,260,-0.105,256,286,1.182,701156359,0.535,321408185,0.21,209380524,-0.032,172983905,178781039
523,91301,0.793,1151,0.346,642,0.163,477,0.281,410,320,0.968,1790291382,0.377,909794392,0.246,660602347,0.509,530034288,351256312
524,91302,0.754,1922,0.248,1096,0.151,878,0.282,763,595,0.995,3695830461,0.313,1852527968,0.254,1410755429,0.49,1125313751,755125746
525,91303,0.132,86,0.013,76,-0.063,75,0.067,80,75,0.291,46817007,0.122,36251342,0.066,32304973,0.166,30297801,25986767
526,91304,0.574,614,0.157,390,0.034,337,0.09,326,299,1.095,654581410,0.312,312387917,0.146,238149184,0.24,207771401,167572234
527,91306,0.306,209,0.081,160,-0.039,148,-0.055,154,163,0.522,141637691,0.191,93074479,0.113,78131199,0.007,70204995,69705791
528,91307,0.64,546,0.22,333,0.379,273,0.015,198,195,0.641,1001040596,0.324,610040512,0.751,460884435,0.268,263268467,207705718
529,91311,0.845,679,0.165,368,0.109,316,0.159,285,246,1.196,787170922,0.314,358426401,0.217,272681490,0.35,224132539,165972218
530,91316,1.552,495,0.252,194,0.076,155,0.309,144,110,1.936,902891424,0.395,307487417,0.254,220444967,0.827,175779612,96186838
531,91321,1.226,797,0.523,358,0.124,235,0.34,209,156,1.382,825304591,0.671,346508000,0.305,207307518,0.383,158880348,114877543
532,91324,0.4,91,0.102,65,-0.063,59,-0.074,63,68,0.636,87037092,0.418,53197187,0.006,37517045,-0.008,37291333,37589204
533,91325,0.398,151,0.102,108,-0.049,98,0.073,103,96,0.639,155262055,0.214,94750680,0.219,78024880,0.235,63991556,51797227
534,91326,1.352,602,0.62,256,0.039,158,0.101,152,138,1.625,896811125,1.06,341584597,0.13,165840427,0.326,146763714,110721602
535,91330,0.0,0,0.0,0,0.0,0,-1.0,0,1,0.0,0,0.0,0,0.0,0,-1.0,0,570000
536,91331,0.093,980,0.047,897,-0.017,857,-0.059,872,927,0.273,504249063,0.166,396147445,0.085,339774023,0.022,313088058,306440586
537,91335,0.225,441,0.062,360,-0.029,339,-0.049,349,367,0.443,268312262,0.188,185993125,0.089,156510085,0.023,143678899,140433017
538,91340,0.168,389,0.054,333,-0.04,316,-0.071,329,354,0.46,200423094,0.188,137273563,0.06,115562349,0.01,109023425,107976881
539,91342,0.396,1681,0.262,1204,0.021,954,0.048,934,891,0.609,1118035040,0.453,694706779,0.138,478056778,0.179,420209656,356348307
540,91343,0.177,246,0.124,209,-0.031,186,-0.015,192,195,0.4,190196650,0.297,135895522,0.077,104765916,0.064,97278735,91431246
541,91344,0.587,519,0.128,327,0.003,290,-0.014,289,293,0.996,588168347,0.269,294663552,0.183,232212601,0.047,196361985,187459674
542,91345,0.275,139,0.124,109,-0.067,97,-0.071,104,112,0.512,86791420,0.281,57402644,0.048,44807334,-0.002,42742609,42835744
543,91350,1.191,585,0.369,267,0.06,195,0.305,184,141,1.256,619763968,0.512,274725050,0.176,181642379,0.44,154398038,107230069
544,91351,1.312,511,0.503,221,-0.007,147,0.233,148,120,1.653,381715218,0.707,143895419,0.09,84275820,0.424,77324332,54293186
545,91352,0.193,679,0.072,569,-0.04,531,-0.035,553,573,0.411,454962774,0.207,322520304,0.084,267285971,0.036,246620578,238000620
546,91354,2.82,382,0.852,100,0.125,54,0.143,48,42,3.263,469297195,1.121,110096517,0.396,51918900,0.278,37180003,29095204
547,91355,4.632,107,0.9,19,0.0,10,0.0,10,10,5.627,105433551,1.031,15909153,0.27,7831958,-0.158,6167381,7328049
548,91356,1.604,802,0.267,308,0.066,243,0.2,228,190,1.958,1489329448,0.348,503514541,0.197,373466485,0.497,311928185,208324173
549,91364,0.951,948,0.358,486,0.008,358,0.263,355,281,1.469,1284389381,0.443,520259457,0.122,360655776,0.403,321324321,229084357
550,91367,1.228,303,0.153,136,-0.008,118,-0.025,119,122,1.77,393605787,0.316,142089703,0.174,107969710,0.111,91954668,82763801
551,91381,1.855,551,0.399,193,0.34,138,0.226,103,84,1.996,778510383,0.622,259872702,0.62,160196618,0.314,98865294,75267790
552,91384,0.416,1592,0.2,1124,0.45,937,0.257,646,514,0.585,1535303860,0.305,968715961,0.767,742387230,0.439,420184544,291923822
553,91390,0.486,1288,0.119,867,0.11,775,0.214,698,575,0.741,1266025526,0.236,727329016,0.256,588408841,0.371,468397357,341692276
554,91401,0.397,162,0.064,116,-0.068,109,-0.086,117,128,0.833,121891354,0.255,66509222,-0.031,52996074,0.021,54683786,53539573
555,91402,0.243,292,-0.021,235,-0.02,240,-0.039,245,255,0.521,158688927,0.055,104347896,0.081,98893848,0.024,91472591,89324603
556,91403,0.36,604,0.203,444,0.19,369,0.206,310,257,0.458,948514064,0.326,650471765,0.335,490434173,0.41,367297713,260508683
557,91405,0.089,171,0.061,157,-0.013,148,-0.085,150,164,0.338,111203859,0.191,83100779,0.118,69745554,-0.047,62402097,65487359
558,91406,0.181,202,-0.034,171,-0.048,177,-0.061,186,198,0.464,128640515,0.052,87855085,0.073,83547803,0.054,77889832,73900825
559,91411,0.447,68,0.0,47,-0.161,47,0.018,56,55,0.812,45269240,0.144,24983458,-0.078,21831146,0.159,23676339,20432767
560,91423,0.186,656,0.152,553,0.168,480,0.257,411,327,0.226,1068479886,0.234,871450886,0.366,706251623,0.522,517027052,339674967
561,91436,1.228,655,0.367,294,0.201,215,0.492,179,120,1.519,1304845613,0.505,517926630,0.317,344093321,1.044,261258655,127831038
562,91501,0.755,244,0.037,139,-0.029,134,-0.021,138,141,1.029,279659319,0.045,137827328,0.094,131897892,0.106,120594314,109005701
563,91502,0.25,15,0.2,12,0.111,10,-0.182,9,11,0.422,5798760,0.166,4077986,0.52,3496853,-0.221,2300637,2951588
564,91504,0.815,285,0.236,157,-0.038,127,0.065,132,124,1.114,326470091,0.394,154395911,0.12,110725590,0.119,98885689,88395917
565,91505,0.377,95,0.045,69,-0.108,66,-0.051,74,78,0.769,63548309,0.091,35929409,0.011,32922493,0.102,32575706,29552616
566,91506,0.346,70,0.106,52,0.093,47,-0.044,43,45,0.539,47064840,0.416,30583934,0.212,21593553,0.019,17819224,17478788
567,91601,0.031,131,-0.016,127,-0.058,129,-0.028,137,141,0.177,71641996,0.197,60868310,-0.012,50844260,-0.002,51441999,51544005
568,91602,1.037,55,0.35,27,0.053,20,0.0,19,19,0.757,52262993,1.046,29753028,0.414,14545091,-0.067,10283271,11020024
569,91604,0.284,777,0.096,605,0.15,552,0.319,480,364,0.369,1325660754,0.197,968359072,0.304,809030351,0.611,620585372,385190778
570,91605,0.096,321,0.043,293,-0.063,281,-0.065,300,321,0.311,190903041,0.159,145587482,0.037,125624573,0.001,121114522,121005196
571,91606,0.063,237,-0.043,223,-0.097,233,0.045,258,247,0.289,139828796,0.057,108465612,-0.029,102625779,0.163,105665494,90836411
572,91607,0.813,58,-0.179,32,0.083,39,-0.1,36,40,1.527,53655825,0.024,21233320,0.285,20737520,-0.046,16140679,16922537
573,91702,0.362,418,0.104,307,-0.041,278,-0.024,290,297,0.639,288577040,0.313,176097217,0.05,134124459,0.086,127739477,117651571
574,91706,0.073,515,0.017,480,-0.071,472,-0.086,508,556,0.273,258362333,0.158,202993137,0.014,175308691,-0.01,172935862,174750865
575,91711,0.731,232,0.288,134,-0.01,104,0.105,105,95,0.883,339602740,0.383,180319086,0.197,130366694,0.239,108941087,87947775
576,91722,0.196,134,0.028,112,-0.092,109,-0.048,120,126,0.392,71536907,0.124,51388717,-0.008,45731548,-0.01,46077477,46562380
577,91723,0.455,48,0.031,33,0.032,32,-0.162,31,37,0.693,28017631,0.091,16553810,0.213,15171512,-0.096,12511761,13842755
578,91724,0.268,156,0.108,123,-0.026,111,-0.009,114,115,0.324,162040076,0.281,122432965,0.104,95554949,0.074,86523270,80535244
579,91731,0.123,192,0.049,171,-0.024,163,-0.029,167,172,0.341,83179725,0.111,62050014,0.084,55852948,0.02,51538122,50545460
580,91732,0.164,354,0.02,304,-0.013,298,-0.099,302,335,0.346,163830721,0.153,121729046,0.117,105534922,-0.021,94491324,96522719
581,91733,0.03,274,0.06,266,-0.046,251,-0.037,263,273,0.15,113441174,0.193,98626509,-0.015,82682703,0.126,83901668,74534846
582,91740,0.75,112,0.164,64,0.078,55,-0.121,51,58,0.956,76734741,0.216,39223681,0.304,32253067,-0.054,24724491,26125789
583,91741,0.566,418,0.248,267,0.034,214,0.067,207,194,0.674,597694307,0.327,357065350,0.212,269029928,0.216,221896980,182458622
584,91744,0.117,676,0.013,605,-0.073,597,-0.032,644,665,0.286,352417918,0.133,274008373,0.017,241897907,0.052,237835905,226026196
585,91745,0.457,599,0.102,411,0.019,373,0.031,366,355,0.752,568527304,0.2,324577993,0.191,270593187,0.126,227228154,201862236
586,91746,0.068,250,0.064,234,-0.035,220,-0.026,228,234,0.307,140572471,0.209,107520914,0.047,88927557,0.07,84951652,79366902
587,91748,0.846,419,0.234,227,0.022,184,0.059,180,170,1.205,410023920,0.436,185963177,0.154,129494869,0.257,112236959,89302349
588,91750,1.254,480,0.323,213,0.158,161,0.03,139,135,1.399,505413031,0.543,210658036,0.333,136543575,0.188,102420085,86199802
589,91754,0.167,119,0.109,102,-0.071,92,-0.01,99,100,0.364,77643059,0.452,56942701,0.033,39225118,0.049,37956421,36167205
590,91755,0.368,104,0.226,76,-0.031,62,0.0,64,64,0.632,62063921,0.438,38033075,0.038,26453427,0.138,25473867,22393545
591,91765,0.723,984,0.175,571,0.068,486,0.247,455,365,0.747,1167413681,0.3,668393516,0.19,513975073,0.403,432065621,308063542
592,91766,0.249,526,0.047,421,-0.063,402,-0.04,429,447,0.684,277299295,0.203,164692229,0.024,136866916,0.019,133703659,131274378
593,91767,0.194,246,-0.014,206,-0.046,209,-0.072,219,236,0.407,136114034,0.116,96723858,0.076,86656037,-0.015,80550093,81806199
594,91768,0.097,193,-0.028,176,-0.072,181,-0.08,195,212,0.37,104019794,0.095,75953486,0.02,69383091,-0.002,67992927,68147974
595,91770,0.12,354,0.071,316,0.031,295,-0.031,286,295,0.388,167550460,0.306,120702371,0.016,92426961,0.053,90953207,86341869
596,91773,0.644,416,0.318,253,0.091,192,0.017,176,173,0.761,416099858,0.533,236309108,0.224,154148529,0.1,125926098,114505288
597,91775,0.442,75,0.209,52,0.0,43,-0.173,43,52,0.93,65390043,0.351,33876388,0.144,25070516,-0.124,21917187,25014196
598,91776,0.186,172,0.098,145,0.031,132,-0.158,128,152,0.481,92112779,0.258,62178454,0.129,49408859,-0.101,43753973,48678993
599,91780,0.434,142,0.138,99,-0.094,87,-0.05,96,101,0.804,88422236,0.321,49023346,-0.002,37123469,0.021,37181849,36431994
