,ZIP Code,growth_pol_23_24,policies_24,growth_pol_22_23,policies_23,growth_pol_21_22,policies_22,growth_pol_20_21,policies_21,policies_20,growth_exp_23_24,exposure_24,growth_exp_22_23,exposure_23,growth_exp_21_22,exposure_22,growth_exp_20_21,exposure_21,exposure_20
824,92780,5.667,40,1.0,6,-0.625,3,0.143,8,7,5.712,32153824,3.521,4790791,-0.808,1059623,0.086,5505869,5071206
825,92782,2.091,68,0.571,22,0.273,14,1.2,11,5,2.017,86147964,1.089,28557173,0.247,13669564,1.41,10960538,4548249
826,92801,1.345,68,0.318,29,-0.083,22,-0.077,24,26,1.867,43446201,0.398,15152038,0.081,10841513,-0.047,10030562,10524827
827,92802,0.917,23,0.0,12,0.091,12,-0.154,11,13,1.177,17546941,-0.028,8059786,0.252,8294654,-0.069,6623800,7117956
828,92804,1.294,78,0.789,34,-0.05,19,-0.13,20,23,1.928,54406795,0.983,18582615,0.113,9371495,-0.03,8421671,8685408
829,92805,1.607,73,-0.034,28,0.036,29,0.273,28,22,2.577,61200875,0.07,17111669,0.149,15997761,0.263,13926404,11024651
830,92806,3.429,31,0.4,7,0.0,5,-0.375,5,8,4.321,23572190,0.734,4430209,0.061,2555158,-0.27,2407808,3299576
831,92807,1.754,314,0.562,114,0.106,73,0.535,66,43,1.522,369544788,0.652,146536989,0.196,88718276,0.827,74157147,40583120
832,92808,3.479,318,0.821,71,0.345,39,1.417,29,12,3.048,402310709,0.977,99374963,0.806,50274519,1.553,27837139,10905035
833,92821,1.069,211,0.397,102,0.028,73,0.268,71,56,1.163,241629113,0.554,111711370,0.246,71872611,0.433,57668081,40239506
834,92823,0.813,116,0.143,64,0.12,56,0.22,50,41,1.084,118035955,0.291,56634313,0.234,43867650,0.406,35546784,25281927
835,92831,0.952,41,0.75,21,0.0,12,0.0,12,12,0.944,38613794,1.326,19867375,0.025,8541509,0.042,8332362,7999170
836,92832,0.75,21,0.5,12,0.143,8,-0.5,7,14,0.877,16355345,1.219,8711872,-0.06,3925307,-0.228,4175972,5409411
837,92833,1.25,81,0.565,36,-0.08,23,0.042,25,24,1.272,65044508,0.747,28623997,0.186,16384800,0.127,13811381,12250171
838,92835,0.789,34,0.583,19,-0.077,12,-0.071,13,14,0.89,42518059,1.097,22497152,-0.167,10726029,0.063,12877856,12115448
839,92840,3.6,46,1.0,10,-0.286,5,-0.125,7,8,3.486,36657799,1.596,8172359,-0.125,3147637,-0.079,3595771,3903060
840,92841,6.167,43,0.5,6,1.0,4,0.0,2,2,7.536,34124634,0.394,3997789,1.059,2868784,0.361,1393626,1023627
841,92843,3.0,44,0.571,11,-0.125,7,-0.2,8,10,2.747,31051318,1.376,8287727,-0.035,3488067,0.025,3614793,3525726
842,92844,3.4,22,0.667,5,2.0,3,0.0,1,1,3.14,16070903,2.275,3881562,2.574,1185378,0.052,331659,315170
843,92845,6.0,7,0.0,1,0.0,1,0.0,0,0,13.473,5644343,-0.193,390000,0.0,483400,0.0,0,0
844,92861,1.4,12,0.25,5,0.333,4,2.0,3,1,2.099,26524137,0.401,8557613,1.3,6107160,2.313,2655579,801525
845,92865,1.4,12,-0.167,5,0.2,6,0.25,5,4,1.916,11625249,0.105,3986925,0.261,3606800,0.349,2861008,2121354
846,92866,3.333,13,0.5,3,-0.333,2,0.0,3,3,2.725,10790416,3.757,2896909,-0.703,609015,0.069,2051018,1917997
847,92867,2.257,114,1.692,35,0.444,13,0.125,9,8,2.844,175613565,1.847,45682947,0.595,16044162,0.503,10059263,6691993
848,92868,1.429,17,0.4,7,0.667,5,-0.625,3,8,1.931,12416623,0.338,4236779,0.454,3166696,-0.507,2177262,4412295
849,92869,2.029,103,0.214,34,0.273,28,-0.043,22,23,2.248,137716003,0.499,42399885,0.361,28283868,0.238,20781592,16790375
850,92870,0.846,48,0.733,26,0.364,15,-0.267,11,15,0.981,42188464,0.872,21293693,0.499,11373517,-0.086,7586739,8302331
851,92886,2.133,423,0.517,135,0.0,89,0.508,89,59,2.737,644955252,0.603,172600065,0.076,107642767,0.951,100080207,51287479
852,92887,0.697,533,0.292,314,0.038,243,1.167,234,108,0.751,754091060,0.397,430580692,0.14,308187640,1.245,270416869,120440490
853,95602,0.209,2499,0.244,2067,0.079,1662,0.227,1540,1255,0.274,2767036303,0.336,2171299930,0.176,1624727916,0.313,1382145539,1052977532
854,95603,0.823,1559,0.248,855,0.015,685,0.596,675,423,1.0,1566686257,0.3,783300420,0.095,602341515,0.681,550292472,327411191
855,95631,0.012,1558,0.031,1539,0.048,1493,0.365,1425,1044,0.082,1394752660,0.093,1289380869,0.126,1180093107,0.448,1048365876,724074325
856,95648,1.013,161,0.778,80,0.071,45,0.909,42,22,0.96,172544548,1.016,88043900,0.078,43679284,0.989,40525961,20374354
857,95650,0.815,501,0.747,276,0.234,158,0.62,128,79,0.852,672898062,0.799,363277202,0.387,201905584,0.765,145549361,82452879
858,95658,1.113,469,0.657,222,0.145,134,0.393,117,84,1.119,488876617,0.711,230740719,0.299,134843452,0.43,103784185,72581455
859,95661,1.25,9,1.0,4,0.0,2,0.0,2,0,1.52,9124985,2.03,3621693,0.108,1195453,0.0,1079000,0
860,95663,1.205,86,1.438,39,0.0,16,0.778,16,9,1.465,100533675,1.522,40790659,-0.075,16170800,1.29,17480825,7633634
861,95677,3.667,42,2.0,9,0.5,3,0.0,2,2,4.213,43227871,1.897,8292911,1.256,2862373,0.761,1268779,720334
862,95678,4.0,15,0.5,3,-0.5,2,3.0,4,1,3.911,8270474,1.506,1683973,-0.234,671985,3.666,877150,188000
863,95681,4.333,16,0.0,3,0.5,3,0.0,2,0,4.485,9605228,0.452,1751149,0.618,1205950,0.0,745450,0
864,95701,0.146,267,0.084,233,0.049,215,0.133,205,181,0.205,211450276,0.142,175533934,0.141,153725911,0.19,134780976,113270389
865,95703,0.09,339,0.165,311,0.064,267,0.54,251,163,0.166,278618281,0.225,238870586,0.106,195044252,0.671,176353189,105540018
866,95713,0.183,1717,0.037,1451,0.025,1399,0.474,1365,926,0.252,1463857494,0.102,1169015638,0.087,1060766485,0.605,975839728,608001012
867,95714,0.19,100,0.12,84,0.071,75,0.014,70,69,0.264,84000444,0.168,66473298,0.156,56927252,0.146,49238946,42957495
868,95715,-0.088,73,0.127,80,0.044,71,0.193,68,57,0.005,46711342,0.197,46479905,0.077,38823207,0.568,36046475,22987975
869,95717,0.175,47,0.0,40,0.143,40,0.167,35,30,0.228,40092617,0.062,32653961,0.215,30761293,0.32,25326667,19183752
870,95722,0.075,1233,0.195,1147,0.087,960,0.462,883,604,0.177,1464000149,0.292,1243357980,0.182,962443336,0.615,814320574,504109513
871,95724,0.781,57,0.103,32,0.381,29,0.5,21,14,0.83,68190133,-0.029,37265342,0.636,38390826,1.017,23461164,11629028
872,95736,0.0,17,0.0,0,0.0,0,0.0,0,0,0.0,15032128,0.0,0,0.0,0,0.0,0,0
873,95746,1.008,474,0.628,236,0.593,145,0.655,91,55,1.17,872589240,0.906,402176382,0.738,211045900,0.788,121424945,67905649
874,95747,1.273,25,4.5,11,-0.5,2,3.0,4,1,1.267,27968409,3.056,12338992,-0.124,3042274,12.959,3472034,248723
875,95765,4.0,15,2.0,3,0.0,1,0.0,1,0,5.281,17153020,2.447,2730808,0.068,792178,0.0,741450,0
876,96140,0.164,660,0.386,567,0.549,409,0.927,264,137,0.258,876411659,0.509,696875536,0.759,461824397,1.346,262613761,111954501
877,96141,0.553,494,0.567,318,0.31,203,0.49,155,104,0.673,754746107,0.84,451161207,0.437,245168929,0.856,170585624,91891061
878,96143,0.193,549,0.159,460,0.248,397,0.598,318,199,0.214,567710342,0.258,467556044,0.39,371670651,0.763,267427472,151697148
879,96145,0.262,1304,0.143,1033,0.123,904,0.674,805,481,0.32,1749588066,0.229,1325282850,0.241,1078592889,0.965,869101914,442216627
880,96146,0.163,735,0.141,632,0.11,554,0.569,499,318,0.179,1214643022,0.237,1030247049,0.219,833001656,0.904,683359350,358959653
881,96148,0.237,423,0.5,342,0.349,228,0.878,169,90,0.249,512143590,0.585,410160077,0.506,258800029,1.107,171816935,81559850
882,95915,1.0,2,0.0,1,0.0,1,0.0,1,0,0.913,787321,-0.276,411521,1.824,568750,0.0,201400,0
883,95923,0.138,66,0.261,58,-0.021,46,0.382,47,34,0.161,41779696,0.314,35994992,0.036,27396036,0.469,26439050,18001316
884,95934,0.0,12,0.714,12,-0.125,7,0.143,8,7,-0.026,6622698,1.203,6796076,-0.305,3085390,0.229,4440058,3611589
885,95947,0.388,93,0.288,67,-0.133,52,0.395,60,43,0.499,62337097,0.39,41576566,0.055,29900804,0.412,28353879,20082191
886,95956,0.106,73,0.2,66,0.25,55,0.333,44,33,0.239,49143944,0.369,39661028,0.315,28976368,0.422,22040353,15496233
887,95971,0.374,529,0.546,385,0.18,249,0.476,211,143,0.436,331826247,0.788,231010462,0.282,129177390,0.421,100740475,70870560
888,95983,0.114,39,0.346,35,0.083,26,0.043,24,23,0.176,29356095,0.38,24953125,0.212,18084446,0.181,14927022,12641990
889,95984,-0.174,19,0.0,23,0.095,23,0.4,21,15,-0.087,11089139,0.13,12151234,0.217,10755350,0.229,8838078,7188692
890,96020,0.253,287,0.507,229,-0.062,152,0.286,162,126,0.25,312503059,0.635,250026691,0.094,152931972,0.56,139799599,89616513
891,96063,0.226,76,0.127,62,0.196,55,0.84,46,25,0.418,40682985,0.208,28686924,0.348,23745991,1.245,17610966,7845781
892,96103,0.253,530,0.373,423,0.167,308,0.211,264,218,0.261,394938862,0.468,313196235,0.246,213352674,0.376,171290768,124468534
893,96106,0.11,111,0.25,100,0.176,80,0.172,68,58,0.124,128742078,0.409,114516473,0.429,81287734,0.258,56868510,45221150
894,96122,0.334,511,0.456,383,0.148,263,0.265,229,181,0.365,395326378,0.534,289640516,0.244,188818782,0.345,151800849,112834813
895,96129,0.4,14,1.5,10,0.0,4,0.0,4,4,0.611,13038486,2.241,8091203,-0.037,2496440,0.254,2591755,2066315
896,96137,0.139,926,0.333,813,0.125,610,0.275,542,425,0.187,849805828,0.485,715877688,0.22,482151729,0.426,395258230,277159130
897,91752,1.01,199,0.303,99,0.027,76,0.057,74,70,1.722,161168397,0.615,59204892,0.129,36665747,0.174,32463277,27662923
898,92201,2.036,85,0.077,28,-0.071,26,0.0,28,28,2.572,47202211,0.365,13212975,-0.068,9677617,0.252,10383338,8292252
899,92203,2.231,42,0.3,13,0.25,10,-0.111,8,9,2.897,33811277,0.188,8676906,0.523,7302255,-0.087,4794444,5253413
900,92210,3.857,34,0.4,7,1.5,5,-0.6,2,5,3.272,51605899,1.276,12079064,1.037,5307066,-0.402,2605380,4354072
901,92211,8.75,39,1.0,4,-0.333,2,0.5,3,2,10.13,30494474,0.757,2739879,0.205,1559740,-0.021,1294450,1322691
902,92220,0.992,753,0.454,378,0.39,260,0.12,187,167,1.136,483955383,0.638,226578837,0.728,138361640,0.179,80092766,67921804
903,92223,0.97,1269,0.602,644,0.42,402,0.292,283,219,1.17,1040402052,0.698,479507583,0.528,282341865,0.454,184749305,127092508
904,92225,1.842,108,0.727,38,0.222,22,0.125,18,16,1.79,35071773,1.218,12570889,0.257,5667102,0.369,4507343,3291376
905,92230,0.661,103,0.676,62,1.643,37,0.167,14,12,0.884,36861283,0.568,19563601,2.261,12474242,0.377,3825230,2777034
906,92234,4.957,137,0.095,23,-0.125,21,-0.2,24,30,5.403,76745803,0.303,11985317,-0.014,9201577,-0.165,9328614,11177790
907,92236,1.357,33,-0.176,14,-0.105,17,-0.095,19,21,2.218,17397701,-0.049,5406396,-0.064,5686747,-0.021,6074983,6204459
908,92239,5.0,6,0.0,1,0.0,0,0.0,0,0,3.495,1895158,0.0,421600,0.0,0,0.0,0,0
909,92240,1.797,193,0.438,69,-0.059,48,-0.073,51,55,2.519,104133343,0.771,29590917,0.093,16706393,0.139,15286351,13421867
910,92241,2.5,119,0.619,34,0.313,21,0.0,16,16,2.094,51623412,0.926,16684024,0.453,8660516,0.121,5961681,5317220
911,92253,3.6,69,0.364,15,0.1,11,-0.286,10,14,2.708,89431764,0.711,24116197,0.546,14095257,-0.044,9116657,9536198
912,92254,0.455,16,0.375,11,0.333,8,0.0,6,6,1.033,6237007,0.588,3067264,0.688,1931198,0.007,1144355,1136560
913,92258,3.0,8,0.0,2,0.0,2,0.0,2,2,5.583,3796489,0.067,576739,0.056,540617,0.051,512075,487183
914,92260,3.708,113,0.263,24,0.583,19,-0.2,12,15,3.525,84160372,0.344,18598966,1.119,13840389,0.318,6532173,4954314
915,92262,2.464,97,0.647,28,0.063,17,0.0,16,16,1.623,92610686,1.048,35309324,0.889,17242540,0.215,9125500,7510343
916,92264,4.615,146,0.857,26,0.4,14,0.0,10,10,2.917,141763617,0.859,36191370,1.064,19464244,0.014,9428094,9295046
917,92270,2.95,79,1.0,20,0.0,10,-0.167,10,12,2.603,121560295,0.936,33736621,0.354,17423753,0.196,12865949,10756225
918,92274,1.167,52,0.412,24,0.133,17,-0.063,15,16,1.573,36362943,1.07,14132349,0.19,6828843,0.5,5736881,3825678
919,92276,0.957,45,0.095,23,-0.087,21,0.15,23,20,1.916,21256432,1.345,7289404,-0.109,3108221,0.399,3487679,2493435
920,92282,0.471,75,0.244,51,0.051,41,0.114,39,35,0.565,32647765,0.378,20856147,0.168,15139109,0.323,12960233,9796466
921,92320,0.675,573,0.932,342,0.883,177,0.541,94,61,0.87,388123829,1.077,207597918,0.575,99935788,0.535,63441968,41328402
922,92501,0.581,68,0.536,43,-0.067,28,0.034,30,29,1.006,48831913,1.048,24344808,0.055,11884509,0.099,11270186,10255285
923,92503,1.623,850,0.558,324,0.149,208,0.284,181,141,2.054,803486598,0.901,263052588,0.294,138370616,0.636,106961280,65389097
924,92504,1.595,327,0.5,126,0.12,84,0.087,75,69,1.989,293015824,0.916,98024131,0.442,51148791,0.289,35462506,27501674
925,92505,1.809,250,0.78,89,-0.02,50,0.0,51,51,2.239,172160774,1.336,53144990,0.032,22750383,0.186,22055268,18598398
926,92506,2.738,385,0.776,103,0.381,58,0.105,42,38,3.255,481304008,1.136,113121458,0.528,52964488,0.43,34652626,24227092
927,92507,1.693,404,0.948,150,-0.061,77,0.079,82,76,2.02,292462688,1.544,96851950,0.069,38069401,0.342,35602996,26521223
928,92508,2.893,218,1.24,56,0.087,25,-0.115,23,26,3.775,222340035,1.8,46564816,0.506,16630788,-0.123,11041395,12596583
929,92509,0.973,588,0.231,298,0.126,242,0.07,215,201,1.477,380788976,0.38,153736271,0.299,111364665,0.21,85711231,70820583
930,92518,0.0,1,0.0,1,0.0,0,0.0,0,0,0.054,651960,0.0,618750,0.0,0,0.0,0,0
931,92530,0.792,1625,0.509,907,0.295,601,0.303,464,356,0.995,1172410648,0.721,587528904,0.427,341373155,0.445,239145220,165530421
932,92532,1.214,839,0.566,379,0.235,242,0.782,196,110,1.549,760724265,0.734,298439918,0.327,172133461,1.179,129738434,59540307
933,92536,0.524,500,0.215,328,0.459,270,0.555,185,119,0.494,271918256,0.281,182051228,0.552,142117650,0.668,91584078,54908648
934,92539,0.324,630,0.24,476,0.293,384,0.428,297,208,0.461,268362762,0.214,183701502,0.482,151270089,0.532,102059536,66612901
935,92543,1.872,359,0.471,125,0.118,85,0.188,76,64,2.288,176914455,0.639,53798179,0.167,32824574,0.353,28132288,20787966
936,92544,0.834,1091,0.368,595,0.169,435,0.278,372,291,0.926,778824214,0.472,404336464,0.323,274701421,0.38,207564028,150413149
937,92545,1.734,607,0.432,222,0.157,155,0.54,134,87,2.053,373459037,0.678,122322935,0.234,72882225,0.753,59046706,33682747
938,92548,1.076,328,0.374,158,0.307,115,0.6,88,55,1.391,153003995,0.484,63985673,0.384,43125854,0.961,31160036,15886175
939,92549,0.025,2548,0.059,2487,0.225,2348,0.207,1917,1588,0.099,1748762541,0.146,1591476094,0.352,1388331554,0.276,1026614629,804412498
940,92551,1.973,220,0.298,74,-0.095,57,-0.045,63,66,2.999,165251154,0.603,41321669,0.019,25783272,0.016,25311200,24917322
941,92553,1.373,363,0.308,153,-0.041,117,0.043,122,117,2.058,226844800,0.482,74182606,0.137,50043648,0.161,44000156,37901451
942,92555,2.013,717,0.817,238,0.224,131,0.138,107,94,2.617,667785917,1.324,184630930,0.301,79452503,0.277,61073699,47825950
943,92557,1.396,690,0.655,288,0.252,174,0.219,139,114,1.661,572612375,0.971,215203102,0.44,109167111,0.442,75790337,52571951
944,92561,0.341,354,0.239,264,0.383,213,0.439,154,107,0.45,342070577,0.37,235954902,0.523,172216552,0.432,113088367,78957779
945,92562,0.629,1789,0.42,1098,0.393,773,0.43,555,388,0.606,2479108374,0.489,1544006831,0.558,1036825596,0.658,665654804,401558929
946,92563,2.173,606,0.721,191,0.194,111,0.661,93,56,2.62,577922153,0.998,159648046,0.319,79899456,0.744,60565962,34729131
947,92567,0.836,303,0.387,165,0.4,119,0.667,85,51,1.095,175829307,0.541,83931637,0.473,54481884,1.054,36986279,18009321
948,92570,0.801,1940,0.49,1077,0.319,723,0.346,548,407,0.962,1134758821,0.67,578335799,0.554,346388677,0.529,222886919,145773301
949,92571,1.118,430,0.261,203,0.013,161,0.026,159,155,1.784,283661696,0.486,101879552,0.143,68582481,0.165,59978406,51474763
950,92582,1.0,156,0.279,78,0.525,61,0.053,40,38,1.179,127484022,0.427,58503314,0.98,40989327,0.392,20705758,14874973
951,92583,1.889,338,0.519,117,0.149,77,0.136,67,59,2.649,181336294,0.685,49691196,0.364,29494946,0.233,21626091,17542850
952,92584,1.463,633,0.469,257,0.434,175,1.0,122,61,2.167,473400318,0.696,149484412,0.644,88156184,1.001,53610776,26798633
953,92585,2.472,250,0.636,72,0.419,44,0.148,31,27,3.245,191022554,0.927,44999831,0.495,23346757,0.53,15616056,10207557
954,92586,5.158,234,0.81,38,0.5,21,0.0,14,14,5.935,136226302,0.982,19641914,0.831,9907787,0.041,5409709,5195775
955,92587,1.607,584,1.074,224,0.125,108,0.5,96,64,2.598,471788974,1.59,131141637,0.168,50632785,0.667,43363591,26012976
956,92590,0.176,408,0.309,347,0.743,265,0.49,152,102,0.28,666237565,0.341,520692554,0.907,388156561,0.575,203581695,129297927
957,92591,2.06,153,0.316,50,0.9,38,0.429,20,14,2.329,151191895,0.459,45410365,1.035,31129902,0.649,15299130,9275861
958,92592,1.008,1313,0.38,654,0.837,474,0.613,258,160,1.04,1470988557,0.453,721104959,1.068,496343381,0.992,239975080,120497676
959,92595,0.722,1212,1.323,704,0.212,303,0.645,250,152,1.202,855813812,1.436,388668872,0.278,159576937,0.773,124892149,70423152
960,92596,2.294,336,0.594,102,0.524,64,0.556,42,27,3.001,295500093,1.079,73849547,0.484,35522978,0.634,23934001,14643068
961,92860,2.75,195,0.677,52,0.033,31,-0.25,30,40,3.221,197976599,1.16,46901071,0.128,21716973,-0.215,19247541,24513776
962,92879,1.131,228,0.305,107,0.079,82,0.041,76,73,1.656,163823190,0.534,61686042,0.285,40205949,0.121,31290848,27908615
963,92880,2.385,440,0.585,130,0.065,82,0.116,77,69,2.94,462036482,0.831,117266237,0.227,64036527,0.2,52204190,43510439
964,92881,2.067,365,0.7,119,0.167,70,0.463,60,41,2.135,480792372,1.074,153371480,0.262,73956248,0.795,58584443,32634821
965,92882,1.123,1225,0.775,577,0.285,325,0.278,253,198,1.203,1279325915,0.979,580663574,0.491,293407861,0.521,196832602,129379567
966,92883,1.326,1433,1.026,616,0.583,304,0.979,192,97,1.565,1459605713,1.422,568998177,0.639,234903310,1.323,143331141,61707708
967,95608,1.625,21,-0.2,8,0.667,10,-0.4,6,10,3.376,21593251,-0.203,4934514,0.772,6189622,-0.245,3493646,4627492
968,95610,1.286,16,1.333,7,-0.25,3,0.333,4,3,1.477,9588437,0.937,3871542,-0.244,1999011,0.814,2642920,1456764
969,95615,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
970,95621,0.5,12,0.6,8,1.5,5,0.0,2,2,0.625,6474149,0.541,3984931,2.245,2586174,0.058,797031,753209
971,95624,3.143,29,2.5,7,0.0,2,-0.333,2,3,2.707,27597572,4.346,7445295,0.102,1392583,-0.081,1263497,1374941
972,95626,0.429,10,1.333,7,2.0,3,-0.5,1,2,0.612,7088340,5.07,4396290,6.544,724250,-0.77,96000,418000
973,95628,1.7,27,1.5,10,-0.5,4,3.0,8,2,1.646,27034056,3.354,10215105,-0.48,2346385,8.682,4511350,465972
974,95630,5.5,143,2.667,22,-0.25,6,1.0,8,4,4.75,138318052,3.434,24055618,-0.403,5425121,1.741,9093270,3317001
975,95632,0.667,15,0.8,9,4.0,5,0.0,1,1,0.501,11122785,0.892,7409434,21.458,3915697,0.065,174357,163650
976,95638,0.4,7,0.0,5,0.25,5,3.0,4,1,1.165,4475283,0.075,2067032,0.291,1922267,1.629,1488909,566265
977,95641,0.333,8,0.2,6,-0.167,5,0.2,6,5,0.153,2966472,0.993,2571931,-0.364,1290164,0.938,2028919,1046758
978,95660,1.286,16,0.167,7,-0.4,6,0.429,10,7,0.788,5826924,0.397,3258941,-0.397,2332824,0.597,3868384,2422463
979,95662,2.0,21,6.0,7,0.0,1,-1.0,0,1,1.805,16258918,4.917,5796658,0.0,979640,-1.0,0,280000
980,95670,3.286,30,2.5,7,-0.5,2,3.0,4,1,2.535,17511970,3.087,4954350,-0.396,1212312,10.599,2006650,173000
981,95673,1.0,22,0.1,11,0.111,10,0.125,9,8,1.544,13968639,0.273,5491715,0.108,4313866,0.314,3891871,2960979
982,95683,1.0,32,2.2,16,0.25,5,1.0,4,2,0.674,34078927,1.577,20360807,0.856,7901465,0.749,4258020,2434411
983,95690,0.5,6,0.333,4,0.5,3,1.0,2,1,1.025,3756660,0.735,1854940,0.401,1069407,0.525,763400,500441
984,95693,3.8,24,0.667,5,-0.4,3,0.667,5,3,4.441,25466683,0.518,4680891,0.116,3084378,0.643,2763931,1682169
985,95742,1.8,14,0.0,5,0.0,0,-1.0,0,1,1.681,13921743,0.0,5192800,0.0,0,-1.0,0,913410
986,95757,5.5,13,-0.333,2,0.0,3,0.5,3,2,10.501,11792079,-0.387,1025272,0.068,1671373,0.613,1565569,970702
987,95758,7.333,25,2.0,3,0.0,1,-0.5,1,2,6.633,19097907,4.566,2502078,0.066,449547,-0.42,421783,727065
988,95811,0.4,14,0.429,10,0.167,7,0.0,6,6,0.635,13058809,0.698,7988305,0.61,4703615,0.059,2922367,2759718
989,95814,0.2,6,0.25,5,0.0,4,0.0,4,4,0.557,3238173,1.088,2080057,0.078,996294,0.064,924416,868493
990,95815,0.519,41,-0.036,27,-0.034,28,-0.586,29,70,0.646,19499548,0.092,11844871,0.113,10846122,-0.445,9744011,17557924
991,95816,0.444,26,0.636,18,0.1,11,-0.231,10,13,0.76,28466122,1.514,16177768,0.342,6435852,-0.058,4795561,5089175
992,95817,0.118,19,-0.261,17,-0.042,23,0.0,24,24,0.355,8052935,-0.181,5945316,0.104,7259109,0.057,6574825,6217716
993,95818,0.182,26,0.1,22,0.053,20,0.0,19,19,1.202,24649835,0.016,11192258,0.466,11010980,0.412,7510428,5319383
994,95819,0.429,10,0.4,7,-0.167,5,1.0,6,3,3.492,12764168,0.073,2841749,-0.293,2649488,2.955,3748638,947786
995,95820,0.625,39,-0.143,24,0.037,28,-0.341,27,41,1.548,18278213,-0.015,7173270,0.266,7280777,-0.328,5749148,8558366
996,95821,0.5,18,0.333,12,0.286,9,-0.5,7,14,0.656,11686804,0.74,7055331,0.842,4053697,-0.412,2200251,3741129
997,95822,0.7,34,0.0,20,0.0,20,-0.2,20,25,1.485,20801858,0.086,8370082,0.249,7707417,-0.193,6170785,7644554
998,95823,3.333,39,0.0,9,-0.182,9,0.1,11,10,2.983,19914425,0.1,4999727,-0.129,4545065,0.416,5219529,3685291
999,95824,1.714,19,-0.3,7,0.0,10,-0.333,10,15,3.392,11301442,-0.292,2573055,0.175,3632756,-0.058,3092539,3283985
1000,95825,2.5,7,0.0,2,-0.333,2,0.0,3,3,2.52,1928900,0.059,548005,-0.472,517300,0.334,980007,734450
1001,95826,0.8,9,1.5,5,-0.5,2,-0.333,4,6,0.4,4304174,2.044,3073411,-0.462,1009734,-0.45,1876151,3409902
1002,95827,2.4,17,0.25,5,0.333,4,2.0,3,1,1.348,6902149,0.459,2939584,0.621,2014944,2.679,1243186,337884
1003,95828,3.636,51,0.833,11,0.0,6,-0.143,6,7,3.707,27130515,2.193,5763288,0.305,1804705,-0.277,1382570,1912315
1004,95829,1.0,24,1.0,12,-0.143,6,-0.222,7,9,1.878,18230323,1.163,6333577,-0.204,2927469,-0.047,3680005,3859641
1005,95830,1.0,2,0.0,1,0.0,0,0.0,0,0,2.072,2073500,0.0,675000,0.0,0,0.0,0,0
1006,95831,1.2,11,0.667,5,0.5,3,-0.5,2,4,2.247,11935064,1.134,3675375,0.604,1721912,-0.368,1073204,1698384
1007,95832,3.5,9,-0.5,2,1.0,4,0.0,2,2,5.49,5688900,-0.544,876591,1.615,1922586,0.047,735120,702069
1008,95833,1.857,20,-0.125,7,-0.111,8,-0.308,9,13,4.745,10116954,-0.112,1761153,-0.028,1983833,-0.704,2041462,6906316
1009,95834,0.0,8,-1.0,0,-0.667,1,0.5,3,2,0.0,7739242,-1.0,0,-0.386,781680,1.588,1272691,491767
1010,95835,7.0,8,0.0,1,0.0,0,0.0,0,0,9.195,7696899,0.0,755000,0.0,0,0.0,0,0
1011,95837,0.0,1,0.0,0,0.0,0,0.0,0,0,0.0,2130000,0.0,0,0.0,0,0.0,0,0
1012,95838,0.615,63,-0.025,39,-0.111,40,-0.25,45,60,1.088,27609480,0.233,13225370,-0.023,10727956,-0.137,10985646,12734955
1013,95841,2.667,11,0.5,3,0.0,2,-0.333,2,3,2.733,5951780,0.951,1594455,0.063,817088,0.028,768794,748036
1014,95842,1.143,15,0.75,7,1.0,4,-0.5,2,4,1.775,6654484,0.731,2397745,1.648,1385323,-0.543,523219,1143977
1015,95843,3.0,8,1.0,2,0.0,1,-1.0,0,2,4.026,5026967,0.992,1000100,0.0,502150,-1.0,0,760200
1016,95864,5.5,13,0.0,2,-1.0,0,-0.333,2,3,10.086,14882282,0.0,1342400,-1.0,0,-0.285,880000,1230623
1017,95023,1.152,99,0.179,46,-0.17,39,0.88,47,25,1.202,111445084,0.301,50618067,0.344,38912607,0.782,28942648,16237693
1018,95043,-0.037,52,0.385,54,0.444,39,1.077,27,13,-0.012,50347588,0.399,50966562,0.704,36443023,1.305,21391779,9279009
1019,95045,0.767,53,0.111,30,0.125,27,0.5,24,16,0.978,62586900,0.186,31645402,0.37,26675970,0.536,19472956,12677195
1020,95075,0.429,10,2.5,7,0.0,2,0.0,0,0,0.449,16380816,4.523,11302355,0.0,2046368,0.0,0,0
1021,91701,1.159,190,0.544,88,0.295,57,-0.022,44,45,1.102,185250106,0.689,88116163,0.443,52180727,0.243,36172405,29107830
1022,91708,2.667,33,0.286,9,0.0,7,0.167,7,6,3.469,28264885,0.39,6324605,-0.007,4551065,0.22,4583492,3756961
1023,91709,0.789,1692,0.342,946,0.195,705,0.224,590,482,0.834,1907626952,0.448,1040381414,0.302,718573522,0.408,551764892,391948535
1024,91710,0.724,181,0.346,105,-0.103,78,0.087,87,80,1.004,139947213,0.564,69849381,0.009,44665652,0.272,44255775,34792833
1025,91730,1.122,87,0.108,41,-0.026,37,-0.136,38,44,1.666,47847613,0.177,17948164,0.085,15247308,-0.073,14046691,15160548
1026,91737,0.839,228,0.278,124,0.078,97,0.071,90,84,0.88,358682617,0.321,190838772,0.288,144469286,0.195,112128008,93824793
1027,91739,0.993,269,0.607,135,0.077,84,0.322,78,59,1.139,360846848,0.809,168699629,0.194,93258079,0.466,78131784,53287628
