ZIP Code,2018,2019,2020,2021,2022,2023,Pct Premium Increase 18-21
90275,2778131.1666666665,3012808.1666666665,3344793.5,3556203.8333333335,3953321.3333333335,4363778.666666667,0.21879304537427394
90277,1291889.0,1401928.5714285714,1840529.6666666667,1987657.5,2219076.6666666665,2470571.6666666665,0.35004446188541033
90278,1289881.7142857143,1399922.2857142857,1543764.4285714286,1675058.2857142857,1859166.857142857,2067948.2857142857,0.2299481604392785
90280,936476.8571428572,996469.5714285715,1085092.2857142857,1182885.0,1323481.2857142857,1474756.2857142857,0.2083111569232367
90290,572315.5714285715,649767.1428571428,896880.7142857143,1110518.0,1368309.5714285714,1495247.4285714286,0.4846408870197768
90291,1241550.7142857143,1363279.7142857143,1571543.5714285714,1605834.5714285714,1748129.4285714286,1893109.0,0.22685017723761258
90292,1146228.8333333333,1249923.1666666667,1400674.5,1443180.0,1598119.1666666667,1702596.8333333333,0.20576169754754553
90293,602861.1666666666,657184.1666666666,740332.1666666666,782837.6666666666,868923.5,964936.1666666666,0.2299027086501118
90301,409053.3333333333,437550.8333333333,490417.5,542925.1666666666,609074.0,685900.5,0.24657511118014727
90302,446156.3333333333,481331.5,542423.5,594584.3333333334,647268.8333333334,718338.0,0.24963321715506584
90303,375568.14285714284,403055.28571428574,451280.28571428574,484076.14285714284,528631.0,584875.1428571428,0.22415481861914877
90304,247709.57142857142,263239.5714285714,339943.6666666667,368322.3333333333,400974.8333333333,444077.6666666667,0.3274652416898294
90305,572697.1666666666,622442.6666666666,699833.8333333334,749598.6666666666,816831.5,912536.0,0.23599495018667768
90401,167087.0,171520.83333333334,198922.66666666666,195572.5,218477.66666666666,228101.5,0.1456518682330082
90402,2028141.6666666667,2182929.0,2639436.5,2652749.3333333335,2866063.1666666665,3002510.1666666665,0.23545672364068074
90403,889345.3333333334,957866.0,1069141.3333333333,1127916.6666666667,1216216.3333333333,1134932.2857142857,0.21151503509420025
90404,368416.14285714284,395474.4285714286,442392.5714285714,471398.4285714286,520294.28571428574,573437.0,0.21846124100662198
90405,1149604.3333333333,1247987.5,1421735.6666666667,1491087.0,1610241.0,1761780.5,0.2290159237299143
90501,813470.5714285715,878057.8571428572,979423.8571428572,1063122.0,1177231.142857143,1305866.142857143,0.23482857900732795
90502,348222.0,374581.28571428574,413017.0,453012.71428571426,507897.14285714284,566798.4285714285,0.2313195876873843
90503,1105079.5714285714,1175560.2857142857,1276680.2857142857,1368030.0,1513907.2857142857,1662917.2857142857,0.19221101041017274
90504,828458.5714285715,874144.1428571428,946471.5714285715,1016689.8571428572,1106385.142857143,1218918.7142857143,0.18514130380257834
90505,1139362.2857142857,1226307.7142857143,1346251.2857142857,1449418.4285714286,1604697.2857142857,1767983.142857143,0.21391762154061994
90506,1848.5,3555.0,1824.5,213.5,1688.0,979.0,-7.65807962529274
90601,893818.8571428572,971192.4285714285,1082846.4285714286,1189238.0,1329781.142857143,1458304.5714285714,0.24841044673744267
90602,437276.85714285716,477760.14285714284,535906.7142857143,604609.2857142857,692662.5714285715,757108.4285714285,0.27676126140494506
90603,689058.1428571428,735715.5714285715,799706.7142857143,865236.1428571428,968335.2857142857,1063388.2857142857,0.20361840112022267
90604,838389.7142857143,896783.7142857143,986822.2857142857,1061611.4285714286,1179556.2857142857,1287600.857142857,0.2102668719251596
90605,869992.1428571428,935204.8571428572,1029414.2857142857,1125379.0,1263152.2857142857,1379316.857142857,0.22693408810974539
90606,566016.2857142857,603584.2857142857,657875.8571428572,710414.2857142857,783531.5714285715,863150.5714285715,0.20325886303766416
90607,57.0,55.5,162.5,19.0,54.0,22.0,-2.0
90608,295.6666666666667,312.3333333333333,314.0,195.0,428.0,242.5,-0.5162393162393163
90620,1102893.4285714286,1175307.857142857,1295496.857142857,1390109.7142857143,1535549.4285714286,1693250.4285714286,0.20661411308953206
90621,535807.8571428572,575484.2857142857,638257.5714285715,688460.8571428572,766137.1428571428,861166.4285714285,0.2217308339554941
90623,564836.8333333334,601809.0,661133.5,702822.1666666666,778695.0,870931.1666666666,0.1963303661689668
90630,1407751.857142857,1499811.142857143,1657286.5714285714,1766120.5714285714,1943392.142857143,2142771.714285714,0.20291293815565417
90631,1841908.857142857,1976243.2857142857,2170960.0,2366795.714285714,2658457.0,2959352.5714285714,0.22177108652626787
90638,1342485.142857143,1434124.0,1566855.4285714286,1683909.7142857143,1869076.0,2055259.2857142857,0.20275705314367037
90639,1189.5,1774.0,1479.0,1728.0,2025.0,2088.0,0.3116319444444444
90640,966580.1428571428,1034593.7142857143,1157122.0,1244984.4285714286,1359766.2857142857,1507711.857142857,0.22362069703453555
90650,1601327.7142857143,1706586.4285714286,1846998.4285714286,1986472.5714285714,2206439.5714285714,2410312.0,0.19388380322104332
90660,1014097.7142857143,1081870.5714285714,1181847.0,1278548.7142857143,1411542.4285714286,1557554.7142857143,0.20683685888944842
90670,297605.4285714286,320434.4285714286,349561.85714285716,376505.5714285714,415552.28571428574,453767.85714285716,0.20955903137840112
90680,381250.4285714286,406536.0,448777.5714285714,499090.4285714286,548664.2857142857,610324.0,0.23610951694124713
90701,320719.85714285716,339423.4285714286,371779.71428571426,398593.5714285714,436437.0,473237.5714285714,0.19537122489610786
90703,1807409.3333333333,1936023.8333333333,2101852.0,2248674.1666666665,2133547.5714285714,2750515.5,0.19623333601392523
90704,125225.14285714286,136967.0,176799.57142857142,231081.66666666666,281529.0,336253.8333333333,0.4580913983203217
90706,1017316.0,1094862.4285714286,1216826.857142857,1306171.4285714286,1429344.142857143,1554594.857142857,0.22114664450083127
90710,512343.71428571426,547877.5714285715,615789.1428571428,678468.7142857143,761502.8571428572,844915.0,0.2448528524633519
90712,841530.7142857143,898572.1428571428,983640.5714285715,1051751.7142857143,1159975.857142857,1256503.857142857,0.1998770214914927
90713,939840.0,999266.0,1087769.1666666667,1161082.5,1095355.7142857143,1190628.4285714286,0.19054847523754773
90715,335800.28571428574,359217.14285714284,393782.0,421023.28571428574,462075.28571428574,502783.14285714284,0.20241873286275647
90716,137755.85714285713,146523.85714285713,160236.14285714287,175315.85714285713,193149.14285714287,210686.42857142858,0.21424188668452288
90717,474377.14285714284,510677.71428571426,571815.2857142857,620218.5714285715,696040.0,775703.7142857143,0.23514521378408082
90720,828791.1428571428,899462.2857142857,1037753.0,1110757.5714285714,1224028.857142857,1353819.142857143,0.2538505573351932
90723,488818.5714285714,524547.4285714285,579597.7142857143,630383.0,694267.4285714285,765968.8571428572,0.22456891853274688
90731,1122423.0,1214377.4285714286,1383776.0,1504652.5714285714,1638634.4285714286,1792076.2857142857,0.2540317802837826
90732,747969.1428571428,807749.2857142857,890208.7142857143,955408.5714285715,1069630.4285714286,1196106.4285714286,0.21712117179486418
90740,1011566.2857142857,1085286.5714285714,1210322.857142857,1304171.5714285714,1437605.2857142857,1584013.7142857143,0.22436103663398363
90742,72664.0,78366.83333333333,98629.0,107118.0,106164.42857142857,119313.28571428571,0.3216452883735693
90743,55492.25,51854.4,62752.4,61737.4,54944.333333333336,60047.5,0.1011566732645042
90744,580892.8571428572,631362.7142857143,692113.4285714285,756888.8571428572,841976.4285714285,929230.5714285715,0.23252555291190138
90745,1027494.5714285715,1107035.0,1215931.857142857,1327767.2857142857,1467715.142857143,1629084.4285714286,0.22614860112642365
90746,882024.7142857143,956447.4285714285,1063099.4285714286,1169991.857142857,1326492.0,1489327.142857143,0.24612747610087143
90747,177.0,23.0,67.0,39.0,106.5,214.5,-3.5384615384615383
90755,302794.5,330725.1666666667,373236.8333333333,404512.5,444617.1666666667,489206.8333333333,0.25145823676647816
90802,572673.8571428572,632946.8571428572,716048.7142857143,782219.8571428572,858902.2857142857,940235.8571428572,0.26788632132836604
90803,1364874.5714285714,1469178.142857143,1673427.4285714286,1784744.7142857143,1935929.5714285714,2094963.142857143,0.2352550140624354
90804,455505.0,492455.0,559615.7142857143,608885.2857142857,657318.0,712655.5714285715,0.25190341976215547
90805,1121103.7142857143,1204980.2857142857,1330476.4285714286,1437029.4285714286,1572751.0,1715961.2857142857,0.21984637753715355
90806,519407.28571428574,557307.8571428572,629913.2857142857,682729.5714285715,741145.2857142857,817738.2857142857,0.23921958642064303
90807,1024485.0,1113745.5,1245419.8333333333,1349888.5,1471868.0,1612783.0,0.2410595393619547
90808,1528610.3333333333,1640155.6666666667,1806022.1666666667,1658891.142857143,1823838.0,2315516.3333333335,0.07853487559130874
90810,521397.5714285714,562122.0,618747.2857142857,675787.0,746115.2857142857,823499.8571428572,0.22845871342808988
90813,411988.3333333333,447014.3333333333,519694.1666666667,569829.5,616066.0,678966.0,0.27699718366049264
90814,604197.0,651292.6666666666,734005.3333333334,794239.3333333334,862807.5,946909.8333333334,0.2392759025616964
90815,1266751.4285714286,1366755.5714285714,1509555.4285714286,1890746.8333333333,2078112.6666666667,2249064.0,0.33002588911484165
90831,161.0,117.0,136.0,163.0,278.0,383.0,0.012269938650306749
90840,454.3333333333333,446.3333333333333,457.0,531.6666666666666,691.0,747.3333333333334,0.14545454545454542
90853,555.0,538.0,317.0,315.0,314.0,287.0,-0.7619047619047619
91001,1954136.0,1825525.7142857143,2101354.714285714,2286224.0,2574464.5714285714,2887197.0,0.145256107887941
91006,1328643.857142857,1442071.0,1915003.3333333333,2043232.1666666667,2262301.5,2503769.8333333335,0.34973426964474164
91007,1142975.0,1244833.3333333333,1413771.1666666667,1530232.3333333333,1677207.3333333333,1848574.5,0.2530709389009991
91008,173512.16666666666,173342.16666666666,217846.0,234209.5,282971.1666666667,286780.8333333333,0.2591582891954995
91010,599036.0,639438.8571428572,718207.2857142857,758453.0,843842.4285714285,928476.7142857143,0.21018705180149594
91011,2010853.6666666667,2204668.5,2178436.714285714,2731113.5,3146084.1666666665,3544768.5,0.2637238742854639
91012,141.0,0.0,12835.0,36964.0,6541.5,6957.0,0.9961854777621469
91016,1148134.2857142857,1251943.7142857143,1421560.0,1525592.142857143,1689455.2857142857,1870630.857142857,0.24741727919229495
91020,183157.5,198252.16666666666,223494.16666666666,242486.33333333334,265175.8333333333,292966.3333333333,0.24466877171084558
91023,5315.0,2925.5,3601.5,3991.0,10380.0,4833.5,-0.3317464294662992
91024,575846.1428571428,629124.4285714285,731595.1428571428,934233.1666666666,1055838.8333333333,1169439.3333333333,0.383616249772254
91030,1036269.5,1122299.8333333333,1105559.857142857,1390238.1666666667,1510296.6666666667,1654207.3333333333,0.254610091388418
91040,834211.2857142857,917506.7142857143,1018089.1428571428,1115444.857142857,1272831.7142857143,1462108.4285714286,0.2521268260171406
91042,845309.4285714285,923167.5714285715,1033144.4285714285,1135984.857142857,1304178.7142857143,1509871.4285714286,0.2558796684161031
91046,426.0,505.0,715.0,827.0,581.0,635.0,0.4848851269649335
91101,343026.8333333333,365534.5,418368.8333333333,439215.3333333333,473054.1666666667,520368.3333333333,0.21900077866134002
91103,921632.6666666666,990102.8333333334,1127809.3333333333,1198211.6666666667,1337022.0,1474488.3333333333,0.23082649559691049
91104,1214545.8333333333,1311156.3333333333,1488263.6666666667,1594331.8333333333,1752762.6666666667,1929590.8333333333,0.23821013421400877
91105,1107958.8333333333,1220263.8333333333,1444340.1666666667,1463965.6666666667,1635955.3333333333,1758428.5,0.24317976947091438
91106,957855.1666666666,1051703.0,1212773.8333333333,1266145.3333333333,1386061.6666666667,1479612.5,0.24348718788469778
91107,1587170.0,1722125.0,1973739.8333333333,2102126.6666666665,2338410.5,2595540.3333333335,0.24496938021495687
91108,1181957.3333333333,1266074.6666666667,1452325.5,1502252.0,1653410.0,1791153.3333333333,0.21320967897973625
91125,714.0,639.0,503.0,621.0,614.0,719.0,-0.1497584541062802
91126,146.0,175.0,278.0,320.0,218.0,387.0,0.54375
91201,569873.1666666666,616282.0,689181.5,746271.0,839342.3333333334,948055.6666666666,0.23637235445747373
91202,769404.3333333334,830779.8333333334,937937.5,1017380.8333333334,1154751.8333333333,1302413.3333333333,0.24374009404868874
91203,216350.0,239008.66666666666,267767.1666666667,287283.3333333333,317335.0,348993.3333333333,0.24691071532169165
91204,152446.5,165358.16666666666,191864.66666666666,203801.83333333334,228622.0,249521.0,0.2519866111770339
91205,445716.0,482650.3333333333,547923.3333333334,589565.8333333334,646691.5,717635.3333333334,0.24399282522873475
91206,1036678.5,1147148.5,1312862.1666666667,1466243.8333333333,1692119.3333333333,1905249.0,0.29296991644068293
91207,653535.6666666666,717496.1666666666,795829.0,884736.0,1024302.5,1158428.0,0.2613212679639275
91208,1008443.3333333334,1107397.8333333333,1230116.6666666667,1352454.6666666667,1566778.0,1781436.5,0.25436071301465685
91210,17229.2,17795.8,24887.75,24480.25,25743.75,29283.75,0.29619999795753715
91214,1184159.7142857143,1278317.142857143,1425025.7142857143,1551116.7142857143,1756496.857142857,1993770.2857142857,0.23657600786603789
91301,1897056.7142857143,1771428.4285714286,1967068.4285714286,2220302.4285714286,2635141.4285714286,3070539.714285714,0.14558634451149738
91302,2864855.285714286,3041596.4285714286,3581678.4285714286,3885296.8571428573,4736563.571428572,5643838.428571428,0.26264185439332854
91303,346188.5714285714,368137.14285714284,413327.4285714286,452111.0,502125.5714285714,557658.4285714285,0.23428412175644606
91304,1483464.857142857,1606926.2857142857,1812067.4285714286,1980732.5714285714,2218489.0,2507092.5714285714,0.2510524244709461
91305,955.0,378.0,457.0,393.0,8.0,5099.0,-1.4300254452926209
91306,1139755.142857143,1228707.0,1369486.0,1477244.2857142857,1632267.2857142857,1831505.142857143,0.22845858746643113
91307,1502874.4285714286,1530597.0,1733677.142857143,1900414.857142857,2223426.8571428573,2541745.714285714,0.20918612958493868
91310,914.0,987.5,1023.3333333333334,1939.5,70.0,93.0,0.5287445217839649
91311,1768331.0,1946833.5714285714,2126559.5714285714,2308407.714285714,2611931.5714285714,2997958.0,0.23396071280797506
91316,1749575.6666666667,1909552.8333333333,2220313.0,2402170.0,2677056.3333333335,2995608.0,0.27166867179813803
91320,2019125.0,2205669.1428571427,2428303.714285714,2656674.5714285714,3042576.0,3460979.285714286,0.23998030405573625
91321,1017062.0,1099099.2857142857,1208179.5714285714,1320013.0,1500235.2857142857,1749968.2857142857,0.22950607304625031
91324,895999.5714285715,960485.0,1059442.0,1144039.4285714286,1273177.0,1417645.142857143,0.2168105844503861
91325,1120095.0,1211794.142857143,1342104.857142857,1459464.4285714286,1627653.142857143,1818454.857142857,0.23253011305223417
91326,2189756.8571428573,2656662.285714286,2698107.0,2970504.5714285714,3420404.285714286,4008991.0,0.2628333656831364
91330,1769.0,1476.5,1869.0,1919.0,4112.0,3865.0,0.0781657113079729
91331,1259807.0,1345099.2857142857,1463168.857142857,1607234.2857142857,1808634.7142857143,2059110.0,0.21616468040929226
91335,1514661.5714285714,1621967.7142857143,1803747.2857142857,1963027.7142857143,2183911.285714286,2442105.5714285714,0.22840540640063742
91340,502085.14285714284,535565.7142857143,588441.0,638923.4285714285,707391.8571428572,806716.4285714285,0.21417008610913355
91342,2076984.5714285714,2298317.714285714,2492996.4285714286,2734025.8571428573,3046328.1428571427,3461520.285714286,0.24032007012578682
91343,1262521.2857142857,1363600.142857143,1764713.1666666667,1908411.6666666667,2114752.1666666665,2025792.0,0.3384439490880537
91344,2230287.714285714,2534591.0,2690883.1428571427,2907844.714285714,3227910.0,3616477.8571428573,0.23301003546416535
91345,451459.28571428574,487419.71428571426,536019.4285714285,580619.0,639960.5714285715,715692.1428571428,0.2224517528460389
91350,1621273.2857142857,1777196.7142857143,2009830.4285714286,2274409.4285714286,2605836.1428571427,3000888.8571428573,0.2871673563485806
91351,1043712.8571428572,1121097.142857143,1223264.857142857,1343968.2857142857,1514838.2857142857,1732299.5714285714,0.2234096085175479
91352,844054.1428571428,915155.0,1006954.0,1110860.857142857,1262220.0,1426276.5714285714,0.2401801382865746
91354,1596377.5,1747591.0,1940818.3333333333,2120261.1666666665,2401985.0,2725653.1666666665,0.24708449831691326
91355,1515431.5,1632237.5,1777019.1666666667,1905215.8333333333,2101943.6666666665,2340549.8333333335,0.20458801911769398
91356,2152808.1666666665,2348819.8333333335,2686521.0,2916821.5,3334172.5,3808879.5,0.26193352364323064
91357,984.5,1532.0,1034.0,1130.0,1284.0,1366.0,0.12876106194690265
91360,1627719.0,1769812.5714285714,1925841.0,2101432.285714286,2369260.0,2658844.714285714,0.2254240067284722
91361,1604436.142857143,1732282.857142857,1939576.857142857,2130191.0,2538127.714285714,2988937.5714285714,0.2468111343737989
91362,2223443.5714285714,2270986.714285714,2552828.714285714,2739749.285714286,3264467.0,3788600.1428571427,0.18844998590851256
91364,1795966.5714285714,1952118.0,2224143.285714286,2406776.1428571427,2788170.8571428573,3196144.8571428573,0.25378744643175016
91367,1879691.5714285714,2016990.5714285714,2286533.1428571427,2474352.5714285714,2773472.5714285714,3090089.5714285714,0.24032993796703414
91377,929286.0,910944.0,1013122.0,1120122.1666666667,1313205.5,1500954.6666666667,0.17037085091760087
91381,1026889.7142857143,1116910.2857142857,1236235.857142857,1366289.142857143,1608924.5714285714,1905461.857142857,0.24840966522041352
91384,994962.0,1075165.4285714286,1207127.2857142857,1369771.2857142857,1627964.0,1911057.0,0.2736291011669414
