,ZIP Code,New,Renewed,Expiring,Insured-Initiated Nonrenewed,Insurer-Initiated Nonrenewed,Pct NonRenewed,Pct NonRenewed Owner,Pct NonRenewed Company
28,90031,3445,29845,32863,2276,742,0.09183580318291087,0.06925721936524358,0.022578583817667284
29,90032,5653,47456,52606,3802,1348,0.09789757822301638,0.07227312473862298,0.025624453484393416
30,90033,3043,22255,24950,1853,842,0.10801603206412826,0.0742685370741483,0.03374749498997996
31,90034,3958,32873,36733,3268,592,0.1050826232542945,0.08896632455829907,0.016116298695995426
32,90035,3529,26821,30283,2833,629,0.11432156655549318,0.0935508371033253,0.020770729452167885
33,90036,3073,22326,25383,2381,676,0.12043493676870347,0.09380293897490447,0.026631997793799
34,90037,5474,32962,37664,3217,1485,0.12484069668649107,0.08541312659303313,0.039427570093457945
35,90038,1542,8941,10373,1143,289,0.1380507085703268,0.1101899161284103,0.027860792441916513
36,90039,5214,44997,49872,3936,939,0.0977502406159769,0.07892204042348412,0.018828200192492782
37,90040,1373,12847,14085,907,331,0.08789492367767128,0.06439474618388356,0.023500177493787716
38,90041,4213,38205,42055,3145,705,0.09154678397336821,0.07478302223279039,0.016763761740577816
39,90042,7477,61491,68224,5423,1310,0.09868961069418386,0.07948815666041276,0.019201454033771107
40,90043,7557,61627,68384,5004,1753,0.09880966307908283,0.07317501169864296,0.02563465138043987
41,90044,10234,71317,80285,6164,2804,0.11170206140624027,0.07677648377654606,0.03492557762969421
42,90045,5928,59477,65299,5033,789,0.08915909891422533,0.0770762186250938,0.012082880289131534
43,90046,5797,35278,40954,4097,1579,0.1385945206817405,0.1000390682228842,0.038555452458856276
44,90047,8984,71336,79316,5787,2193,0.10061021735841444,0.07296131927984266,0.02764889807857179
45,90048,3492,22396,25875,2818,661,0.13445410628019325,0.10890821256038648,0.025545893719806763
46,90049,5877,46214,52244,4278,1752,0.11541995253043412,0.08188500114845725,0.03353495138197688
47,90056,1522,15216,16709,1202,291,0.08935304327009397,0.0719372793105512,0.017415763959542762
48,90057,428,2581,2999,313,105,0.1393797932644215,0.10436812270756919,0.03501167055685228
49,90058,122,690,795,50,55,0.1320754716981132,0.06289308176100629,0.06918238993710692
50,90059,5054,33573,38018,3097,1348,0.1169183018570151,0.08146141301488768,0.035456888842127415
51,90061,3158,23238,26069,1972,859,0.10859641720050635,0.07564540258544632,0.03295101461506003
52,90062,4457,30304,34175,2726,1145,0.11326993416239942,0.07976591075347476,0.03350402340892465
53,90063,5915,42434,47565,3528,1603,0.10787343635025755,0.07417218543046358,0.033701250919793965
54,90064,4521,41622,46149,3805,722,0.09809530000650069,0.08245032395068148,0.015644976055819194
55,90065,6709,59110,65265,4820,1335,0.09430782195663832,0.0738527541561327,0.02045506780050563
56,90066,7069,68022,74975,5846,1107,0.09273757919306436,0.0779726575525175,0.014764921640546848
57,90067,107,854,1019,137,28,0.1619234543670265,0.13444553483807656,0.02747791952894995
58,90068,5337,34012,39049,3673,1364,0.12899177955901558,0.09406130758790238,0.034930471971113215
59,90069,2859,16488,19491,2176,827,0.1540711097429583,0.11164127032989585,0.04242983941306244
60,90077,2452,17328,19846,1507,1011,0.12687695253451578,0.0759346971681951,0.05094225536632067
61,90094,594,2791,3270,430,49,0.14648318042813455,0.13149847094801223,0.014984709480122324
62,90201,6321,70409,76298,4520,1369,0.07718419879944428,0.059241395580487036,0.017942803218957245
63,90210,5790,35591,41516,3672,2253,0.14271606127757974,0.08844782734367473,0.054268233933905
64,90211,1131,7750,8875,915,210,0.1267605633802817,0.10309859154929578,0.023661971830985916
65,90212,1099,8609,9696,832,255,0.11210808580858085,0.0858085808580858,0.02629950495049505
66,90220,7194,54019,60585,4724,1842,0.10837666088965915,0.07797309565073864,0.030403565238920526
67,90221,5573,45793,50647,3502,1352,0.09583983256658835,0.06914526033131281,0.026694572235275535
68,90222,4140,29790,33460,2661,1009,0.10968320382546325,0.07952779438135087,0.030155409444112373
69,90230,3369,34451,37827,2816,560,0.08924842044042615,0.07444418008300949,0.01480424035741666
70,90232,2137,21427,23489,1717,345,0.08778577206351909,0.07309804589382264,0.014687726169696453
71,90240,4170,36565,40478,3212,701,0.09666979593853452,0.07935174662779781,0.017318049310736695
72,90241,5120,47502,52333,3919,912,0.09231268988974452,0.07488582729826304,0.017426862591481473
73,90242,4713,47496,51963,3721,746,0.085965013567346,0.07160864461251275,0.014356368954833247
74,90245,2008,22265,24199,1716,218,0.07992065787842473,0.07091202115789909,0.009008636720525641
75,90247,4267,43939,48094,3241,914,0.08639331309518859,0.06738886347569344,0.019004449619495156
76,90248,1509,15654,17163,1184,325,0.08792169201188603,0.06898560857658917,0.01893608343529686
77,90249,3490,35875,39224,2750,599,0.08538139914338161,0.07011013665102998,0.015271262492351622
78,90250,8262,82037,89618,6315,1266,0.08459238099488942,0.07046575464750385,0.01412662634738557
79,90254,3364,34571,37856,2823,462,0.0867762045646661,0.07457206255283179,0.01220414201183432
80,90255,5072,51227,55766,3300,1239,0.08139368073736686,0.05917584191084173,0.022217838826525123
81,90260,4208,41650,45624,3344,630,0.08710327897597755,0.07329475714536209,0.013808521830615466
82,90262,5544,54976,60027,3758,1293,0.08414546787279058,0.06260516101087844,0.02154030686191214
83,90265,4165,29739,34310,3063,1508,0.1332264645875838,0.08927426406295541,0.043952200524628386
84,90266,7317,74249,81712,6420,1043,0.09133297434893284,0.07856863129038574,0.012764343058547092
85,90270,1771,20493,22099,1198,408,0.07267297162767546,0.05421059776460473,0.018462373863070727
86,90272,5434,45667,51164,4048,1449,0.10743882417324681,0.07911812993511062,0.02832069423813619
87,90274,5924,55792,61657,4833,1032,0.095123019284104,0.07838526039216959,0.01673775889193441
88,90275,8383,82230,90423,6799,1394,0.09060747818585979,0.07519104652577331,0.015416431660086483
89,90277,4706,47159,51722,3966,597,0.08822164649472178,0.07667916940566877,0.011542477089053014
90,90278,6041,60250,66205,5131,824,0.08994788913224076,0.07750169926742694,0.012446189864813835
91,90280,8498,89815,97596,5988,1793,0.07972662814049757,0.06135497356449035,0.018371654576007212
92,90290,1484,8053,9464,847,564,0.14909129332206256,0.08949704142011834,0.05959425190194421
93,90291,5308,43637,49004,4477,890,0.10952167170026937,0.09135988898865399,0.01816178271161538
94,90292,1209,8973,10264,1078,213,0.12577942322681215,0.10502727981293843,0.020752143413873735
95,90293,1283,10909,12220,1097,214,0.10728314238952537,0.0897708674304419,0.01751227495908347
96,90301,2326,23433,25396,1524,439,0.07729563710820601,0.06000945030713498,0.017286186801071034
97,90302,2219,21037,23128,1573,518,0.09040989277066759,0.06801279833967486,0.022397094430992737
98,90303,2466,26557,28877,1734,586,0.08034075561865844,0.06004778889773869,0.020292966720919764
99,90304,1916,20451,22165,1308,406,0.07732912249041281,0.05901195578614934,0.01831716670426348
100,90305,2387,22884,25175,1686,605,0.09100297914597816,0.06697120158887786,0.024031777557100297
101,90401,128,1053,1199,113,33,0.12176814011676397,0.09424520433694746,0.027522935779816515
102,90402,2443,22484,25056,1961,611,0.1026500638569604,0.078264687100894,0.02438537675606641
103,90403,1150,11526,12683,955,202,0.0912244737049594,0.07529764251360088,0.01592683119135851
104,90404,989,10069,11093,831,193,0.09231046605967727,0.07491210673397639,0.017398359325700892
105,90405,2818,30102,32934,2391,441,0.08599016214246676,0.07259974494443433,0.013390417198032429
106,90501,4763,48950,53535,3834,751,0.08564490520220416,0.07161669935556178,0.014028205846642383
107,90502,2230,20328,22387,1732,327,0.09197302005628266,0.07736632867289052,0.014606691383392148
108,90503,4575,55224,59697,3889,584,0.07492838836122419,0.06514565221032882,0.009782736150895355
109,90504,4419,51894,56330,3747,689,0.07875022190662169,0.06651872891887094,0.012231492987750755
110,90505,5114,56610,61650,4341,699,0.08175182481751825,0.07041362530413625,0.011338199513381995
111,90601,4909,46459,51105,3629,1017,0.09091086977790823,0.07101066431855983,0.0199002054593484
112,90602,3216,26797,29650,2260,593,0.09622259696458685,0.07622259696458684,0.02
113,90603,3655,38290,41841,3038,513,0.08486890848689085,0.07260820726082072,0.012260701226070123
114,90604,6039,56428,62041,4719,894,0.09047242952241259,0.07606260376202834,0.014409825760384262
115,90605,5837,56862,62445,4455,1128,0.08940667787653135,0.07134278164785011,0.01806389622868124
116,90606,4683,44476,48878,3475,927,0.09006096812471868,0.07109538033471091,0.018965587790007774
117,90620,7732,72207,79716,6276,1233,0.09419689899141954,0.0787294896883938,0.015467409303025741
118,90621,3475,24749,28026,2639,638,0.11692713908513523,0.09416256333404696,0.022764575751088274
119,90623,2311,24848,27119,1974,297,0.08374202588591025,0.07279029462738301,0.010951731258527232
120,90630,7253,71076,78191,6116,999,0.09099512731644308,0.07821872082464734,0.012776406491795731
121,90631,10240,87802,97867,8017,2048,0.10284365516466225,0.08191729592201662,0.02092635924264563
122,90638,8365,80067,88039,6829,1143,0.0905507786321971,0.07756789604607049,0.012982882586126603
123,90640,6308,64509,70521,4773,1239,0.08525120176968562,0.06768196707363763,0.017569234696047986
124,90650,13436,127490,140234,10356,2388,0.09087667755323245,0.07384799691943465,0.017028680633797796
125,90660,7907,80705,88043,5795,1543,0.08334563792692207,0.06582011062776144,0.017525527299160636
126,90670,2285,20441,22560,1770,349,0.09392730496453901,0.07845744680851063,0.015469858156028369
127,90680,3283,22280,25294,2416,598,0.11915869376136633,0.0955167233335969,0.023641970427769433
128,90701,2290,22314,24565,1842,409,0.09163443924282516,0.07498473437818033,0.01664970486464482
129,90703,7908,87693,95422,6703,1026,0.08099809268302907,0.07024585525350548,0.01075223742952359
130,90704,349,3233,3639,224,182,0.1115691123935147,0.0615553723550426,0.05001374003847211
131,90706,7642,76795,84030,5975,1260,0.08610020230869928,0.07110555753897417,0.014994644769725098
132,90710,3447,28923,32053,2557,573,0.09765076591894674,0.07977412410694787,0.017876641811998877
133,90712,6083,62190,68093,5107,796,0.08669026184776703,0.07500036714493413,0.01168989470283289
134,90713,5616,61828,67259,4782,649,0.08074755794763526,0.07109829167843709,0.009649266269198174
135,90715,2415,23363,25672,1982,327,0.0899423496416329,0.07720473667809287,0.012737612963540043
136,90716,1258,11581,12726,864,281,0.08997328304258997,0.06789250353606789,0.02208077950652208
137,90717,2935,29740,32554,2400,414,0.08644099035448793,0.0737236591509492,0.012717331203538736
138,90720,3934,37713,41356,3195,448,0.08808879001837702,0.07725602089176903,0.010832769126607989
139,90723,4231,41317,45266,3051,898,0.08723987098484513,0.06740158176114523,0.019838289223699908
140,90731,7517,66399,73481,5977,1105,0.09637865570691743,0.08134075475292933,0.015037900953988105
141,90732,3180,30979,34011,2604,428,0.08914762870835906,0.07656346476140072,0.012584163946958337
142,90740,2929,31828,34668,2468,372,0.08191992615668628,0.07118956963193723,0.010730356524749048
143,90742,298,2152,2474,262,60,0.1301535974130962,0.1059013742926435,0.024252223120452707
144,90743,143,1194,1344,114,36,0.11160714285714286,0.08482142857142858,0.026785714285714284
145,90744,4357,44710,48671,3114,847,0.08138316451274887,0.06398060446672557,0.0174025600460233
146,90745,6777,69336,75572,5104,1132,0.08251733446249934,0.06753824167681152,0.014979092785687822
147,90746,4813,45830,50429,3560,1039,0.0911975252334966,0.07059430089829265,0.02060322433520395
148,90755,1329,10951,12152,1029,172,0.09883146807109941,0.0846774193548387,0.014154048716260697
149,90802,1744,13742,15546,1580,224,0.11604271195162742,0.10163386080020584,0.014408851151421587
150,90803,5184,51438,56522,4429,655,0.08994727716641308,0.07835886911291179,0.011588408053501292
151,90804,3313,29248,32401,2662,491,0.0973118113638468,0.08215795808771334,0.015153853276133453
152,90805,10333,93947,103361,7436,1978,0.0910788401814998,0.0719420284246476,0.0191368117568522
153,90806,4174,39119,43083,3245,719,0.09200844880811457,0.07531973168070932,0.01668871712740524
154,90807,4790,47805,52424,3980,639,0.08810849992369907,0.07591942621699985,0.012189073706699222
155,90808,7970,87937,95678,6795,946,0.08090679152992328,0.0710194611091369,0.009887330420786388
156,90810,4147,41336,45070,2959,775,0.08284890170845352,0.06565342800088751,0.01719547370756601
157,90813,3200,25446,28416,2368,602,0.10451858108108109,0.08333333333333333,0.021185247747747746
158,90814,2402,24647,27027,2052,328,0.08806008806008805,0.07592407592407592,0.012136012136012135
159,90815,6673,72739,79265,5739,787,0.08233141992051977,0.07240269980445342,0.00992872011606636
160,91001,7803,71093,78393,5608,1692,0.09312055923360504,0.07153699947699411,0.021583559756610922
161,91006,6931,55544,62232,5635,1053,0.10746882632729142,0.09054827098598792,0.01692055534130351
162,91007,4785,38550,43180,3968,662,0.10722556739231126,0.09189439555349699,0.015331171838814266
163,91008,284,1887,2134,172,75,0.11574507966260543,0.08059981255857544,0.035145267104029994
164,91010,3632,34666,38120,2768,686,0.09060860440713536,0.07261280167890871,0.017995802728226654
165,91011,4762,41415,46096,3711,970,0.10154894133981257,0.08050590072891357,0.021043040610898994
166,91016,6417,61338,67367,4980,1049,0.08949485653212998,0.07392343432244274,0.015571422209687236
167,91020,864,7719,8577,706,152,0.10003497726477789,0.08231316311064475,0.017721814154133146
168,91024,2170,21666,23731,1680,385,0.08701698200665796,0.07079347688677258,0.016223505119885382
169,91030,3119,34197,37195,2449,549,0.08060223148272617,0.06584218308912489,0.01476004839360129
170,91040,5006,36560,41282,3624,1098,0.11438399302359382,0.0877864444552105,0.026597548568383315
171,91042,5526,39016,44185,4030,1139,0.11698540228584361,0.09120742333371054,0.025777978952133077
172,91101,620,5029,5595,476,90,0.10116175156389634,0.08507596067917783,0.0160857908847185
173,91103,3777,30678,34275,2768,829,0.10494529540481401,0.08075857038657915,0.024186725018234864
174,91104,5996,56998,62737,4778,961,0.09147711876564069,0.07615920429730462,0.01531791446833607
175,91105,2198,20099,22328,1769,460,0.09982981010390542,0.07922787531350771,0.020601934790397708
176,91106,2494,22653,25028,1946,429,0.09489371903468116,0.07775291673325875,0.017140802301422408
177,91107,6497,59526,65815,5214,1075,0.09555572437894097,0.07922206184000607,0.016333662538934892
178,91108,3339,29111,32453,2716,626,0.102979693710905,0.0836902597602687,0.019289433950636304
179,91201,2909,23533,26326,2293,500,0.1060928359796399,0.08710020512041328,0.01899263085922662
180,91202,2812,22539,25192,2163,490,0.10531120990790727,0.08586059066370276,0.01945061924420451
181,91203,786,6618,7383,617,148,0.10361641609101992,0.08357036435053501,0.020046051740484898
182,91204,666,6072,6689,494,123,0.09224099267454029,0.07385259381073404,0.01838839886380625
183,91205,2046,19358,21319,1601,360,0.0919836765326704,0.07509733101927858,0.01688634551339181
184,91206,3320,26444,29660,2346,870,0.10842886041807148,0.07909642616318274,0.02933243425488874
185,91207,2014,16298,18232,1494,440,0.10607722685388328,0.08194383501535761,0.02413339183852567
186,91208,3461,27309,30585,2416,860,0.10711132908288376,0.07899297041033186,0.028118358672551906
187,91214,6648,55351,61574,5078,1145,0.10106538474031247,0.0824698736479683,0.018595511092344173
188,91301,5708,44299,49988,4448,1241,0.11380731375530127,0.08898135552532607,0.024825958229975194
189,91302,6906,41634,48452,4586,2232,0.1407165854866672,0.09465037562948898,0.046066209857178235
190,91303,2271,14892,16987,1706,389,0.12332960499205274,0.10042974038970978,0.02289986460234297
191,91304,8084,55755,63399,6336,1308,0.12056972507452798,0.09993848483414565,0.02063124024038234
192,91306,7628,55251,62412,6035,1126,0.11473755047106325,0.0966961481766327,0.018041402294430558
193,91307,7327,50231,57164,5715,1218,0.12128262542859142,0.09997550906164719,0.02130711636694423
194,91311,7536,51877,58920,5795,1248,0.11953496266123557,0.09835369993211134,0.021181262729124236
195,91316,5560,33947,39401,4319,1135,0.13842288266795258,0.10961650719524885,0.02880637547270374
196,91320,9976,81513,91237,8030,1694,0.1065795675000274,0.08801253877264706,0.01856702872738034
197,91321,4408,32349,36609,3214,1046,0.1163648283209047,0.08779261930126471,0.02857220901963998
198,91324,4541,33110,37423,3641,672,0.11524997995884884,0.09729310851615317,0.017956871442695668
199,91325,5181,37668,42479,4001,810,0.11325596176934485,0.09418771628334001,0.01906824548600485
200,91326,9897,63592,72444,7300,1552,0.12219093368670973,0.10076748937110043,0.0214234443156093
201,91331,10184,87091,96329,7062,2176,0.09590050763529155,0.07331125621567752,0.022589251419614032
202,91335,11009,76905,87182,8325,1952,0.11787983758115207,0.09548989470303502,0.022389942878117044
203,91340,4161,34589,38353,2837,927,0.09814095377154329,0.07397074544364196,0.024170208327901337
204,91342,14063,100840,113748,9660,3248,0.11347891831065161,0.08492457010233147,0.028554348208320146
205,91343,7775,57649,64975,6083,1243,0.11275105809926896,0.09362062331666025,0.019130434782608695
206,91344,12112,88704,100119,9448,1967,0.11401432295568274,0.09436770243410342,0.01964662052157932
207,91345,3355,25879,28913,2451,583,0.10493549614360323,0.0847715560474527,0.02016394009615052
208,91350,10666,66610,75583,7031,1942,0.11871717185081301,0.09302356349972878,0.025693608351084238
209,91351,6666,48000,54304,4889,1415,0.11608721272834413,0.09003020035356511,0.02605701237477902
210,91352,5805,45327,50760,4176,1257,0.10703309692671395,0.08226950354609928,0.024763593380614658
211,91354,8386,54424,62284,6752,1108,0.12619613383854603,0.10840665339413011,0.0177894804444159
