,County,ZIP Code,Year,New,Renewed,Insured-Initiated Nonrenewed,Insurer-Initiated Nonrenewed,Expiring,Pct Renewed,Pct NonRenewed,Pct NonRenewed Owner,Pct NonRenewed Company
57,Los Angeles,90061,2015,489,3163,281,142,3586,0.8820412716118238,0.11795872838817624,0.07836029001673174,0.03959843837144451
58,Los Angeles,90062,2015,598,4114,360,166,4640,0.8866379310344827,0.11336206896551725,0.07758620689655173,0.03577586206896552
59,Los Angeles,90063,2015,803,5723,467,221,6411,0.8926844486039619,0.10731555139603806,0.0728435501481828,0.034472001247855245
60,Los Angeles,90064,2015,607,5938,523,121,6582,0.9021573989668794,0.09784260103312063,0.07945913096323307,0.018383470069887574
61,Los Angeles,90065,2015,1047,8164,691,205,9060,0.9011037527593819,0.0988962472406181,0.07626931567328918,0.02262693156732892
62,Los Angeles,90066,2015,996,9634,799,179,10612,0.9078401809272522,0.09215981907274784,0.07529212212589521,0.01686769694685262
63,Los Angeles,90067,2015,7,131,8,3,142,0.9225352112676056,0.07746478873239436,0.056338028169014086,0.02112676056338028
64,Los Angeles,90068,2015,719,4780,500,175,5455,0.8762603116406966,0.12373968835930339,0.09165902841429881,0.032080659945004586
65,Los Angeles,90069,2015,416,2393,361,134,2888,0.828601108033241,0.171398891966759,0.125,0.046398891966759004
67,Los Angeles,90077,2015,291,2583,214,93,2890,0.8937716262975779,0.10622837370242215,0.07404844290657439,0.03217993079584775
73,Los Angeles,90094,2015,95,324,55,6,385,0.8415584415584415,0.15844155844155844,0.14285714285714285,0.015584415584415584
75,Los Angeles,90201,2015,909,9951,643,190,10784,0.9227559347181009,0.07724406528189912,0.05962537091988131,0.017618694362017805
78,Los Angeles,90210,2015,789,5103,546,293,5942,0.8588017502524402,0.14119824974755973,0.09188825311342982,0.049309996634129924
79,Los Angeles,90211,2015,170,1092,145,41,1278,0.8544600938967136,0.14553990610328638,0.1134585289514867,0.032081377151799685
80,Los Angeles,90212,2015,183,1185,130,56,1371,0.8643326039387309,0.13566739606126915,0.09482129832239242,0.040846097738876735
82,Los Angeles,90220,2015,1028,7456,610,284,8350,0.8929341317365269,0.10706586826347306,0.07305389221556886,0.034011976047904194
83,Los Angeles,90221,2015,812,6267,518,200,6985,0.8972083035075161,0.10279169649248389,0.07415891195418754,0.02863278453829635
84,Los Angeles,90222,2015,577,4054,357,141,4552,0.890597539543058,0.109402460456942,0.07842706502636204,0.030975395430579963
88,Los Angeles,90230,2015,491,4931,416,86,5433,0.9076016933554206,0.09239830664457942,0.07656911466961164,0.01582919197496779
90,Los Angeles,90232,2015,309,3027,251,47,3325,0.9103759398496241,0.08962406015037594,0.07548872180451127,0.014135338345864662
92,Los Angeles,90240,2015,573,5191,438,77,5706,0.9097441289870312,0.09025587101296881,0.07676130389064142,0.013494567122327375
93,Los Angeles,90241,2015,765,6688,532,157,7377,0.9066015995662193,0.09339840043378067,0.07211603632913108,0.021282364104649586
94,Los Angeles,90242,2015,732,6730,542,122,7394,0.9101974573978902,0.08980254260210982,0.07330267784690289,0.016499864755206924
95,Los Angeles,90245,2015,281,3182,245,45,3472,0.9164746543778802,0.08352534562211981,0.07056451612903226,0.012960829493087557
96,Los Angeles,90247,2015,579,6221,424,113,6758,0.9205386208937556,0.07946137910624446,0.06274045575614087,0.01672092335010358
97,Los Angeles,90248,2015,214,2233,175,53,2461,0.9073547338480292,0.09264526615197075,0.07110930516050386,0.021535960991466884
98,Los Angeles,90249,2015,467,5108,408,75,5591,0.9136111607941334,0.08638883920586657,0.0729744231801109,0.013414416025755679
99,Los Angeles,90250,2015,1247,11478,888,200,12566,0.9134171574088811,0.0865828425911189,0.07066687887951616,0.015915963711602737
101,Los Angeles,90254,2015,510,4916,436,73,5425,0.9061751152073733,0.09382488479262673,0.08036866359447005,0.013456221198156683
102,Los Angeles,90255,2015,807,7106,505,169,7780,0.9133676092544987,0.08663239074550129,0.06491002570694088,0.021722365038560412
103,Los Angeles,90260,2015,671,5882,509,99,6490,0.9063174114021572,0.09368258859784284,0.07842835130970724,0.015254237288135594
104,Los Angeles,90262,2015,796,7636,514,164,8314,0.9184508058696175,0.08154919413038249,0.06182343035843156,0.019725763771950927
107,Los Angeles,90265,2015,531,4421,426,157,5004,0.8834932054356515,0.11650679456434852,0.08513189448441247,0.03137490007993605
108,Los Angeles,90266,2015,1003,10641,910,151,11702,0.9093317381644164,0.09066826183558366,0.07776448470346949,0.012903777132114169
111,Los Angeles,90270,2015,240,2883,147,61,3091,0.9327078615334843,0.06729213846651569,0.04755742478162407,0.01973471368489162
112,Los Angeles,90272,2015,775,6565,606,176,7347,0.8935619980944604,0.10643800190553968,0.08248264597795019,0.023955355927589492
113,Los Angeles,90274,2015,852,7936,690,171,8797,0.9021257246788678,0.0978742753211322,0.07843583039672615,0.019438444924406047
114,Los Angeles,90275,2015,1144,11634,862,226,12722,0.9144788555258607,0.08552114447413929,0.06775664203741551,0.017764502436723787
115,Los Angeles,90277,2015,677,6677,561,108,7346,0.9089300299482712,0.09106997005172883,0.07636809147835556,0.014701878573373264
116,Los Angeles,90278,2015,958,8528,737,161,9426,0.9047315934648844,0.09526840653511563,0.07818799066412052,0.01708041587099512
117,Los Angeles,90280,2015,1166,12625,814,243,13682,0.9227452126882035,0.07725478731179652,0.05949422599035229,0.017760561321444233
118,Los Angeles,90290,2015,147,1182,98,48,1328,0.8900602409638554,0.10993975903614457,0.07379518072289157,0.03614457831325301
119,Los Angeles,90291,2015,766,6238,632,144,7014,0.889364128885087,0.11063587111491303,0.09010550327915598,0.020530367835757058
120,Los Angeles,90292,2015,144,1267,150,40,1457,0.8695950583390528,0.13040494166094715,0.1029512697323267,0.027453671928620454
121,Los Angeles,90293,2015,176,1535,136,28,1699,0.9034726309593879,0.09652736904061213,0.08004708652148322,0.0164802825191289
125,Los Angeles,90301,2015,294,3254,194,83,3531,0.9215519682809402,0.07844803171905976,0.05494194279241008,0.023506088926649675
126,Los Angeles,90302,2015,313,2893,224,97,3214,0.9001244555071561,0.0998755444928438,0.06969508400746734,0.030180460485376478
127,Los Angeles,90303,2015,367,3711,262,105,4078,0.9100049043648848,0.08999509563511525,0.06424717999019126,0.025747915644923982
128,Los Angeles,90304,2015,261,2831,172,78,3081,0.9188575137942226,0.08114248620577734,0.05582603050957481,0.02531645569620253
129,Los Angeles,90305,2015,371,3187,256,117,3560,0.8952247191011236,0.1047752808988764,0.07191011235955057,0.03286516853932584
132,Los Angeles,90401,2015,17,159,8,9,176,0.9034090909090909,0.09659090909090909,0.045454545454545456,0.05113636363636364
133,Los Angeles,90402,2015,363,3207,295,103,3605,0.8895977808599168,0.11040221914008322,0.08183079056865465,0.02857142857142857
134,Los Angeles,90403,2015,156,1643,146,27,1816,0.9047356828193832,0.09526431718061674,0.08039647577092511,0.01486784140969163
135,Los Angeles,90404,2015,165,1458,139,31,1628,0.8955773955773956,0.10442260442260443,0.08538083538083538,0.019041769041769043
136,Los Angeles,90405,2015,419,4271,339,74,4684,0.9118274978650726,0.08817250213492742,0.07237403928266439,0.015798462852263023
138,Los Angeles,90501,2015,669,6939,544,102,7585,0.9148319050758075,0.08516809492419249,0.07172050098879368,0.013447593935398813
139,Los Angeles,90502,2015,304,2844,233,48,3125,0.91008,0.08992,0.07456,0.01536
140,Los Angeles,90503,2015,652,7893,518,97,8508,0.9277150916784203,0.07228490832157969,0.060883874000940294,0.011401034320639398
141,Los Angeles,90504,2015,659,7399,554,111,8064,0.9175347222222222,0.08246527777777778,0.06870039682539683,0.013764880952380952
142,Los Angeles,90505,2015,684,8087,550,104,8741,0.9251801853334859,0.07481981466651413,0.06292186248712962,0.01189795217938451
147,Los Angeles,90601,2015,674,6584,472,130,7186,0.9162259949902588,0.08377400500974116,0.0656832730308934,0.01809073197884776
148,Los Angeles,90602,2015,470,3739,312,74,4125,0.9064242424242425,0.09357575757575758,0.07563636363636364,0.01793939393939394
149,Los Angeles,90603,2015,577,5442,458,88,5988,0.908817635270541,0.09118236472945891,0.07648630594522378,0.014696058784235137
150,Los Angeles,90604,2015,837,7946,684,117,8747,0.9084257459700469,0.09157425402995313,0.07819823939636447,0.01337601463358866
151,Los Angeles,90605,2015,848,8041,636,166,8843,0.909306796336085,0.09069320366391496,0.07192129367861586,0.018771909985299106
152,Los Angeles,90606,2015,721,6272,494,104,6870,0.9129548762736536,0.08704512372634643,0.07190684133915574,0.015138282387190683
157,Orange,90620,2015,1019,10275,836,165,11276,0.9112273855977296,0.08877261440227031,0.07413976587442356,0.014632848527846755
158,Orange,90621,2015,458,3451,326,88,3865,0.8928848641655887,0.10711513583441139,0.08434670116429495,0.022768434670116428
160,Orange,90623,2015,353,3506,290,46,3842,0.9125455491931286,0.08745445080687142,0.07548152004164498,0.011972930765226444
162,Orange,90630,2015,1037,10119,867,145,11131,0.9090827418920133,0.0909172581079867,0.07789057586919414,0.013026682238792562
163,Orange,90631,2015,1422,12537,1105,226,13868,0.9040236515719642,0.09597634842803576,0.07967983847706951,0.016296509950966254
167,Los Angeles,90638,2015,1158,11396,940,168,12504,0.9113883557261676,0.08861164427383238,0.07517594369801664,0.013435700575815739
169,Los Angeles,90640,2015,940,9093,697,202,9992,0.9100280224179343,0.08997197758206565,0.06975580464371497,0.02021617293835068
170,Los Angeles,90650,2015,1990,18020,1474,362,19856,0.9075342465753424,0.09246575342465753,0.0742344883158743,0.01823126510878324
173,Los Angeles,90660,2015,1164,11402,878,215,12495,0.9125250100040015,0.0874749899959984,0.07026810724289716,0.01720688275310124
175,Los Angeles,90670,2015,305,2891,220,40,3151,0.9174865122183434,0.08251348778165661,0.06981910504601714,0.012694382735639479
176,Orange,90680,2015,505,3103,337,97,3537,0.877297144472717,0.12270285552728301,0.0952784845914617,0.027424370935821316
177,Los Angeles,90701,2015,338,3229,254,56,3539,0.912404634077423,0.087595365922577,0.07177168691720825,0.015823679005368747
179,Los Angeles,90703,2015,1106,12557,896,155,13608,0.9227660199882423,0.07723398001175778,0.06584362139917696,0.011390358612580835
180,Los Angeles,90704,2015,53,513,45,28,586,0.8754266211604096,0.12457337883959044,0.07679180887372014,0.04778156996587031
181,Los Angeles,90706,2015,1106,10904,838,190,11932,0.9138451223600402,0.08615487763995977,0.07023131076097888,0.01592356687898089
183,Los Angeles,90710,2015,426,4117,323,89,4529,0.9090306911017885,0.09096930889821153,0.07131817178185029,0.01965113711636123
185,Los Angeles,90712,2015,901,8848,732,124,9704,0.9117889530090684,0.08821104699093157,0.0754328112118714,0.012778235779060182
186,Los Angeles,90713,2015,738,8820,604,97,9521,0.9263732801176348,0.0736267198823653,0.06343871442075412,0.010188005461611175
188,Los Angeles,90715,2015,353,3279,281,51,3611,0.9080587094987538,0.09194129050124619,0.07781777900858489,0.014123511492661313
189,Los Angeles,90716,2015,178,1635,112,29,1776,0.9206081081081081,0.07939189189189189,0.06306306306306306,0.01632882882882883
190,Los Angeles,90717,2015,397,4242,307,82,4631,0.9160008637443317,0.08399913625566832,0.06629237745627295,0.01770675879939538
191,Orange,90720,2015,529,5318,447,76,5841,0.9104605375791817,0.08953946242081835,0.07652799178222908,0.013011470638589283
192,Los Angeles,90723,2015,593,5828,415,136,6379,0.913622824894184,0.08637717510581595,0.06505721899984324,0.021319956105972725
193,Los Angeles,90731,2015,1176,9336,870,180,10386,0.8989023685730791,0.10109763142692085,0.08376660889659157,0.01733102253032929
194,Los Angeles,90732,2015,489,4396,380,87,4863,0.9039687435739255,0.09603125642607444,0.07814106518609912,0.017890191239975324
197,Orange,90740,2015,397,4551,329,62,4942,0.9208822339133954,0.07911776608660462,0.06657223796033994,0.01254552812626467
198,Orange,90742,2015,49,327,38,17,382,0.856020942408377,0.14397905759162305,0.09947643979057591,0.04450261780104712
199,Orange,90743,2015,16,177,17,5,199,0.8894472361809045,0.11055276381909548,0.08542713567839195,0.02512562814070352
200,Los Angeles,90744,2015,583,6324,430,123,6877,0.919587029227861,0.08041297077213902,0.0625272647956958,0.017885705976443216
201,Los Angeles,90745,2015,971,9816,721,186,10723,0.9154154620908328,0.08458453790916722,0.06723864590133358,0.017345892007833628
202,Los Angeles,90746,2015,680,6536,505,185,7226,0.9045114862994741,0.09548851370052588,0.0698865208967617,0.025601992803764184
205,Los Angeles,90755,2015,176,1511,144,30,1685,0.8967359050445104,0.10326409495548962,0.08545994065281899,0.017804154302670624
207,Los Angeles,90802,2015,203,1915,169,47,2131,0.8986391365556077,0.10136086344439231,0.07930549038010323,0.022055373064289067
208,Los Angeles,90803,2015,755,7310,604,123,8037,0.9095433619509767,0.09045663804902326,0.07515242005723528,0.01530421799178798
209,Los Angeles,90804,2015,470,4144,370,76,4590,0.9028322440087146,0.09716775599128541,0.08061002178649238,0.016557734204793027
210,Los Angeles,90805,2015,1477,13138,1005,325,14468,0.9080729886646393,0.0919270113353608,0.06946364390378768,0.022463367431573126
211,Los Angeles,90806,2015,620,5530,489,110,6129,0.902267906673193,0.09773209332680698,0.0797846304454234,0.017947462881383585
212,Los Angeles,90807,2015,757,6778,608,111,7497,0.9040949713218621,0.09590502867813792,0.08109910630919034,0.014805922368947578
213,Los Angeles,90808,2015,1136,12513,945,148,13606,0.9196677936204616,0.08033220637953845,0.06945465235925327,0.010877554020285169
215,Los Angeles,90810,2015,646,5770,428,110,6308,0.914711477488903,0.08528852251109702,0.06785034876347495,0.017438173747622066
216,Los Angeles,90813,2015,490,3455,310,121,3886,0.8890890375707668,0.11091096242923315,0.0797735460627895,0.031137416366443644
217,Los Angeles,90814,2015,348,3493,300,63,3856,0.9058609958506224,0.09413900414937759,0.07780082987551867,0.016338174273858922
218,Los Angeles,90815,2015,953,10336,788,120,11244,0.9192458199928851,0.0807541800071149,0.07008182141586625,0.010672358591248666
224,Los Angeles,91001,2015,1107,9991,767,240,10998,0.9084378977995999,0.09156210220040008,0.06973995271867613,0.02182214948172395
226,Los Angeles,91006,2015,1021,7879,854,150,8883,0.8869751210176742,0.11302487898232579,0.09613869188337273,0.016886187098953058
227,Los Angeles,91007,2015,706,5438,589,112,6139,0.8858120215018732,0.11418797849812673,0.09594396481511647,0.018244013683010263
228,Los Angeles,91008,2015,29,259,21,9,289,0.8961937716262975,0.10380622837370242,0.0726643598615917,0.031141868512110725
230,Los Angeles,91010,2015,499,4924,386,82,5392,0.9132047477744807,0.08679525222551929,0.07158753709198813,0.015207715133531157
231,Los Angeles,91011,2015,632,5932,513,154,6599,0.8989240794059706,0.1010759205940294,0.07773905137141991,0.023336869222609486
233,Los Angeles,91016,2015,953,8665,713,140,9518,0.9103803320025216,0.08961966799747846,0.07491069552426981,0.014708972473208657
235,Los Angeles,91020,2015,130,1106,115,21,1242,0.8904991948470209,0.10950080515297907,0.09259259259259259,0.016908212560386472
238,Los Angeles,91024,2015,304,3062,225,59,3346,0.9151225343693963,0.08487746563060371,0.06724447101016139,0.017632994620442318
240,Los Angeles,91030,2015,496,4788,375,89,5252,0.9116527037319117,0.08834729626808835,0.0714013709063214,0.016945925361766947
242,Los Angeles,91040,2015,636,5172,483,129,5784,0.8941908713692946,0.10580912863070539,0.08350622406639004,0.022302904564315353
244,Los Angeles,91042,2015,713,5506,527,162,6195,0.8887812752219532,0.11121872477804681,0.08506860371267151,0.026150121065375304
248,Los Angeles,91101,2015,89,722,78,15,815,0.8858895705521472,0.11411042944785275,0.09570552147239264,0.018404907975460124
250,Los Angeles,91103,2015,561,4282,382,138,4802,0.8917117867555185,0.10828821324448147,0.07955018742190754,0.028738025822573926
251,Los Angeles,91104,2015,981,7928,720,182,8830,0.8978482446206115,0.10215175537938845,0.08154020385050963,0.02061155152887882
252,Los Angeles,91105,2015,338,2853,259,91,3203,0.8907274430221667,0.10927255697783328,0.08086169216359662,0.028410864814236655
253,Los Angeles,91106,2015,367,3140,274,79,3493,0.8989407386200974,0.10105926137990266,0.07844259948468366,0.02261666189521901
254,Los Angeles,91107,2015,922,8449,758,162,9369,0.9018038211121785,0.09819617888782153,0.08090511260540079,0.01729106628242075
255,Los Angeles,91108,2015,473,4138,389,97,4624,0.8948961937716263,0.1051038062283737,0.08412629757785467,0.02097750865051903
265,Los Angeles,91201,2015,410,3344,317,72,3733,0.8957942673452987,0.10420573265470132,0.08491829627645325,0.01928743637824806
266,Los Angeles,91202,2015,380,3196,306,67,3569,0.8954889324740823,0.10451106752591763,0.08573830204539086,0.018772765480526758
267,Los Angeles,91203,2015,132,919,91,28,1038,0.8853564547206165,0.11464354527938343,0.08766859344894026,0.02697495183044316
268,Los Angeles,91204,2015,111,836,74,23,933,0.8960342979635584,0.10396570203644159,0.07931404072883172,0.02465166130760986
269,Los Angeles,91205,2015,346,2699,244,78,3021,0.893412777226084,0.10658722277391593,0.08076795762992386,0.025819265143992055
270,Los Angeles,91206,2015,403,3794,293,120,4207,0.9018302828618968,0.09816971713810316,0.06964582838126931,0.02852388875683385
271,Los Angeles,91207,2015,281,2305,218,48,2571,0.8965383119408791,0.10346168805912097,0.08479190976273823,0.01866977829638273
272,Los Angeles,91208,2015,436,3919,330,107,4356,0.8996786042240588,0.10032139577594124,0.07575757575757576,0.024563820018365472
275,Los Angeles,91214,2015,887,7848,700,136,8684,0.9037309995393827,0.09626900046061723,0.08060801473975127,0.01566098572086596
282,Los Angeles,91301,2015,721,6419,587,127,7133,0.8999018645731109,0.10009813542688911,0.08229356511986541,0.017804570307023693
283,Los Angeles,91302,2015,875,6073,701,227,7001,0.8674475074989287,0.13255249250107126,0.10012855306384802,0.032423939437223256
284,Los Angeles,91303,2015,304,2099,224,55,2378,0.8826745164003365,0.11732548359966358,0.0941968040370059,0.023128679562657694
285,Los Angeles,91304,2015,1056,7880,844,204,8928,0.8826164874551972,0.11738351254480286,0.09453405017921147,0.0228494623655914
287,Los Angeles,91306,2015,1073,7707,846,157,8710,0.8848450057405282,0.11515499425947187,0.09712973593570609,0.018025258323765787
288,Los Angeles,91307,2015,982,7107,804,163,8074,0.8802328461729007,0.11976715382709933,0.0995788952192222,0.020188258607877138
292,Los Angeles,91311,2015,999,7305,789,176,8270,0.8833131801692866,0.11668681983071343,0.09540507859733978,0.02128174123337364
294,Los Angeles,91316,2015,775,4808,615,166,5589,0.8602612274109859,0.13973877258901413,0.11003757380568975,0.029701198783324386
295,Ventura,91320,2015,1327,11629,1076,196,12901,0.9014029920161227,0.09859700798387722,0.0834043872568018,0.015192620727075421
296,Los Angeles,91321,2015,584,4600,447,108,5155,0.8923375363724539,0.10766246362754607,0.08671193016488846,0.020950533462657614
298,Los Angeles,91324,2015,639,4696,516,100,5312,0.8840361445783133,0.11596385542168675,0.09713855421686747,0.01882530120481928
299,Los Angeles,91325,2015,705,5282,544,130,5956,0.88683680322364,0.11316319677635997,0.0913364674278039,0.02182672934855608
300,Los Angeles,91326,2015,1208,8857,985,168,10010,0.8848151848151848,0.11518481518481519,0.0984015984015984,0.016783216783216783
304,Los Angeles,91331,2015,1476,12052,1000,286,13338,0.9035837456890089,0.09641625431099116,0.0749737591842855,0.021442495126705652
307,Los Angeles,91335,2015,1560,10760,1173,316,12249,0.8784390562494897,0.12156094375051024,0.09576291942199364,0.025798024328516612
309,Los Angeles,91340,2015,542,4801,401,97,5299,0.906020003774297,0.09397999622570297,0.07567465559539535,0.018305340630307605
311,Los Angeles,91342,2015,1835,14118,1272,377,15767,0.89541447326695,0.10458552673305004,0.08067482717067292,0.023910699562377118
312,Los Angeles,91343,2015,1045,8054,862,168,9084,0.8866138265081462,0.11338617349185381,0.09489211800968736,0.018494055482166448
313,Los Angeles,91344,2015,1630,12508,1239,285,14032,0.8913911060433295,0.10860889395667046,0.08829817559863169,0.020310718358038767
314,Los Angeles,91345,2015,497,3616,358,85,4059,0.890859817689086,0.10914018231091402,0.08819906380881991,0.02094111850209411
316,Los Angeles,91350,2015,1180,9022,846,164,10032,0.8993221690590112,0.10067783094098884,0.08433014354066985,0.01634768740031898
317,Los Angeles,91351,2015,881,6888,653,192,7733,0.8907280486227854,0.10927195137721453,0.08444329496961075,0.024828656407603775
318,Los Angeles,91352,2015,776,6379,556,157,7092,0.89946418499718,0.10053581500282008,0.07839819514946418,0.022137619853355894
320,Los Angeles,91354,2015,1285,7398,881,130,8409,0.8797716732072779,0.12022832679272208,0.10476870020216435,0.015459626590557735
321,Los Angeles,91355,2015,770,6906,683,101,7690,0.8980494148244473,0.10195058517555267,0.08881664499349805,0.013133940182054616
322,Los Angeles,91356,2015,861,5146,644,211,6001,0.8575237460423263,0.14247625395767372,0.10731544742542909,0.035160806532244626
326,Ventura,91360,2015,1057,10242,883,166,11291,0.9070941457798246,0.09290585422017536,0.07820387919581968,0.014701975024355681
327,Ventura,91361,2015,619,5197,528,91,5816,0.8935694635488308,0.10643053645116919,0.0907840440165062,0.015646492434662998
328,Ventura,91362,2015,1041,8497,829,166,9492,0.8951748841129372,0.1048251158870628,0.08733670459334177,0.01748841129372103
329,Los Angeles,91364,2015,1165,7319,872,267,8458,0.865334594466777,0.13466540553322298,0.10309765902104516,0.03156774651217782
331,Los Angeles,91367,2015,1129,7672,870,210,8752,0.876599634369287,0.12340036563071298,0.09940585009140768,0.023994515539305303
334,Ventura,91377,2015,336,3247,266,59,3572,0.9090145576707727,0.09098544232922733,0.07446808510638298,0.016517357222844344
