zipcode,State,CountyName,City,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
92553,CA,Riverside County,Moreno Valley,234341.9134165547,253989.32654387943,273165.5547148121,304510.8623905258,321098.79284356645,342411.30353716546,407526.1694202222,486714.27832090127,493287.40684250864,526372.7987710282,529226.6536833639
93306,CA,Kern County,Bakersfield,177913.8769599594,187642.6996707231,194960.54245106215,206246.97044684176,217763.4151363079,231547.42694155892,270650.81416894594,315022.991562754,321369.4262434675,342693.14912957296,351117.10438775475
93230,CA,Kings County,Hanford,188603.98180609665,202641.46443564026,221559.51765013707,236519.32030091053,248429.8140624191,263054.9520023705,305856.6124901173,347859.76716137136,351821.54636549234,368816.3730630989,377030.2279100095
95747,CA,Placer County,Roseville,413125.1702930536,433553.29772965005,460514.89957784116,488127.79428104387,504838.3379315145,527256.4298171985,618940.3367040012,704640.9661495417,661471.3287874995,677952.1714935788,685384.4040368533
94536,CA,Alameda County,Fremont,747718.7519909799,831976.0376022067,888412.8830256813,1034055.3269272711,1015643.4087705617,1017403.9365378217,1204891.250523888,1401403.0258414822,1333162.0463992804,1498975.6766377122,1552715.0071396222
92563,CA,Riverside County,Murrieta,361438.1708579748,383433.82636627206,408334.5906164134,438873.16274346644,448434.05665845895,469442.1862543795,576999.9648279516,682117.9387310285,666080.5137593269,701772.8934104828,711179.0861752634
90255,CA,Los Angeles County,Huntington Park,320602.4600388464,345140.94632731925,385734.6126806615,437591.4255092184,463249.16878741916,498539.20406189637,565620.6490503522,624981.7294691949,643674.4767145981,675491.2619895063,684377.2511661933
92105,CA,San Diego County,San Diego,323350.5533397288,359483.96576597245,398078.73093712545,429091.6280208735,449116.8788114939,480651.1981754187,554310.3336079688,632361.9504298766,647516.0951372638,698584.5320795621,701578.600126704
92021,CA,San Diego County,El Cajon,404240.7002600534,439799.8863239512,473724.79140791873,501789.5531259245,513537.8160948944,541874.3437458266,632825.3351862497,722738.6231134492,727497.0315100193,789053.8298002003,793019.7343062554
91730,CA,San Bernardino County,Rancho Cucamonga,355893.0240606276,368086.3319194035,404878.0611028471,442399.0291901084,447471.74758853443,470625.18875783513,549272.9033170021,639573.3075040502,637669.8421342848,676558.9946567417,694923.9303218501
94110,CA,San Francisco County,San Francisco,1333143.113105215,1396529.9593860724,1401380.684073867,1501283.042837335,1482784.860184257,1508346.2688414364,1497788.8976450518,1501729.7524956157,1316889.8300131836,1288344.5523332793,1290560.9088580045
94509,CA,Contra Costa County,Antioch,294743.65993914,330613.7256048025,372392.03195343335,416129.1544750835,431420.13187094947,455645.49725843914,538333.2160681909,599331.1332331811,566776.1163221084,579879.7124030039,568943.3812577297
93065,CA,Ventura County,Simi Valley,521329.3616150921,552135.681064864,582999.0166311297,611718.4948458597,620033.0540897978,644591.6486929053,740761.7626854492,828372.3997183271,815590.2937659156,867025.8382630589,878223.4448569089
95687,CA,Solano County,Vacaville,350681.6485413947,380431.85055094113,410710.1870514908,443635.54311595176,457800.0267040182,478294.5129674018,550707.3821604993,608784.1431259596,584729.6502292152,598289.8819518273,600537.2288100012
92882,CA,Riverside County,Corona,425528.51808401715,441828.33806343476,464145.61795814213,502827.44145893323,514682.16518128064,540043.2383365671,641298.9445861573,744313.9526202534,742242.6372760423,797776.219466438,810584.496418381
94558,CA,Napa County,Napa,567954.169299441,622770.3386518435,662830.3238644901,696629.7254269725,717183.2831993093,735745.6688775442,829544.0206362731,909266.8558019999,916330.1257845176,944974.3494971948,942436.4523233342
94538,CA,Alameda County,Fremont,708621.4086999682,784543.3891358398,846471.2182447986,1000556.6725120591,981144.3573167612,977043.4854567632,1140052.786171226,1317981.3592168104,1249808.4403395734,1397720.8526702193,1451525.5318936883
91766,CA,Los Angeles County,Pomona,360594.5697609672,373962.68118929514,407891.7583778749,454628.8318385019,472973.59905185504,499284.6972823106,579347.494147543,660684.6553274653,655469.593213537,702051.133996708,721737.4376502532
92805,CA,Orange County,Anaheim,433837.22235174157,456485.89208288776,503877.9533178389,551314.2169497457,560605.4590099232,594275.473243086,671887.1001626133,769567.4055635532,772369.3764107884,836487.0651445574,861937.9524734186
90631,CA,Orange County,La Habra,482847.20248915587,505719.6955170289,558853.7651904502,609980.9986352476,615408.3048137091,648572.9342808487,748504.1206624863,845573.2331157071,848920.0348131388,924969.7730574752,951076.0830209128
90026,CA,Los Angeles County,Los Angeles,747356.1402769651,767378.2752944822,850043.5344020262,1006074.1691785349,1042302.5252612209,1106626.6941101195,1213376.6650986585,1314913.432639355,1269545.805985186,1243039.723892565,1217977.8945053963
94587,CA,Alameda County,Union City,662511.3258534069,733586.9388678161,787514.1828617159,912990.9775196454,914170.3159003505,914730.3870303929,1104208.8157446866,1274431.0002097168,1199901.3160076807,1324812.6001844925,1354080.8161632814
92801,CA,Orange County,Anaheim,424275.5880674009,445586.8964895622,495813.44014374673,543436.8029763864,554184.3605884464,587596.5689359856,672440.9901397314,770854.7786716564,773562.3468437983,844810.6764809154,874020.066210037
95624,CA,Sacramento County,Elk Grove,348139.7888033898,377256.1077797277,408260.3369713077,444878.0558302242,456208.5788904975,481264.098941257,578778.3595901991,672828.16599903,638351.3532703836,664863.9002299187,667520.1574585424
91402,CA,Los Angeles County,Los Angeles,321112.1142294158,345092.61972556193,387794.14008637617,453528.60432579735,480940.83317710384,515372.26979018236,599329.5132231965,677020.1126335593,686303.668017932,722523.3933948153,739505.8254783122
95123,CA,Santa Clara County,San Jose,663143.7856876276,708034.9357234904,744802.6208768476,924829.0855663316,927327.8868689564,951571.088708132,1122417.5039841027,1326323.2843288584,1288800.5665615897,1444436.0691023776,1499156.5859883612
92114,CA,San Diego County,San Diego,350313.0236011592,384576.05072501366,419084.08461558336,448196.0878118247,465624.8300978372,499328.6735506286,586689.6393608012,673179.7619014496,685046.6882874811,749725.8802421596,754275.238956689
94541,CA,Alameda County,Hayward,479641.53587615694,541692.614181138,588463.3615995598,663989.9662826202,673286.239697503,694117.1942157111,798880.0380912196,873189.6484707996,818344.3497766629,850096.7603160985,840569.9096165539
90262,CA,Los Angeles County,Lynwood,329548.2898168356,349971.4524559893,391266.25936809747,442271.5171934706,472782.3473691489,506315.8336209124,573194.2272453745,635028.7191113255,648554.2624308931,689663.120664503,693722.6619628319
90037,CA,Los Angeles County,Los Angeles,315310.05592983705,340273.1253611182,386752.4245074424,462139.3452866745,508166.64315546287,546059.4779594255,616377.1539657211,676663.5036196808,674135.5872515345,697047.0170871402,695975.2942337611
92407,CA,San Bernardino County,San Bernardino,240479.34754357036,257042.98565490788,286811.1871119694,325316.81337854796,337625.2238834586,361339.6662425566,431280.2126474033,503397.7270259755,509788.1577613457,543642.9015111474,552744.5935632177
93906,CA,Monterey County,Salinas,360601.7525584045,397807.2110745024,430011.1474429332,457974.0298481472,481009.99829189084,513058.67402010487,594914.96752707,669262.9733228146,666381.5989164322,706416.5733838436,717073.9831645128
94080,CA,San Mateo County,South San Francisco,745555.5321336365,830170.3948772022,886128.551586581,1013327.7639800949,1017605.8896781349,1060871.4255511912,1173506.8215740502,1277367.548790333,1190068.0495731,1228631.9471036063,1247943.291823647
92703,CA,Orange County,Santa Ana,405068.6178325384,423252.7755273189,469854.0001191053,526986.7994433452,537403.3532863653,577300.625297261,656273.0268676224,737227.9008736392,745655.9941066803,810747.4857216262,838076.3143128377
95020,CA,Santa Clara County,Gilroy,619442.291730113,669103.4431263487,692658.956136017,791326.5606564423,800055.5685946824,823147.604238519,965144.5051299686,1094216.5306532132,1065698.021311352,1124537.3438969667,1131553.4190892465
92404,CA,San Bernardino County,San Bernardino,193263.0476896177,209393.05162697483,239358.40382322622,276627.28319231706,290662.24825483904,310092.8890004935,371419.755298815,436189.21576575533,446374.16132228816,477619.854501731,485929.16803757794
90022,CA,Los Angeles County,East Los Angeles,339403.3854474093,358430.96145112184,402239.77874531614,458715.98059598886,484528.15933833434,523147.4366870246,587265.7712923354,649956.2143671598,660393.6237958829,689736.5827013898,693889.5191173279
91761,CA,San Bernardino County,Ontario,352292.8017433226,366907.34656174557,402519.6994053234,450632.7806030616,463408.63322382764,483702.9001301753,563009.6397922505,657534.8565951509,655915.6550869535,703261.5551898455,714958.2098504283
91977,CA,San Diego County,Spring Valley,393857.6762565985,430208.61090510694,464073.72123615927,491732.398479019,504523.6894059828,537349.1555863634,632467.9341750095,718213.2153939815,722284.249392802,782662.9030774588,785026.1346506879
92677,CA,Orange County,Laguna Niguel,678541.7156401741,699660.6659893342,759551.0734777659,814596.0190722764,806069.1875102319,839309.5945690172,975907.0050294017,1208758.0301469131,1250985.7659670617,1411129.885227305,1480642.5308788854
92630,CA,Orange County,Lake Forest,582599.7740451684,606754.0390158397,666945.9690999904,718219.547129898,717007.9604283787,750912.4145228191,857880.1493816195,1031340.3584119249,1052429.545925607,1185656.8280292477,1240124.0519161618
95758,CA,Sacramento County,Elk Grove,310196.2300005625,339234.0957686657,371330.5509100668,405183.3518886279,414914.25501784676,439858.02061576006,528587.0447058592,613498.7307033287,580386.468352486,604387.1528623422,606755.9788773856
92346,CA,San Bernardino County,Highland,275170.9122341952,290106.5235287601,317346.5004311102,352865.3090996646,363476.66466801526,383372.26040626783,452814.8083055572,523350.4503984717,526497.4637718282,560923.120543338,569427.083434189
90731,CA,Los Angeles County,Los Angeles,479665.31188437383,494912.4591660635,542601.3127275839,604871.6588245196,621711.6897868144,652180.6076249982,749114.818280724,829485.0014252336,831201.2047171834,852059.9161603485,854591.3352096138
95206,CA,San Joaquin County,Stockton,188747.66147270778,216441.61390753466,246613.15284947268,280731.23178577126,299770.9101633097,318722.6519823142,383423.6460437397,440910.3021463226,425789.7208750288,440154.8717304365,440438.56636962475
95608,CA,Sacramento County,Carmichael,341025.38781387784,362542.31503826845,388157.0595483175,414938.59460297925,430168.6334710067,452208.55858668475,530728.8455298593,584430.0590981002,561395.55895512,584463.35936079,589277.7917675495
91343,CA,Los Angeles County,Los Angeles,423688.7645470053,445571.33669785986,491877.2524805137,560946.3141381772,588610.5911971427,638139.7788469583,755166.8554248459,852067.5858048797,849637.7283293657,908601.0202321116,920561.5906060457
92201,CA,Riverside County,Indio,220041.11737718966,236160.14355423543,251142.42604873914,275233.644114381,290703.99111025356,308347.4146047689,374244.69335908914,471845.76360035193,474587.70391981676,487585.43132811435,487037.34370089456
92562,CA,Riverside County,Murrieta,367268.2190913232,387001.1024606216,408719.2883623958,440852.9226139176,449947.2196542096,471582.2639203191,574018.5894469036,671873.8605443997,663995.9537865304,698690.8741810987,706621.8807892392
94806,CA,Contra Costa County,Richmond,328265.1481045485,382456.37649847456,419989.6958260546,464096.8909092985,485305.3140379999,512159.40717300423,595744.9954505136,651411.9001677288,613131.7088609628,626089.9072484869,609487.8937574488
92392,CA,San Bernardino County,Victorville,201217.38416857575,217081.50554913175,243667.32321506855,272029.5317376757,282379.32708750776,300341.7047695834,372443.26864444645,443215.32222810114,436061.9118323559,455626.09251992736,457862.57519395824
92627,CA,Orange County,Costa Mesa,680897.1824293284,695056.9887827139,761439.0403942257,834616.4216986079,827501.1207097425,864820.5252994973,996591.9222024493,1161112.4877961904,1182936.8524996238,1282905.03258818,1326223.6478762934
94015,CA,San Mateo County,Daly City,760741.0292822858,848357.1875544828,908832.6232535397,1036134.618009537,1073500.1333412435,1126953.9707467607,1206976.014237185,1285225.4587980139,1197553.1595807353,1228858.0836636135,1225442.505214399
93309,CA,Kern County,Bakersfield,178124.30071945276,185693.34597097753,191578.13243507303,202581.93935859666,215260.09410807895,230412.4979076661,269121.31147516373,314070.9561619744,322243.33323961374,342754.9648664253,351796.5483172209
90001,CA,Los Angeles County,Florence-Graham,265067.4757430964,286717.5606662196,330320.44227064896,391110.8220747421,425921.59284618887,458321.9297598012,514897.92066288536,571497.8243198114,583847.2622231845,607745.1537968892,613877.800474099
90640,CA,Los Angeles County,Montebello,443640.27629215963,457009.14486434154,497980.0198614632,554990.5378981762,579465.0205827247,617882.2531334781,694466.6541104205,763151.4330503388,770101.7093321312,810839.346155736,833948.3928143814
92020,CA,San Diego County,El Cajon,441733.3013597477,475327.2296058896,508343.75686271535,538266.4571119006,546300.0315896707,579834.6498286956,681370.4068625357,775419.7584227979,778624.0892284374,847907.8627931047,853233.5525199024
93905,CA,Monterey County,Salinas,324946.03616578097,364180.06995389826,395374.90715439006,424037.7513166358,448639.48016014724,481083.1336643945,553929.9954982252,622716.8969742021,623598.9607876203,662610.0130531518,671693.0281061446
94501,CA,Alameda County,Alameda,782570.0759170816,873475.0289722403,926187.3264018282,1000950.6031591237,977279.8258883535,1012129.8545872708,1148598.8555669303,1254346.435460743,1168613.8450118953,1182474.6144758256,1169808.2225834066
95127,CA,Santa Clara County,San Jose,597813.7735015854,647008.1064258101,676299.9297682629,823436.0550085522,839387.5198058868,870630.8703815378,996114.2869601981,1116366.809857012,1078564.5135425704,1178847.6304538979,1197011.0429825555
90660,CA,Los Angeles County,Pico Rivera,372108.1461858053,390581.15753714327,431330.0192001872,482066.98373433,507302.38658446074,540602.40847443,617296.0049496521,695022.4345710786,705797.2743449635,752148.0252557766,763095.860827799
95014,CA,Santa Clara County,Cupertino,1763818.3278709764,1806863.3038022649,1821284.4957400262,2227208.121035278,2202052.2530758292,2201913.3973643356,2516744.9635958676,2947803.607579456,2767565.7019854668,3079169.2185234125,3251561.3715952183
92115,CA,San Diego County,San Diego,432056.38032828894,464579.8921584829,505312.4055774955,543694.9078943402,556568.0423144362,589581.8065442692,693327.9588674436,801608.0631204977,804450.4707096637,871986.1801903689,864473.0116472017
95828,CA,Sacramento County,,224582.21304937114,258356.04953650967,284264.3467299169,310056.48668379587,321671.60466007394,344784.68193350564,413364.29394679744,474888.6804772745,452725.8794884022,467928.18383961933,468875.2691946374
93313,CA,Kern County,Bakersfield,232243.7683615853,237695.89662406532,242114.57235776607,254645.27509023828,266449.8639407855,282678.90823172533,330508.98045670154,390357.9013989801,394157.64739671274,411403.152825407,420632.731750416
92571,CA,Riverside County,Perris,246119.69828734547,267385.22547675425,289297.27908803127,317661.8197409453,332603.6258505979,353577.7913467177,427404.87065517786,511804.23919836193,507511.6277543425,532186.2260564476,535881.7953200403
90019,CA,Los Angeles County,Los Angeles,743732.043507942,762707.5846134514,845945.8077989309,1002001.6771554188,1066061.6709509098,1135439.649671014,1248175.1565010939,1357191.9448898574,1328022.9882757007,1290053.3552827747,1270223.552323776
91702,CA,Los Angeles County,Azusa,377310.2986483981,393887.2892375943,432985.7781373029,474148.9893841985,487982.99043578136,512959.1494752842,589093.5155194488,668562.3930713633,669916.0323621543,717102.0492305234,729000.2348238361
92324,CA,San Bernardino County,Colton,218755.90548021134,233154.30772176853,262774.0329850928,303399.07433693326,317195.53024247376,335047.65167864464,394187.6762077615,459816.13379569753,472035.60789874545,501847.9732500617,510048.2242990248
93291,CA,Tulare County,Visalia,220708.49140593802,235563.038779824,256658.77896201427,271992.1285549164,283704.453510899,301047.2932045972,353994.8208090488,410055.66225097276,407942.11840946693,417331.1584485267,425968.30749319826
95051,CA,Santa Clara County,Santa Clara,954449.4397158497,1040110.6168800624,1078546.3012589451,1394005.6618517577,1391224.9117449417,1413990.8220630235,1573869.3635641334,1778768.8774951212,1700868.4890486419,1909183.860071208,2037322.3096381272
92647,CA,Orange County,Huntington Beach,621108.1853517543,645389.9839025702,701928.1932738916,756348.6388643495,761263.1045899143,802098.414713385,909678.1692965248,1052702.1067102242,1082051.071671209,1190626.6058619001,1240630.6150876223
94568,CA,Alameda County,Dublin,852615.1206357587,925357.1102185602,965663.3596933518,1036975.1890584556,1012222.7253938987,998709.4184322945,1188135.1392642905,1403512.6983224137,1311425.9022216108,1416974.5754586793,1428611.3783916452
92530,CA,Riverside County,Lake Elsinore,271229.5929339794,296089.5322074798,320652.90566233214,351754.73177810916,362660.0725852382,382375.42238998465,462640.74095803825,546003.0239741147,543089.2945689353,573279.8958312703,576495.1639306531
95111,CA,Santa Clara County,San Jose,537821.9557793097,584603.0017786863,616571.6613030487,761566.0181548266,779893.404457653,801611.9643082181,924083.8776922841,1044337.6759417244,1020695.3821340388,1123968.260053221,1153214.7733553594
94122,CA,San Francisco County,San Francisco,1158391.8885522557,1259940.0542207381,1326963.8142592346,1469981.5918077088,1471061.6582648826,1529415.0544784088,1612000.9913117422,1712720.2624066866,1520828.1188476698,1522567.4487299176,1554248.7470143423
95355,CA,Stanislaus County,Modesto,261269.40546075848,284552.9943073835,308299.8225305407,333573.5420835494,348451.5349455254,368721.01590944343,436220.4647918217,493160.567788993,477177.2732637204,497882.18270903034,503504.0221558315
92071,CA,San Diego County,Santee,414660.9534873289,444935.53522047616,476439.86500648456,504120.4496354817,518783.954880157,552975.5618184591,649958.6739582985,744187.632311772,751302.1920747178,816743.9456269714,825789.7436792299
90004,CA,Los Angeles County,Los Angeles,900802.168007426,883187.144859865,982577.0372371692,1158596.358642368,1220143.6349870807,1270541.1004210438,1397864.3755224135,1530163.6364849384,1525613.8567372381,1499586.5667828114,1490028.4911932126
94087,CA,Santa Clara County,Sunnyvale,1525926.9645223564,1595733.903653702,1628973.1224610694,2057389.4823776986,2018487.6275036598,2033726.2074516146,2293599.041549148,2678112.7470510188,2529314.96138656,2811418.2834550627,2953166.7156610033
