zipcode,State,CountyName,City,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
90007,CA,Los Angeles County,Los Angeles,447883.1031287129,472988.56568207825,542940.5503820208,658766.2715507809,724288.2028093118,797306.9497704374,877025.2747997902,968641.2960296674,966182.4069402464,988997.1387987797,977327.9596204708
94117,CA,San Francisco County,San Francisco,1437404.4438762022,1502593.6564831927,1476037.627857228,1562129.272861804,1583087.6504400996,1607037.3547570196,1636762.4743567088,1690666.247103587,1495870.5615758633,1459527.757752316,1467552.3638628107
92545,CA,Riverside County,Hemet,220079.36777826922,237052.4274876182,258089.85308140726,287222.6088558745,297190.4636275976,312098.5289037013,372956.15374101204,449652.9753802722,446244.40486570797,460728.8612814152,461385.73496163863
90806,CA,Los Angeles County,Long Beach,385875.49067166384,406221.5163090508,448902.57799083093,518998.89796451636,558044.486483884,595023.6595533927,679106.5448773719,751575.3705612384,752461.883553017,795300.3217698805,804268.5338331636
91360,CA,Ventura County,Thousand Oaks,611353.5755950838,643914.997402165,682071.3606539532,713166.5280688392,722257.1127130771,749713.5514326693,854024.9941127751,970771.812931259,978489.1965373037,1034993.7535522822,1037372.9055772778
90059,CA,Los Angeles County,Willowbrook,265356.4475407531,290156.31791081507,330181.56585826696,386034.7784108511,424665.1030633242,460663.1044120586,530506.5442900185,585525.995584342,594648.0433856229,628461.2080503515,632333.6223790641
90815,CA,Los Angeles County,Long Beach,543389.0336884996,565057.543209933,614140.7237684736,679106.5854021598,702588.1141503492,741529.3368750232,860433.3810550338,960377.6653713536,964824.1316406712,1028109.0954725909,1045264.07998567
95826,CA,Sacramento County,Rosemont,249765.96593652634,275806.77685131156,302204.714820753,331266.47660561407,346885.6696914923,367225.8601527903,438717.12843080476,495821.36077786284,472045.69937376166,488431.21928219503,487830.16828102915
90501,CA,Los Angeles County,Torrance,579349.5397603413,599966.4517538941,648460.9282071757,710749.0745514333,733058.2615739967,770747.0190164164,878152.0731140239,973886.8637973884,961712.9418592184,1007918.5375744369,1016264.8354291617
94566,CA,Alameda County,Pleasanton,1035160.9605406733,1115118.3644021675,1161281.5098766277,1283676.9043309572,1263830.36741814,1268954.849978255,1546240.1829698833,1868929.2525688566,1737089.4635780293,1877033.7700812777,1900905.1963505042
92867,CA,Orange County,Orange,654731.7977667224,678227.8676276598,729130.9023731817,779876.259337964,781891.3794108182,818566.7593177585,942786.9425341032,1085528.4556860228,1096539.7892053162,1210188.7071592805,1261718.8458926305
92236,CA,Riverside County,Coachella,189980.60542276545,215700.17524356474,234881.1030765553,254633.6019193507,265291.5120225924,282865.19597477384,334537.9796358577,400687.9131956236,411284.00054797134,431078.75249345927,440564.6506016286
93552,CA,Los Angeles County,Palmdale,226407.01006273052,246351.46088815512,273474.72748239216,308802.67908346164,327903.8286614355,351883.7034273459,426591.0570186751,496442.35674004786,487249.30264039483,507459.18113635207,511023.92266047955
90278,CA,Los Angeles County,Redondo Beach,772374.0421396685,802252.5124059484,879211.3083317783,999494.2605384924,1028830.9069729373,1065289.8550167496,1218765.5586668209,1402738.6154556088,1364929.753312657,1419791.724636045,1438153.5698439216
95205,CA,San Joaquin County,Stockton,127964.66982164748,152470.72778824004,179995.7285939526,213459.41665273323,235372.19229325466,255564.81894994515,300597.04891050304,343000.6329246357,333371.0711239165,344248.84057066,344325.8328294557
95926,CA,Butte County,Chico,277583.2569106182,292819.96566317993,312791.75914566155,331212.28004643944,368876.04571308143,385264.38416280976,424183.8312949743,457550.913358761,435794.9698716516,434190.28154480015,434441.60817107087
94118,CA,San Francisco County,San Francisco,1804142.2640667849,1910211.6728574436,1933840.922883732,2077007.2494101522,2052881.0969169817,2106417.4340809816,2185836.878171426,2303313.1709136446,2018403.1164310446,1936263.4181344963,1949137.2261368558
94521,CA,Contra Costa County,Concord,509538.9410049121,553923.9828465948,589242.3125421448,632730.4019537886,638525.5914420877,669220.0113435565,788433.6384936324,864818.2169788455,823883.6731226995,847262.22823811,829712.8929427825
90605,CA,Los Angeles County,Whittier,418932.73603408365,440347.0533439896,481224.05727606075,529731.8340125004,547373.92223274,581282.0812124872,671864.643917299,747913.3214201219,745216.6261933082,796146.0710569721,811400.8310178398
90275,CA,Los Angeles County,Rancho Palos Verdes,1005822.0086952085,1018010.1501199157,1111477.6553636503,1226303.4031931234,1265447.5287204976,1302266.8479328556,1522897.8963985874,1800723.1993910882,1813802.715040508,1910917.9748646745,1901510.445243062
94611,CA,Alameda County,Piedmont,1052672.9121957163,1154193.88515477,1220527.2658043888,1306212.6095386392,1292476.3285453878,1321274.524865263,1534572.0522642962,1665938.5501867775,1541440.3198132375,1491665.369719387,1442740.1903496548
91016,CA,Los Angeles County,Monrovia,595569.926913669,608032.2602637986,652431.2373640437,718782.6395969737,736052.063916627,765642.0878059395,863856.1381392315,964036.7309187748,959096.3091080092,994546.772128634,1005595.6671133805
91942,CA,San Diego County,La Mesa,415370.8700986816,447101.31279947393,482450.66245872574,513979.8213983209,526195.254156628,555283.124804774,657375.0529871798,756748.6833378021,763016.1414772166,828016.6868001736,835340.1261207282
92802,CA,Orange County,Anaheim,457424.47142336454,482248.76928492845,532607.9523242122,582830.7817667964,593830.2599698416,636769.7155338089,726525.0969123733,832686.3281524038,839489.3147108607,915752.3589651563,947297.2577573827
91401,CA,Los Angeles County,Los Angeles,600815.04085566,613621.3978776388,666330.2473694355,765168.6755511137,789849.6381388806,856929.2049230472,996920.4264038868,1125755.8762411184,1118024.6202100264,1143259.5416375112,1147187.1659862055
94531,CA,Contra Costa County,Antioch,375684.84255502844,413233.3085178525,455212.2743569,502772.31138431793,515642.22103241057,540073.7101528709,656139.0365137332,731827.4235066817,686156.6799197727,705040.4939749576,702561.8465672502
92591,CA,Riverside County,Temecula,396194.7635553225,414941.37361305015,437215.5342440565,471333.959875483,480459.4678728608,501642.3919038249,611404.3391442703,727369.9714551115,718684.661614919,761127.6151461232,774276.6568136414
95132,CA,Santa Clara County,San Jose,780863.5126985591,844074.7763029383,880668.0301950452,1124385.0898773444,1137462.2914218737,1163800.6422800396,1331512.0899369228,1547112.1046340102,1488851.2829326792,1672669.9410250296,1791438.9596581385
94561,CA,Contra Costa County,Oakley,378833.39253423706,423804.1354798248,461491.0567878432,503234.2086926061,517461.2547189586,544156.0347553493,659513.6742962444,735903.3144150143,686138.4232102013,702934.9593762569,698538.2291738457
94583,CA,Contra Costa County,San Ramon,805570.4772348609,857782.388402785,898099.0193324849,965123.0638361103,982018.0147797136,1012652.7687802928,1235036.5958788504,1506974.7522280684,1410246.5906714378,1522689.189480041,1533307.8951264576
94121,CA,San Francisco County,San Francisco,1308549.5691416836,1399191.3486262579,1450424.871559578,1581069.7695957292,1577099.9881650088,1645139.6492001936,1744846.5238281833,1828426.5024827842,1611321.6779244386,1609956.256412625,1620778.8965997852
91606,CA,Los Angeles County,Los Angeles,425778.6427283709,446541.9898164072,496628.209145558,582920.3416478302,615944.919879665,665519.3055538613,771076.9919295682,863620.7176246479,861167.0580085139,898970.6802969441,911573.9324106952
91387,CA,Los Angeles County,Santa Clarita,450198.39057423646,474569.9130372056,508021.6173912825,554877.1618053492,572944.7071026705,603238.9753868816,707801.6977313088,797203.4484296845,780614.5560831506,820603.1835264378,831370.9795827792
93637,CA,Madera County,Madera,196419.38129466993,210107.32875224427,227573.0810917831,251705.87652283115,262669.9148714775,277746.4378301283,323938.4512849611,375078.8318059561,378296.7620433071,395016.46686116274,403266.996494897
92307,CA,San Bernardino County,Apple Valley,210875.77437281085,225459.09765235338,252376.6237717096,284711.52374661807,289727.8981705583,308037.29259758675,378678.723546102,440756.6348025656,432455.8208809762,456249.3447290967,463093.69219327025
95973,CA,Butte County,Chico,311284.8852299237,326944.0058997268,347784.4659352996,369367.6624964467,417479.5497452349,440474.80481378996,486417.39976674574,524532.4243006927,500995.88492100936,501023.8788561332,504077.5808203465
92596,CA,Riverside County,Winchester,355249.9598717229,377985.0095200274,402603.8360555954,431959.0880009746,440297.31730400445,462834.51074049337,571200.5311254371,669749.7686970173,651750.721336466,678666.6817081517,686452.3946578503
95765,CA,Placer County,Rocklin,448860.7730363416,471762.3839475796,500401.04344131186,533199.8407094838,553431.1238936099,581354.8789253944,682899.8680413513,776582.7132787606,731225.6824200707,746307.8410738498,744785.1798509206
91350,CA,Los Angeles County,Santa Clarita,478536.04649652244,500028.2301207776,534878.5626073796,576042.3490457615,587042.242835831,614852.5263667674,720448.7692813054,820713.4896523642,800596.1911003714,838027.5926521802,849555.1728371336
90810,CA,Los Angeles County,Long Beach,337666.56626948394,359035.87997833925,400329.94132824923,455111.35935105477,481026.9303098295,514703.4270607166,589027.1760606862,662240.2905154988,672527.8662765101,716961.2983009922,730744.095876754
95621,CA,Sacramento County,Citrus Heights,238824.19781559077,264014.3343185306,291230.69454537285,320688.20952372864,333164.22031327576,354688.6336990471,417908.7037793524,472794.4114831746,451374.27216453926,466684.46399463114,467791.2957093831
95691,CA,Yolo County,West Sacramento,322156.9738218543,353417.6186317771,389739.9768451557,418044.13632401003,428021.28819246864,447070.2253482908,520309.70993798744,587320.9181993742,566748.5930655687,580736.9545977105,579960.376337962
90604,CA,Los Angeles County,Whittier,420080.9334022154,444723.9794460416,489733.83271557116,542105.1286424409,559494.2043614376,597172.810579589,693069.7074638294,774343.6885126425,775478.073463217,831102.104993322,846381.5745313932
95838,CA,Sacramento County,Sacramento,176260.98845191367,207644.53959171518,240977.15873253124,271292.1237818902,283896.6800516317,309043.81375397433,368382.4034755448,417565.58413632674,394820.1751075564,408430.7524951978,407469.0475554501
95120,CA,Santa Clara County,San Jose,1265611.6155739913,1313277.6818009396,1327962.2980708599,1580668.1287778905,1569651.119110736,1598691.8523044968,1868752.9534851182,2221563.024716511,2124041.2244537654,2317127.6033384064,2403467.3875854015
95129,CA,Santa Clara County,San Jose,1376654.314256149,1420094.5157765571,1447263.5957538392,1811474.9998417562,1769254.0215424653,1780127.6365443368,2048623.7577775018,2411753.6074901074,2310050.9657269125,2592195.4502346357,2776912.301483986
92806,CA,Orange County,Anaheim,498526.8485161593,525055.2503925231,578568.312430126,630816.8101035053,640225.8560138721,683136.855213425,774929.2352564164,890423.8092159219,897071.4963515984,974223.3474749414,1001512.67948223
95695,CA,Yolo County,Woodland,294446.64704811404,320357.0251702973,356867.28911639965,384148.51117964415,399673.5112377892,415897.1101683395,471884.0435275075,524587.2385510356,511536.36821956135,527420.6011248366,529865.5090663215
95835,CA,Sacramento County,Sacramento,336004.3481171092,363266.6082408559,392420.8528211848,416050.36213514494,424210.597113061,449278.78610484157,540794.5891166666,621914.4853564143,588357.3750623233,601148.5927338547,603068.5339146119
91739,CA,San Bernardino County,Rancho Cucamonga,528673.8843601008,549848.6472473212,587017.5766938995,635449.1040109912,644550.2975291162,667002.0613576928,776799.0824686323,911734.4306267224,907931.6312279879,964916.9104161449,987236.9048111001
95833,CA,Sacramento County,Sacramento,243620.78226117828,274746.9330638594,302038.6984377044,329483.1504703042,344099.34637588926,365380.6900984517,431845.2255071869,490321.3556123516,463087.03160252125,474218.932231992,471188.9817128718
91701,CA,San Bernardino County,Rancho Cucamonga,447383.8401126415,459885.86979957466,500252.7313298464,547497.6765567953,553354.8328339482,578803.8788840874,679620.9261735332,786106.6256546015,782873.399433877,834275.5104889887,855572.4114037344
93706,CA,Fresno County,Fresno,115881.33656107604,128841.99855666967,142961.17030166826,161487.67270045934,180012.26471355977,190559.59136216345,225002.67332204027,256645.27510345637,256038.51404279005,271788.9129281771,278662.60570994345
90045,CA,Los Angeles County,Los Angeles,781777.2914687345,816770.6317046433,921809.2605291266,1092010.844840366,1149218.520954082,1206156.2702024826,1345960.6938169594,1496535.3143186157,1477058.125746466,1519643.0963057282,1520595.9292456603
90808,CA,Los Angeles County,Long Beach,552458.3189703301,573244.6385974856,621908.4470568906,684508.1555528819,701210.3721887163,742152.6745650774,858463.9882543073,954979.8782990705,949511.0287641938,1012549.8927534939,1033887.3231325094
94134,CA,San Francisco County,San Francisco,799184.0649505864,860598.2865269448,912423.8927596466,1008279.6371679738,1035648.477118035,1090974.798357303,1140010.3949082242,1177517.2884065392,1052778.3395131696,1057658.5630443774,1057623.9113628995
94588,CA,Alameda County,Pleasanton,834396.368568325,900289.5427324335,940749.8000828014,1041422.9193913453,1050367.4671614151,1061334.4080617449,1275617.0004080834,1537161.1900968582,1435078.066683335,1569520.0894173102,1588582.7891455013
95688,CA,Solano County,Vacaville,419540.1847100092,447534.01424174727,474461.5199765577,508568.88517732715,523685.50581368484,546608.0792916865,628499.3834310218,693242.9691281329,664137.4987469347,677018.5489662971,684783.5069225968
90301,CA,Los Angeles County,Inglewood,305320.62161572144,327502.94039420184,377243.4522306828,469773.5011671165,513774.61563521274,561106.0250598568,633796.830551513,702025.8694949973,705719.8761255266,738115.2215824667,739286.9350557684
91355,CA,Los Angeles County,Santa Clarita,463031.59227376495,480085.0178029544,519523.62036917807,568869.5603415336,575688.8880175055,596590.4648991298,692763.2462886719,803489.5162568903,783686.5916215103,815259.5483144508,823165.1245176226
93711,CA,Fresno County,Fresno,288403.649892669,301685.49397101026,319863.25893924234,345629.44132977555,359688.2526845699,374525.98603124445,430562.69244180695,487903.2557428171,490089.2435030984,510808.97925391124,517964.61747251876
94520,CA,Contra Costa County,Concord,353149.5536462066,398693.54189354175,436120.5831578988,479042.6610567661,490024.9983951862,519582.9632540019,606651.3281113858,664926.4550526157,630419.8095348852,655171.6217557203,647572.4110942543
91763,CA,San Bernardino County,Montclair,324647.4330086436,340835.30021528446,383145.8481409126,427792.10472748923,438593.7185491572,462176.6487654263,541022.7953232849,621261.3148186045,626175.543277173,666817.473669964,678767.6935157196
92807,CA,Orange County,Anaheim,620533.062072029,641294.1695321712,689696.0627263443,734396.1427423772,736452.7247418264,771999.8249043915,878288.6825843748,1027992.9525217054,1036270.1953022204,1129044.9505172262,1171461.8339817747
92675,CA,Orange County,San Juan Capistrano,653861.3553742947,680422.3010985334,733812.1010578679,784653.2731936462,779783.3985657106,808329.3530248984,939411.8365547215,1143762.6494872437,1181720.2715794432,1284072.9076804176,1333734.428306337
91321,CA,Los Angeles County,Santa Clarita,376481.63977237715,394501.3765484633,430424.2685617772,477900.8552435413,497059.0877309413,524522.6599870794,611236.1626058588,690971.7445945899,680952.524408705,717402.8864411329,725298.1938914049
95928,CA,Butte County,Chico,294394.49630398856,310915.76284957386,329397.0024556606,350188.8403069202,387918.25976594846,407641.1278440627,448570.5758495296,486781.9532802158,465342.03828051774,459853.05485774024,461216.17856288387
94928,CA,Sonoma County,Rohnert Park,443553.3753548448,488891.8694136054,523260.8485731505,578462.9620098445,579774.1747707163,589773.3859478048,656134.4498028323,709534.4148669178,706272.7073442478,728220.4560137932,731646.901410588
90802,CA,Los Angeles County,Long Beach,284861.550058056,304002.32635537063,330721.4965761124,379119.41832190374,405937.0470420853,420834.53647865145,458890.3314662636,513354.35399145697,520995.37898712564,526053.2959288467,523447.96846616163
95301,CA,Merced County,Atwater,200345.75353495474,219049.6444818453,241736.6855180337,265480.8916891301,285086.1111807871,299672.02424360346,356860.85592220695,412048.61761335353,397285.60783858673,416578.62096233084,421481.8996131299
93612,CA,Fresno County,Clovis,183257.63874869747,196731.14721701236,215315.03282051443,240603.16921672356,255385.64757144137,267081.66198931355,309486.2984267638,357522.96147253393,357037.54205961974,374441.8333206963,379215.202479798
94621,CA,Alameda County,Oakland,256827.87285709233,323077.1095125177,374490.6519854876,437803.2427019346,469206.3565807236,495203.6038642155,538456.209262651,556065.3201868873,511122.3154756572,502117.5774628298,491151.9459043852
92240,CA,Riverside County,Desert Hot Springs,156975.67797367417,172406.7498249176,188556.13016264854,215027.92110558797,231106.78604023028,250341.80665355895,306074.0776899426,378901.9543805613,381419.0827865228,393570.14982322307,393010.642302209
91776,CA,Los Angeles County,San Gabriel,566860.2866392387,572436.042891312,625751.5064928164,695353.5317018119,708411.1087280855,736231.2128393004,822984.2920655463,918191.587915833,909026.9936776822,971617.415280377,994950.8215720344
94954,CA,Sonoma County,Petaluma,552310.9065362997,599917.491825169,642296.5136744453,697595.0286104605,695809.7918532466,703787.9514108439,777845.1629754951,852020.3378131241,846338.0304336079,876505.3880093597,873613.2384590356
93314,CA,Kern County,Bakersfield,349275.98004153586,352151.50305577484,361045.76019940566,373949.08387991745,385698.8798693553,407225.2486249364,473077.9988236565,546839.6519063927,547780.8583643411,570743.1925576421,582064.7954795898
94578,CA,Alameda County,San Leandro,463140.72029659693,522503.56561175757,570069.1107662189,639708.9046091472,651342.1955217638,685278.9913335429,799752.6228638617,868066.3259696377,812897.9953741203,838765.2395632047,831773.4029749073
93021,CA,Ventura County,Moorpark,587129.4973729228,618129.3281495156,651536.9838469616,677077.8034143033,683638.9119078488,702958.830357541,806847.3153787031,915796.4661983646,907320.393906731,946624.9605882125,960754.4817923107
92394,CA,San Bernardino County,Victorville,188222.5167132642,203058.6405916333,227923.98583842893,254762.45756859114,266892.3607404,283652.20306743716,351906.83215344354,423743.94640804856,416414.6451760437,436154.22675415006,440042.6876011251
93012,CA,Ventura County,Camarillo,579410.3151217931,612257.9870287151,641793.8944277765,671003.412616017,674008.7538925129,690994.7491281711,786157.5152105936,895709.808992484,877776.5481988462,919370.4798315801,937326.1274773446
90505,CA,Los Angeles County,Torrance,773999.0946314303,786216.2576426225,854902.0052101384,940167.4532448858,970886.4903469589,1008157.1762912745,1160819.1670081094,1343480.773444881,1326503.4541957134,1415869.4741282854,1454022.300681717
93305,CA,Kern County,La Cresta - Altavista,117924.22498015373,127469.9751929323,134459.35564712912,147263.68943885277,160263.4829024427,172281.23173661644,202171.11953226945,233863.96576816542,242084.36204802842,261546.03253577268,268799.17711385567
92054,CA,San Diego County,Oceanside,511827.461923285,560981.6775738589,611136.9105559305,656584.2004350999,674900.6567747403,716188.7909619951,854754.3876267493,1028753.9287802173,1052923.4600266956,1126857.7857631538,1129535.6160068954
92337,CA,San Bernardino County,Fontana,314345.326397016,335352.9093452336,358983.68242823385,390208.3758405402,406796.5464421707,429012.7726778516,506015.78221994016,586967.3642219779,582457.5872513751,618816.9265127958,624504.9055938633
95401,CA,Sonoma County,Santa Rosa,425192.93371702195,473409.3941786906,509843.35130246583,563794.6349756907,560433.1237622228,568407.6806083084,623746.6825342295,672717.1391955301,672419.0200542873,687520.8004515066,682321.6511767522
95821,CA,Sacramento County,Sacramento,283305.04541219387,308848.61601378437,333805.5476160834,358896.54802328115,375161.43096282944,397375.8445629906,464514.40928468556,519610.1983352897,493230.51637267735,507962.5292872419,508706.640215562
95993,CA,Sutter County,Yuba City,256905.69911962,274886.75477124297,302398.8487486725,330027.9029789577,345373.8720812922,370616.1189953313,435689.55863498105,489849.4280464282,470909.11643285764,485356.5270879736,485844.6787136835
90804,CA,Los Angeles County,Long Beach,365880.9540978444,387580.6751960744,426257.255183866,487903.4023176343,511850.5386462098,537681.4159769545,617865.84640997,688768.5303413863,691007.2881522814,713226.7390384743,707456.1624764042
90012,CA,Los Angeles County,Los Angeles,452469.0306271811,474671.4020594298,516134.31067264295,575078.8886457849,599341.3401828286,610031.3620777839,648119.1842336761,678494.0128056925,667296.69390907,670650.6282839027,651778.4615668769
95382,CA,Stanislaus County,Turlock,291500.1440443331,310990.24199992936,331783.97834552376,355945.4460343581,369990.1964277899,391193.820931277,455453.7089250286,509965.9725070786,496234.3382771336,517831.96417450375,525604.3290474765
92679,CA,Orange County,Coto de Caza,795255.4208291826,816174.5952220323,876262.7823760664,931900.098397456,926356.6135133585,963730.2742071665,1124562.2532886693,1378834.1615704512,1414664.5972284845,1568903.670145004,1645264.3038472037
90036,CA,Los Angeles County,Los Angeles,1096993.3553608747,1117534.765127687,1269601.3486375513,1504538.8737335745,1583911.4512285397,1661946.7665442806,1798210.6816007483,1987528.164726585,1935540.7319756371,1875496.2430105032,1857780.0334815935
93705,CA,Fresno County,Fresno,143975.10345568284,156414.92226584823,171776.96724041345,193156.9685231434,208583.93729622613,222822.59429156067,261560.75009357673,299821.82693167916,300827.23429463146,314495.10048582224,320743.84094482864
94606,CA,Alameda County,Oakland,451528.78481329704,543135.436334195,604953.203499883,685003.3716290969,693880.9421034033,717569.6632363658,776055.2358376536,792496.864211788,718985.0230050818,692359.3417871679,665686.9053424222
93245,CA,Kings County,Lemoore,205931.03684801536,219855.4268911921,239888.72818994024,252749.82601965385,262528.497930558,274950.07115916244,319130.0093865074,361406.03552355495,363454.7595200676,374493.7132943037,379915.5089943075
92037,CA,San Diego County,San Diego,1197219.973376096,1262109.4648505363,1328796.0525660755,1389552.1047347696,1416322.7798871687,1479156.82099117,1737768.7338712125,2143733.525317918,2150637.2839362016,2298783.054498172,2325502.951418068
92065,CA,San Diego County,Ramona,445946.8138747237,484911.1547904729,519728.98813852033,549751.3138632344,553651.7384199263,584533.3071139342,685618.181001976,771190.1626152558,761765.9352279789,815144.5744968461,825605.5794063945
92831,CA,Orange County,Fullerton,544881.0999904171,568103.513828738,623289.7330286164,672349.2310949111,675606.9295117733,711817.2169859079,806351.7404190119,932055.7951503061,933808.1710843266,1018998.4008510805,1063903.300327152
90031,CA,Los Angeles County,Los Angeles,407434.18263165606,431756.9307561982,482262.3727237079,579495.3782244069,616351.4209400947,662895.418449269,749875.9125558008,825331.8839527369,824872.4604746928,854022.6936890756,860094.1248687785
91362,CA,Ventura County,Thousand Oaks,744580.9199716827,777227.9552577749,812664.3197464509,851335.608246543,861390.1056665769,887018.1372981606,1003738.0927768508,1157554.6776812589,1164079.833732747,1216328.83216892,1225082.5074243394
91711,CA,Los Angeles County,Claremont,584133.3980739564,599860.0105934093,645502.1291440384,696129.1492047819,714176.8644338711,747388.6895549922,844844.399431623,954996.6517207552,957506.4255141054,1017465.4816238183,1047319.0770300588
93657,CA,Fresno County,Sanger,195959.0273785073,213107.20867271058,230418.38450714966,251375.1564473208,267768.3488678335,283702.2218901299,333475.4351449784,384401.8656297971,383619.75865138584,400733.4615051557,409495.18899089535
94590,CA,Solano County,Vallejo,244729.7552302167,290765.15778965235,328585.9634465871,375899.9633672606,393048.67748428206,407344.6500489746,470229.2140784117,519668.1708696237,494175.1250870661,494983.14046662766,482277.40206977684
94061,CA,San Mateo County,Redwood City,1194483.9690084613,1340667.4224483205,1409269.2688280353,1626594.5489847076,1599278.1401121032,1632194.958022721,1771476.4443115322,1988050.9355712847,1845463.3345579433,1924149.690064269,1991096.3669287928
92649,CA,Orange County,Huntington Beach,719996.72109584,737296.248240442,800651.2612540721,863524.7217685716,859582.8903018427,897590.4804661513,1021878.3915572512,1183476.4808678085,1215168.6463051748,1317571.4095856505,1369197.4783963333
94534,CA,Solano County,Fairfield,441976.541005757,477503.3743601024,507254.4658052576,544856.6312929979,553607.1084840401,572935.0436284955,667944.5358182449,745675.797968974,713654.5065580253,729252.3517067371,732933.7298964536
92253,CA,Riverside County,La Quinta,427912.3450788513,426450.44478060724,430881.6165659653,457775.6512890318,473151.70059436123,495412.48196796305,614018.2204703611,780355.9358123617,767075.7899793867,774023.9343280754,762724.6903542699
95667,CA,El Dorado County,Placerville,340519.87029048556,370413.05032436736,401001.5881957878,425017.6931070807,435795.4604954147,437246.3138390043,503000.07167306804,541802.7749951062,523019.0331394458,535220.4122059498,541543.054711747
92508,CA,Riverside County,Riverside,411434.68022393715,432138.2256924871,454303.2970654787,492639.2164900632,502803.89599878533,529275.3326001787,632269.7432652852,734409.2950359046,731569.6789257525,779616.2845060512,784300.2586795003
92672,CA,Orange County,San Clemente,720199.5768539443,751649.5826847423,830921.2232861911,909274.0609560694,914916.9323062435,957072.6524375565,1146559.8540652948,1413588.5932767224,1477040.084208128,1615788.496740219,1672764.2313794345
92583,CA,Riverside County,San Jacinto,196676.67115686557,215908.55737419985,236620.4599584095,267718.9919336638,280913.30769492855,299163.12713508384,362346.0797903747,436223.01143926237,436334.7769091484,455486.43756966497,458477.14844211045
92841,CA,Orange County,Garden Grove,474693.916022945,497641.6680887039,554902.7887108722,615994.4790586,630490.766551637,678236.4661729328,771911.8228574288,879385.4449818578,883359.4819317185,971664.0710492675,1020256.6612246648
92131,CA,San Diego County,San Diego,725790.100630878,753363.2356563291,791530.5077892382,842171.7456768155,844286.5374630053,894002.6173572122,1089567.110140147,1371594.6444086726,1367367.952404369,1532650.9209169783,1564045.9286266274
95820,CA,Sacramento County,Sacramento,187502.25344200013,225406.1249807087,256536.23774021454,283120.74823871057,296192.7122592997,320248.00186747045,380753.5609146109,426141.9831042551,405849.15281902725,418030.6854419534,415970.83824618807
94124,CA,San Francisco County,San Francisco,688359.7273472087,771709.910815867,821888.9200833769,918926.6595803266,950121.5548457382,995421.9243515307,1017117.5584626608,1034354.195281501,930672.3302072338,925388.0380889239,925064.0205596039
92083,CA,San Diego County,Vista,383722.45848569646,415318.1324425133,448212.5726470019,475545.52108190535,494624.0098511284,526722.340325763,615979.2035149258,722964.429485175,735429.8756118197,801348.6792566968,808367.3839626138
91104,CA,Los Angeles County,Pasadena,626515.0971915765,643150.4933079319,709032.0285951942,806873.7667163481,822530.0658898923,872823.9797992687,1002892.4953562785,1133253.1674843181,1137961.885381304,1227031.3134978649,1260048.6593249708
94952,CA,Sonoma County,Petaluma,686926.0443157783,743157.3711503773,785316.2184273646,856845.7329417685,861538.7346738192,873921.1941176915,978504.6488259524,1081870.7306523628,1073001.7695676368,1092023.9602173402,1086621.8947965738
90277,CA,Los Angeles County,Redondo Beach,901951.5723896511,931873.8283232377,1025668.9985879795,1158074.8835378385,1195040.430251623,1224155.2413285573,1397589.6642694299,1616820.4770937795,1583008.6398746467,1651978.1349020998,1684004.0120252022
95901,CA,Yuba County,Marysville,186461.25967236934,205989.3044387724,229238.8409346929,252707.49633563767,270206.11025469383,290552.58272904914,343133.3488276474,386589.95861370704,376266.1765398685,388756.41767559416,393431.6439815014
94555,CA,Alameda County,Fremont,817474.3838594612,916197.3031575171,967884.9469490271,1118110.6624555455,1130833.4047743105,1114712.479667264,1278151.452239085,1487974.6419614565,1405738.3957168988,1570812.0059848763,1619161.0922193164
94040,CA,Santa Clara County,Mountain View,1712958.5197722341,1774267.9028788449,1801731.0557368733,2218931.1699802815,2194065.401224169,2183935.641484099,2423740.814640213,2790627.010826267,2634432.6278822026,2885212.251506796,2988889.0424687555
92058,CA,San Diego County,Oceanside,375395.7244081663,407480.10130258097,443737.3993648177,468298.1649739316,484122.4670993653,512204.87412509206,600191.3941881818,710094.5195632945,721359.8832332833,777225.9827918774,785755.4066015149
91205,CA,Los Angeles County,Glendale,461568.95692875964,483844.41947932326,533151.3140190298,617085.2467667698,648019.8534909575,674954.0243544603,761933.5632755103,847123.1304322508,854037.1814044119,881161.2273004426,903020.57507162
91001,CA,Los Angeles County,Altadena,641382.4327889784,662460.5984016847,726089.0022146702,819997.5087146492,853982.5180027843,901384.2277703593,1046638.4439716963,1195954.6279022878,1181075.0521231033,1271496.9239756123,1287384.9638219534
95121,CA,Santa Clara County,San Jose,642272.7403246124,682865.154560909,711100.2560436265,869326.2662431864,883949.6946852201,914386.9174360753,1064633.8818233518,1224049.6849503622,1188088.1059206137,1316723.5583740321,1358814.060482981
90020,CA,Los Angeles County,Los Angeles,500222.89901564625,524149.78865878884,570995.3489070941,645331.3544085006,674520.933662876,688478.1346589591,730470.4734171038,759941.4952990892,734936.0041174591,736552.424077066,737972.063231972
92869,CA,Orange County,Orange,592862.5698567643,615094.0484087666,667761.8666546297,720345.3118630155,724828.5026865074,760845.7681293222,876125.7555916534,1024968.5681529049,1045904.7872816616,1163765.1930474143,1223708.1123837184
95825,CA,Sacramento County,Sacramento,223385.74078080818,247740.4372536071,274914.48636705853,299535.2890808108,314157.7319742215,331628.93713413196,386461.7848754364,435531.4999613275,413662.7545772698,422160.3015277297,423301.0559963531
