,ZIP Code,< -$100,-$100 to -$50,-$50 to -$0,$0 to $50,$50 to $100,> $100,n_decrease,n_increase,ratio_inc_to_dec
577,93004,0,0,1,27,0,0,1,27,0.037037037037037035
578,93010,3,3,21,138,0,0,27,138,0.1956521739130435
579,93012,3,0,7,262,0,0,10,262,0.03816793893129771
580,93013,35,29,18,278,0,0,82,278,0.2949640287769784
581,93015,4,6,6,95,0,0,16,95,0.16842105263157894
582,93021,3,1,6,73,0,0,10,73,0.136986301369863
583,93022,3,2,6,66,0,0,11,66,0.16666666666666666
584,93023,16,27,23,304,0,0,66,304,0.21710526315789475
585,93030,0,0,1,19,0,0,1,19,0.05263157894736842
586,93033,1,0,0,15,0,0,1,15,0.06666666666666667
587,93035,17,1,5,419,0,0,23,419,0.05489260143198091
588,93036,0,0,1,113,0,0,1,113,0.008849557522123894
589,93040,1,0,0,27,0,0,1,27,0.037037037037037035
590,93041,0,0,0,39,0,0,0,39,0.0
591,93060,4,5,4,760,0,0,13,760,0.017105263157894738
592,93063,7,21,55,291,0,0,83,291,0.2852233676975945
593,93065,5,5,64,760,0,0,74,760,0.09736842105263158
594,93066,6,1,2,12,0,0,9,12,0.75
595,93067,0,0,0,6,0,0,0,6,0.0
596,93101,3,0,1,157,0,0,4,157,0.025477707006369428
597,93103,6,10,17,200,0,0,33,200,0.165
598,93105,3,4,5,176,1,0,12,177,0.06779661016949153
599,93108,58,17,31,672,0,0,106,672,0.15773809523809523
600,93109,0,0,1,23,0,0,1,23,0.043478260869565216
601,93110,1,2,3,122,0,0,6,122,0.04918032786885246
602,93111,0,0,0,103,0,0,0,103,0.0
603,93117,5,5,19,188,0,0,29,188,0.15425531914893617
604,93203,2,1,35,898,0,0,38,898,0.042316258351893093
608,93210,3,1,6,48,0,0,10,48,0.20833333333333334
609,93212,3,2,3,11,0,0,8,11,0.7272727272727273
610,93215,2,2,4,5,0,0,8,5,1.6
611,93219,2,7,21,19,0,0,30,19,1.5789473684210527
612,93221,3,2,5,20,0,0,10,20,0.5
613,93223,0,12,102,162,0,0,114,162,0.7037037037037037
615,93225,0,0,3,25,0,0,3,25,0.12
616,93230,5,1,1,37,0,0,7,37,0.1891891891891892
617,93234,0,0,1,4,0,0,1,4,0.25
618,93238,0,0,1,16,0,0,1,16,0.0625
620,93240,1,1,6,19,0,0,8,19,0.42105263157894735
621,93241,1,178,92,561,0,0,271,561,0.483065953654189
622,93242,2,4,5,37,0,0,11,37,0.2972972972972973
623,93243,1,0,3,4,0,0,4,4,1.0
625,93245,14,7,14,62,0,0,35,62,0.5645161290322581
626,93247,5,167,51,175,0,0,223,175,1.2742857142857142
627,93250,10,49,11,30,0,0,70,30,2.3333333333333335
629,93254,0,0,9,8,0,0,9,8,1.125
631,93256,17,14,13,5,0,0,44,5,8.8
632,93257,9,13,83,181,0,0,105,181,0.580110497237569
635,93265,1,0,0,36,0,0,1,36,0.027777777777777776
636,93266,1,2,2,2,0,0,5,2,2.5
637,93267,0,14,19,22,0,0,33,22,1.5
638,93268,3,1,4,7,0,0,8,7,1.1428571428571428
639,93270,5,2,1,6,0,0,8,6,1.3333333333333333
640,93271,0,1,1,53,0,0,2,53,0.03773584905660377
641,93272,3,1,3,4,0,0,7,4,1.75
642,93274,9,1,14,35,0,0,24,35,0.6857142857142857
643,93277,12,18,44,324,0,0,74,324,0.22839506172839505
644,93280,10,4,2,4,0,0,16,4,4.0
645,93283,3,4,15,11,0,0,22,11,2.0
646,93285,1,1,7,8,0,0,9,8,1.125
647,93286,6,9,28,112,0,0,43,112,0.38392857142857145
648,93291,61,98,248,1432,0,0,407,1432,0.2842178770949721
649,93292,30,78,131,957,0,0,239,957,0.2497387669801463
650,93301,0,0,1,18,0,0,1,18,0.05555555555555555
651,93304,0,0,0,27,0,0,0,27,0.0
652,93305,9,10,5,1,0,0,24,1,24.0
653,93306,0,0,10,13,0,0,10,13,0.7692307692307693
654,93307,4,50,45,99,0,0,99,99,1.0
655,93308,5,2,7,78,0,0,14,78,0.1794871794871795
656,93309,0,0,0,75,0,0,0,75,0.0
657,93311,0,0,4,133,0,0,4,133,0.03007518796992481
658,93312,1,0,0,113,0,0,1,113,0.008849557522123894
659,93313,1,1,4,37,0,0,6,37,0.16216216216216217
660,93314,0,0,0,84,0,0,0,84,0.0
661,93401,11,3,9,172,0,0,23,172,0.13372093023255813
662,93402,1,0,2,44,0,0,3,44,0.06818181818181818
663,93405,5,3,6,182,0,0,14,182,0.07692307692307693
664,93420,3,2,6,120,0,0,11,120,0.09166666666666666
665,93422,0,2,2,102,0,0,4,102,0.0392156862745098
666,93426,0,0,0,9,0,0,0,9,0.0
667,93427,1,1,1,12,0,0,3,12,0.25
668,93428,0,0,5,65,0,0,5,65,0.07692307692307693
669,93430,0,2,0,78,0,0,2,78,0.02564102564102564
671,93433,0,0,0,20,0,0,0,20,0.0
673,93436,3,3,6,64,0,0,12,64,0.1875
674,93440,0,0,0,16,0,0,0,16,0.0
675,93441,1,1,0,3,0,0,2,3,0.6666666666666666
676,93442,10,4,17,99,0,0,31,99,0.31313131313131315
677,93444,8,0,0,81,0,0,8,81,0.09876543209876543
678,93445,7,3,3,59,0,0,13,59,0.22033898305084745
679,93446,1,2,4,77,0,0,7,77,0.09090909090909091
680,93449,0,0,0,54,0,0,0,54,0.0
682,93451,0,1,1,8,0,0,2,8,0.25
683,93453,3,4,3,50,0,0,10,50,0.2
684,93454,3,1,9,96,0,0,13,96,0.13541666666666666
685,93455,4,1,4,50,0,0,9,50,0.18
686,93458,9,0,9,35,0,0,18,35,0.5142857142857142
687,93460,1,5,4,34,1,0,10,35,0.2857142857142857
688,93463,0,0,0,43,0,0,0,43,0.0
689,93465,1,0,0,28,0,0,1,28,0.03571428571428571
690,93501,1,8,34,50,0,0,43,50,0.86
691,93505,2,4,7,42,0,0,13,42,0.30952380952380953
692,93510,2,0,2,40,0,0,4,40,0.1
694,93514,1,0,4,81,0,0,5,81,0.06172839506172839
695,93516,1,0,12,21,0,0,13,21,0.6190476190476191
697,93518,0,0,1,5,0,0,1,5,0.2
699,93523,3,3,31,12,0,0,37,12,3.0833333333333335
700,93526,0,0,0,5,0,0,0,5,0.0
701,93527,6,3,3,16,0,0,12,16,0.75
702,93529,2,0,1,9,0,0,3,9,0.3333333333333333
704,93532,1,1,7,36,0,0,9,36,0.25
705,93534,0,0,0,14,0,0,0,14,0.0
706,93535,11,8,14,22,0,0,33,22,1.5
707,93536,2,5,11,71,0,0,18,71,0.2535211267605634
708,93543,1,0,0,5,0,0,1,5,0.2
709,93544,0,1,4,3,0,0,5,3,1.6666666666666667
711,93546,2,0,1,12,0,0,3,12,0.25
712,93550,2,6,8,19,0,0,16,19,0.8421052631578947
713,93551,0,0,0,75,0,0,0,75,0.0
715,93553,0,0,1,5,0,0,1,5,0.2
716,93555,15,14,24,70,0,0,53,70,0.7571428571428571
717,93560,18,63,188,199,0,0,269,199,1.3517587939698492
718,93561,6,7,15,71,0,0,28,71,0.39436619718309857
721,93591,2,4,3,6,0,0,9,6,1.5
725,93610,20,3,13,18,0,0,36,18,2.0
726,93611,2,0,0,41,0,0,2,41,0.04878048780487805
727,93612,0,0,1,10,0,0,1,10,0.1
728,93614,0,1,0,10,0,0,1,10,0.1
729,93615,2,33,10,45,0,0,45,45,1.0
730,93618,24,56,70,277,0,0,150,277,0.5415162454873647
731,93619,17,20,24,166,0,0,61,166,0.3674698795180723
732,93620,4,3,4,11,0,0,11,11,1.0
733,93622,13,55,67,53,0,0,135,53,2.547169811320755
734,93625,5,3,4,3,0,0,12,3,4.0
735,93626,0,0,0,10,0,0,0,10,0.0
738,93631,9,11,7,28,0,0,27,28,0.9642857142857143
739,93635,1,2,2,17,0,0,5,17,0.29411764705882354
740,93636,5,8,16,65,0,0,29,65,0.4461538461538462
741,93637,3,17,79,148,0,0,99,148,0.668918918918919
742,93638,8,6,23,100,0,0,37,100,0.37
743,93640,1,5,3,12,0,0,9,12,0.75
744,93644,2,0,0,18,0,0,2,18,0.1111111111111111
745,93646,8,2,11,34,0,0,21,34,0.6176470588235294
746,93647,0,4,3,15,0,0,7,15,0.4666666666666667
747,93648,2,0,1,2,0,0,3,2,1.5
750,93654,4,1,5,17,0,0,10,17,0.5882352941176471
751,93656,2,2,3,46,0,0,7,46,0.15217391304347827
752,93657,13,23,24,111,0,0,60,111,0.5405405405405406
759,93703,0,0,0,9,0,0,0,9,0.0
760,93704,0,0,0,23,0,0,0,23,0.0
762,93706,0,3,1,4,0,0,4,4,1.0
763,93710,0,0,0,12,0,0,0,12,0.0
764,93711,1,1,0,34,0,0,2,34,0.058823529411764705
765,93720,0,0,0,40,0,0,0,40,0.0
767,93722,0,0,0,23,0,0,0,23,0.0
768,93723,0,0,0,9,0,0,0,9,0.0
769,93725,0,0,3,6,0,0,3,6,0.5
770,93726,1,1,0,12,0,0,2,12,0.16666666666666666
771,93727,0,1,0,22,0,0,1,22,0.045454545454545456
772,93728,0,1,0,4,0,0,1,4,0.25
773,93730,1,1,0,22,0,0,2,22,0.09090909090909091
774,93737,1,0,1,6,0,0,2,6,0.3333333333333333
775,93901,0,0,9,58,0,0,9,58,0.15517241379310345
776,93905,2,0,2,33,0,0,4,33,0.12121212121212122
777,93906,11,7,2,39,0,0,20,39,0.5128205128205128
778,93907,2,2,3,42,0,0,7,42,0.16666666666666666
779,93908,5,4,2,93,0,0,11,93,0.11827956989247312
780,93920,3,0,0,8,0,0,3,8,0.375
781,93923,22,9,31,289,7,2,62,298,0.2080536912751678
782,93924,6,1,3,155,2,1,10,158,0.06329113924050633
783,93925,1,0,0,10,0,0,1,10,0.1
784,93926,0,0,2,7,0,0,2,7,0.2857142857142857
785,93927,0,1,2,13,0,0,3,13,0.23076923076923078
786,93930,1,1,0,22,0,0,2,22,0.09090909090909091
787,93933,4,1,2,27,0,0,7,27,0.25925925925925924
788,93940,0,0,11,42,0,0,11,42,0.2619047619047619
789,93950,0,0,7,24,0,0,7,24,0.2916666666666667
790,93953,0,1,27,27,0,0,28,27,1.037037037037037
791,93955,0,0,1,10,0,0,1,10,0.1
792,93960,2,1,0,7,0,0,3,7,0.42857142857142855
794,94002,1,1,6,36,0,0,8,36,0.2222222222222222
795,94005,0,0,0,6,0,0,0,6,0.0
796,94010,3,6,17,232,0,0,26,232,0.11206896551724138
798,94015,0,0,3,17,0,0,3,17,0.17647058823529413
799,94019,6,1,4,99,0,0,11,99,0.1111111111111111
800,94020,3,0,1,17,0,0,4,17,0.23529411764705882
802,94022,8,4,8,64,0,0,20,64,0.3125
803,94024,5,9,21,67,0,0,35,67,0.5223880597014925
804,94025,98,58,111,395,0,0,267,395,0.6759493670886076
805,94027,0,1,2,52,0,0,3,52,0.057692307692307696
806,94028,7,1,5,28,0,0,13,28,0.4642857142857143
807,94030,0,1,3,118,0,0,4,118,0.03389830508474576
808,94037,2,1,2,8,0,0,5,8,0.625
809,94038,1,1,2,14,0,0,4,14,0.2857142857142857
810,94040,3,4,12,65,0,0,19,65,0.2923076923076923
811,94041,0,2,1,11,0,0,3,11,0.2727272727272727
812,94043,2,4,43,72,0,0,49,72,0.6805555555555556
813,94044,6,4,12,254,0,0,22,254,0.08661417322834646
814,94060,1,0,0,52,1,1,1,54,0.018518518518518517
815,94061,0,0,2,32,0,0,2,32,0.0625
816,94062,2,3,12,64,0,0,17,64,0.265625
817,94063,3,1,1,161,0,0,5,161,0.031055900621118012
818,94065,0,0,0,62,0,0,0,62,0.0
819,94066,1,4,6,149,0,0,11,149,0.0738255033557047
820,94070,13,6,8,76,0,0,27,76,0.35526315789473684
821,94074,1,0,0,5,0,0,1,5,0.2
822,94080,1,8,17,85,0,0,26,85,0.3058823529411765
823,94085,22,7,9,25,0,0,38,25,1.52
824,94086,1,3,14,30,0,0,18,30,0.6
825,94087,2,3,9,59,0,0,14,59,0.23728813559322035
826,94089,59,23,20,35,0,0,102,35,2.914285714285714
829,94110,0,1,2,5,0,0,3,5,0.6
830,94112,0,0,0,8,0,0,0,8,0.0
831,94114,1,0,1,5,0,0,2,5,0.4
832,94115,0,0,0,12,0,0,0,12,0.0
833,94116,0,0,0,15,0,0,0,15,0.0
835,94118,0,0,1,7,0,0,1,7,0.14285714285714285
836,94121,0,1,1,5,0,0,2,5,0.4
837,94122,0,0,2,13,0,0,2,13,0.15384615384615385
838,94123,0,1,0,14,0,0,1,14,0.07142857142857142
840,94127,0,1,2,10,0,0,3,10,0.3
841,94131,0,0,3,4,0,0,3,4,0.75
844,94301,16,14,83,529,0,0,113,529,0.21361058601134217
845,94303,370,269,371,1199,0,0,1010,1199,0.8423686405337781
846,94304,0,0,2,3,0,0,2,3,0.6666666666666666
847,94306,1,5,7,128,0,0,13,128,0.1015625
848,94401,45,20,31,482,1,0,96,483,0.19875776397515527
849,94402,1,0,4,54,0,0,5,54,0.09259259259259259
850,94403,0,0,10,215,0,0,10,215,0.046511627906976744
851,94404,2,4,3,226,0,0,9,226,0.03982300884955752
852,94501,1,0,3,312,0,0,4,312,0.01282051282051282
853,94502,0,2,3,508,0,0,5,508,0.00984251968503937
854,94503,0,0,1,15,0,0,1,15,0.06666666666666667
855,94505,0,0,1,72,0,0,1,72,0.013888888888888888
856,94506,2,4,2,32,0,0,8,32,0.25
857,94507,9,7,10,55,0,0,26,55,0.4727272727272727
859,94509,15,3,3,42,0,0,21,42,0.5
860,94510,0,0,3,26,0,0,3,26,0.11538461538461539
861,94511,61,54,52,74,0,0,167,74,2.2567567567567566
862,94513,4,3,3,60,0,0,10,60,0.16666666666666666
863,94514,0,0,1,20,0,0,1,20,0.05
864,94515,2,0,1,71,2,0,3,73,0.0410958904109589
865,94517,1,3,1,50,0,0,5,50,0.1
866,94518,7,9,37,49,0,0,53,49,1.0816326530612246
867,94519,2,2,5,51,0,0,9,51,0.17647058823529413
868,94520,0,0,1,13,0,0,1,13,0.07692307692307693
869,94521,12,20,13,73,0,0,45,73,0.6164383561643836
870,94523,35,6,27,215,0,0,68,215,0.31627906976744186
872,94526,3,3,5,93,0,0,11,93,0.11827956989247312
873,94528,1,0,0,10,0,0,1,10,0.1
874,94530,8,1,7,22,0,0,16,22,0.7272727272727273
875,94531,0,0,4,8,0,0,4,8,0.5
876,94533,0,5,16,81,0,0,21,81,0.25925925925925924
877,94534,12,6,24,140,0,0,42,140,0.3
878,94536,0,0,3,44,0,0,3,44,0.06818181818181818
879,94538,51,15,30,40,0,0,96,40,2.4
880,94539,1,0,0,29,0,0,1,29,0.034482758620689655
881,94541,6,10,20,74,0,0,36,74,0.4864864864864865
882,94542,0,0,4,2,0,0,4,2,2.0
883,94544,15,27,23,50,0,0,65,50,1.3
884,94545,1,0,2,26,0,0,3,26,0.11538461538461539
885,94546,27,13,9,94,0,0,49,94,0.5212765957446809
886,94547,0,0,1,13,0,0,1,13,0.07692307692307693
888,94549,1,5,5,119,1,0,11,120,0.09166666666666666
889,94550,0,0,0,47,0,0,0,47,0.0
890,94551,2,0,0,25,0,0,2,25,0.08
891,94552,0,0,3,5,0,0,3,5,0.6
892,94553,10,16,67,312,0,0,93,312,0.2980769230769231
893,94555,1,0,0,27,0,0,1,27,0.037037037037037035
894,94556,0,0,3,35,0,0,3,35,0.08571428571428572
895,94558,24,23,37,392,2,2,84,396,0.21212121212121213
896,94559,17,11,19,222,0,0,47,222,0.21171171171171171
897,94560,7,7,8,36,0,0,22,36,0.6111111111111112
898,94561,37,28,29,138,0,0,94,138,0.6811594202898551
899,94563,8,2,4,64,0,0,14,64,0.21875
900,94564,0,0,0,12,0,0,0,12,0.0
901,94565,4,0,3,55,0,0,7,55,0.12727272727272726
902,94566,1,1,0,48,0,0,2,48,0.041666666666666664
904,94568,5,1,3,32,0,0,9,32,0.28125
905,94569,5,3,1,5,0,0,9,5,1.8
906,94571,14,6,12,53,0,0,32,53,0.6037735849056604
907,94572,13,12,13,17,0,0,38,17,2.235294117647059
908,94574,15,6,4,96,1,0,25,97,0.25773195876288657
909,94577,3,1,10,249,0,0,14,249,0.05622489959839357
910,94578,2,0,23,33,0,0,25,33,0.7575757575757576
911,94579,137,80,62,235,0,0,279,235,1.1872340425531915
912,94580,10,34,144,365,0,0,188,365,0.5150684931506849
913,94582,0,0,1,8,0,0,1,8,0.125
914,94583,6,1,5,35,0,0,12,35,0.34285714285714286
915,94585,19,11,18,258,0,0,48,258,0.18604651162790697
917,94587,9,4,8,60,0,0,21,60,0.35
918,94588,0,3,4,48,0,0,7,48,0.14583333333333334
919,94589,1,1,0,20,0,0,2,20,0.1
920,94590,19,2,8,44,0,0,29,44,0.6590909090909091
921,94591,26,21,11,134,0,0,58,134,0.43283582089552236
923,94595,1,3,1,126,0,0,5,126,0.03968253968253968
924,94596,15,7,11,77,0,0,33,77,0.42857142857142855
925,94597,7,3,1,25,0,0,11,25,0.44
926,94598,1,2,0,40,0,0,3,40,0.075
927,94599,2,1,1,29,0,0,4,29,0.13793103448275862
928,94601,7,2,0,18,0,0,9,18,0.5
929,94602,5,0,6,25,0,0,11,25,0.44
930,94603,2,1,0,9,0,0,3,9,0.3333333333333333
931,94605,4,1,2,20,0,0,7,20,0.35
933,94607,0,0,0,8,0,0,0,8,0.0
934,94608,1,0,3,9,0,0,4,9,0.4444444444444444
935,94609,0,0,0,8,0,0,0,8,0.0
936,94610,0,0,2,16,0,0,2,16,0.125
937,94611,16,4,21,52,0,0,41,52,0.7884615384615384
939,94618,0,0,2,21,0,0,2,21,0.09523809523809523
940,94619,3,0,0,16,0,0,3,16,0.1875
941,94621,0,3,0,6,0,0,3,6,0.5
942,94702,0,0,0,11,0,0,0,11,0.0
943,94703,0,0,2,6,0,0,2,6,0.3333333333333333
944,94705,0,0,1,16,0,0,1,16,0.0625
945,94706,2,10,5,20,0,0,17,20,0.85
946,94707,1,1,9,13,0,0,11,13,0.8461538461538461
947,94708,0,0,10,19,0,0,10,19,0.5263157894736842
949,94801,4,2,4,53,0,0,10,53,0.18867924528301888
950,94803,3,1,3,56,0,0,7,56,0.125
951,94804,1,0,1,17,0,0,2,17,0.11764705882352941
952,94805,1,0,0,4,0,0,1,4,0.25
953,94806,34,43,63,86,0,0,140,86,1.627906976744186
954,94901,22,13,24,552,0,0,59,552,0.1068840579710145
955,94903,21,12,21,304,0,0,54,304,0.17763157894736842
956,94904,12,2,5,195,1,0,19,196,0.09693877551020408
957,94920,29,7,15,298,4,0,51,302,0.16887417218543047
959,94923,1,0,0,12,0,0,1,12,0.08333333333333333
960,94924,0,0,1,13,1,0,1,14,0.07142857142857142
961,94925,36,29,69,304,0,0,134,304,0.4407894736842105
962,94928,0,0,2,36,0,0,2,36,0.05555555555555555
964,94930,1,1,6,133,0,0,8,133,0.06015037593984962
965,94931,0,0,0,59,0,0,0,59,0.0
966,94933,1,1,0,8,0,0,2,8,0.25
967,94937,2,2,1,14,0,0,5,14,0.35714285714285715
968,94938,0,2,0,9,0,0,2,9,0.2222222222222222
969,94939,4,4,5,206,0,0,13,206,0.06310679611650485
970,94940,5,2,0,4,0,0,7,4,1.75
971,94941,39,23,56,461,0,0,118,461,0.2559652928416486
972,94945,5,1,8,203,0,0,14,203,0.06896551724137931
973,94946,0,0,0,19,0,0,0,19,0.0
974,94947,28,11,25,483,0,0,64,483,0.13250517598343686
975,94949,17,14,18,356,0,0,49,356,0.13764044943820225
976,94951,0,0,0,9,0,0,0,9,0.0
977,94952,4,2,5,138,0,0,11,138,0.07971014492753623
978,94954,0,0,0,75,0,0,0,75,0.0
979,94956,2,2,3,17,0,0,7,17,0.4117647058823529
980,94957,4,0,4,93,1,0,8,94,0.0851063829787234
981,94960,13,4,13,352,1,0,30,353,0.08498583569405099
982,94963,0,0,0,22,0,0,0,22,0.0
983,94965,3,0,5,23,0,0,8,23,0.34782608695652173
984,94970,21,1,2,167,2,1,24,170,0.1411764705882353
986,94973,0,0,0,6,0,0,0,6,0.0
987,95002,11,5,5,98,0,0,21,98,0.21428571428571427
988,95003,63,3,17,123,0,0,83,123,0.6747967479674797
990,95005,1,2,1,91,4,0,4,95,0.042105263157894736
991,95006,8,3,1,158,1,0,12,159,0.07547169811320754
992,95008,4,0,2,27,0,0,6,27,0.2222222222222222
993,95010,9,3,5,28,1,0,17,29,0.5862068965517241
994,95012,4,3,4,10,0,0,11,10,1.1
995,95014,7,1,5,50,0,0,13,50,0.26
996,95017,1,0,0,4,0,0,1,4,0.25
997,95018,2,4,0,112,1,0,6,113,0.05309734513274336
999,95020,20,19,25,82,0,0,64,82,0.7804878048780488
1000,95023,4,4,11,67,0,0,19,67,0.2835820895522388
1001,95030,4,0,13,31,0,0,17,31,0.5483870967741935
1002,95032,1,6,4,44,0,0,11,44,0.25
1003,95033,3,1,5,5,0,0,9,5,1.8
1004,95035,29,23,75,739,0,0,127,739,0.17185385656292287
1005,95037,32,38,26,229,0,0,96,229,0.4192139737991266
1006,95039,0,0,2,8,0,0,2,8,0.25
1007,95043,2,0,0,5,0,0,2,5,0.4
1008,95045,1,2,4,20,0,0,7,20,0.35
1009,95046,12,7,15,71,0,0,34,71,0.4788732394366197
1010,95050,1,1,1,140,0,0,3,140,0.02142857142857143
1011,95051,3,1,30,156,0,0,34,156,0.21794871794871795
1012,95054,0,0,1,37,0,0,1,37,0.02702702702702703
1013,95060,3,2,7,439,0,0,12,439,0.02733485193621868
1014,95062,5,1,8,63,0,0,14,63,0.2222222222222222
1015,95065,0,0,3,20,1,0,3,21,0.14285714285714285
1016,95066,1,0,1,33,0,0,2,33,0.06060606060606061
1017,95070,4,1,5,65,0,0,10,65,0.15384615384615385
1018,95073,3,3,4,51,0,0,10,51,0.19607843137254902
1019,95076,124,83,135,476,0,0,342,476,0.7184873949579832
1020,95110,6,4,12,239,0,0,22,239,0.09205020920502092
1021,95111,3,2,0,1,0,0,5,1,5.0
1022,95112,4,11,8,73,0,0,23,73,0.3150684931506849
1024,95116,22,14,123,758,0,0,159,758,0.20976253298153033
1025,95117,1,5,27,47,0,0,33,47,0.7021276595744681
1026,95118,11,21,78,186,0,0,110,186,0.5913978494623656
1027,95120,24,18,29,297,0,0,71,297,0.23905723905723905
1028,95121,0,0,1,12,0,0,1,12,0.08333333333333333
1029,95122,3,1,28,66,0,0,32,66,0.48484848484848486
1030,95123,3,3,1,5,0,0,7,5,1.4
1031,95124,1,5,1,2,0,0,7,2,3.5
1032,95125,34,36,110,1107,0,0,180,1107,0.16260162601626016
1033,95126,0,0,2,4,0,0,2,4,0.5
1034,95127,4,26,132,153,0,0,162,153,1.0588235294117647
1036,95129,1,0,1,7,0,0,2,7,0.2857142857142857
1038,95131,1,0,20,39,0,0,21,39,0.5384615384615384
1039,95132,23,22,82,171,0,0,127,171,0.7426900584795322
1040,95133,3,6,17,128,0,0,26,128,0.203125
1041,95134,1,0,1,73,0,0,2,73,0.0273972602739726
1043,95136,1,0,3,3,0,0,4,3,1.3333333333333333
1046,95148,0,2,2,80,0,0,4,80,0.05
1048,95203,4,7,4,149,0,0,15,149,0.10067114093959731
1049,95204,156,86,101,1663,0,0,343,1663,0.20625375826819
1050,95205,0,1,0,34,0,0,1,34,0.029411764705882353
1051,95206,31,22,25,271,0,0,78,271,0.2878228782287823
1052,95207,0,0,21,215,0,0,21,215,0.09767441860465116
1053,95209,1,1,5,247,0,0,7,247,0.02834008097165992
1054,95210,0,0,15,53,0,0,15,53,0.2830188679245283
1055,95212,1,0,6,87,0,0,7,87,0.08045977011494253
1056,95215,6,8,20,78,0,0,34,78,0.4358974358974359
1057,95219,1,2,51,781,0,0,54,781,0.06914212548015365
1058,95220,0,2,2,41,0,0,4,41,0.0975609756097561
1059,95222,0,0,0,15,0,0,0,15,0.0
1060,95223,2,1,5,17,0,0,8,17,0.47058823529411764
1061,95228,0,3,0,26,0,0,3,26,0.11538461538461539
1062,95230,0,1,1,12,0,0,2,12,0.16666666666666666
1063,95231,0,1,4,10,0,0,5,10,0.5
1064,95236,1,0,5,10,0,0,6,10,0.6
1066,95240,3,10,8,130,0,0,21,130,0.16153846153846155
1067,95242,54,17,29,188,0,0,100,188,0.5319148936170213
1070,95247,0,1,0,8,0,0,1,8,0.125
1071,95249,0,0,1,7,0,0,1,7,0.14285714285714285
1072,95252,1,1,2,61,0,0,4,61,0.06557377049180328
1073,95255,0,2,0,4,0,0,2,4,0.5
1074,95258,1,0,0,70,0,0,1,70,0.014285714285714285
1075,95301,12,6,13,59,0,0,31,59,0.5254237288135594
1077,95304,87,24,24,58,0,0,135,58,2.3275862068965516
1078,95307,0,0,0,10,0,0,0,10,0.0
1080,95313,3,2,3,3,0,0,8,3,2.6666666666666665
1082,95316,0,0,0,5,0,0,0,5,0.0
1083,95317,5,2,2,2,0,0,9,2,4.5
1084,95320,2,1,5,12,0,0,8,12,0.6666666666666666
1086,95322,3,3,0,1,0,0,6,1,6.0
1087,95324,11,5,11,12,0,0,27,12,2.25
1091,95330,2,0,3,145,0,0,5,145,0.034482758620689655
1092,95333,1,4,14,49,0,0,19,49,0.3877551020408163
1095,95336,1,0,3,76,0,0,4,76,0.05263157894736842
1096,95337,25,6,28,182,0,0,59,182,0.3241758241758242
1097,95340,26,157,219,998,0,0,402,998,0.4028056112224449
1098,95341,31,68,148,1362,0,0,247,1362,0.18135095447870778
1099,95348,21,24,35,600,0,0,80,600,0.13333333333333333
1100,95350,0,0,0,17,0,0,0,17,0.0
1101,95351,8,23,11,90,0,0,42,90,0.4666666666666667
1102,95354,8,3,5,27,0,0,16,27,0.5925925925925926
1103,95355,2,0,1,44,0,0,3,44,0.06818181818181818
1104,95356,0,0,6,29,0,0,6,29,0.20689655172413793
1105,95357,1,0,0,9,0,0,1,9,0.1111111111111111
1106,95358,11,3,13,62,0,0,27,62,0.43548387096774194
1107,95360,2,26,26,86,0,0,54,86,0.627906976744186
1108,95361,0,1,1,28,0,0,2,28,0.07142857142857142
1109,95363,2,95,21,92,0,0,118,92,1.2826086956521738
1110,95365,4,37,31,156,0,0,72,156,0.46153846153846156
1111,95366,0,0,3,41,0,0,3,41,0.07317073170731707
1112,95367,0,0,0,21,0,0,0,21,0.0
1113,95368,0,0,0,10,0,0,0,10,0.0
1114,95369,0,0,0,9,0,0,0,9,0.0
1115,95370,2,0,1,31,0,0,3,31,0.0967741935483871
1116,95374,5,3,10,14,0,0,18,14,1.2857142857142858
1117,95376,0,0,0,40,0,0,0,40,0.0
1118,95377,0,0,0,15,0,0,0,15,0.0
1120,95380,2,0,4,13,0,0,6,13,0.46153846153846156
1121,95382,0,0,0,20,0,0,0,20,0.0
1124,95386,1,0,0,8,0,0,1,8,0.125
1126,95391,2,0,1,12,0,0,3,12,0.25
1127,95401,3,0,0,36,0,0,3,36,0.08333333333333333
1128,95403,0,0,0,25,0,0,0,25,0.0
1129,95404,1,0,1,35,0,0,2,35,0.05714285714285714
1130,95405,0,0,0,24,0,0,0,24,0.0
1131,95407,2,3,1,46,0,0,6,46,0.13043478260869565
1132,95409,0,0,0,44,0,0,0,44,0.0
1135,95421,3,2,0,68,0,0,5,68,0.07352941176470588
1136,95422,6,3,14,198,1,0,23,199,0.11557788944723618
1137,95423,8,5,10,238,1,0,23,239,0.09623430962343096
1138,95425,10,3,5,55,0,0,18,55,0.32727272727272727
1141,95436,5,8,2,157,2,0,15,159,0.09433962264150944
1142,95437,0,0,0,12,0,0,0,12,0.0
1144,95441,4,0,2,24,0,0,6,24,0.25
1145,95442,0,0,0,41,0,0,0,41,0.0
1148,95445,1,0,0,4,0,0,1,4,0.25
1149,95446,30,1,15,570,2,0,46,572,0.08041958041958042
1150,95448,0,0,1,158,0,0,1,158,0.006329113924050633
1151,95449,2,1,3,51,0,0,6,51,0.11764705882352941
1152,95450,1,0,1,14,0,0,2,14,0.14285714285714285
1153,95451,2,1,6,114,0,0,9,114,0.07894736842105263
