,ZIP Code,Voluntary Market Units,FAIR Plan Units,Total Ins Units,Pct Market,Pct FAIR
198,91316,5270,145,5415,0.9732225300092336,0.02677746999076639
199,91320,12184,124,12308,0.9899252518687033,0.010074748131296718
200,91321,4851,213,5064,0.9579383886255924,0.04206161137440758
201,91324,5039,58,5097,0.9886207573082205,0.011379242691779479
202,91325,5827,94,5921,0.9841243033271407,0.015875696672859315
203,91326,10554,150,10704,0.9859865470852018,0.014013452914798207
204,91331,13527,858,14385,0.940354535974974,0.05964546402502607
205,91335,11974,336,12310,0.9727051177904142,0.027294882209585702
206,91340,5483,331,5814,0.9430684554523564,0.05693154454764362
207,91342,16006,952,16958,0.9438613043991037,0.056138695600896335
208,91343,8904,185,9089,0.9796457256023765,0.020354274397623502
209,91344,13608,287,13895,0.979345088161209,0.02065491183879093
210,91345,4070,98,4168,0.9764875239923224,0.023512476007677544
211,91350,10971,189,11160,0.9830645161290322,0.016935483870967744
212,91351,7427,144,7571,0.9809800554748382,0.0190199445251618
213,91352,7105,546,7651,0.9286367795059469,0.07136322049405307
214,91354,8372,49,8421,0.9941812136325852,0.005818786367414797
215,91355,7152,7,7159,0.9990222098058388,0.0009777901941611957
216,91356,5582,229,5811,0.9605919807262089,0.03940801927379108
217,91360,10590,72,10662,0.9932470455824424,0.006752954417557681
218,91361,5384,417,5801,0.9281158420961904,0.07188415790380968
219,91362,8815,152,8967,0.9830489572878331,0.016951042712166835
220,91364,7923,351,8274,0.957577955039884,0.04242204496011603
221,91367,8353,115,8468,0.9864194615021257,0.01358053849787435
222,91377,3392,70,3462,0.9797804737146159,0.020219526285384173
223,91381,4342,121,4463,0.9728881917992381,0.027111808200761818
224,91384,5073,854,5927,0.8559136156571622,0.14408638434283785
225,91387,7409,481,7890,0.9390367553865653,0.060963244613434726
226,91390,4571,750,5321,0.8590490509302763,0.14095094906972375
227,91401,5845,124,5969,0.9792260010051935,0.0207739989948065
228,91402,5701,241,5942,0.9594412655671491,0.04055873443285089
229,91403,4147,341,4488,0.9240196078431373,0.07598039215686274
230,91405,4822,160,4982,0.9678843837816138,0.03211561621838619
231,91406,8265,180,8445,0.9786856127886323,0.021314387211367674
232,91411,2578,59,2637,0.9776260902540767,0.022373909745923397
233,91423,5051,453,5504,0.9176962209302325,0.08230377906976744
234,91436,4632,214,4846,0.9558398679323153,0.04416013206768469
235,91501,2761,144,2905,0.9504302925989673,0.049569707401032705
236,91502,508,13,521,0.9750479846449136,0.02495201535508637
237,91504,4982,138,5120,0.973046875,0.026953125
238,91505,7801,93,7894,0.9882189004307068,0.011781099569293133
239,91506,5099,48,5147,0.9906741791334758,0.00932582086652419
240,91601,3869,177,4046,0.9562530894710826,0.04374691052891745
241,91602,2537,30,2567,0.9883132060771328,0.01168679392286716
242,91604,5568,527,6095,0.9135356849876949,0.08646431501230517
243,91605,7114,298,7412,0.95979492714517,0.04020507285483001
244,91606,5771,264,6035,0.9562551781275891,0.04374482187241094
245,91607,4099,34,4133,0.9917735301233971,0.008226469876602952
246,91701,11164,56,11220,0.9950089126559715,0.004991087344028521
247,91702,9554,286,9840,0.9709349593495935,0.029065040650406503
248,91706,11803,494,12297,0.9598276002276979,0.040172399772302185
249,91708,2801,7,2808,0.9975071225071225,0.002492877492877493
250,91709,19148,685,19833,0.9654616043967126,0.03453839560328745
251,91710,17507,74,17581,0.9957909106421705,0.004209089357829475
252,91711,8317,103,8420,0.9877672209026128,0.012232779097387174
253,91722,7470,110,7580,0.9854881266490765,0.014511873350923483
254,91723,3267,34,3301,0.9897000908815511,0.010299909118448955
255,91724,5766,109,5875,0.9814468085106383,0.0185531914893617
256,91730,11019,35,11054,0.9968337253482902,0.0031662746517097883
257,91731,3907,182,4089,0.9554903399364147,0.04450966006358523
258,91732,8634,318,8952,0.9644772117962467,0.035522788203753354
259,91733,5688,298,5986,0.9502171734046108,0.04978282659538924
260,91737,6278,98,6376,0.9846298619824341,0.015370138017565873
261,91739,9062,82,9144,0.9910323709536308,0.008967629046369203
262,91740,5808,66,5874,0.9887640449438202,0.011235955056179775
263,91741,7463,212,7675,0.9723778501628665,0.027622149837133552
264,91744,13622,615,14237,0.9568026971974433,0.043197302802556715
265,91745,12692,354,13046,0.9728652460524299,0.027134753947570138
266,91746,5292,221,5513,0.9599129330672955,0.040087066932704515
267,91748,9442,182,9624,0.9810889443059019,0.018911055694098088
268,91750,9359,150,9509,0.9842254706067936,0.015774529393206435
269,91752,7497,75,7572,0.9900950871632329,0.009904912836767036
270,91754,7106,111,7217,0.9846196480532077,0.015380351946792296
271,91755,4779,63,4842,0.9869888475836431,0.013011152416356878
272,91759,130,112,242,0.5371900826446281,0.4628099173553719
273,91761,13202,80,13282,0.993976810721277,0.006023189278723084
274,91762,11698,85,11783,0.9927862174318934,0.007213782568106594
275,91763,6345,48,6393,0.992491787893008,0.007508212106992022
276,91764,8481,88,8569,0.9897304236200257,0.010269576379974325
277,91765,10614,455,11069,0.9588942090523083,0.041105790947691755
278,91766,11606,437,12043,0.9637133604583575,0.03628663954164245
279,91767,8578,224,8802,0.9745512383549193,0.025448761645080663
280,91768,5273,196,5469,0.9641616383251052,0.03583836167489486
281,91770,12130,323,12453,0.9740624749056452,0.025937525094354773
282,91773,8053,180,8233,0.9781367666707154,0.021863233329284585
283,91775,6282,46,6328,0.9927307206068268,0.007269279393173199
284,91776,5932,144,6076,0.9763001974983542,0.02369980250164582
285,91780,8789,94,8883,0.9894179894179894,0.010582010582010581
286,91784,8642,78,8720,0.9910550458715597,0.008944954128440367
287,91786,9492,53,9545,0.994447354635935,0.005552645364064955
288,91789,11210,169,11379,0.9851480797961156,0.014851920203884348
289,91790,9368,152,9520,0.9840336134453781,0.015966386554621848
290,91791,6905,108,7013,0.9846000285184657,0.015399971481534293
291,91792,5161,65,5226,0.9875621890547264,0.012437810945273632
292,91801,7654,194,7848,0.9752803261977574,0.02471967380224261
293,91803,6269,148,6417,0.97693626305127,0.023063736948729936
294,91901,3341,1558,4899,0.6819759134517248,0.31802408654827513
295,91902,4867,22,4889,0.995500102270403,0.004499897729597055
296,91905,395,109,504,0.7837301587301587,0.21626984126984128
297,91906,733,214,947,0.7740232312565998,0.22597676874340022
298,91910,13616,16,13632,0.9988262910798122,0.0011737089201877935
299,91911,13568,18,13586,0.9986751067275136,0.001324893272486383
300,91913,10745,10,10755,0.99907019990702,0.0009298000929800093
301,91914,4022,28,4050,0.9930864197530864,0.006913580246913581
302,91915,5938,8,5946,0.9986545576858392,0.0013454423141607804
303,91916,349,275,624,0.5592948717948718,0.4407051282051282
304,91917,113,60,173,0.653179190751445,0.3468208092485549
305,91931,45,53,98,0.45918367346938777,0.5408163265306123
306,91932,4732,11,4743,0.9976807927472064,0.0023192072527935905
307,91934,191,17,208,0.9182692307692307,0.08173076923076923
308,91935,1789,894,2683,0.6667909057025717,0.33320909429742823
309,91941,9268,20,9288,0.9978466838931955,0.002153316106804479
310,91942,7211,3,7214,0.9995841419462157,0.0004158580537843083
311,91945,6324,14,6338,0.9977911012937836,0.002208898706216472
312,91948,66,81,147,0.4489795918367347,0.5510204081632653
313,91950,7767,26,7793,0.9966636725266265,0.0033363274733735405
314,91962,528,228,756,0.6984126984126984,0.30158730158730157
315,91963,110,53,163,0.6748466257668712,0.32515337423312884
316,91977,12583,59,12642,0.9953330169277013,0.0046669830722986866
317,91978,2146,81,2227,0.9636281993713516,0.03637180062864841
319,92003,1358,67,1425,0.9529824561403509,0.047017543859649125
320,92004,1963,21,1984,0.9894153225806451,0.010584677419354838
321,92007,3275,2,3277,0.9993896856881294,0.0006103143118706134
322,92008,6526,19,6545,0.9970970206264324,0.0029029793735676087
323,92009,11498,47,11545,0.9959289735816371,0.004071026418362928
324,92010,4523,9,4532,0.9980141218005296,0.0019858781994704323
325,92011,6428,10,6438,0.9984467225846536,0.0015532774153463808
326,92014,4336,27,4363,0.993811597524639,0.00618840247536099
327,92019,9747,266,10013,0.9734345351043643,0.026565464895635674
328,92020,9602,12,9614,0.9987518202621177,0.001248179737882255
329,92021,12064,323,12387,0.9739242754500687,0.02607572454993138
330,92024,14238,79,14317,0.9944820842355242,0.005517915764475798
331,92025,7840,119,7959,0.9850483729111698,0.014951627088830254
332,92026,11748,712,12460,0.9428571428571428,0.05714285714285714
333,92027,11352,217,11569,0.9812429769210822,0.018757023078917797
334,92028,13479,878,14357,0.9388451626384342,0.06115483736156579
335,92029,6142,336,6478,0.9481321395492436,0.051867860450756406
336,92036,1036,724,1760,0.5886363636363636,0.4113636363636364
337,92037,9869,63,9932,0.9936568666935159,0.0063431333064840915
338,92040,10143,297,10440,0.971551724137931,0.028448275862068967
339,92054,8263,11,8274,0.9986705342035291,0.0013294657964708727
340,92056,15202,18,15220,0.9988173455978975,0.0011826544021024967
341,92057,14251,36,14287,0.9974802267795898,0.002519773220410163
342,92058,4133,13,4146,0.9968644476603956,0.003135552339604438
343,92059,86,71,157,0.5477707006369427,0.45222929936305734
344,92060,80,89,169,0.47337278106508873,0.5266272189349113
345,92061,539,85,624,0.8637820512820513,0.1362179487179487
346,92064,12660,247,12907,0.9808630975439684,0.01913690245603161
347,92065,8584,1472,10056,0.8536197295147175,0.14638027048528243
348,92066,154,22,176,0.875,0.125
349,92067,2658,218,2876,0.9242002781641169,0.07579972183588317
350,92069,9691,153,9844,0.984457537586347,0.015542462413652987
351,92070,177,101,278,0.6366906474820144,0.36330935251798563
352,92071,13528,62,13590,0.9954378219278881,0.004562178072111847
353,92075,3076,4,3080,0.9987012987012988,0.0012987012987012987
354,92078,11716,201,11917,0.9831333389275825,0.016866661072417556
355,92081,6451,14,6465,0.9978344934261407,0.002165506573859242
356,92082,5034,836,5870,0.8575809199318569,0.1424190800681431
357,92083,6435,14,6449,0.9978291207939215,0.0021708792060784617
358,92084,10050,348,10398,0.966532025389498,0.03346797461050202
359,92086,292,292,584,0.5,0.5
360,92091,815,13,828,0.9842995169082126,0.01570048309178744
361,92101,1931,29,1960,0.985204081632653,0.01479591836734694
362,92102,6736,232,6968,0.9667049368541906,0.03329506314580941
363,92103,5903,63,5966,0.9894401609118337,0.010559839088166276
364,92104,8530,72,8602,0.9916298535224366,0.008370146477563357
365,92105,9716,216,9932,0.9782521143777688,0.02174788562223117
366,92106,5328,12,5340,0.9977528089887641,0.0022471910112359553
367,92107,7016,41,7057,0.9941901657928298,0.005809834207170185
368,92108,1253,2,1255,0.998406374501992,0.0015936254980079682
369,92109,9132,36,9168,0.9960732984293194,0.003926701570680628
370,92110,4151,24,4175,0.994251497005988,0.005748502994011976
371,92111,8561,23,8584,0.9973205964585274,0.002679403541472507
372,92113,6574,279,6853,0.9592879031081278,0.04071209689187217
373,92114,14783,100,14883,0.9932809245447827,0.006719075455217362
374,92115,10265,47,10312,0.9954422032583398,0.004557796741660201
375,92116,7035,91,7126,0.9872298624754421,0.012770137524557957
376,92117,13846,29,13875,0.9979099099099099,0.00209009009009009
377,92118,4796,3,4799,0.9993748697645343,0.000625130235465722
378,92119,6495,30,6525,0.9954022988505747,0.004597701149425287
379,92120,8428,63,8491,0.9925803792250618,0.00741962077493817
380,92121,788,11,799,0.986232790988736,0.01376720901126408
381,92122,5464,8,5472,0.9985380116959064,0.0014619883040935672
382,92123,5055,9,5064,0.9982227488151659,0.0017772511848341231
383,92124,4618,33,4651,0.9929047516663083,0.0070952483336916795
384,92126,14634,57,14691,0.9961200735143966,0.003879926485603431
385,92127,11405,85,11490,0.9926022628372497,0.0073977371627502175
386,92128,11242,51,11293,0.9954839280970512,0.00451607190294873
387,92129,12861,210,13071,0.9839338994721138,0.01606610052788616
388,92130,13126,91,13217,0.9931149277445714,0.006885072255428615
389,92131,8723,352,9075,0.9612121212121212,0.03878787878787879
390,92139,6301,20,6321,0.9968359436797976,0.0031640563202024997
391,92154,12995,31,13026,0.9976201443267312,0.002379855673268847
392,92173,2435,20,2455,0.9918533604887984,0.008146639511201629
393,92201,14862,24,14886,0.9983877468762595,0.0016122531237404273
394,92203,11928,9,11937,0.9992460417190249,0.0007539582809751194
395,92210,3295,4,3299,0.9987875113670809,0.0012124886329190664
396,92211,10949,2,10951,0.9998173682768697,0.00018263172313030774
397,92220,9549,233,9782,0.9761807401349417,0.02381925986505827
398,92223,17741,360,18101,0.9801115960444174,0.019888403955582563
399,92225,4384,23,4407,0.9947810301792602,0.005218969820739733
400,92227,5277,23,5300,0.9956603773584906,0.004339622641509434
401,92230,542,29,571,0.9492119089316988,0.050788091068301226
402,92231,6545,105,6650,0.9842105263157894,0.015789473684210527
403,92233,635,4,639,0.9937402190923318,0.006259780907668232
404,92234,14314,21,14335,0.998535054063481,0.0014649459365190093
405,92236,6967,15,6982,0.9978516184474363,0.002148381552563735
406,92239,149,0,149,1.0,0.0
407,92240,10438,52,10490,0.9950428979980934,0.004957102001906578
408,92241,3522,20,3542,0.9943534726143421,0.00564652738565782
409,92242,1162,6,1168,0.9948630136986302,0.005136986301369863
410,92243,8723,84,8807,0.9904621323946861,0.009537867605313955
411,92249,1286,4,1290,0.9968992248062015,0.0031007751937984496
412,92250,1493,11,1504,0.992686170212766,0.007313829787234043
413,92251,6046,15,6061,0.9975251608645438,0.0024748391354561953
414,92252,3789,45,3834,0.9882629107981221,0.011737089201877934
415,92253,17410,10,17420,0.9994259471871412,0.000574052812858783
416,92254,1336,7,1343,0.9947877885331348,0.0052122114668652275
417,92256,1477,40,1517,0.97363216875412,0.026367831245880026
418,92257,522,3,525,0.9942857142857143,0.005714285714285714
419,92258,114,2,116,0.9827586206896551,0.017241379310344827
420,92259,143,2,145,0.9862068965517241,0.013793103448275862
421,92260,10517,15,10532,0.9985757690846943,0.001424230915305735
422,92262,8823,14,8837,0.9984157519520199,0.0015842480479800838
423,92264,6372,11,6383,0.998276672411092,0.001723327588908037
424,92266,153,0,153,1.0,0.0
425,92267,457,1,458,0.9978165938864629,0.002183406113537118
426,92268,282,30,312,0.9038461538461539,0.09615384615384616
427,92270,8135,10,8145,0.9987722529158993,0.0012277470841006752
428,92273,201,9,210,0.9571428571428572,0.04285714285714286
429,92274,2735,17,2752,0.9938226744186046,0.0061773255813953485
430,92275,163,1,164,0.9939024390243902,0.006097560975609756
431,92276,3072,22,3094,0.9928894634776988,0.007110536522301228
432,92277,5930,49,5979,0.9918046496069577,0.008195350393042315
434,92281,389,3,392,0.9923469387755102,0.007653061224489796
435,92282,394,47,441,0.8934240362811792,0.10657596371882086
436,92283,206,2,208,0.9903846153846154,0.009615384615384616
437,92284,9448,72,9520,0.992436974789916,0.007563025210084034
438,92285,991,52,1043,0.950143815915628,0.04985618408437201
439,92301,7853,103,7956,0.9870537958773253,0.012946204122674712
440,92305,190,234,424,0.4481132075471698,0.5518867924528302
441,92307,11541,56,11597,0.9951711649564543,0.004828835043545744
442,92308,13269,74,13343,0.9944540208348946,0.005545979165105299
443,92309,34,1,35,0.9714285714285714,0.02857142857142857
445,92311,7665,55,7720,0.9928756476683938,0.007124352331606218
446,92313,3010,24,3034,0.992089650626236,0.007910349373764008
447,92314,4148,4000,8148,0.5090819833087874,0.49091801669121254
448,92315,3737,4323,8060,0.4636476426799007,0.5363523573200992
449,92316,5525,126,5651,0.977703061405061,0.022296938594938948
450,92318,32,0,32,1.0,0.0
451,92320,3942,153,4095,0.9626373626373627,0.03736263736263736
452,92321,115,241,356,0.32303370786516855,0.6769662921348315
453,92322,117,469,586,0.19965870307167236,0.8003412969283277
455,92324,10509,288,10797,0.9733259238677411,0.026674076132258962
456,92325,1269,3891,5160,0.24593023255813953,0.7540697674418605
457,92327,96,0,96,1.0,0.0
