ZIP,Median_Income_2017,Median_Income_2018,Median_Income_2019,Median_Income_2020,Median_Income_2021,Median_Income_2022,Median_Income_2023
95365,40309,39808,40592,45640,38571,41394,40718
95366,81570,84201,84898,86116,93469,104041,104952
95367,64756,67746,71934,70248,75968,89752,90633
95368,72348,73073,82928,82752,87615,90476,91990
95369,47426,48750,54500,68000,57292,84375,86250
95370,55086,55676,57513,62578,65245,69751,72433
95372,77332,76667,80737,82979,86932,83125,93346
95374,44667,49938,48603,51845,49318,54952,51593
95376,70501,76261,82390,84670,90735,99675,103493
95377,99411,105120,111076,119614,128732,145264,155984
95379,61801,62179,58988,56625,63598,69553,72113
95380,42786,45901,46580,48137,53825,63548,68308
95382,67416,69720,72206,75333,80571,89600,93592
95383,53929,64338,79329,75313,80806,84098,85956
95385,52708,51429,68542,70189,56625,60139,58333
95386,54386,58529,60895,59833,68454,63503,71336
95387,35708,39952,39919,53229,56821,43824,55833
95388,42740,44646,47184,48750,51699,55517,60762
95389,65096,63214,55809,39097,38325,48466,44962
95391,120196,130476,138500,160902,154155,166643,171510
95401,62244,66633,75290,80164,82414,88439,93513
95403,68550,73985,75954,79990,84517,93826,94480
95404,72272,77127,81427,86555,88574,96483,102802
95405,82274,84354,89876,94411,99978,111358,117931
95407,56192,59971,63981,68720,75542,81484,82807
95409,69660,74333,75571,77849,85614,100225,105736
95415,39044,40878,46538,43864,44076,50577,54423
95421,51838,55833,58125,61691,59479,67917,76905
95422,27161,29069,31793,36623,38325,41428,42080
95423,36292,44611,46500,46833,45600,42648,43170
95425,64199,69153,73235,81905,93039,103125,107281
95426,77714,82219,79667,95369,74457,79904,91368
95427,24000,24125,35852,45722,49335,53158,54970
95428,35288,37031,37535,41096,46319,46694,44286
95436,59548,63556,64902,75417,76742,87339,96023
95437,46366,45833,50076,46491,54221,53320,55061
95441,74688,86154,100938,111198,125750,125400,128375
95442,82566,114879,135000,144129,151342,168512,131696
95445,48880,56227,58308,59109,70027,79462,93365
95446,55132,61161,65784,75035,79205,82706,88643
95448,78515,89719,95114,95938,100267,100437,103048
95449,50000,46111,53333,60192,64688,61576,80149
95450,56786,58958,59350,62679,121667,93750,77083
95451,51587,51469,54110,54189,56435,61904,65417
95452,85993,87961,81118,92094,129563,144904,134293
95453,44533,45763,49690,55625,67846,65012,66775
95454,32880,34699,36907,35947,36777,38998,40053
95456,42292,44261,40481,26127,22468,28140,60972
95457,48388,48260,37991,39875,53284,42721,52266
95458,31765,41579,45493,49137,45202,46244,49004
95459,52202,50972,53125,52415,60850,59653,66250
95460,51018,64464,67934,58705,69712,75037,68478
95461,45800,42250,46310,52314,70800,79914,81830
95464,41250,45246,48808,50764,58750,71150,73157
95465,63036,58778,65921,65357,79688,104792,123650
95466,61250,60139,43854,40625,43750,48393,52614
95467,63079,63384,70625,67756,77115,82660,72292
95468,51595,48365,53490,71563,80785,90417,104429
95469,47176,52650,56050,53000,57950,61500,66402
95470,60428,62600,63229,63969,72269,74514,66516
95472,78251,87716,92674,95417,102283,108685,109775
95476,72716,76151,82036,87374,96029,100734,108322
95482,46462,50000,52673,56556,59349,65657,70063
95485,37009,37102,43375,55276,58682,71071,84583
95490,42326,42292,49043,52406,53725,63418,67069
95492,91077,99521,107153,118773,125349,129250,131022
95493,59718,62760,63358,66838,67857,68875,97500
95497,76759,78350,81833,78125,82552,92260,121731
95501,40629,42500,44952,43932,47074,52222,55076
95503,51412,51462,54873,57565,62463,68307,76708
95519,52522,52758,56487,56422,61077,68785,66687
95521,34352,36051,39276,42636,43520,47764,54324
95524,70435,73531,63214,61792,66750,78125,82697
95525,50401,46653,49375,50833,51167,59028,65250
95526,29773,30000,33571,32500,37000,45833,41563
95527,37250,42396,42333,41328,45750,55714,73125
95528,54500,56250,61528,65096,75208,75395,71250
95531,41882,46282,44894,48635,51875,60365,66817
95536,49185,51424,51045,61081,62581,66815,66563
95540,46527,46302,46219,47392,54020,58348,62346
95542,31458,31055,30505,27534,32990,36472,45049
95543,51477,35855,37321,32500,43333,26736,46620
95546,25708,34375,34323,28083,41292,48472,52574
95547,66667,55577,58500,55521,60000,61328,85179
95548,32232,36125,38977,38092,42882,48276,45139
95549,61000,70469,72500,74931,76017,81554,89583
95551,37155,53077,58000,61902,68125,83661,73472
95552,25388,27056,24318,19750,18125,21550,21007
95555,37656,32083,35938,33333,36563,40000,43250
95558,50313,40000,54167,65875,43250,42917,51250
95562,35061,37108,41875,39073,36458,45547,45801
95564,36667,41250,42206,41875,45341,55536,69250
95565,40962,39115,42955,32955,43393,86406,88281
95567,46053,50938,57266,84302,87500,92105,84250
95570,56167,51406,50278,51458,62679,68594,72143
95585,27656,22222,21719,21875,25500,36806,36349
95602,67439,73485,82397,85662,86352,96578,102063
95603,62738,66272,68257,72571,77571,78933,80851
95605,42450,45456,51303,60309,62654,68226,71361
95607,67000,68990,75964,76726,130000,136250,143529
95608,58433,61437,64059,67766,74360,79371,83638
95610,54385,58780,61461,65972,68868,75370,77565
95612,84000,79750,95000,117694,133411,130104,87031
95614,102035,97407,99529,105919,113285,114479,129199
95615,57880,58231,55881,58909,63117,67633,70438
95616,50000,52827,55510,61213,66205,69204,74758
95618,85354,92531,93643,100876,105343,105625,112454
95619,60496,67632,68614,57052,61250,72236,74504
95620,74053,78079,82956,80080,84891,94042,100224
95621,54543,59693,63214,66280,68246,74573,77377
95623,62026,63160,75669,67961,81141,94044,106190
95624,89075,91971,93090,100453,106600,114558,121269
95626,58108,73355,75481,76607,87941,89395,92708
95627,61411,66169,75938,81563,88671,96809,104265
95628,76063,81235,86181,89923,100458,110012,111582
95630,106843,109942,114405,118006,128383,134844,139182
95631,76742,79000,80772,84265,89141,94706,103947
95632,68795,74190,76334,77351,81045,91315,90933
95633,73393,74362,74884,75276,69345,82963,82500
95634,50673,54013,52868,68672,62569,67364,67900
95635,39554,57899,56488,62308,64455,92758,81136
95636,47889,49981,50757,52639,78415,84843,89705
95638,89306,81500,92708,70313,98198,94167,92321
95640,67647,67635,67922,69648,75953,90665,94045
95641,41979,36932,42926,42174,46750,52035,76667
95642,53357,54004,62083,63453,70019,78143,85000
95645,41607,40500,43696,44297,52375,55758,66184
95648,78716,81267,88158,88167,93666,100112,108200
95650,88729,93783,102107,103669,108063,130869,137263
95652,27208,51250,33000,33125,27232,24766,24866
95655,78375,89107,86486,94028,116250,123893,130500
95658,78790,82781,96891,108871,106875,117118,128472
95659,52153,64375,54931,54833,58750,68333,67188
95660,41116,45328,45845,50541,55772,63429,66957
95661,78119,83289,86823,88966,96554,105789,103745
95662,75554,77993,80434,76079,86535,92507,93613
95663,102826,98393,106500,120742,117500,126250,157820
95664,52788,71921,72153,79375,83547,84333,97946
95665,68388,69265,82215,62688,79058,61094,72381
95666,51801,57813,61128,71648,70987,75558,79181
95667,61623,69443,71705,74324,78221,84296,90499
95668,59583,64375,64063,75667,72813,78333,96250
95669,71307,70417,79464,85758,79000,84500,90455
95670,60733,64784,67015,71732,79003,86905,90414
95672,95524,102750,103708,111034,116719,138813,145769
95673,57715,62604,70876,72438,80633,88866,96694
95674,80909,83654,104500,94722,109375,108750,109063
95677,81223,87014,87742,88897,94695,102549,104985
95678,65690,70060,73253,77437,86940,96178,104704
95681,39535,53362,44833,49948,66250,100147,80000
95682,81835,87743,87347,87974,97607,108556,115621
95683,103476,107395,108338,111865,131890,128264,130439
95684,56063,60163,50475,66702,67891,81331,78163
95685,60568,61270,57420,56599,56469,60158,64506
95686,38068,41094,33056,40333,32083,38611,43482
95687,77222,81586,86056,92653,95153,104135,106648
95688,82809,88053,94863,98579,106575,116699,115791
95690,55404,56850,57619,65742,66823,71250,88173
95691,69849,73086,77303,80916,86675,97380,100822
95692,69953,72555,80357,76071,81472,79174,86488
95693,85205,100679,100265,100479,116741,136411,127313
95694,74744,82620,84949,87097,87371,101354,107415
95695,59357,62380,64390,68158,73131,79009,78875
95701,63438,71058,83958,85294,87625,91875,96750
95703,80650,82794,68359,83657,88882,93602,98734
95709,74213,76472,79483,71659,76644,82298,79196
95713,60256,64176,72746,75369,90413,98558,91329
95714,52778,46705,56250,57500,68194,77344,79375
95722,80380,98295,94071,88125,95529,115795,101023
95726,58806,62699,75774,75213,78326,86320,95125
95742,113718,126348,132636,133710,141629,149613,154602
95746,130063,135360,147201,171325,159804,173034,182321
95747,100036,103895,105431,113991,119601,129469,133595
95757,95316,101823,105390,108507,117356,128216,133443
95758,74473,79885,85221,92222,96486,102306,115146
95762,127862,132470,142453,136203,143847,162464,165979
95765,102030,106554,108188,107776,110656,121847,130691
95776,70720,77699,81184,84856,91236,99930,104020
95811,43175,52145,59254,69560,71265,75826,77760
95814,34017,35264,33938,37595,39612,44537,46637
95815,30831,31467,34583,42276,45929,54747,58590
95816,61618,65292,72270,70448,77839,83933,90521
95817,44130,45410,50925,52323,48359,60362,64621
95818,74444,80938,84908,88101,97982,113733,120509
95819,100611,104414,106514,113879,114622,124916,127500
95820,46083,50031,51068,55003,59933,64501,69905
95821,40969,42290,42456,47056,51188,56019,58331
95822,50687,54552,57535,61988,67323,76774,80835
95823,42182,44981,47553,50832,53238,59547,63701
95824,31888,33986,38985,40979,44877,50387,53938
95825,36615,37956,40515,45248,50560,56604,64264
95826,56772,62527,64241,65967,71647,77685,77689
95827,52431,56064,59115,63936,70485,80810,82382
95828,47909,51229,53229,56190,64423,74493,77524
95829,82601,86483,93377,97009,102342,111523,110269
95830,61500,80278,101786,116838,144722,130139,135083
95831,70552,75632,79368,81626,86665,93449,96509
95832,45126,44811,47341,55734,62045,75071,78230
95833,57481,60455,63418,69798,74677,82694,87016
95834,57296,63228,64996,77404,84073,93684,98169
95835,87794,96743,102895,104404,106843,114201,114413
95837,225000,242557,219063,145833,139167,121563,176250
95838,41970,44849,48416,50161,53425,58253,63969
95841,42133,47215,50295,53866,58384,62697,62305
95842,47705,50412,53458,54146,56229,64269,67170
95843,71041,78102,81028,82000,85787,92336,94753
95864,96643,101446,105849,107115,112560,123535,129083
95901,48478,49759,54851,55128,54732,59378,68109
95903,41042,45250,49750,51940,51307,54265,57356
95912,65512,68590,69786,64923,64667,77772,80893
95916,32188,32273,33942,34050,37768,41385,42963
95917,55112,57917,62660,67730,71678,79458,80698
95918,81696,79152,73261,73977,72353,77535,55795
95922,38125,59531,97764,75795,65625,50875,37250
95926,42939,45782,49520,51838,54649,60932,62334
95928,45967,47599,52913,56204,60750,66023,65350
95932,53342,50551,54167,55284,56582,62625,67589
95937,50552,49095,51625,41125,40688,45988,46650
95938,77206,82097,86111,83606,89118,98103,103229
95943,47383,58309,58594,71250,64375,64750,64167
95945,44312,46771,48648,51530,54469,59943,61068
95946,63036,65500,62434,68242,74141,78428,84700
95947,39189,42277,34828,43194,46023,71125,97656
95948,46058,53438,58254,56667,61155,63187,60759
95949,61269,67873,71059,80216,88730,90293,90309
95951,45795,43688,48500,51890,60053,56685,71331
95953,53278,57556,57949,59875,63993,68951,66614
95954,46287,47563,51263,53547,52691,58694,61808
95955,60313,67875,62950,47083,58523,52250,61500
95957,53750,60625,63125,60625,68125,77250,79375
95959,62906,60985,69314,70975,71757,75625,79509
95960,33500,46591,36000,33910,34000,37586,40099
95961,51803,52728,55590,60348,67283,74819,85404
95963,44380,47205,49821,49937,56627,65057,68654
95965,36250,33561,35138,35668,40482,45406,53367
95966,42529,44381,47252,48228,52628,62519,63948
95968,29926,27195,31000,31375,32917,41875,37531
95969,48311,48717,51625,49681,53310,63975,72250
95970,48177,50188,63750,65625,78333,82054,82692
95971,49150,49614,53568,58523,58125,71516,83571
95973,63029,64517,69551,73817,80249,87667,92228
95977,58906,60683,50536,62830,68103,96071,100909
95979,38056,39167,34625,31667,26250,33000,32321
95982,82500,71714,71086,84500,85347,91481,96786
95987,58920,60774,66095,72500,77545,82935,92337
95988,51390,48493,49518,53855,57538,66023,78913
95991,44721,47871,50682,54564,58632,65072,64853
95993,64773,67384,69019,74188,78301,85863,89684
96001,48125,51831,55821,58673,61127,70701,70594
96002,46229,52693,61055,60102,66136,71608,74230
96003,48934,51512,53512,57301,63159,67440,71801
96006,51667,55000,50288,51964,38357,40882,41765
96007,41360,43973,49044,48996,51227,57517,65000
96008,54600,61900,62852,64131,78464,89706,94044
96009,65625,58281,45536,47153,45655,47054,50950
96013,39104,45319,47102,47138,51105,55865,52065
96017,40000,42143,45750,35208,36250,42500,46500
96019,49911,52135,49583,48586,50694,53776,60972
96020,47941,56194,61250,67208,67284,85536,82123
96021,43336,43032,46050,45455,47914,56724,58125
96022,52049,50625,55049,63606,69052,81150,87220
96023,31420,31481,31322,33403,38125,37438,36014
96024,40938,41397,40563,48125,48419,51971,46964
96025,37361,33857,35602,36538,37546,41703,43714
96027,51115,57202,64865,56801,57250,59688,69559
96031,25536,23750,22500,23500,24250,26000,35250
96032,45143,46213,48036,51380,54362,62581,69953
96033,37750,42500,43047,44167,45000,47083,41875
96034,27500,33125,39219,43750,44375,54250,56875
96035,39639,41250,45417,33750,37639,49527,51336
96038,39583,47632,54423,52375,60028,56857,58787
96039,33092,35197,36213,33523,33929,38295,40333
96041,30804,28880,32024,29198,38062,40354,46914
96044,39926,43026,47228,51786,56510,57981,55750
96047,45909,43750,45833,60000,67000,91250,119922
96048,47813,50338,53629,52950,55828,61061,63199
96050,28333,24938,24598,28438,31518,36354,36450
96051,40375,46328,54500,55966,59375,64329,63000
96052,34390,34669,43250,50729,51534,56635,56734
96054,35208,39231,41667,42386,56875,67823,71917
96055,44073,47798,48103,61864,62453,55833,53657
96056,55757,52019,55000,59650,63500,76771,88359
96057,47531,40469,36635,43487,43839,45625,46250
96058,35375,36838,41563,39821,59643,55662,46196
96062,63571,60833,60625,78684,89286,98750,110781
96064,45399,48489,49604,50191,53204,58596,59602
96067,39275,47964,47150,49324,55053,59093,63222
96069,47750,54676,66875,65417,68393,63807,74107
96073,79940,85694,92222,101576,106888,114301,123237
96076,27361,38333,28194,27619,29219,26321,26058
96080,38740,41617,41316,49259,52489,58654,63365
96086,34500,41667,45750,41917,36875,46146,55208
96087,33836,40147,40329,41875,80903,97083,101447
96088,46553,48056,51039,53654,65298,65725,71494
96091,51429,47500,50547,44922,43611,47031,59432
96093,40718,42364,46039,45208,42168,49842,72793
96094,51726,51862,51857,54451,52759,62279,65139
96096,49545,53125,51786,54844,56250,54286,60547
96097,35443,42332,44782,42559,47042,49281,47105
96101,36450,42097,44500,50845,51634,54863,57117
96103,57450,65234,67386,68526,71612,66875,66725
96104,50469,43438,41250,41184,43974,47404,51484
96107,56719,55938,49909,43750,38986,43800,45605
96109,39653,42202,56210,63218,50455,49500,50556
96113,46397,48824,49198,49287,50742,46825,54922
96114,75250,87639,92759,73319,67375,63984,70000
96117,34306,37647,39559,53125,57366,64605,101250
96118,43695,46822,53929,53986,57363,62099,44417
96120,62132,59625,59643,68250,75500,92917,100909
96121,85395,87596,90545,73150,77700,83466,87826
96122,44883,52083,55435,49167,50155,53764,52096
96125,159167,114297,111250,96406,66932,74917,76875
96128,57813,64423,65577,76902,78488,86771,89340
96130,54702,56369,56949,56458,64566,66725,71125
96132,42917,31250,32188,30714,33750,40250,43125
96134,39412,38500,34896,44550,44924,49327,47609
96137,51964,55043,49191,47697,49759,59280,63480
96140,51100,53239,62500,88920,113750,129063,185104
96141,54083,67679,69231,69688,115104,127045,121875
96142,81000,74630,71184,70278,60625,65625,87969
96143,47575,47946,51222,51500,54338,50693,65841
96145,71576,72431,73875,84648,117150,120714,121875
96146,73105,80000,76851,78409,85938,112500,114145
96148,70833,73214,73611,81833,84866,96786,82692
96150,53060,56321,57396,62541,68082,76980,83738
96161,89091,93971,98924,100205,107321,113433,128535
