,ZIP,Avg_Percentage_2017_2023,Avg_Change_2017_2023,Total_Change_2017_2023
102,90209,45.857142857142854,-2.733333333333333,-16.4
103,90210,45.857142857142854,-2.733333333333333,-16.4
104,90211,45.857142857142854,-2.733333333333333,-16.4
105,90212,45.857142857142854,-2.733333333333333,-16.4
106,90213,45.857142857142854,-2.733333333333333,-16.4
107,90220,45.857142857142854,-2.733333333333333,-16.4
108,90221,45.857142857142854,-2.733333333333333,-16.4
109,90222,45.857142857142854,-2.733333333333333,-16.4
110,90223,45.857142857142854,-2.733333333333333,-16.4
111,90224,45.857142857142854,-2.733333333333333,-16.4
112,90230,45.857142857142854,-2.733333333333333,-16.4
113,90231,45.857142857142854,-2.733333333333333,-16.4
114,90232,45.857142857142854,-2.733333333333333,-16.4
115,90233,45.857142857142854,-2.733333333333333,-16.4
116,90239,45.857142857142854,-2.733333333333333,-16.4
117,90240,45.857142857142854,-2.733333333333333,-16.4
118,90241,45.857142857142854,-2.733333333333333,-16.4
119,90242,45.857142857142854,-2.733333333333333,-16.4
120,90245,45.857142857142854,-2.733333333333333,-16.4
121,90247,45.857142857142854,-2.733333333333333,-16.4
122,90248,45.857142857142854,-2.733333333333333,-16.4
123,90249,45.857142857142854,-2.733333333333333,-16.4
124,90250,45.857142857142854,-2.733333333333333,-16.4
125,90251,45.857142857142854,-2.733333333333333,-16.4
126,90254,45.857142857142854,-2.733333333333333,-16.4
127,90255,45.857142857142854,-2.733333333333333,-16.4
128,90260,45.857142857142854,-2.733333333333333,-16.4
129,90261,45.857142857142854,-2.733333333333333,-16.4
130,90262,45.857142857142854,-2.733333333333333,-16.4
131,90263,45.857142857142854,-2.733333333333333,-16.4
132,90264,45.857142857142854,-2.733333333333333,-16.4
133,90265,45.857142857142854,-2.733333333333333,-16.4
134,90266,45.857142857142854,-2.733333333333333,-16.4
135,90267,45.857142857142854,-2.733333333333333,-16.4
136,90270,45.857142857142854,-2.733333333333333,-16.4
137,90272,45.857142857142854,-2.733333333333333,-16.4
138,90274,45.857142857142854,-2.733333333333333,-16.4
139,90275,45.857142857142854,-2.733333333333333,-16.4
140,90277,45.857142857142854,-2.733333333333333,-16.4
141,90278,45.857142857142854,-2.733333333333333,-16.4
142,90280,45.857142857142854,-2.733333333333333,-16.4
143,90290,45.857142857142854,-2.733333333333333,-16.4
144,90291,45.857142857142854,-2.733333333333333,-16.4
145,90292,45.857142857142854,-2.733333333333333,-16.4
146,90293,45.857142857142854,-2.733333333333333,-16.4
147,90294,45.857142857142854,-2.733333333333333,-16.4
148,90295,45.857142857142854,-2.733333333333333,-16.4
149,90296,45.857142857142854,-2.733333333333333,-16.4
150,90301,45.857142857142854,-2.733333333333333,-16.4
151,90302,45.857142857142854,-2.733333333333333,-16.4
152,90303,45.857142857142854,-2.733333333333333,-16.4
153,90304,45.857142857142854,-2.733333333333333,-16.4
154,90305,45.857142857142854,-2.733333333333333,-16.4
155,90306,45.857142857142854,-2.733333333333333,-16.4
156,90307,45.857142857142854,-2.733333333333333,-16.4
157,90308,45.857142857142854,-2.733333333333333,-16.4
158,90309,45.857142857142854,-2.733333333333333,-16.4
159,90310,45.857142857142854,-2.733333333333333,-16.4
160,90311,45.857142857142854,-2.733333333333333,-16.4
161,90312,45.857142857142854,-2.733333333333333,-16.4
162,90313,45.857142857142854,-2.733333333333333,-16.4
163,90397,45.857142857142854,-2.733333333333333,-16.4
164,90398,45.857142857142854,-2.733333333333333,-16.4
165,90401,45.857142857142854,-2.733333333333333,-16.4
166,90402,45.857142857142854,-2.733333333333333,-16.4
167,90403,45.857142857142854,-2.733333333333333,-16.4
168,90404,45.857142857142854,-2.733333333333333,-16.4
169,90405,45.857142857142854,-2.733333333333333,-16.4
170,90406,45.857142857142854,-2.733333333333333,-16.4
171,90407,45.857142857142854,-2.733333333333333,-16.4
172,90408,45.857142857142854,-2.733333333333333,-16.4
173,90409,45.857142857142854,-2.733333333333333,-16.4
174,90410,45.857142857142854,-2.733333333333333,-16.4
175,90411,45.857142857142854,-2.733333333333333,-16.4
176,90501,45.857142857142854,-2.733333333333333,-16.4
177,90502,45.857142857142854,-2.733333333333333,-16.4
178,90503,45.857142857142854,-2.733333333333333,-16.4
179,90504,45.857142857142854,-2.733333333333333,-16.4
180,90505,45.857142857142854,-2.733333333333333,-16.4
181,90506,45.857142857142854,-2.733333333333333,-16.4
182,90507,45.857142857142854,-2.733333333333333,-16.4
183,90508,45.857142857142854,-2.733333333333333,-16.4
184,90509,45.857142857142854,-2.733333333333333,-16.4
185,90510,45.857142857142854,-2.733333333333333,-16.4
186,90601,45.857142857142854,-2.733333333333333,-16.4
187,90602,45.857142857142854,-2.733333333333333,-16.4
188,90603,45.857142857142854,-2.733333333333333,-16.4
189,90604,45.857142857142854,-2.733333333333333,-16.4
190,90605,45.857142857142854,-2.733333333333333,-16.4
191,90606,45.857142857142854,-2.733333333333333,-16.4
192,90607,45.857142857142854,-2.733333333333333,-16.4
193,90608,45.857142857142854,-2.733333333333333,-16.4
194,90609,45.857142857142854,-2.733333333333333,-16.4
195,90610,45.857142857142854,-2.733333333333333,-16.4
196,90612,45.857142857142854,-2.733333333333333,-16.4
197,90620,56.08571428571428,-2.616666666666667,-15.700000000000003
198,90621,56.08571428571428,-2.616666666666667,-15.700000000000003
199,90622,56.08571428571428,-2.616666666666667,-15.700000000000003
200,90623,56.08571428571428,-2.616666666666667,-15.700000000000003
201,90624,56.08571428571428,-2.616666666666667,-15.700000000000003
202,90630,56.08571428571428,-2.616666666666667,-15.700000000000003
203,90631,56.08571428571428,-2.616666666666667,-15.700000000000003
204,90632,56.08571428571428,-2.616666666666667,-15.700000000000003
205,90633,56.08571428571428,-2.616666666666667,-15.700000000000003
206,90637,45.857142857142854,-2.733333333333333,-16.4
207,90638,45.857142857142854,-2.733333333333333,-16.4
208,90639,45.857142857142854,-2.733333333333333,-16.4
209,90640,45.857142857142854,-2.733333333333333,-16.4
210,90650,45.857142857142854,-2.733333333333333,-16.4
211,90651,45.857142857142854,-2.733333333333333,-16.4
212,90652,45.857142857142854,-2.733333333333333,-16.4
213,90659,45.857142857142854,-2.733333333333333,-16.4
214,90660,45.857142857142854,-2.733333333333333,-16.4
215,90661,45.857142857142854,-2.733333333333333,-16.4
216,90662,45.857142857142854,-2.733333333333333,-16.4
217,90670,45.857142857142854,-2.733333333333333,-16.4
218,90671,45.857142857142854,-2.733333333333333,-16.4
219,90680,56.08571428571428,-2.616666666666667,-15.700000000000003
220,90701,45.857142857142854,-2.733333333333333,-16.4
221,90702,45.857142857142854,-2.733333333333333,-16.4
222,90703,45.857142857142854,-2.733333333333333,-16.4
223,90704,45.857142857142854,-2.733333333333333,-16.4
224,90706,45.857142857142854,-2.733333333333333,-16.4
225,90707,45.857142857142854,-2.733333333333333,-16.4
226,90710,45.857142857142854,-2.733333333333333,-16.4
227,90711,45.857142857142854,-2.733333333333333,-16.4
228,90712,45.857142857142854,-2.733333333333333,-16.4
229,90713,45.857142857142854,-2.733333333333333,-16.4
230,90714,45.857142857142854,-2.733333333333333,-16.4
231,90715,45.857142857142854,-2.733333333333333,-16.4
232,90716,45.857142857142854,-2.733333333333333,-16.4
233,90717,45.857142857142854,-2.733333333333333,-16.4
234,90720,56.08571428571428,-2.616666666666667,-15.700000000000003
235,90721,56.08571428571428,-2.616666666666667,-15.700000000000003
236,90723,45.857142857142854,-2.733333333333333,-16.4
237,90731,45.857142857142854,-2.733333333333333,-16.4
238,90732,45.857142857142854,-2.733333333333333,-16.4
239,90733,45.857142857142854,-2.733333333333333,-16.4
240,90734,45.857142857142854,-2.733333333333333,-16.4
241,90740,56.08571428571428,-2.616666666666667,-15.700000000000003
242,90742,56.08571428571428,-2.616666666666667,-15.700000000000003
243,90743,56.08571428571428,-2.616666666666667,-15.700000000000003
244,90744,45.857142857142854,-2.733333333333333,-16.4
245,90745,45.857142857142854,-2.733333333333333,-16.4
246,90746,45.857142857142854,-2.733333333333333,-16.4
247,90747,45.857142857142854,-2.733333333333333,-16.4
248,90748,45.857142857142854,-2.733333333333333,-16.4
249,90749,45.857142857142854,-2.733333333333333,-16.4
250,90755,45.857142857142854,-2.733333333333333,-16.4
251,90801,45.857142857142854,-2.733333333333333,-16.4
252,90802,45.857142857142854,-2.733333333333333,-16.4
253,90803,45.857142857142854,-2.733333333333333,-16.4
254,90804,45.857142857142854,-2.733333333333333,-16.4
255,90805,45.857142857142854,-2.733333333333333,-16.4
256,90806,45.857142857142854,-2.733333333333333,-16.4
257,90807,45.857142857142854,-2.733333333333333,-16.4
258,90808,45.857142857142854,-2.733333333333333,-16.4
259,90809,45.857142857142854,-2.733333333333333,-16.4
260,90810,45.857142857142854,-2.733333333333333,-16.4
261,90813,45.857142857142854,-2.733333333333333,-16.4
262,90814,45.857142857142854,-2.733333333333333,-16.4
263,90815,45.857142857142854,-2.733333333333333,-16.4
264,90822,45.857142857142854,-2.733333333333333,-16.4
265,90831,45.857142857142854,-2.733333333333333,-16.4
266,90832,45.857142857142854,-2.733333333333333,-16.4
267,90833,45.857142857142854,-2.733333333333333,-16.4
268,90834,45.857142857142854,-2.733333333333333,-16.4
269,90835,45.857142857142854,-2.733333333333333,-16.4
270,90840,45.857142857142854,-2.733333333333333,-16.4
271,90842,45.857142857142854,-2.733333333333333,-16.4
272,90844,45.857142857142854,-2.733333333333333,-16.4
273,90845,45.857142857142854,-2.733333333333333,-16.4
274,90846,45.857142857142854,-2.733333333333333,-16.4
275,90847,45.857142857142854,-2.733333333333333,-16.4
276,90848,45.857142857142854,-2.733333333333333,-16.4
277,90853,45.857142857142854,-2.733333333333333,-16.4
278,90888,45.857142857142854,-2.733333333333333,-16.4
279,90895,45.857142857142854,-2.733333333333333,-16.4
280,90899,45.857142857142854,-2.733333333333333,-16.4
281,91001,45.857142857142854,-2.733333333333333,-16.4
282,91003,45.857142857142854,-2.733333333333333,-16.4
283,91006,45.857142857142854,-2.733333333333333,-16.4
284,91007,45.857142857142854,-2.733333333333333,-16.4
285,91008,45.857142857142854,-2.733333333333333,-16.4
286,91009,45.857142857142854,-2.733333333333333,-16.4
287,91010,45.857142857142854,-2.733333333333333,-16.4
288,91011,45.857142857142854,-2.733333333333333,-16.4
289,91012,45.857142857142854,-2.733333333333333,-16.4
290,91016,45.857142857142854,-2.733333333333333,-16.4
291,91017,45.857142857142854,-2.733333333333333,-16.4
292,91020,45.857142857142854,-2.733333333333333,-16.4
293,91021,45.857142857142854,-2.733333333333333,-16.4
294,91023,45.857142857142854,-2.733333333333333,-16.4
295,91024,45.857142857142854,-2.733333333333333,-16.4
296,91025,45.857142857142854,-2.733333333333333,-16.4
297,91030,45.857142857142854,-2.733333333333333,-16.4
298,91031,45.857142857142854,-2.733333333333333,-16.4
299,91040,45.857142857142854,-2.733333333333333,-16.4
300,91041,45.857142857142854,-2.733333333333333,-16.4
301,91042,45.857142857142854,-2.733333333333333,-16.4
302,91043,45.857142857142854,-2.733333333333333,-16.4
303,91046,45.857142857142854,-2.733333333333333,-16.4
304,91066,45.857142857142854,-2.733333333333333,-16.4
305,91077,45.857142857142854,-2.733333333333333,-16.4
306,91101,45.857142857142854,-2.733333333333333,-16.4
307,91102,45.857142857142854,-2.733333333333333,-16.4
308,91103,45.857142857142854,-2.733333333333333,-16.4
309,91104,45.857142857142854,-2.733333333333333,-16.4
310,91105,45.857142857142854,-2.733333333333333,-16.4
311,91106,45.857142857142854,-2.733333333333333,-16.4
312,91107,45.857142857142854,-2.733333333333333,-16.4
313,91108,45.857142857142854,-2.733333333333333,-16.4
314,91109,45.857142857142854,-2.733333333333333,-16.4
315,91110,45.857142857142854,-2.733333333333333,-16.4
316,91114,45.857142857142854,-2.733333333333333,-16.4
317,91115,45.857142857142854,-2.733333333333333,-16.4
318,91116,45.857142857142854,-2.733333333333333,-16.4
319,91117,45.857142857142854,-2.733333333333333,-16.4
320,91118,45.857142857142854,-2.733333333333333,-16.4
321,91121,45.857142857142854,-2.733333333333333,-16.4
322,91123,45.857142857142854,-2.733333333333333,-16.4
323,91124,45.857142857142854,-2.733333333333333,-16.4
324,91125,45.857142857142854,-2.733333333333333,-16.4
325,91126,45.857142857142854,-2.733333333333333,-16.4
326,91129,45.857142857142854,-2.733333333333333,-16.4
327,91131,45.857142857142854,-2.733333333333333,-16.4
328,91182,45.857142857142854,-2.733333333333333,-16.4
329,91184,45.857142857142854,-2.733333333333333,-16.4
330,91185,45.857142857142854,-2.733333333333333,-16.4
331,91188,45.857142857142854,-2.733333333333333,-16.4
332,91189,45.857142857142854,-2.733333333333333,-16.4
333,91191,45.857142857142854,-2.733333333333333,-16.4
334,91199,45.857142857142854,-2.733333333333333,-16.4
335,91201,45.857142857142854,-2.733333333333333,-16.4
336,91202,45.857142857142854,-2.733333333333333,-16.4
337,91203,45.857142857142854,-2.733333333333333,-16.4
338,91204,45.857142857142854,-2.733333333333333,-16.4
339,91205,45.857142857142854,-2.733333333333333,-16.4
340,91206,45.857142857142854,-2.733333333333333,-16.4
341,91207,45.857142857142854,-2.733333333333333,-16.4
342,91208,45.857142857142854,-2.733333333333333,-16.4
343,91209,45.857142857142854,-2.733333333333333,-16.4
344,91210,45.857142857142854,-2.733333333333333,-16.4
345,91214,45.857142857142854,-2.733333333333333,-16.4
346,91221,45.857142857142854,-2.733333333333333,-16.4
347,91222,45.857142857142854,-2.733333333333333,-16.4
348,91224,45.857142857142854,-2.733333333333333,-16.4
349,91225,45.857142857142854,-2.733333333333333,-16.4
350,91226,45.857142857142854,-2.733333333333333,-16.4
351,91301,45.857142857142854,-2.733333333333333,-16.4
352,91302,45.857142857142854,-2.733333333333333,-16.4
353,91303,45.857142857142854,-2.733333333333333,-16.4
354,91304,45.857142857142854,-2.733333333333333,-16.4
355,91305,45.857142857142854,-2.733333333333333,-16.4
356,91306,45.857142857142854,-2.733333333333333,-16.4
357,91307,45.857142857142854,-2.733333333333333,-16.4
358,91308,45.857142857142854,-2.733333333333333,-16.4
359,91309,45.857142857142854,-2.733333333333333,-16.4
360,91310,45.857142857142854,-2.733333333333333,-16.4
361,91311,45.857142857142854,-2.733333333333333,-16.4
362,91313,45.857142857142854,-2.733333333333333,-16.4
363,91316,45.857142857142854,-2.733333333333333,-16.4
364,91319,72.71428571428572,-3.5500000000000007,-21.300000000000004
365,91320,72.71428571428572,-3.5500000000000007,-21.300000000000004
366,91321,45.857142857142854,-2.733333333333333,-16.4
367,91322,45.857142857142854,-2.733333333333333,-16.4
368,91324,45.857142857142854,-2.733333333333333,-16.4
369,91325,45.857142857142854,-2.733333333333333,-16.4
370,91326,45.857142857142854,-2.733333333333333,-16.4
371,91327,45.857142857142854,-2.733333333333333,-16.4
372,91328,45.857142857142854,-2.733333333333333,-16.4
373,91329,45.857142857142854,-2.733333333333333,-16.4
374,91330,45.857142857142854,-2.733333333333333,-16.4
375,91331,45.857142857142854,-2.733333333333333,-16.4
376,91333,45.857142857142854,-2.733333333333333,-16.4
377,91334,45.857142857142854,-2.733333333333333,-16.4
378,91335,45.857142857142854,-2.733333333333333,-16.4
379,91337,45.857142857142854,-2.733333333333333,-16.4
380,91340,45.857142857142854,-2.733333333333333,-16.4
381,91341,45.857142857142854,-2.733333333333333,-16.4
382,91342,45.857142857142854,-2.733333333333333,-16.4
383,91343,45.857142857142854,-2.733333333333333,-16.4
384,91344,45.857142857142854,-2.733333333333333,-16.4
385,91345,45.857142857142854,-2.733333333333333,-16.4
386,91346,45.857142857142854,-2.733333333333333,-16.4
387,91350,45.857142857142854,-2.733333333333333,-16.4
388,91351,45.857142857142854,-2.733333333333333,-16.4
389,91352,45.857142857142854,-2.733333333333333,-16.4
390,91353,45.857142857142854,-2.733333333333333,-16.4
391,91354,45.857142857142854,-2.733333333333333,-16.4
392,91355,45.857142857142854,-2.733333333333333,-16.4
393,91356,45.857142857142854,-2.733333333333333,-16.4
394,91357,45.857142857142854,-2.733333333333333,-16.4
395,91358,72.71428571428572,-3.5500000000000007,-21.300000000000004
396,91359,45.857142857142854,-2.733333333333333,-16.4
397,91360,72.71428571428572,-3.5500000000000007,-21.300000000000004
398,91361,72.71428571428572,-3.5500000000000007,-21.300000000000004
399,91362,72.71428571428572,-3.5500000000000007,-21.300000000000004
400,91363,45.857142857142854,-2.733333333333333,-16.4
401,91364,45.857142857142854,-2.733333333333333,-16.4
402,91365,45.857142857142854,-2.733333333333333,-16.4
403,91367,45.857142857142854,-2.733333333333333,-16.4
404,91371,45.857142857142854,-2.733333333333333,-16.4
405,91372,45.857142857142854,-2.733333333333333,-16.4
406,91376,45.857142857142854,-2.733333333333333,-16.4
407,91377,72.71428571428572,-3.5500000000000007,-21.300000000000004
408,91380,45.857142857142854,-2.733333333333333,-16.4
409,91381,45.857142857142854,-2.733333333333333,-16.4
410,91382,45.857142857142854,-2.733333333333333,-16.4
411,91383,45.857142857142854,-2.733333333333333,-16.4
412,91384,45.857142857142854,-2.733333333333333,-16.4
413,91385,45.857142857142854,-2.733333333333333,-16.4
414,91386,45.857142857142854,-2.733333333333333,-16.4
415,91387,45.857142857142854,-2.733333333333333,-16.4
416,91388,45.857142857142854,-2.733333333333333,-16.4
417,91390,45.857142857142854,-2.733333333333333,-16.4
418,91392,45.857142857142854,-2.733333333333333,-16.4
419,91393,45.857142857142854,-2.733333333333333,-16.4
420,91394,45.857142857142854,-2.733333333333333,-16.4
421,91395,45.857142857142854,-2.733333333333333,-16.4
422,91396,45.857142857142854,-2.733333333333333,-16.4
423,91399,45.857142857142854,-2.733333333333333,-16.4
424,91401,45.857142857142854,-2.733333333333333,-16.4
425,91402,45.857142857142854,-2.733333333333333,-16.4
426,91403,45.857142857142854,-2.733333333333333,-16.4
427,91404,45.857142857142854,-2.733333333333333,-16.4
428,91405,45.857142857142854,-2.733333333333333,-16.4
429,91406,45.857142857142854,-2.733333333333333,-16.4
430,91407,45.857142857142854,-2.733333333333333,-16.4
431,91408,45.857142857142854,-2.733333333333333,-16.4
432,91409,45.857142857142854,-2.733333333333333,-16.4
433,91410,45.857142857142854,-2.733333333333333,-16.4
434,91411,45.857142857142854,-2.733333333333333,-16.4
435,91412,45.857142857142854,-2.733333333333333,-16.4
436,91413,45.857142857142854,-2.733333333333333,-16.4
437,91416,45.857142857142854,-2.733333333333333,-16.4
438,91423,45.857142857142854,-2.733333333333333,-16.4
439,91426,45.857142857142854,-2.733333333333333,-16.4
440,91436,45.857142857142854,-2.733333333333333,-16.4
441,91470,45.857142857142854,-2.733333333333333,-16.4
442,91482,45.857142857142854,-2.733333333333333,-16.4
443,91495,45.857142857142854,-2.733333333333333,-16.4
444,91496,45.857142857142854,-2.733333333333333,-16.4
445,91497,45.857142857142854,-2.733333333333333,-16.4
446,91499,45.857142857142854,-2.733333333333333,-16.4
447,91501,45.857142857142854,-2.733333333333333,-16.4
448,91502,45.857142857142854,-2.733333333333333,-16.4
449,91503,45.857142857142854,-2.733333333333333,-16.4
450,91504,45.857142857142854,-2.733333333333333,-16.4
451,91505,45.857142857142854,-2.733333333333333,-16.4
452,91506,45.857142857142854,-2.733333333333333,-16.4
453,91507,45.857142857142854,-2.733333333333333,-16.4
454,91508,45.857142857142854,-2.733333333333333,-16.4
455,91510,45.857142857142854,-2.733333333333333,-16.4
456,91521,45.857142857142854,-2.733333333333333,-16.4
457,91522,45.857142857142854,-2.733333333333333,-16.4
458,91523,45.857142857142854,-2.733333333333333,-16.4
459,91526,45.857142857142854,-2.733333333333333,-16.4
460,91601,45.857142857142854,-2.733333333333333,-16.4
461,91602,45.857142857142854,-2.733333333333333,-16.4
462,91603,45.857142857142854,-2.733333333333333,-16.4
463,91604,45.857142857142854,-2.733333333333333,-16.4
464,91605,45.857142857142854,-2.733333333333333,-16.4
465,91606,45.857142857142854,-2.733333333333333,-16.4
466,91607,45.857142857142854,-2.733333333333333,-16.4
467,91608,45.857142857142854,-2.733333333333333,-16.4
468,91609,45.857142857142854,-2.733333333333333,-16.4
469,91610,45.857142857142854,-2.733333333333333,-16.4
470,91611,45.857142857142854,-2.733333333333333,-16.4
471,91612,45.857142857142854,-2.733333333333333,-16.4
472,91614,45.857142857142854,-2.733333333333333,-16.4
473,91615,45.857142857142854,-2.733333333333333,-16.4
474,91616,45.857142857142854,-2.733333333333333,-16.4
475,91617,45.857142857142854,-2.733333333333333,-16.4
476,91618,45.857142857142854,-2.733333333333333,-16.4
477,91701,53.542857142857144,-3.7999999999999994,-22.799999999999997
478,91702,45.857142857142854,-2.733333333333333,-16.4
479,91706,45.857142857142854,-2.733333333333333,-16.4
480,91708,53.542857142857144,-3.7999999999999994,-22.799999999999997
481,91709,53.542857142857144,-3.7999999999999994,-22.799999999999997
482,91710,53.542857142857144,-3.7999999999999994,-22.799999999999997
483,91711,45.857142857142854,-2.733333333333333,-16.4
484,91714,45.857142857142854,-2.733333333333333,-16.4
485,91715,45.857142857142854,-2.733333333333333,-16.4
486,91716,45.857142857142854,-2.733333333333333,-16.4
487,91722,45.857142857142854,-2.733333333333333,-16.4
488,91723,45.857142857142854,-2.733333333333333,-16.4
489,91724,45.857142857142854,-2.733333333333333,-16.4
490,91729,53.542857142857144,-3.7999999999999994,-22.799999999999997
491,91730,53.542857142857144,-3.7999999999999994,-22.799999999999997
492,91731,45.857142857142854,-2.733333333333333,-16.4
493,91732,45.857142857142854,-2.733333333333333,-16.4
494,91733,45.857142857142854,-2.733333333333333,-16.4
495,91734,45.857142857142854,-2.733333333333333,-16.4
496,91735,45.857142857142854,-2.733333333333333,-16.4
497,91737,53.542857142857144,-3.7999999999999994,-22.799999999999997
498,91739,53.542857142857144,-3.7999999999999994,-22.799999999999997
499,91740,45.857142857142854,-2.733333333333333,-16.4
500,91741,45.857142857142854,-2.733333333333333,-16.4
501,91743,53.542857142857144,-3.7999999999999994,-22.799999999999997
502,91744,45.857142857142854,-2.733333333333333,-16.4
503,91745,45.857142857142854,-2.733333333333333,-16.4
504,91746,45.857142857142854,-2.733333333333333,-16.4
505,91747,45.857142857142854,-2.733333333333333,-16.4
506,91748,45.857142857142854,-2.733333333333333,-16.4
507,91749,45.857142857142854,-2.733333333333333,-16.4
