"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"zip/90247","","90247","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",540800,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90248","","90248","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",571200,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90249","","90249","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",584000,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90250","","90250","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",661400,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90254","","90254","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1674500,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90255","","90255","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",455000,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90260","","90260","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",597300,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90262","","90262","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",449600,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90266","","90266","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",2000001,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90270","","90270","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",481800,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90272","","90272","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",2000001,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90274","","90274","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1757700,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90275","","90275","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1247000,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90277","","90277","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1143800,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90278","","90278","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",992600,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90280","","90280","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",470200,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90290","","90290","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1184900,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90291","","90291","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1899800,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
"zip/90292","","90292","Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","USDollar","USD",1076900,"Median Home Value of Housing Unit: Occupied Housing Unit, Owner Occupied"
