ZIP Code,Nonrenewed Policies (by Company),% Market Units,New Policies,Total Res Units,% Change - Expiring Policies,Nonrenewed Policies (by Owner),Renewed Policies,% Change - Nonrenewed Policies (by Owner),% Nonrenewed Policies (by Company),% Change - Earned Premiums,Housing Units,% Change - Renewed Policies,Voluntary Market Units,% Change - Nonrenewed Policies (by Company),% Change Median Income,% Change - New Policies,Earned Premium ($),% Nonrenewed Policies (by Owner),% Change - Zillow Home Value,Avg % White-only Pop,Avg Median Income,Fire Disasters 5y,% Change White-only Pop,Fire Disasters 10y,Median Gross Rent ($),Claims (Fire and Smoke),% Change - Losses (Fire and Smoke),Losses (Fire and Smoke) ($),Median Owner Cost ($),All Disasters 10y,% Change - Claims (Fire and Smoke),Zillow Home Value 2018 ($),Zillow Mean Home Value ($),Zillow Home Value 2020 ($),Zillow Home Value 2019 ($),Median Home Value - Census ($),Zillow Home Value 2021 ($),All Disasters 5y,All Disasters 1y,All Disasters 3y,Fire Disasters 1y,Fire Disasters 3y
93286,247.0,0.9948901379662748,1092.0,1957.0,0.0664523043944265,670.0,6724.0,-0.2222222222222222,0.0323256118309121,0.6039158226208616,3023.0,0.0819070904645475,1947.0,0.6000000000000001,0.1502800097394692,-0.0155642023346302,5392286.0,0.0876848580028792,0.4399700345371387,64.10000000000001,43619.71428571428,5.0,-36.3,6.0,827.0,47.0,1.3113298325681138,1379174.0,502.0,9.0,8.333333333333334,192777.6663,229901.8129,236897.4588,212338.0637,232800.0,277594.0628,8.0,3.0,5.0,2.0,4.0
93291,1496.0,0.9972395662175484,9074.0,15215.0,0.0595799111350479,6483.0,53021.0,0.0186410102224894,0.0245245901639344,0.3364428769055023,19151.0,0.063637073475443,15173.0,0.1015625,0.596388138049908,-0.0021663778162911,45133078.0,0.1062786885245901,0.3762782861470097,64.10000000000001,65882.0,5.0,-36.3,6.0,1104.0,329.0,2.638521628853034,8884166.0,532.0,9.0,5.393939393939394,277189.5505,316568.86289999995,318489.4653,289106.4763,294800.0,381489.9595,8.0,3.0,5.0,2.0,4.0
93292,1052.0,0.9984955752212388,6677.0,11300.0,0.0924887892376682,4558.0,39177.0,0.1635651322233104,0.0234889588496662,0.3392373833283997,14276.0,0.0830684467048104,11283.0,0.1591836734693876,0.5669175265730468,0.1951053704962611,32484171.0,0.1017706030767856,0.3910862251778861,64.10000000000001,66408.85714285714,5.0,-36.3,6.0,1276.0,248.0,3.8290894275819927,9001720.0,466.0,9.0,6.0,250680.1265,288245.12627500005,290138.8545,263443.8532,252500.0,348717.6709,8.0,3.0,5.0,2.0,4.0
93301,398.0,0.9855748833262622,1590.0,2357.0,0.0,1198.0,8285.0,0.1197411003236246,0.0402793239550652,0.2938118679860479,5892.0,-0.0144161460836136,2323.0,-0.0614035087719297,0.1452152639127133,0.0389294403892943,7739299.0,0.1212427891913773,0.3621129478189477,65.68571428571428,35056.71428571428,3.0,-25.89999999999999,5.0,950.0,91.0,3.715677670679206,4526612.0,598.0,12.0,2.5,191849.1902,220101.550025,225138.3462,202098.3977,190600.0,261320.266,8.0,2.0,6.0,1.0,3.0
93304,1791.0,0.9839562273949736,6473.0,10783.0,0.0227028959599571,4743.0,38568.0,0.1552028218694885,0.0397099906877743,0.2569815958867858,16257.0,-0.0172520661157025,10610.0,0.6550802139037433,0.4187919094206881,0.1413043478260869,28148448.0,0.1051616336304376,0.4067448015397041,65.68571428571428,43433.57142857143,3.0,-25.89999999999999,5.0,1008.0,461.0,0.1953155229841585,14213332.0,447.0,12.0,2.927536231884058,165642.6232,194167.475225,199404.7729,178605.6057,179300.0,233016.8991,8.0,2.0,6.0,1.0,3.0
93305,1358.0,0.9763898421413864,4641.0,7285.0,0.0256723716381417,3349.0,25057.0,0.1408977556109725,0.0456255879586077,0.2593726456616494,11680.0,-0.0052698818268923,7113.0,0.3657718120805369,0.3063148569982283,0.104,18660020.0,0.1125184786990995,0.401058084290492,65.68571428571428,33879.0,3.0,-25.89999999999999,5.0,939.0,309.0,2.242047199993211,11644174.0,432.0,12.0,3.609756097560976,152811.8709,178101.908425,181707.551,163789.9047,169300.0,214098.3071,8.0,2.0,6.0,1.0,3.0
93306,2196.0,0.9957928984125204,10550.0,17827.0,0.037771800044833,7501.0,62953.0,0.1438809261300992,0.0302271163110805,0.3084287979560511,23465.0,0.0126655522695127,17752.0,0.4537815126050419,0.2756703229737964,0.2307377049180328,55763435.0,0.1032484514796971,0.3789865631598605,65.68571428571428,58464.857142857145,3.0,-25.89999999999999,5.0,1101.0,524.0,0.447814896691276,13964686.0,571.0,12.0,4.387096774193548,210193.9199,241509.96995,244138.5514,221852.8173,227700.0,289854.5912,8.0,2.0,6.0,1.0,3.0
93307,2383.0,0.983132383388138,9808.0,16422.0,0.0623266017162398,6517.0,55194.0,0.1267787839586027,0.0371797672169001,0.2803615606548966,24065.0,0.0427484333034915,16145.0,0.3588342440801457,0.4252561947622404,0.1450710288420147,39520412.0,0.1016787842855805,0.4162230812979925,65.68571428571428,43657.28571428572,3.0,-25.89999999999999,5.0,1018.0,660.0,0.6430406788248242,12726191.0,455.0,12.0,6.119402985074626,177998.8639,208091.708375,211933.2632,190348.6069,187100.0,252086.0995,8.0,2.0,6.0,1.0,3.0
93308,1758.0,0.9934220590484932,8058.0,13074.0,0.0107293025953312,6196.0,47332.0,0.1138482023968041,0.0317982852801794,0.2769609632924577,21108.0,-0.0061644992399932,12988.0,0.1111111111111111,0.3400360279216393,0.1048057259713701,40491464.0,0.1120717722389031,0.3864629821014933,65.68571428571428,48721.0,3.0,-25.89999999999999,5.0,1071.0,265.0,2.0687676676621334,10262397.0,528.0,12.0,2.2,207624.1105,239250.515425,242237.6276,219277.1802,242800.0,287863.1434,8.0,2.0,6.0,1.0,3.0
93309,1445.0,0.9978016609672692,7259.0,12282.0,0.0099456812791676,5681.0,45364.0,0.074468085106383,0.0275290531529815,0.2753835483183213,23435.0,-0.0084026180788961,12255.0,0.3380281690140845,0.2749374256288211,0.0337139749864057,44906343.0,0.1082301390741093,0.3922805129466986,65.68571428571428,54162.0,3.0,-25.89999999999999,5.0,1106.0,372.0,2.704997141178621,10676154.0,558.0,12.0,2.703703703703704,206571.2798,239070.615325,242926.2698,219179.7443,226200.0,287605.1674,8.0,2.0,6.0,1.0,3.0
93312,1348.0,0.9992116229305102,9720.0,17758.0,0.0078456318914335,8237.0,66412.0,0.051638530287984,0.0177375422714054,0.2891855618688794,18795.0,-0.0027205126654978,17744.0,0.2880258899676375,0.1945328073970395,-0.0138775510204082,65899592.0,0.1083858573364738,0.3551151920576463,65.68571428571428,101902.85714285714,3.0,-25.89999999999999,5.0,1684.0,241.0,1.9709921203273448,8579371.0,650.0,12.0,3.551724137931034,296585.1483,336447.293275,338891.2735,308405.7111,328400.0,401907.0402,8.0,2.0,6.0,1.0,3.0
93313,1337.0,0.9981653780631634,9632.0,15262.0,0.1000703729767769,6824.0,51297.0,0.1698795180722891,0.0224864610313162,0.3779456930195157,16724.0,0.0785528031290743,15234.0,0.6330935251798562,0.2941290581828763,0.1086464463558172,43554523.0,0.1147700898112953,0.3802074126945785,65.68571428571428,83597.57142857143,3.0,-25.89999999999999,5.0,1652.0,295.0,6.487637050887831,6376810.0,533.0,12.0,13.733333333333334,258309.1074,295381.09845,296974.4911,269720.6505,283400.0,356520.1448,8.0,2.0,6.0,1.0,3.0
93314,663.0,0.998581847649919,6087.0,9872.0,0.1162816281628162,4159.0,33577.0,0.2184154175588866,0.0172660746373603,0.433046334469553,10930.0,0.1013513513513513,9858.0,0.2621951219512195,0.2134156753372417,0.1705202312138729,37159164.0,0.1083101122425063,0.34089689889257,65.68571428571428,115427.57142857143,3.0,-25.89999999999999,5.0,1705.0,123.0,1.178106423414238,3561498.0,764.0,12.0,3.875,377271.4704,425924.405575,429817.8585,390726.1487,412200.0,505882.1447,8.0,2.0,6.0,1.0,3.0
93401,564.0,0.9912992357436802,3787.0,8505.0,0.0746773587269766,2677.0,29880.0,0.4706959706959708,0.0170284713625796,0.4102882409723591,13718.0,0.0370269162453886,8431.0,0.5862068965517242,0.6123394185260311,0.3933823529411764,32270376.0,0.0808248543220313,0.1858393052474374,81.3,77866.14285714286,2.0,-13.5,3.0,1615.0,48.0,-0.9096665233584662,2327742.0,646.0,3.0,-0.7222222222222222,755615.0208,806805.29125,811220.5175,764347.6354,775100.0,896037.9913,2.0,0.0,2.0,0.0,2.0
93402,412.0,0.9944720840243229,2174.0,5427.0,0.0232808022922637,1671.0,20462.0,0.0657276995305164,0.0182745619871368,0.3216147772977804,6605.0,0.0184194890077242,5397.0,0.0825688073394494,0.419379972115148,-0.0641247833622183,18164133.0,0.0741184298070525,0.2665320523348868,81.3,83795.57142857143,2.0,-13.5,3.0,1721.0,30.0,-0.1659056073572613,423771.0,727.0,3.0,-0.8,598715.8445,659417.014775,660384.8376,620274.5697,616100.0,758292.8073,2.0,0.0,2.0,0.0,2.0
93405,407.0,0.9895854604860118,2229.0,4897.0,0.0215098241985522,1585.0,17497.0,0.25,0.0208835753501975,0.4398349624018833,9459.0,-0.008634401272438,4846.0,0.7285714285714286,0.180303166606693,0.447136563876652,18867040.0,0.0813279285750936,0.194612487449322,81.3,47762.57142857143,2.0,-13.5,3.0,1816.0,22.0,0.3237194641449961,1005696.0,677.0,3.0,1.0,743146.111,800068.401075,815337.3123,754018.5568,753500.0,887771.6242,2.0,0.0,2.0,0.0,2.0
93420,708.0,0.9872936468234116,4187.0,9995.0,0.0365792382675107,3189.0,36668.0,0.2446351931330472,0.0174534697399235,0.3818058097479486,13421.0,0.0133098669013309,9868.0,0.4472049689440993,0.3701644690384788,0.2310160427807486,40865226.0,0.07861456920991,0.2269838333539511,81.3,91886.57142857143,2.0,-13.5,3.0,1703.0,56.0,-0.5898479350418356,3976807.0,697.0,3.0,-0.3529411764705882,724116.7874,778429.4977,770665.421,730456.1908,710000.0,888479.5916,2.0,0.0,2.0,0.0,2.0
93422,1082.0,0.9836431982119272,4547.0,9843.0,0.025983007310808,3313.0,36720.0,0.2883008356545962,0.0263164295269366,0.390280876265882,13553.0,0.0027100271002709,9682.0,0.1731843575418994,0.1961845973739174,0.1501014198782961,38024380.0,0.0805788641614982,0.2482344723464111,81.3,83958.71428571429,2.0,-13.5,4.0,1593.0,104.0,4.4993307282351696,6636713.0,704.0,8.0,1.4545454545454546,537250.5625,585978.9029000001,585896.5648,550153.8119,573000.0,670614.6724,6.0,3.0,5.0,0.0,2.0
93427,119.0,0.98292220113852,680.0,1581.0,0.0695428203477142,493.0,5802.0,0.8117647058823529,0.0185531649516682,0.3478818382647377,2553.0,0.0152460152460152,1554.0,0.6799999999999999,0.3798548094373866,0.4411764705882353,6246718.0,0.0768631119426255,0.3029189720278762,68.92857142857143,97360.57142857143,6.0,-20.40000000000001,7.0,1996.0,15.0,-0.9625594125090704,679476.0,619.0,11.0,-0.75,603586.0718,668318.047725,670958.2526,612304.1223,621600.0,786423.7442,9.0,2.0,5.0,1.0,3.0
93428,400.0,0.9666666666666668,1611.0,3600.0,0.0218548613056879,1156.0,12865.0,0.0972222222222223,0.0277373275084945,0.4273674022875249,4255.0,0.0012410797393731,3480.0,0.7931034482758621,0.3370847132517121,0.0314960629921259,15888429.0,0.0801608764995492,0.3069312798340005,81.3,79270.0,2.0,-13.5,4.0,1469.0,19.0,-0.8074778548937144,1203796.0,834.0,8.0,0.0,682114.3098,758023.4105750001,758175.7641,700327.0405,705200.0,891476.5279,6.0,3.0,5.0,0.0,2.0
93430,139.0,0.9878177966101694,788.0,1888.0,0.0457404230989135,603.0,6393.0,0.3934426229508196,0.0194814295725297,0.4127632006910269,2615.0,0.0112781954887217,1865.0,0.4516129032258065,0.4121437098330363,0.4569536423841058,7283034.0,0.0845129642606867,0.2752760428322411,81.3,72005.28571428571,2.0,-13.5,4.0,1508.0,13.0,37.647058823529406,576733.0,632.0,8.0,0.5,958682.2554,1037491.816625,1026784.119,941916.3791,896700.0,1222584.513,6.0,3.0,5.0,0.0,2.0
93433,210.0,0.999230966418867,1691.0,3901.0,0.0352850933265149,1328.0,14466.0,0.3090909090909091,0.0131217195701074,0.3447625535324374,5913.0,0.0144927536231884,3898.0,0.0208333333333332,0.3424091604046713,0.1644204851752022,11282511.0,0.0829792551862034,0.2336615568975608,81.3,71578.42857142857,2.0,-13.5,3.0,1682.0,33.0,3.009273282581022,1501492.0,500.0,3.0,1.0,539877.1731,581818.819075,579125.8577,542246.5316,577300.0,666025.7139,2.0,0.0,2.0,0.0,2.0
93434,114.0,0.9924985574148876,804.0,1733.0,0.1855524079320112,436.0,5591.0,0.4673913043478261,0.0185637518319491,0.7542319416376884,2180.0,0.1593194122196441,1720.0,0.4814814814814814,0.6216136363636363,0.1387283236994219,3763128.0,0.0709982087607881,0.2624281193730304,68.92857142857143,55937.42857142857,6.0,-20.40000000000001,7.0,1272.0,8.0,-0.8704077883908891,88531.0,280.0,11.0,-0.7083333333333333,355718.3949,394035.848475,397081.895,374274.1997,337100.0,449068.9043,9.0,2.0,5.0,1.0,3.0
93436,1164.0,0.9920046158918564,5650.0,12132.0,0.0165552371856096,4244.0,45128.0,0.1425762045231071,0.0230330853253126,0.2968105177196865,18453.0,-0.0027496895511797,12035.0,0.3443223443223444,0.3664730974656773,0.1795827123695976,39259545.0,0.0839797372170334,0.3356763837488763,68.92857142857143,65380.28571428572,6.0,-20.40000000000001,7.0,1353.0,105.0,0.6064666988481111,3732399.0,534.0,11.0,-0.7142857142857143,366947.6313,413246.2068,415832.6404,380081.2703,373600.0,490123.2852,9.0,2.0,5.0,1.0,3.0
93442,334.0,0.9967340273525208,2068.0,4899.0,0.0197556008146639,1665.0,17807.0,0.0147783251231528,0.0168635766939311,0.3452554669501517,6527.0,0.0214980764878931,4883.0,-0.0470588235294118,0.4674234945705824,0.002016129032258,15863566.0,0.0840654347167525,0.2677949984287913,81.3,76513.14285714286,2.0,-13.5,3.0,1640.0,36.0,-0.8816676770223655,2005042.0,648.0,3.0,-0.8333333333333334,698227.7197,764106.29645,760889.5194,712098.3359,711900.0,885209.6108,2.0,0.0,2.0,0.0,2.0
93444,453.0,0.9966896948762234,3467.0,6948.0,0.0689960194604157,2605.0,25013.0,0.1716666666666666,0.0161376509565031,0.3834875477784962,8113.0,0.053021570887535,6925.0,0.3909090909090909,0.3259415433655861,0.0984393757503001,24191812.0,0.0928003989882797,0.2374496538296411,81.3,92848.71428571428,2.0,-13.5,4.0,1714.0,45.0,3.6532756819173073,2064112.0,790.0,8.0,1.125,624690.5877,677190.720475,678766.4519,632282.6908,643200.0,773023.1515,6.0,3.0,5.0,0.0,2.0
93446,1181.0,0.98795592965168,7334.0,14613.0,0.0236457150490949,5760.0,53477.0,0.1955223880597014,0.0195471548214108,0.3933876363601898,19168.0,0.0027665619859429,14437.0,0.2140077821011672,0.4432397764407659,0.1624770079705702,52072481.0,0.0953358270714025,0.2732609666672616,81.3,77416.14285714286,2.0,-13.5,3.0,1595.0,154.0,-0.1100638498785205,8879550.0,615.0,3.0,-0.1081081081081081,524898.0513,575826.075075,578536.3775,531537.6713,502500.0,668332.2002,2.0,0.0,2.0,0.0,2.0
93449,371.0,0.997114691031498,2018.0,4159.0,0.0256596465746792,1557.0,14877.0,0.1232876712328767,0.0220767628681939,0.3814905527342691,6040.0,-0.0008121277747699,4147.0,0.8888888888888888,0.4604092296549226,0.1508264462809918,16538994.0,0.0926509967271645,0.2785984504437688,81.3,93859.57142857143,2.0,-13.5,3.0,2002.0,67.0,-0.9716134697617592,1553915.0,703.0,3.0,-0.7777777777777778,777681.4392,844478.1827,829308.8433,776580.1652,771400.0,994342.2831,2.0,0.0,2.0,0.0,2.0
93454,709.0,0.992273180458624,3409.0,8024.0,0.0113813346112374,2690.0,30213.0,0.1417322834645669,0.0210936570272521,0.3239073560078853,12228.0,-0.0101932750860471,7962.0,0.518987341772152,0.4621089746929984,0.0417163289630513,24419636.0,0.0800309413304772,0.3087771377613233,68.92857142857143,70128.42857142857,2.0,-20.40000000000001,3.0,1461.0,62.0,-0.1739960813030657,1451572.0,503.0,3.0,-0.3636363636363636,387600.1736,432694.1156,435663.8969,400230.1461,375900.0,507282.2458,2.0,0.0,2.0,0.0,2.0
93455,1038.0,0.9989688443691536,6493.0,13577.0,0.0383315354189139,5116.0,50451.0,0.1850294365012614,0.0183376026852751,0.3190253454316971,16023.0,0.0187680461982675,13563.0,0.3185483870967742,0.3909136359557476,0.0846905537459283,46918458.0,0.0903807084179842,0.3053761816982474,68.92857142857143,94034.57142857143,2.0,-20.40000000000001,3.0,2024.0,85.0,7.288176802468751,2696541.0,660.0,3.0,0.3125,454880.9001,507315.9699,512809.7946,467782.4924,452600.0,593790.6925,2.0,0.0,2.0,0.0,2.0
93458,864.0,0.9996518913901136,4381.0,8618.0,0.0585477415666095,3228.0,32100.0,0.3789473684210527,0.0238726790450928,0.3274679039074297,14230.0,0.0234533468559838,8615.0,0.390625,0.4874357625541213,0.0681818181818181,22188557.0,0.0891909814323607,0.3237935551422102,68.92857142857143,62498.142857142855,2.0,-20.40000000000001,3.0,1555.0,87.0,0.4886700236966825,3974900.0,475.0,3.0,0.0,378295.2176,426404.2801,431497.0028,395040.129,361300.0,500784.771,2.0,0.0,2.0,0.0,2.0
93460,146.0,0.937641723356009,804.0,1764.0,0.0100783874580068,624.0,6403.0,0.2054794520547944,0.0203541056740554,0.3551691874728335,2537.0,-0.0192786069651741,1654.0,0.59375,0.4244747241356971,0.2245989304812834,12761194.0,0.0869928900041823,0.4574522504764093,68.92857142857143,109839.0,2.0,-20.40000000000001,3.0,2164.0,17.0,0.1595311247662303,893361.0,884.0,3.0,-0.3333333333333333,1203087.239,1384075.78125,1342096.352,1237677.33,962500.0,1753442.204,2.0,0.0,2.0,0.0,2.0
93463,231.0,0.9908295122967904,1286.0,2399.0,0.0209339774557166,963.0,8896.0,0.0717299578059071,0.0228939544103072,0.3725048245768274,3805.0,-0.01131221719457,2377.0,1.6216216216216215,0.6932075471698114,0.1410658307210031,13211783.0,0.0954410307234886,0.3627638990831812,68.92857142857143,103111.85714285714,6.0,-20.40000000000001,7.0,1575.0,17.0,30.9627159226954,976672.0,978.0,11.0,3.0,825866.0086,925036.0471,910011.7802,838806.0176,892900.0,1125460.382,9.0,2.0,5.0,1.0,3.0
93501,211.0,0.9864217252396166,774.0,1252.0,0.0689361702127659,510.0,4122.0,0.3125,0.0435680363411108,0.2713231970490164,2254.0,0.0466732869910626,1235.0,-0.0178571428571429,0.6397773039564084,0.1910112359550562,3573353.0,0.1053066281230642,0.5901164601115887,65.68571428571428,42049.142857142855,3.0,-25.89999999999999,5.0,975.0,41.0,1.167229280673331,1613675.0,248.0,12.0,-0.4444444444444444,127325.0712,161553.3862,168788.2316,147638.5505,120300.0,202461.6915,8.0,2.0,6.0,1.0,3.0
93505,581.0,0.9948767992193218,3046.0,4099.0,0.0574174470182355,2251.0,13858.0,0.2139999999999999,0.0348112642300778,0.3206380639929451,5124.0,0.0251830161054171,4078.0,0.2797202797202798,0.2171431100097353,0.2064606741573034,11996546.0,0.1348711803475134,0.5358419716185254,65.68571428571428,49312.57142857143,2.0,-25.89999999999999,3.0,846.0,90.0,-0.3117889963471822,2764963.0,395.0,3.0,0.6363636363636365,157742.4091,189138.937925,187495.7463,169050.1837,169100.0,242267.4126,2.0,0.0,2.0,0.0,2.0
93510,484.0,0.8853503184713376,1462.0,2355.0,0.0283097418817652,1011.0,8242.0,0.3703703703703704,0.0497073020437506,0.3717808035369088,2650.0,-0.0186068702290076,2085.0,0.3,0.2775351300052843,-0.0458715596330274,16408847.0,0.1038307486905617,0.3084787692344053,45.85714285714285,108244.28571428572,8.0,-16.4,11.0,1402.0,43.0,195.02513227513228,1766456.0,770.0,17.0,1.6666666666666663,593782.8122,658211.961325,660772.7831,601340.0467,589000.0,776952.2033,11.0,1.0,7.0,0.0,5.0
93514,323.0,0.9930151338766008,1673.0,4295.0,0.0339101964452759,1268.0,15761.0,0.4651162790697674,0.0186145689257722,0.2932831278726773,6830.0,0.0078740157480314,4265.0,-0.074074074074074,0.479767425010868,0.1910994764397906,16239390.0,0.0730751498386353,0.2692918834711273,74.84285714285714,66077.42857142857,2.0,-16.10000000000001,3.0,1072.0,20.0,3.641072044122717,1806147.0,647.0,7.0,1.0,406966.7763,455738.26955,469243.2794,430183.3965,337700.0,516559.626,5.0,1.0,3.0,0.0,2.0
93532,273.0,0.6242171189979123,495.0,958.0,0.0022522522522523,289.0,2952.0,0.1025641025641026,0.0776892430278884,0.506217695777341,1145.0,-0.0860495436766622,598.0,1.395348837209302,0.7242443685296617,0.3400000000000001,4991356.0,0.0822424587364826,0.321130891513665,45.85714285714285,77199.28571428571,2.0,-16.4,3.0,1552.0,52.0,6.064703210704677,3774112.0,558.0,3.0,1.0,308294.1695,342528.1989,340960.538,313561.1371,318700.0,407296.951,2.0,0.0,2.0,0.0,2.0
93534,1071.0,0.9936492427943332,5301.0,8188.0,0.0325782344698739,4147.0,29394.0,0.142142142142142,0.030943025540275,0.266325289061794,16719.0,0.0038303693570451,8136.0,0.4274509803921569,0.554549534091809,0.1096319498825371,27909583.0,0.1198139373627643,0.4628465482897401,45.85714285714285,46326.28571428572,8.0,-16.4,11.0,1272.0,449.0,0.2742033704008377,9339550.0,475.0,17.0,0.3720930232558139,273974.7542,319972.03275,321136.3483,283994.005,257600.0,400783.0235,11.0,1.0,7.0,0.0,5.0
93535,2118.0,0.9920042021711216,11097.0,17134.0,0.0443394615515966,8458.0,61124.0,0.1498240321769732,0.0295397489539748,0.3142369316116076,24320.0,0.0236183904995688,16997.0,0.2465483234714003,0.5354134673553911,0.1014994232987311,54904819.0,0.1179637377963737,0.4809059003496918,45.85714285714285,51649.0,8.0,-16.4,11.0,1348.0,956.0,0.6171325786643596,20199716.0,548.0,17.0,0.4594594594594594,277934.6184,325369.0024,324491.2121,287455.1628,241800.0,411595.0163,11.0,1.0,7.0,0.0,5.0
93536,2081.0,0.9946149422282636,12300.0,19127.0,0.0435968678959333,9646.0,69208.0,0.1876409562471808,0.0257119911039723,0.3252794492786377,24265.0,0.0172454109669122,19024.0,0.3220338983050848,0.417063634110747,0.1725742928750446,86304139.0,0.1191820596775189,0.414893375023921,45.85714285714285,86144.28571428571,8.0,-16.4,11.0,1530.0,704.0,0.5426007405533637,15048633.0,659.0,17.0,0.6666666666666665,367363.7823,420961.574175,422018.7689,374683.1637,377300.0,519780.5818,11.0,1.0,7.0,0.0,5.0
93543,583.0,0.9825563909774436,1953.0,3325.0,0.0639620965353864,1354.0,12015.0,0.1631419939577039,0.041786123853211,0.2642718710891247,3828.0,0.0387650085763293,3267.0,0.3740458015267176,0.6666266275885264,0.0287474332648871,11328280.0,0.0970470183486238,0.3791382212648659,45.85714285714285,57132.57142857143,8.0,-16.4,11.0,1406.0,362.0,2.8078813746809628,22893707.0,529.0,17.0,-0.3571428571428571,312792.2946,358712.91655,365977.7577,324697.8051,266000.0,431383.8088,11.0,1.0,7.0,0.0,5.0
