ZIP Code,new_policies,renewed_policies,nonrenewed_policies,total_units_x,median_home_value,Avg_Median_Income_2018_2021,earned_premium,earned_exposure,expiring_policies,Climate_Disasters_Avf_10yr,New_and_Renewed_to_Nonrenewed_Ratio,New_and_Renewed_to_Total_Units_Ratio,Housing_Affordability_Ratio,Relative_Housing_Cost_Index,Premium_to_Exposure_Ratio,Nonrenewal_Rate,Renewal_Resilience,market_units,fair_plan_units,total_units_y,pct_market,pct_fair_plan,exposure_22
92083,3125,23896,3235,6449,467600.0,68177.5,24612375,42954,27131,0.0,8.352704791344667,4.1899519305318655,6.858567709288255,42013.069797926335,572.9937840480515,0.1192362979617411,0.8807637020382588,6435,14,6449,0.9978291207939216,0.0021708792060784,8981375
92084,5463,37104,5361,10398,600600.0,75716.0,49491109,55969,42465,0.0,7.940123111359821,4.093768032313907,7.932273231549474,53459.15834160678,884.2593042577141,0.1262451430589897,0.8737548569410103,10050,348,10398,0.966532025389498,0.033467974610502,420210270
92086,345,1371,555,584,265800.0,41329.5,2855959,2464,1926,0.0,3.091891891891892,2.9383561643835616,6.431241607084528,25006.275536329544,1159.0742694805194,0.2881619937694704,0.7118380062305296,292,292,584,0.5,0.5,137196159
92091,651,2854,618,828,1359400.0,153549.25,11058964,4632,3472,0.0,5.671521035598706,4.233091787439614,8.8531855414468,113835.65786023768,2387.513816925734,0.1779953917050691,0.8220046082949308,815,13,828,0.9842995169082126,0.0157004830917874,108064280
92101,812,7153,1343,1960,626000.0,71824.0,33248635,99643,8496,0.0,5.930752047654505,4.063775510204081,8.715749610158165,55982.95991227666,333.67757895687606,0.1580743879472693,0.8419256120527306,1931,29,1960,0.985204081632653,0.0147959183673469,7366115
92102,3113,23651,3099,6968,477100.0,53414.75,20629270,42773,26750,0.0,8.636334301387544,3.8409873708381177,8.931989759382942,43827.568970558925,482.296542211208,0.1158504672897196,0.8841495327102804,6736,232,6968,0.9667049368541906,0.0332950631458094,55954132
92103,2645,22319,2761,5966,835300.0,79841.25,40186213,68652,25080,0.0,9.041651575516118,4.184378142809252,10.4620105521895,74000.27711602331,585.3611402435472,0.1100877192982456,0.8899122807017544,5903,63,5966,0.9894401609118336,0.0105598390881662,35607114
92104,3804,31652,3955,8602,679300.0,71300.25,32206389,75969,35607,0.0,8.964854614412136,4.121832132062311,9.527315822875796,60789.348140822105,423.9411996998776,0.1110736652905327,0.8889263347094672,8530,72,8602,0.9916298535224366,0.0083701464775633,21420543
92105,4258,35549,4295,9932,459200.0,46042.25,26254649,55765,39844,0.0,9.268218859138534,4.00795408779702,9.97344830020253,42766.7448941754,470.8087330763024,0.1077954020680654,0.8922045979319345,9716,216,9932,0.9782521143777688,0.0217478856222311,45746708
92106,2271,20026,2310,5340,1070000.0,109459.25,32064756,32678,22336,0.0,9.652380952380952,4.175468164794007,9.775327347848627,92215.08518954062,981.2337352347143,0.1034204871060171,0.8965795128939829,5328,12,5340,0.997752808988764,0.0022471910112359,8559098
92107,2832,25789,2844,7057,982300.0,86438.0,29279628,51052,28633,0.0,10.063642756680732,4.0556893864248265,11.364214812929498,86415.4318853702,573.5255817597744,0.0993259525722068,0.9006740474277931,7016,41,7057,0.9941901657928298,0.0058098342071701,18754826
92108,576,4500,729,1255,469300.0,78767.5,15762455,55817,5229,0.0,6.962962962962963,4.044621513944223,5.95804107023836,41625.807523857104,282.39523800992527,0.1394148020654044,0.8605851979345955,1253,2,1255,0.998406374501992,0.0015936254980079,819116
92109,3975,32686,4004,9168,962000.0,86447.5,48528887,93955,36690,0.0,9.156093906093906,3.9988001745200696,11.128141357471298,84628.77100119811,516.5120217125219,0.1091305532842736,0.8908694467157263,9132,36,9168,0.9960732984293194,0.0039267015706806,11419220
92110,1731,15692,1852,4175,688800.0,76721.0,22842780,47352,17544,0.0,9.407667386609072,4.173173652694611,8.977985167033799,61237.93039662688,482.40369994931575,0.105563155494756,0.894436844505244,4151,24,4175,0.994251497005988,0.0057485029940119,5878948
92111,3525,32425,3551,8584,604600.0,76563.75,34565268,60713,35976,0.0,10.123908758096311,4.188024231127679,7.896687401022024,53761.91578008768,569.3223527086456,0.0987046920169001,0.9012953079831,8561,23,8584,0.9973205964585274,0.0026794035414725,11529069
92113,3117,23003,3179,6853,406600.0,42676.5,16526333,34075,26182,0.0,8.21642025794275,3.8114694294469578,9.527491710894754,38137.567207605,484.99876742479825,0.1214192956993354,0.8785807043006646,6574,279,6853,0.9592879031081278,0.0407120968918721,68699373
92114,6295,55341,6600,14883,461500.0,70853.0,48230175,68574,61941,0.0,9.338787878787878,4.141369347577773,6.513485667508786,41322.08248046151,703.3303438621052,0.1065530101225359,0.8934469898774641,14783,100,14883,0.9932809245447828,0.0067190754552173,31770662
92115,4840,38165,4930,10312,580800.0,54036.5,39048891,81960,43095,0.0,8.723123732251521,4.170384018619084,10.74829050734226,53297.04326822926,476.43839677891657,0.1143984220907297,0.8856015779092702,10265,47,10312,0.9954422032583398,0.0045577967416602,21904502
92116,3036,25880,3127,7126,690400.0,76146.5,29365256,58929,29007,0.0,9.247201790853854,4.057816446814482,9.066733205071802,61421.223072133675,498.3158716421456,0.1078015651394491,0.892198434860551,7035,91,7126,0.987229862475442,0.0127701375245579,32005152
92117,5621,52500,5728,13875,690000.0,88228.25,54826099,86302,58228,0.0,10.146822625698324,4.188900900900901,7.820624346510329,60591.784226406104,635.2819054019606,0.0983719172906505,0.9016280827093496,13846,29,13875,0.99790990990991,0.00209009009009,16503208
92118,1899,17333,2127,4799,1656900.0,108509.5,37361856,39651,19460,0.0,9.04184297132111,4.007501562825588,15.269630769656112,142902.81678543455,942.2676855564804,0.1093011305241521,0.8906988694758479,4796,3,4799,0.9993748697645344,0.0006251302354657,5814498
92119,2775,24952,2853,6525,632500.0,93941.25,30373125,41931,27805,0.0,9.718541885734314,4.249348659003831,6.732931486434341,55238.12499621108,724.3596623023539,0.1026074447041898,0.8973925552958101,6495,30,6525,0.9954022988505749,0.0045977011494252,23900653
92120,3703,32267,3846,8491,654100.0,98971.75,40188867,54498,36113,0.0,9.352574102964118,4.236250147214698,6.608956596200431,56865.455091182885,737.4374655950677,0.1064990446653559,0.893500955334644,8428,63,8491,0.9925803792250618,0.0074196207749381,48365508
92121,397,2824,446,799,821100.0,112457.25,5420113,8666,3270,0.0,7.221973094170403,4.031289111389237,7.301441214328111,70599.89793533052,625.4457650588507,0.1363914373088685,0.8636085626911315,788,11,799,0.986232790988736,0.013767209011264,10375479
92122,2081,20972,2168,5472,780000.0,82389.75,39166420,94021,23140,0.0,10.63330258302583,4.212902046783626,9.467197072451366,68909.36424365152,416.5709788238798,0.0936905790838375,0.9063094209161624,5464,8,5472,0.9985380116959064,0.0014619883040935,7117919
92123,2116,19386,2180,5064,600900.0,87268.0,23046618,48067,21566,0.0,9.863302752293578,4.246050552922591,6.8856854746298755,52818.298242504214,479.4686167224915,0.1010850412686636,0.8989149587313363,5055,9,5064,0.998222748815166,0.0017772511848341,6405818
92124,1993,17701,2191,4651,704400.0,93851.25,27945441,45790,19892,0.0,8.988589685075308,4.234358202537089,7.505494066408279,61522.51797482592,610.29571958943,0.1101447818218379,0.889855218178162,4618,33,4651,0.9929047516663084,0.0070952483336916,27108286
92126,6121,54503,6413,14691,599500.0,98892.25,60766715,107675,60916,0.0,9.45329798846094,4.126608127424954,6.062153505456696,52122.33926524906,564.3530531692594,0.1052761179328912,0.8947238820671088,14634,57,14691,0.9961200735143966,0.0038799264856034,46772854
92127,7041,40911,6827,11490,914200.0,144349.5,78585086,69799,47738,0.0,7.023875787315072,4.1733681462140995,6.333239810321476,76952.90910088703,1125.8769609879798,0.1430097616154845,0.8569902383845155,11405,85,11490,0.9926022628372496,0.0073977371627502,125350302
92128,5793,41888,6017,11293,681900.0,104617.5,68674855,93761,47905,0.0,7.924380920724613,4.222173027539184,6.5180299663058285,58997.759044016086,732.4458463540278,0.1256027554535017,0.8743972445464983,11242,51,11293,0.9954839280970512,0.0045160719029487,62655354
92129,6263,48034,6535,13071,815300.0,126166.5,70424561,74926,54569,0.0,8.308645753634277,4.15400504934588,6.462095722715618,69414.65878656253,939.9215359154366,0.1197566383844307,0.8802433616155693,12861,210,13071,0.9839338994721138,0.0160661005278861,187145651
92130,7877,47084,7563,13217,1189300.0,157229.5,101039012,97231,54647,0.0,7.267089779188153,4.158356661874858,7.5641021564019475,99394.40866041528,1039.164587425821,0.1383973502662543,0.8616026497337457,13126,91,13217,0.9931149277445714,0.0068850722554286,149145416
92131,5020,32885,5370,9075,885500.0,139299.5,64750284,55868,38255,0.0,7.058659217877095,4.176859504132231,6.356806736564022,74761.18484851731,1158.9869692847426,0.140373807345445,0.859626192654555,8723,352,9075,0.9612121212121212,0.0387878787878787,443819344
92139,2638,23987,2755,6321,466100.0,72555.25,24046058,39812,26742,0.0,9.664246823956445,4.212149976269577,6.424069932913194,41645.43287327449,603.9902039586054,0.103021464363174,0.896978535636826,6301,20,6321,0.9968359436797976,0.0031640563202024,11021757
92154,5689,48460,5853,13026,477900.0,69247.75,51811315,85758,54313,0.0,9.25149495984965,4.156993704897896,6.901307262690845,42878.49969326332,604.1572214837099,0.1077642553348185,0.8922357446651814,12995,31,13026,0.9976201443267312,0.0023798556732688,24621828
92173,1001,9178,1123,2455,388700.0,48020.0,8849124,18918,10301,0.0,9.064113980409616,4.146232179226069,8.09454394002499,36059.611695026615,467.7621313035205,0.1090185418891369,0.890981458110863,2435,20,2455,0.9918533604887984,0.0081466395112016,8064253
92201,9454,51856,8543,14886,272400.0,45741.0,52361535,70060,60399,1.8333333333333333,7.176635842209996,4.118634959021899,5.955269889158523,25384.990948623083,747.3813160148444,0.1414427391181973,0.8585572608818027,14862,24,14886,0.9983877468762596,0.0016122531237404,9677617
92203,8296,40141,7252,11937,368900.0,74290.25,46611391,51875,47393,1.8333333333333333,6.679123000551572,4.057719695065762,4.965658346822093,32891.29068115447,898.5328385542168,0.1530183782415124,0.8469816217584876,11928,9,11937,0.9992460417190248,0.0007539582809751,7302255
92210,1937,10413,1842,3299,750700.0,108262.75,43184909,18677,12255,0.0,6.704668838219327,3.7435586541376176,6.9340562658901606,64758.41175157656,2312.197301493816,0.1503059975520196,0.8496940024479804,3295,4,3299,0.9987875113670808,0.001212488632919,5307066
92211,7020,38496,6955,10951,400000.0,66156.5,63742297,73719,45451,0.0,6.544356578001437,4.156332754999544,6.046269074089469,36036.75538732398,864.6657849401104,0.1530219357109854,0.8469780642890146,10949,2,10951,0.9998173682768696,0.0001826317231303,1559740
92220,6410,32903,5857,9782,259600.0,44224.0,31826292,42543,38760,1.8333333333333333,6.712139320471231,4.01891228787569,5.870115774240231,24268.434521817333,748.0970312389817,0.151109391124871,0.848890608875129,9549,233,9782,0.9761807401349416,0.0238192598650582,138361640
92223,12174,61241,10431,18101,354000.0,82469.5,63128655,75129,71672,1.8333333333333333,7.038155498034704,4.0558532677752615,4.292496013677784,31271.577037570012,840.2701353671685,0.1455380064739368,0.8544619935260632,17741,360,18101,0.9801115960444174,0.0198884039555825,282341865
92225,2224,16230,2059,4407,165000.0,44614.25,13491849,19563,18289,1.8333333333333333,8.962603205439533,4.187429090083957,3.6983699154418153,15412.194095927269,689.6615549762306,0.112581333041719,0.887418666958281,4384,23,4407,0.9947810301792602,0.0052189698207397,5667102
92227,2312,19049,2128,5300,226700.0,46336.75,15978615,22235,21177,1.3333333333333333,10.038063909774436,4.030377358490566,4.8924449815751,21100.75644745235,718.624465932089,0.1004863767294706,0.8995136232705293,5277,23,5300,0.9956603773584906,0.0043396226415094,8346824
92230,402,1883,425,571,211900.0,52851.75,1570365,2450,2308,1.8333333333333333,5.376470588235295,4.001751313485114,4.009327978732966,19484.61653066027,640.965306122449,0.1841421143847487,0.8158578856152513,542,29,571,0.9492119089316988,0.0507880910683012,12474242
92231,2747,23953,2889,6650,233300.0,43619.5,22060422,27968,26842,1.3333333333333333,9.241952232606438,4.015037593984962,5.348525315512558,21837.904276051,788.7736699084668,0.1076298338424856,0.8923701661575143,6545,105,6650,0.9842105263157894,0.0157894736842105,22311481
92233,260,2434,302,639,158400.0,38474.25,1892799,2781,2736,1.3333333333333333,8.920529801324504,4.215962441314554,4.117039318505234,15003.204568931898,680.6181229773463,0.1103801169590643,0.8896198830409356,635,4,639,0.9937402190923318,0.0062597809076682,1473391
92234,9754,48626,8590,14335,325200.0,49977.25,53681516,69193,57216,0.0,6.79627473806752,4.072549703522847,6.506960667103532,30057.33302939927,775.82293006518,0.1501328299776286,0.8498671700223713,14314,21,14335,0.998535054063481,0.001464945936519,9201577
92236,3691,24443,3412,6982,262300.0,35892.0,20592282,29001,27855,1.8333333333333333,8.245603751465417,4.029504439988542,7.308035216761395,25008.891580035972,710.0542050274129,0.1224914737031053,0.8775085262968947,6967,15,6982,0.9978516184474364,0.0021483815525637,5686747
92240,7706,34688,7046,10490,230300.0,38934.5,31783407,44647,41734,0.0,6.016747090547828,4.04137273593899,5.915062476723728,21788.829760383003,711.8822541268171,0.1688311688311688,0.8311688311688312,10438,52,10490,0.9950428979980934,0.0049571020019065,16706393
92241,3151,11795,2404,3542,92600.0,32302.75,8692561,13955,14199,0.0,6.217138103161398,4.219649915302089,2.866629002174738,8918.503676129243,622.8993908993192,0.1693076977251919,0.8306923022748081,3522,20,3542,0.994353472614342,0.0056465273856578,8660516
92242,727,4329,593,1168,101600.0,37604.0,3453704,4775,4922,1.7142857142857142,8.526138279932546,4.328767123287672,2.7018402297627913,9644.16660151625,723.2887958115183,0.1204794798862251,0.8795205201137749,1162,6,1168,0.9948630136986302,0.0051369863013698,1300010
92243,4417,32016,4319,8807,216700.0,47860.0,30857829,39724,36335,0.0,8.435517480898357,4.136822981719087,4.527789385708316,20109.43660921624,776.8056842211257,0.1188661070593092,0.8811338929406908,8723,84,8807,0.990462132394686,0.0095378676053139,29082048
92249,538,4738,605,1290,220200.0,51032.5,4356985,5318,5343,1.3333333333333333,8.720661157024793,4.089922480620155,4.314897369323471,20313.24469105994,819.2901466716811,0.113232266516938,0.8867677334830619,1286,4,1290,0.9968992248062016,0.0031007751937984,506296
92250,631,5695,683,1504,234300.0,52426.5,5064630,6451,6378,1.3333333333333333,9.26207906295754,4.2061170212765955,4.469113902320391,21560.356063083946,785.0922337622075,0.1070868610849796,0.8929131389150203,1493,11,1504,0.992686170212766,0.007313829787234,2289329
92251,3187,19671,2662,6061,271600.0,84025.75,19311523,23625,22333,1.3333333333333333,8.586776859504132,3.771324863883847,3.2323424664462976,23952.98601360338,817.418962962963,0.11919580889267,0.88080419110733,6046,15,6061,0.9975251608645438,0.0024748391354561,6545262
92252,2726,13223,2516,3834,217900.0,41841.75,12329708,16598,15739,0.0,6.339030206677266,4.159885237350026,5.207717172441401,20476.1481122656,742.8429931317027,0.1598576783785501,0.8401423216214499,3789,45,3834,0.988262910798122,0.0117370892018779,24070758
92253,11516,58296,11031,17420,453600.0,79931.5,112267567,88716,69327,0.0,6.328709999093464,4.007577497129736,5.6748590981027505,40180.97277390821,1265.4714707606297,0.15911549612705,0.8408845038729499,17410,10,17420,0.9994259471871412,0.0005740528128587,14095257
92254,666,4719,606,1343,160400.0,26043.5,3659114,5494,5325,1.8333333333333333,8.886138613861386,4.009679821295607,6.158926411580625,15775.719629740392,666.0200218420094,0.1138028169014084,0.8861971830985915,1336,7,1343,0.9947877885331348,0.0052122114668652,1931198
92256,971,5081,881,1517,183300.0,47877.75,4970157,6356,5962,0.0,6.869466515323496,3.989452867501648,3.828500712752792,17009.381158706434,781.9630270610447,0.1477692049647769,0.852230795035223,1477,40,1517,0.97363216875412,0.02636783124588,17985968
92260,7924,35421,6173,10532,363400.0,58795.25,69034244,72181,41594,0.0,7.021707435606674,4.115552601595138,6.180771405853364,33091.06512748229,956.4046494229784,0.1484108284848776,0.8515891715151224,10517,15,10532,0.9985757690846944,0.0014242309153057,13840389
92262,6787,29703,6430,8837,447800.0,54341.75,55492039,62723,36133,0.0,5.674961119751166,4.129229376485233,8.240441281335253,41071.08364768636,884.7159574637693,0.177953671159328,0.822046328840672,8823,14,8837,0.99841575195202,0.00158424804798,17242540
92264,4801,21937,4333,6383,386800.0,57102.25,50682262,57857,26270,0.0,6.170782367874452,4.1889393702021,6.7738136413188625,35315.81929399638,875.9918765231519,0.1649409973353635,0.8350590026646365,6372,11,6383,0.998276672411092,0.001723327588908,19464244
92270,5881,25590,4963,8145,570400.0,82489.5,73026043,51733,30553,0.0,6.341124319967761,3.863842848373235,6.914819461870905,50386.79510050849,1411.5949780604255,0.1624390403561025,0.8375609596438975,8135,10,8145,0.9987722529158992,0.0012277470841006,17423753
92274,1756,8156,1571,2752,113200.0,27267.75,7939331,10881,9727,1.8333333333333333,6.309357097390198,3.6017441860465116,4.151424301601709,11083.413495226348,729.6508592960206,0.1615092011925568,0.8384907988074431,2735,17,2752,0.9938226744186046,0.0061773255813953,6828843
92276,2844,9684,1838,3094,206000.0,53043.0,8340665,11338,11522,0.0,6.816104461371055,4.04912734324499,3.883641573817469,18935.810772532855,735.6381195978126,0.1595209165075507,0.8404790834924493,3072,22,3094,0.9928894634776988,0.0071105365223012,3108221
92282,323,1397,322,441,225000.0,39901.75,1738517,1937,1719,0.0,5.341614906832298,3.9002267573696145,5.638850426359746,21238.08509839015,897.5307176045432,0.1873182082606166,0.8126817917393834,394,47,441,0.8934240362811792,0.1065759637188208,15139109
92284,6636,33537,6270,9520,225100.0,45053.25,31208064,41378,39807,0.0,6.407177033492823,4.2198529411764705,4.996309922147681,21006.755715480907,754.2187635941805,0.1575099856809104,0.8424900143190897,9448,72,9520,0.992436974789916,0.007563025210084,26248643
92285,756,3264,691,1043,157100.0,33691.75,3630573,4247,3955,1.7142857142857142,5.817655571635311,3.8542665388302977,4.662862570213776,15069.532396699708,854.8558982811396,0.1747155499367888,0.8252844500632112,991,52,1043,0.950143815915628,0.049856184084372,16194763
92301,5411,26310,5152,7956,238600.0,47424.5,22449041,33026,31462,1.7142857142857142,6.157026397515528,3.987053795877326,5.031154782865396,22160.522284357165,679.738418215951,0.1637530989765431,0.8362469010234569,7853,103,7956,0.9870537958773252,0.0129462041226747,34602715
92307,7551,40812,7176,11597,301700.0,62057.5,45123147,51145,47988,0.0,6.739548494983278,4.170302664482194,4.861620271522378,27338.25773570949,882.2592042232867,0.1495373843460865,0.8504626156539135,11541,56,11597,0.9951711649564544,0.0048288350435457,25507323
92308,8668,47002,8164,13343,282100.0,53357.75,46123338,58348,55166,0.0,6.818961293483587,4.172225136775838,5.286954566112701,25916.935592531343,790.4870432576952,0.1479897038030671,0.8520102961969329,13269,74,13343,0.9944540208348946,0.0055459791651052,33595497
92311,4814,27284,4637,7720,144900.0,45456.25,23095056,35838,31921,1.7142857142857142,6.922147940478758,4.157772020725389,3.1876804619826755,13511.112339506648,644.4292650259501,0.1452648726543654,0.8547351273456345,7665,55,7720,0.9928756476683938,0.0071243523316062,15502875
92313,1549,11051,1439,3034,378100.0,71499.0,12413903,17287,12490,0.0,8.756080611535788,4.152933421226104,5.2881858487531295,33827.06975256963,718.1062648232776,0.1152121697357886,0.8847878302642114,3010,24,3034,0.992089650626236,0.007910349373764,18007513
92314,5533,23730,6443,8148,307100.0,55712.5,35700959,37212,30173,0.0,4.541828340835015,3.5914334806087385,5.5122279560242315,28102.22631996701,959.3937170805116,0.2135352798859907,0.7864647201140093,4148,4000,8148,0.5090819833087874,0.4909180166912125,2203838757
92315,5332,20755,6134,8060,467800.0,56211.5,38889025,34832,26889,0.0,4.252852950766221,3.236600496277916,8.322140487266841,42772.72345142904,1116.474075562701,0.2281230242850236,0.7718769757149764,3737,4323,8060,0.4636476426799007,0.5363523573200992,2837908126
92316,3029,20282,3017,5651,339100.0,61373.25,17278035,24298,23299,1.7142857142857142,7.726549552535632,4.125110599893824,5.525208458082308,30758.124684062062,711.088772738497,0.1294905360745096,0.8705094639254903,5525,126,5651,0.977703061405061,0.0222969385949389,48280356
92320,3125,11800,2398,4095,279200.0,59484.0,11633858,14963,14198,1.8333333333333333,6.223936613844871,3.6446886446886446,4.6936991459888375,25396.91168693382,777.5083873554769,0.1688970277503873,0.8311029722496126,3942,153,4095,0.9626373626373628,0.0373626373626373,99935788
92321,203,1055,310,356,370900.0,50488.25,2083221,1755,1365,0.0,4.058064516129032,3.533707865168539,7.346263734631325,34249.05488803816,1187.0205128205127,0.2271062271062271,0.7728937728937729,115,241,356,0.3230337078651685,0.6769662921348315,122203647
92325,3786,12450,4001,5160,278800.0,62519.0,25972860,24578,16451,1.7142857142857142,4.057985503624094,3.146511627906977,4.459444328924007,25246.24646038052,1056.7523801773943,0.2432070998723481,0.7567929001276518,1269,3891,5160,0.2459302325581395,0.7540697674418605,2017761636
92335,7132,52362,7129,14432,344200.0,56711.25,39241423,67424,59491,1.7142857142857142,8.345349978959181,4.122366962305986,6.069342502589874,31446.058561621765,582.0097146416706,0.1198332520885512,0.8801667479114488,14166,266,14432,0.9815687361419068,0.0184312638580931,91040313
92336,15544,86680,13610,25741,460100.0,95597.0,92693698,107965,100290,1.7142857142857142,7.510947832476121,3.971252088108465,4.812912539096415,40120.69617666626,858.5532163201037,0.1357064512912553,0.8642935487087446,25577,164,25741,0.9936288411483626,0.0063711588516374,99084309
92337,4578,30030,4727,8141,403600.0,83695.5,28851576,36594,34757,1.7142857142857142,7.321345462238206,4.251074806534824,4.822242533947464,35606.71538588162,788.4236760124611,0.1360013810167736,0.8639986189832264,8042,99,8141,0.9878393317774228,0.012160668222577,49034114
92339,313,1656,339,607,335700.0,68843.25,3113458,3005,1995,0.0,5.808259587020649,3.243822075782537,4.8762950616073475,30135.765907073634,1036.092512479201,0.1699248120300752,0.8300751879699249,230,377,607,0.3789126853377265,0.6210873146622735,195856991
92342,1820,9359,1787,2582,266100.0,75474.25,10858155,12346,11146,1.7142857142857142,6.255735870173475,4.329589465530597,3.5257057870730746,23692.195235862306,879.4876883201036,0.1603265745558945,0.8396734254441055,2566,16,2582,0.9938032532920216,0.0061967467079783,5836372
92344,4315,20163,4200,6065,345700.0,86419.75,24814159,25739,24363,1.7142857142857142,5.828095238095238,4.035943940643034,4.000243000008679,30412.674078944437,964.0684952795368,0.1723925624923039,0.827607437507696,5723,342,6065,0.94361088211047,0.05638911788953,239742223
92345,13364,75035,12529,21452,277100.0,52136.75,69036021,95890,87564,1.7142857142857142,7.055551121398356,4.120781279134812,5.314869070281519,25511.8355665089,719.9501616435499,0.1430839157644694,0.8569160842355306,21261,191,21452,0.9910964012679472,0.0089035987320529,89974573
92346,7213,49025,6998,13494,367300.0,67693.75,54618388,62546,56023,1.7142857142857142,8.036296084595598,4.167630057803469,5.425907118456283,33022.41159291536,873.2514948997538,0.1249129821680381,0.8750870178319619,13349,145,13494,0.9892544834741368,0.0107455165258633,130998656
92352,5875,19775,6577,8327,457800.0,87099.25,60032896,36678,26352,0.0,3.899954386498403,3.080341059204996,5.256072813485765,40246.84891538636,1636.7548939418723,0.2495825743776563,0.7504174256223437,2455,5872,8327,0.2948240662903807,0.7051759337096193,5116111492
92354,2570,16614,2337,4824,411400.0,59950.25,18695063,28114,18951,0.0,8.208814719726144,3.976782752902156,6.862356704100483,37395.68137473295,664.9734296080245,0.1233180307107804,0.8766819692892196,4784,40,4824,0.9917081260364844,0.0082918739635157,26647785
92356,1171,5587,1154,1605,169100.0,33735.5,5428064,7109,6741,0.0,5.856152512998267,4.210591900311527,5.012523899156674,16218.591744376708,763.5481783654523,0.1711912179201898,0.8288087820798101,1554,51,1605,0.9682242990654204,0.0317757009345794,20358056
92358,134,644,138,302,418800.0,47549.25,1542496,1433,782,0.0,5.63768115942029,2.576158940397351,8.807709900787078,38887.5223446816,1076.4103279832518,0.1764705882352941,0.8235294117647058,125,177,302,0.4139072847682119,0.5860927152317881,80156432
92359,1296,8049,1186,2355,341600.0,62199.75,8472611,10981,9235,1.7142857142857142,7.879426644182125,3.968152866242038,5.491983488679617,30947.33752071576,771.5700755851016,0.1284244721169464,0.8715755278830536,2235,120,2355,0.9490445859872612,0.0509554140127388,68212493
92363,1367,7831,1216,2319,125400.0,33161.75,6970379,9266,9047,1.7142857142857142,7.564144736842105,3.966364812419146,3.781465091558799,12047.090425290487,752.2532916037125,0.1344091964187023,0.8655908035812977,2309,10,2319,0.9956877964639932,0.0043122035360068,2753517
92365,358,2276,352,657,117600.0,55148.0,2433589,2805,2628,0.0,7.482954545454546,4.0091324200913245,2.132443606295786,10771.424747382,867.5896613190731,0.1339421613394216,0.8660578386605784,643,14,657,0.9786910197869102,0.0213089802130898,6855429
92368,131,508,133,166,259800.0,35371.75,579536,754,641,0.0,4.804511278195489,3.8493975903614457,7.344844402665969,24805.06172235112,768.6153846153846,0.2074882995319812,0.7925117004680188,162,4,166,0.9759036144578314,0.0240963855421686,1043411
92371,3183,15584,3100,4624,272700.0,59648.25,20292818,20447,18684,1.7142857142857142,6.053870967741935,4.0586072664359865,4.571802190340874,24799.430875847615,992.459431701472,0.1659173624491543,0.8340826375508457,4296,328,4624,0.9290657439446368,0.0709342560553633,143156475
92372,1431,6490,1350,1973,294100.0,55124.75,8297049,8333,7840,0.0,5.867407407407407,4.0146984287886465,5.335171588079764,26938.761710006092,995.6857074282972,0.1721938775510204,0.8278061224489796,1838,135,1973,0.9315762797769892,0.0684237202230106,75097823
92374,5620,37678,5026,10566,413600.0,76716.25,38145648,52883,42704,1.7142857142857142,8.614803024273776,4.097861063789513,5.391295846707836,36771.41032457522,721.3215589130723,0.1176938928437617,0.8823061071562383,10499,67,10566,0.993658905924664,0.0063410940753359,56798410
92376,7751,52882,7427,14937,332100.0,58131.25,45351373,68680,60309,1.7142857142857142,8.163861586104753,4.059248845149629,5.7129340931082675,30272.207404607307,660.3286691904484,0.1231491153890795,0.8768508846109204,14707,230,14937,0.9846019950458592,0.0153980049541407,90264769
92377,2817,18886,2824,5229,418300.0,91686.5,21371380,22439,21710,1.7142857142857142,7.685198300283286,4.150506789061006,4.56228561456703,36609.06924072228,952.4212308926424,0.1300783049286043,0.8699216950713957,5185,44,5229,0.9915853891757508,0.0084146108242493,22577915
92382,2307,8923,2408,3367,296600.0,63791.25,16990012,16065,11331,0.0,4.663621262458472,3.3353133353133355,4.649540493406227,26809.18787046597,1057.5793339558045,0.2125143411878916,0.7874856588121084,1148,2219,3367,0.340956340956341,0.659043659043659,1184110623
92386,1661,7320,1994,2459,304800.0,40375.0,8683656,11352,9314,1.7142857142857142,4.504012036108325,3.6522976819845465,7.54922600619195,28738.541898078965,764.9450317124736,0.2140863216663087,0.7859136783336912,1068,1391,2459,0.4343228954859699,0.5656771045140301,532407406
92391,858,2746,936,1138,277100.0,52792.75,5839168,5349,3682,0.0,3.8504273504273505,3.1669595782073814,5.248826780192356,25482.500362675542,1091.6373153860534,0.2542096686583379,0.7457903313416622,312,826,1138,0.2741652021089631,0.7258347978910369,447121185
92392,10229,56436,9762,16308,276900.0,62406.5,54026077,72359,66198,1.7142857142857142,6.829030936283549,4.087870983566348,4.437037808561608,25078.285378226457,746.6393537776918,0.1474666908365811,0.8525333091634189,16201,107,16308,0.993438803041452,0.0065611969585479,42842115
92394,5991,29973,5554,8918,261300.0,59195.0,26093408,37393,35527,1.7142857142857142,6.475333093266115,4.032742767436645,4.414224174339049,23779.205879216606,697.8153130265023,0.1563318039800715,0.8436681960199285,8853,65,8918,0.9927113702623906,0.0072886297376093,26433272
92395,7718,36284,6945,10942,255100.0,49260.75,32983309,50096,43229,1.7142857142857142,6.335781137509,4.021385487113873,5.178565084778449,23609.695952682796,658.40204806771,0.1606560410835318,0.8393439589164681,10844,98,10942,0.9910436848839336,0.0089563151160665,36057592
