ZIP,Count_2022,Sum_1yr,Avg_3yr,Sum_3yr,Avg_5yr,Sum_5yr,Avg_10yr,Sum_10yr
91768,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91769,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91770,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91771,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91772,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91784,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
91785,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
91786,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
91788,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91789,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91795,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91797,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91798,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
91799,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91801,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91802,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91803,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91804,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91841,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91896,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
91899,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
92201,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92202,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92203,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92220,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92222,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92223,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92225,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92226,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92227,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92230,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92231,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92232,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92233,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92236,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92242,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92249,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92250,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92251,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92254,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92257,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92259,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92268,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92273,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92274,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92280,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92281,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92283,1,0.0,1.0,2,1.0,2,1.3333333333333333,4
92285,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92301,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92304,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92309,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92311,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92312,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92316,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92320,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92323,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92324,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92325,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92327,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92329,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92331,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92332,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92333,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92334,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92335,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92336,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92337,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92338,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92340,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92342,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92344,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92345,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92346,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92347,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92359,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92363,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92364,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92369,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92371,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92373,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92374,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92375,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92376,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92377,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92378,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92384,2,1.0,1.0,3,1.25,5,1.4,7
92385,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92386,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92389,2,1.0,1.0,3,1.25,5,1.4,7
92392,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92393,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92394,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92395,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92397,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92398,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92399,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
92501,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92502,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92503,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92504,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92505,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92506,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92507,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92508,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92509,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92513,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92514,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92515,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92516,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92517,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92519,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92521,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92522,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92536,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92539,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92543,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92544,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92545,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92546,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92548,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92549,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92562,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92563,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92564,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92567,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92570,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92571,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92572,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92584,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92589,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92590,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92591,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92592,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92593,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92595,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92596,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92599,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92860,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92877,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92878,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92879,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92880,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92881,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92882,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
92883,2,0.0,2.0,4,1.75,7,1.8333333333333333,11
93013,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93014,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93067,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93116,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93117,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93118,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93199,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93426,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93427,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93429,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93434,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93436,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93437,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93438,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93463,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93464,1,2.0,1.6666666666666667,5,1.8,9,1.8333333333333333,11
93510,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93514,2,1.0,1.0,3,1.25,5,1.4,7
93515,2,1.0,1.0,3,1.25,5,1.4,7
93522,2,1.0,1.0,3,1.25,5,1.4,7
93526,2,1.0,1.0,3,1.25,5,1.4,7
93530,2,1.0,1.0,3,1.25,5,1.4,7
93534,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93535,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93536,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93539,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93543,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93544,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93549,2,1.0,1.0,3,1.25,5,1.4,7
93550,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93551,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93552,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93553,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93562,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
93563,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93584,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93586,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93590,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93591,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93592,1,1.0,2.3333333333333335,7,1.8,9,1.7142857142857142,12
93599,2,1.0,2.3333333333333335,7,2.2,11,2.125,17
93601,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93610,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93614,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93636,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93637,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93638,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93639,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93644,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93653,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93669,1,2.0,1.6666666666666667,5,1.75,7,1.5,9
93901,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93902,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93905,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93906,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93907,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93908,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93912,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93915,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93922,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93923,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93925,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93926,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93927,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93928,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
93932,2,4.0,2.3333333333333335,7,2.0,8,1.6666666666666667,10
