,ZIP Code,new_policies,renewed_policies,company_nonrenewed,owner_nonrenewed,nonrenewed_policies,expiring_policies,pct_nonrenewed_policies,pct_nonrenewed_owner,pct_nonrenewed_company,ratio_new_to_nonrenewed
439,92276,2844,9684,1330,508,1838,11522,0.15952091650755076,0.04408956778337094,0.11543134872417983,1.5473340587595212
440,92277,4300,20744,3267,793,4060,24804,0.16368327689082407,0.0319706498951782,0.13171262699564587,1.0591133004926108
441,92278,1,54,4,2,6,60,0.1,0.03333333333333333,0.06666666666666667,0.16666666666666666
442,92280,13,104,6,3,9,113,0.07964601769911504,0.02654867256637168,0.05309734513274336,1.4444444444444444
443,92281,141,1452,107,35,142,1594,0.0890840652446675,0.021957340025094103,0.0671267252195734,0.9929577464788732
444,92282,323,1397,219,103,322,1719,0.18731820826061663,0.05991855730075625,0.1273996509598604,1.0031055900621118
445,92283,150,756,104,65,169,925,0.1827027027027027,0.07027027027027027,0.11243243243243244,0.8875739644970414
446,92284,6636,33537,5014,1256,6270,39807,0.1575099856809104,0.03155223955585701,0.1259577461250534,1.0583732057416269
447,92285,756,3264,488,203,691,3955,0.17471554993678887,0.05132743362831858,0.1233881163084703,1.0940665701881331
448,92301,5411,26310,4057,1095,5152,31462,0.16375309897654314,0.03480389040747568,0.12894920856906744,1.0502717391304348
449,92305,178,1133,133,69,202,1335,0.15131086142322098,0.051685393258426963,0.099625468164794,0.8811881188118812
450,92307,7551,40812,5673,1503,7176,47988,0.14953738434608652,0.03132033008252063,0.1182170542635659,1.0522575250836121
451,92308,8668,47002,6564,1600,8164,55166,0.1479897038030671,0.029003371641953376,0.11898633216111373,1.061734443900049
452,92309,20,119,27,7,34,153,0.2222222222222222,0.0457516339869281,0.17647058823529413,0.5882352941176471
453,92311,4814,27284,3436,1201,4637,31921,0.14526487265436547,0.03762413458224993,0.10764073807211554,1.0381712313996119
454,92313,1549,11051,1091,348,1439,12490,0.11521216973578863,0.02786228983186549,0.08734987990392314,1.0764419735927728
455,92314,5533,23730,3557,2886,6443,30173,0.21353527988599078,0.0956484274019819,0.11788685248400889,0.8587614465311191
456,92315,5332,20755,3393,2741,6134,26889,0.22812302428502362,0.10193759529919298,0.12618542898583063,0.8692533420280404
457,92316,3029,20282,2070,947,3017,23299,0.12949053607450964,0.04064552126700717,0.08884501480750247,1.003977461054027
458,92317,121,615,81,82,163,778,0.2095115681233933,0.10539845758354756,0.10411311053984576,0.7423312883435583
459,92318,26,101,21,11,32,133,0.24060150375939848,0.08270676691729323,0.15789473684210525,0.8125
460,92320,3125,11800,1577,821,2398,14198,0.16889702775038737,0.05782504578109593,0.11107198196929145,1.3031693077564637
461,92321,203,1055,133,177,310,1365,0.2271062271062271,0.12967032967032968,0.09743589743589744,0.6548387096774193
462,92322,433,1340,216,273,489,1829,0.26735921268452706,0.14926189174412247,0.1180973209404046,0.885480572597137
463,92324,5837,38167,4013,1667,5680,43847,0.1295413597281456,0.03801856455401738,0.09152279517412822,1.0276408450704226
464,92325,3786,12450,1868,2133,4001,16451,0.24320709987234818,0.12965777156403865,0.11354932830830952,0.9462634341414646
465,92327,45,352,36,24,60,412,0.14563106796116504,0.05825242718446602,0.08737864077669903,0.75
466,92328,0,10,2,0,2,12,0.16666666666666666,0.0,0.16666666666666666,0.0
467,92329,5,28,4,4,8,36,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.625
468,92332,4,15,0,0,0,15,0.0,0.0,0.0,inf
469,92333,494,2237,268,314,582,2819,0.20645619013834693,0.11138701667257893,0.095069173465768,0.8487972508591065
470,92335,7132,52362,5162,1967,7129,59491,0.11983325208855121,0.03306382478021885,0.08676942730833236,1.0004208163837844
471,92336,15544,86680,11110,2500,13610,100290,0.13570645129125536,0.02492770964203809,0.11077874164921726,1.1421013960323292
472,92337,4578,30030,3527,1200,4727,34757,0.1360013810167736,0.034525419339989066,0.10147596167678453,0.9684789507086947
473,92339,313,1656,203,136,339,1995,0.1699248120300752,0.06817042606516291,0.10175438596491228,0.9233038348082596
474,92341,477,2312,317,205,522,2834,0.18419195483415668,0.07233592095977417,0.1118560338743825,0.9137931034482759
475,92342,1820,9359,1534,253,1787,11146,0.1603265745558945,0.02269872600035887,0.13762784855553561,1.0184667039731394
476,92344,4315,20163,3026,1174,4200,24363,0.1723925624923039,0.048187825801420184,0.12420473669088372,1.0273809523809523
477,92345,13364,75035,9498,3031,12529,87564,0.1430839157644694,0.03461468183271664,0.10846923393175277,1.0666453827121078
478,92346,7213,49025,5332,1666,6998,56023,0.12491298216803813,0.029737786266354888,0.09517519590168323,1.030723063732495
479,92347,65,420,40,30,70,490,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.9285714285714286
480,92352,5875,19775,3319,3258,6577,26352,0.24958257437765635,0.12363387978142076,0.1259486945962356,0.8932644062642542
481,92354,2570,16614,1797,540,2337,18951,0.12331803071078043,0.028494538546778535,0.0948234921640019,1.0997004706889175
482,92356,1171,5587,765,389,1154,6741,0.17119121792018988,0.05770657172526331,0.11348464619492657,1.01473136915078
483,92358,134,644,81,57,138,782,0.17647058823529413,0.07289002557544758,0.10358056265984655,0.9710144927536232
484,92359,1296,8049,876,310,1186,9235,0.1284244721169464,0.033567948023822416,0.09485652409312398,1.0927487352445193
485,92363,1367,7831,936,280,1216,9047,0.13440919641870233,0.03094948601746435,0.10345971040123798,1.1241776315789473
486,92365,358,2276,236,116,352,2628,0.1339421613394216,0.0441400304414003,0.0898021308980213,1.0170454545454546
487,92368,131,508,78,55,133,641,0.20748829953198128,0.08580343213728549,0.12168486739469579,0.9849624060150376
488,92369,0,10,0,4,4,14,0.2857142857142857,0.2857142857142857,0.0,0.0
489,92371,3183,15584,2083,1017,3100,18684,0.16591736244915437,0.05443159922928709,0.11148576321986726,1.0267741935483872
490,92372,1431,6490,864,486,1350,7840,0.17219387755102042,0.06198979591836735,0.11020408163265306,1.06
491,92373,4248,30800,3066,1123,4189,34989,0.11972334162165252,0.03209580153762611,0.08762754008402641,1.0140845070422535
492,92374,5620,37678,3940,1086,5026,42704,0.11769389284376171,0.02543087298613713,0.09226301985762458,1.1181854357341823
493,92376,7751,52882,5520,1907,7427,60309,0.12314911538907958,0.0316204878210549,0.09152862756802467,1.0436246128988824
494,92377,2817,18886,2070,754,2824,21710,0.13007830492860434,0.03473053892215569,0.09534776600644865,0.9975212464589235
495,92378,138,518,72,103,175,693,0.25252525252525254,0.14862914862914864,0.1038961038961039,0.7885714285714286
496,92382,2307,8923,1313,1095,2408,11331,0.21251434118789161,0.09663754302356367,0.11587679816432794,0.9580564784053156
497,92384,5,66,2,0,2,68,0.029411764705882353,0.0,0.029411764705882353,2.5
498,92385,102,364,95,52,147,511,0.2876712328767123,0.10176125244618395,0.18590998043052837,0.6938775510204082
499,92386,1661,7320,1094,900,1994,9314,0.21408632166630878,0.09662873094266695,0.11745759072364183,0.8329989969909729
500,92389,12,66,12,4,16,82,0.1951219512195122,0.04878048780487805,0.14634146341463414,0.75
501,92391,858,2746,456,480,936,3682,0.2542096686583379,0.13036393264530147,0.12384573601303639,0.9166666666666666
502,92392,10229,56436,8130,1632,9762,66198,0.14746669083658118,0.02465331278890601,0.12281337804767516,1.0478385576726081
503,92394,5991,29973,4625,929,5554,35527,0.1563318039800715,0.02614912601683227,0.13018267796323924,1.0786820309686713
504,92395,7718,36284,5697,1248,6945,43229,0.16065604108353188,0.028869508894492125,0.13178653218903977,1.1113030957523398
505,92397,1409,8584,996,539,1535,10119,0.15169483150508944,0.053266133017096554,0.09842869848799289,0.9179153094462541
506,92398,184,1253,148,73,221,1474,0.14993215739484397,0.04952510176390773,0.10040705563093623,0.832579185520362
507,92399,8772,53953,6062,2567,8629,62582,0.13788309737624238,0.04101818414240516,0.09686491323383721,1.016572024568316
508,92401,110,639,97,26,123,762,0.16141732283464566,0.03412073490813648,0.1272965879265092,0.8943089430894309
509,92404,6676,38377,4743,1784,6527,44904,0.14535453411722787,0.03972920007126314,0.10562533404596472,1.0228282518768195
510,92405,3810,21088,2691,1094,3785,24873,0.15217303903831464,0.043983435854139025,0.10818960318417561,1.0066050198150593
511,92407,8387,46143,5615,2181,7796,53939,0.1445336398524259,0.04043456497154193,0.10409907488088396,1.0758081067213956
512,92408,1243,7000,1038,371,1409,8409,0.1675585682007373,0.04411939588536092,0.12343917231537638,0.8821859474804826
513,92410,4193,22285,2681,1211,3892,26177,0.14868013905336747,0.04626198571264851,0.10241815334071895,1.0773381294964028
514,92411,2661,14386,1726,787,2513,16899,0.14870702408426534,0.046570803006095035,0.1021362210781703,1.0588937524870672
515,92501,2515,15599,1789,583,2372,17971,0.13199042902453953,0.032441155194479994,0.09954927383005954,1.0602866779089377
516,92503,11410,67872,7883,2951,10834,78706,0.13765151322643762,0.0374939648819658,0.10015754834447183,1.0531659590179065
517,92504,6686,43480,4916,1576,6492,49972,0.12991275114063877,0.03153766109021052,0.09837509005042824,1.0298829328404189
518,92505,4931,32256,3587,1227,4814,37070,0.12986242244402482,0.03309954140814675,0.09676288103587807,1.0243041130037391
519,92506,7012,50906,5416,1599,7015,57921,0.12111324044819669,0.027606567566167712,0.09350667288202898,0.9995723449750534
520,92507,5518,30125,3500,1213,4713,34838,0.1352833113267122,0.03481830185429703,0.10046500947241518,1.1708041587099511
521,92508,5540,33131,4380,1117,5497,38628,0.14230609920265092,0.028916847882365124,0.11338925132028581,1.0078224486083318
522,92509,9196,56208,6174,2505,8679,64887,0.1337556058994868,0.03860557584724213,0.09515003005224468,1.0595690747782003
523,92530,10601,46050,6501,3198,9699,55749,0.17397621481999678,0.057364257654845825,0.11661195716515095,1.0929992782761109
524,92532,5632,23203,4115,1597,5712,28915,0.1975445270620785,0.055230849040290506,0.142313678021788,0.9859943977591037
525,92536,635,3759,463,240,703,4462,0.15755266696548634,0.05378753922008068,0.10376512774540565,0.903271692745377
526,92539,540,3649,479,245,724,4373,0.16556139949691287,0.056025611708209466,0.1095357877887034,0.7458563535911602
527,92543,6372,27896,4367,1512,5879,33775,0.1740636565507032,0.04476683937823834,0.12929681717246483,1.0838577989453988
528,92544,8589,42759,5830,2649,8479,51238,0.16548264959600298,0.05169991022288146,0.11378273937312151,1.012973227974997
529,92545,10062,47197,7558,2171,9729,56926,0.17090608860626075,0.03813723079085128,0.13276885781540948,1.03422756706753
530,92548,1130,5378,769,341,1110,6488,0.17108508014796547,0.052558569667077684,0.11852651048088779,1.018018018018018
531,92549,1969,9664,1251,887,2138,11802,0.18115573631587867,0.07515675309269615,0.1059989832231825,0.9209541627689429
532,92551,4339,24114,2981,1167,4148,28262,0.14676951383483122,0.04129219446606751,0.10547731936876371,1.046046287367406
533,92553,7682,48005,5520,2159,7679,55684,0.13790316787587098,0.03877235830759285,0.09913080956827815,1.0003906758692538
534,92555,6928,36458,4870,1535,6405,42863,0.1494295779576791,0.03581177239110655,0.11361780556657257,1.081654957064793
535,92557,8301,45037,5609,2272,7881,52918,0.1489285309346536,0.04293435126044068,0.10599417967421293,1.0532927293490675
536,92561,535,2600,430,184,614,3214,0.1910392034847542,0.05724953329184816,0.13378967019290602,0.8713355048859935
537,92562,11701,58508,8936,2735,11671,70179,0.16630331010701208,0.03897177218256174,0.12733153792445034,1.0025704738240082
538,92563,14156,65262,10473,2583,13056,78318,0.1667049720370796,0.03298092392553436,0.13372404811154523,1.0842524509803921
539,92567,1560,7836,1022,489,1511,9347,0.16165614635711995,0.05231625120359474,0.1093398951535252,1.0324288550628722
540,92570,7056,34229,4089,2622,6711,40940,0.1639228138739619,0.06404494382022471,0.09987787005373717,1.0514081358962897
541,92571,7722,40419,5477,2173,7650,48069,0.15914622729825875,0.04520584992406749,0.11394037737419127,1.0094117647058825
542,92582,4091,17234,2665,676,3341,20575,0.16238153098420413,0.032855407047387604,0.12952612393681653,1.224483687518707
543,92583,5113,25618,3711,1182,4893,30511,0.16036839172757367,0.03874012651174986,0.1216282652158238,1.0449621908849376
544,92584,13650,54970,8830,2143,10973,65943,0.16640128595908588,0.03249776321975039,0.13390352273933548,1.24396245329445
545,92585,5519,23824,3639,890,4529,28353,0.15973618311995202,0.03138997636934363,0.1283462067506084,1.2185913005078384
546,92586,6788,31422,4981,1417,6398,37820,0.169169751454257,0.037466948704389214,0.1317028027498678,1.060956548921538
547,92587,4798,20439,3287,1322,4609,25048,0.18400670712232514,0.05277866496327052,0.13122804215905462,1.0410067259709264
548,92590,483,2531,373,165,538,3069,0.17530140110785272,0.053763440860215055,0.12153796024763766,0.8977695167286245
549,92591,6936,37337,5443,1222,6665,44002,0.15147038770964957,0.027771464933412118,0.12369892277623744,1.0406601650412604
550,92592,14465,79554,11741,2866,14607,94161,0.15512791920221747,0.030437229850999885,0.12469068935121759,0.9902786335318683
551,92595,6507,30961,4341,1851,6192,37153,0.16666218071219013,0.04982101041638629,0.11684117029580383,1.0508720930232558
552,92596,7079,28031,4641,1029,5670,33701,0.16824426574879084,0.030533218598854633,0.1377110471499362,1.2485008818342151
553,92602,4215,18090,2578,454,3032,21122,0.14354701259350441,0.021494176687813654,0.12205283590569074,1.3901715039577835
554,92603,2398,15924,1928,385,2313,18237,0.1268300707353183,0.02111092833251083,0.10571914240280748,1.0367488110678773
555,92604,1979,18321,1674,255,1929,20250,0.09525925925925927,0.012592592592592593,0.08266666666666667,1.0259201658890618
556,92606,1443,12248,1270,186,1456,13704,0.10624635143023935,0.013572679509632224,0.09267367192060712,0.9910714285714286
557,92610,1981,10268,1240,495,1735,12003,0.14454719653419978,0.04123969007748063,0.10330750645671916,1.1417867435158502
558,92612,996,6597,853,136,989,7586,0.1303717374110203,0.01792776166622726,0.11244397574479303,1.0070778564206269
559,92614,1368,12229,1210,158,1368,13597,0.10061042877105243,0.011620210340516291,0.08899021843053614,1.0
560,92617,462,3604,303,48,351,3955,0.08874841972187104,0.01213653603034134,0.07661188369152971,1.3162393162393162
561,92618,9436,27339,5154,766,5920,33259,0.17799693316094892,0.02303135993264981,0.1549655732282991,1.593918918918919
562,92620,8101,44772,6344,783,7127,51899,0.13732441858224628,0.015086995895874679,0.12223742268637161,1.1366633927318648
563,92624,1145,8166,996,176,1172,9338,0.12550867423431142,0.018847718997644036,0.10666095523666738,0.976962457337884
564,92625,2359,16946,1978,356,2334,19280,0.12105809128630705,0.018464730290456432,0.10259336099585062,1.0107112253641817
565,92626,3839,33117,3171,558,3729,36846,0.1012050154697932,0.015144113336590131,0.08606090213320307,1.0294985250737463
566,92627,4478,35400,3478,659,4137,39537,0.10463616359359587,0.01666793130485368,0.08796823228874219,1.0824268793811942
567,92629,3568,26707,2926,509,3435,30142,0.1139605865569637,0.01688673611571893,0.09707385044124478,1.0387190684133916
568,92630,7772,51608,5916,1028,6944,58552,0.11859543653504577,0.01755704331192786,0.10103839322311792,1.1192396313364055
569,92637,414,2808,380,20,400,3208,0.12468827930174564,0.006234413965087282,0.11845386533665836,1.035
570,92646,5922,57397,4777,832,5609,63006,0.08902326762530553,0.013205091578579818,0.07581817604672571,1.055803173471207
571,92647,4561,43008,3708,647,4355,47363,0.09194941198826088,0.013660452251757702,0.07828895973650318,1.0473019517795636
572,92648,4193,33711,3423,554,3977,37688,0.10552430481850987,0.014699639142432604,0.09082466567607726,1.0543122957002766
573,92649,3703,31566,2887,504,3391,34957,0.0970048917241182,0.014417713190491175,0.08258717853362703,1.0920082571512828
574,92651,4397,32870,3134,1291,4425,37295,0.11864861241453278,0.034615900254725836,0.08403271215980694,0.9936723163841807
575,92653,3430,23655,2847,520,3367,27022,0.12460217600473689,0.01924357930575087,0.105358596698986,1.0187110187110187
576,92655,839,4927,625,168,793,5720,0.13863636363636364,0.02937062937062937,0.10926573426573427,1.0580075662042876
577,92656,4288,28422,3529,860,4389,32811,0.13376611502240102,0.026210722013958732,0.10755539300844229,0.9769879243563454
578,92657,1930,11645,1428,555,1983,13628,0.14550924567067802,0.040724977986498385,0.10478426768417963,0.9732728189611699
579,92660,3891,26680,3124,633,3757,30437,0.12343529257154122,0.020797056214475803,0.10263823635706541,1.0356667553899388
580,92661,803,5685,694,110,804,6489,0.12390198797965789,0.016951764524580058,0.10695022345507782,0.9987562189054726
581,92662,614,4738,538,88,626,5364,0.11670395227442207,0.01640566741237882,0.10029828486204326,0.9808306709265175
582,92663,2772,19559,2200,397,2597,22156,0.11721429860985738,0.017918396822531144,0.09929590178732624,1.0673854447439353
583,92672,4565,31942,3491,788,4279,36221,0.11813588802076144,0.02175533530272494,0.0963805527180365,1.0668380462724936
584,92673,4807,29106,3682,919,4601,33707,0.1364998368291453,0.02726436645207227,0.10923547037707301,1.0447728754618562
585,92675,4932,30203,3560,885,4445,34648,0.12829023320249366,0.025542599861463865,0.10274763334102978,1.1095613048368953
586,92676,373,1599,193,160,353,1952,0.18084016393442623,0.08196721311475409,0.09887295081967214,1.0566572237960339
587,92677,8046,56585,6676,1401,8077,64662,0.12491107605703504,0.021666512016331074,0.10324456404070396,0.9961619413148446
588,92678,8,151,8,11,19,170,0.11176470588235295,0.06470588235294118,0.047058823529411764,0.42105263157894735
589,92679,6498,30951,4083,2572,6655,37606,0.1769664415252885,0.06839334148806042,0.1085731000372281,0.9764087152516905
590,92683,7918,62355,6118,1132,7250,69605,0.10415918396666907,0.016263199482795775,0.08789598448387329,1.0921379310344828
591,92688,4415,29336,3430,1127,4557,33893,0.13445254182279526,0.033251703891659046,0.10120083793113623,0.9688391485626509
592,92691,5582,45571,4795,807,5602,51173,0.10947179176518868,0.01577003497938366,0.09370175678580502,0.9964298464833988
593,92692,6927,48144,5845,1144,6989,55133,0.12676618359240382,0.020749823154916292,0.10601636043748754,0.9911289168693661
594,92694,6098,25708,4253,855,5108,30816,0.16575804776739356,0.027745327102803738,0.13801272066458983,1.1938136256851997
595,92701,1599,14278,1281,387,1668,15946,0.10460303524394833,0.02426940925623981,0.08033362598770852,0.9586330935251799
596,92703,3710,26619,2475,904,3379,29998,0.11264084272284819,0.03013534235615708,0.08250550036669112,1.0979579757324651
597,92704,4791,38781,3595,943,4538,43319,0.10475772755603777,0.021768738890556107,0.08298898866548166,1.0557514323490524
598,92705,4262,37034,3458,759,4217,41251,0.10222782478000533,0.018399553950207266,0.08382827082979806,1.010671093194214
599,92706,2372,20786,1906,450,2356,23142,0.10180623973727422,0.01944516463572725,0.08236107510154697,1.0067911714770799
600,92707,2947,28316,2235,699,2934,31250,0.093888,0.022368,0.07152,1.0044308111792775
601,92708,5657,50746,4681,732,5413,56159,0.09638704392884488,0.013034420128563543,0.08335262380028134,1.045076667282468
602,92780,3163,27649,2626,471,3097,30746,0.10072855005529174,0.015319065894750537,0.08540948416054121,1.0213109460768486
603,92782,2398,17006,1983,336,2319,19325,0.12,0.01738680465717982,0.10261319534282018,1.0340664079344546
604,92801,3105,24559,2358,569,2927,27486,0.10649057702102889,0.020701448009895946,0.08578912901113293,1.0608131192347112
605,92802,2140,16265,1678,421,2099,18364,0.11429971683729034,0.022925288608146372,0.09137442822914398,1.0195331110052406
606,92804,5507,42736,4352,961,5313,48049,0.11057462174030677,0.02000041624175321,0.09057420549855356,1.036514210427254
607,92805,3729,31960,2871,720,3591,35551,0.10100981688278811,0.020252594863716913,0.08075722201907119,1.0384294068504596
608,92806,2337,20108,1896,371,2267,22375,0.10131843575418994,0.01658100558659218,0.08473743016759777,1.030877812086458
609,92807,4412,35104,3502,791,4293,39397,0.10896768789501739,0.020077670888646343,0.08889001700637104,1.027719543442814
610,92808,2483,17576,1911,587,2498,20074,0.12443957357776228,0.029241805320314836,0.09519776825744744,0.9939951961569256
611,92821,3982,33808,3186,774,3960,37768,0.10485066723151874,0.0204935395043423,0.08435712772717645,1.0055555555555555
612,92823,839,5162,585,174,759,5921,0.12818780611383213,0.029386927883803413,0.09880087823002871,1.1054018445322793
613,92831,2238,20330,1879,302,2181,22511,0.0968859668606459,0.013415663453422771,0.08347030340722314,1.0261348005502062
614,92832,1546,14565,1213,288,1501,16066,0.09342711315822233,0.01792605502303,0.07550105813519233,1.0299800133244503
615,92833,4875,38534,4056,761,4817,43351,0.11111623722636156,0.017554381675163204,0.09356185555119836,1.012040689225659
616,92835,2777,23509,2324,380,2704,26213,0.10315492312974478,0.014496623812612063,0.08865829931713272,1.0269970414201184
617,92840,4527,32753,3583,720,4303,37056,0.1161215457685665,0.019430051813471502,0.09669149395509499,1.0520567046246805
618,92841,3075,21919,2370,482,2852,24771,0.11513463324048283,0.019458237455088612,0.0956763957853942,1.0781907433380085
619,92843,3010,22188,2351,500,2851,25039,0.11386237469547505,0.019968848596189942,0.09389352609928511,1.0557699052963871
620,92844,1409,10152,1108,233,1341,11493,0.11667971808927173,0.020273209779866005,0.09640650830940573,1.0507084265473527
621,92845,1587,18566,1391,206,1597,20163,0.0792044834598026,0.01021673362098894,0.06898774983881367,0.9937382592360676
622,92860,3487,23995,2690,744,3434,27429,0.12519596047978418,0.02712457617849721,0.09807138430128697,1.0154338963308096
623,92861,863,7542,728,152,880,8422,0.10448824507242935,0.018047969603419617,0.08644027546900973,0.9806818181818182
624,92865,1883,16107,1555,268,1823,17930,0.10167317345231455,0.01494701617401004,0.08672615727830452,1.0329127811300054
625,92866,1192,11423,929,216,1145,12568,0.09110439210693826,0.01718650541056652,0.07391788669637174,1.0410480349344977
626,92867,4310,37596,3521,724,4245,41841,0.10145551014555101,0.017303601730360173,0.08415190841519084,1.0153121319199059
627,92868,1123,10195,899,188,1087,11282,0.09634816521893282,0.016663712107782308,0.07968445311115051,1.03311867525299
628,92869,3664,31286,2964,681,3645,34931,0.1043485729008617,0.019495576994646588,0.0848529959062151,1.005212620027435
629,92870,4653,40919,3930,642,4572,45491,0.1005033962761865,0.014112681629333275,0.08639071464685322,1.0177165354330708
630,92878,502,2034,148,18,166,2200,0.07545454545454545,0.008181818181818182,0.06727272727272728,3.0240963855421685
631,92879,4987,32990,4008,987,4995,37985,0.13149927603001185,0.025983941029353693,0.10551533500065816,0.9983983983983984
632,92880,10686,62758,9636,1472,11108,73866,0.1503804185958357,0.019927977689329326,0.13045244090650637,0.962009362621534
633,92881,5037,28571,3817,1050,4867,33438,0.14555296369400084,0.03140139960523955,0.11415156408876129,1.034929114444216
634,92882,8231,51985,6169,1977,8146,60131,0.13547088855997738,0.03287821589529527,0.10259267266468211,1.0104345691136754
635,92883,8509,34334,5411,1999,7410,41744,0.17751054043694903,0.04788712150249137,0.12962341893445764,1.1483130904183536
636,92886,6474,51536,5150,996,6146,57682,0.10654970354703373,0.017267085052529385,0.08928261849450435,1.053368044256427
637,92887,2930,20076,2197,838,3035,23111,0.13132274674397473,0.03625978971052746,0.09506295703344728,0.9654036243822076
638,93001,3654,29296,2566,842,3408,32704,0.10420743639921722,0.025746086105675147,0.07846135029354208,1.0721830985915493
639,93003,5007,45511,4040,909,4949,50460,0.09807768529528339,0.01801426872770511,0.08006341656757827,1.0117195393008689
640,93004,3400,30155,2726,456,3182,33337,0.09544950055493896,0.013678495365509793,0.08177100518942916,1.0685103708359522
641,93009,1,83,5,16,21,104,0.20192307692307693,0.15384615384615385,0.04807692307692308,0.047619047619047616
642,93010,5172,43680,4172,789,4961,48641,0.10199214654303983,0.01622088361670196,0.08577126292633787,1.042531747631526
643,93012,4326,34202,3543,616,4159,38361,0.10841740309168166,0.01605797554808269,0.09235942754359897,1.0401538831449868
644,93013,1520,13812,1081,331,1412,15224,0.09274829217025748,0.02174198633736206,0.07100630583289542,1.0764872521246458
645,93015,2252,13870,1317,472,1789,15659,0.11424739766268599,0.03014241011558848,0.08410498754709751,1.2588038010061486
646,93016,0,70,7,121,128,198,0.6464646464646465,0.6111111111111112,0.03535353535353535,0.0
647,93021,4759,35081,3673,961,4634,39715,0.11668135465189475,0.02419740652146544,0.0924839481304293,1.02697453603798
648,93022,953,7086,597,345,942,8028,0.11733931240657698,0.042974588938714496,0.07436472346786248,1.0116772823779194
649,93023,3373,24358,2289,1084,3373,27731,0.12163282968518986,0.0390898272691212,0.08254300241606866,1.0
650,93030,3903,36190,3226,783,4009,40199,0.0997288489763427,0.019478096470061445,0.08025075250628125,0.9735594911449239
651,93031,0,38,0,1,1,39,0.02564102564102564,0.02564102564102564,0.0,0.0
652,93033,4398,41488,3342,891,4233,45721,0.09258327683121542,0.01948776273484832,0.0730955140963671,1.038979447200567
653,93035,3705,29028,3066,567,3633,32661,0.1112335813355378,0.01736015431248278,0.09387342702305503,1.0198183319570602
654,93036,3271,25387,2412,509,2921,28308,0.10318637840893034,0.01798078281757807,0.08520559559135227,1.1198219787743924
655,93040,208,1286,87,63,150,1436,0.10445682451253482,0.04387186629526462,0.060584958217270196,1.3866666666666667
656,93041,1430,12657,1195,204,1399,14056,0.09953044963005123,0.014513375071143995,0.08501707455890722,1.0221586847748392
657,93060,3319,22504,1721,938,2659,25163,0.10567102491753766,0.0372769542582363,0.06839407065930135,1.2482136141406543
658,93061,0,49,7,53,60,109,0.5504587155963303,0.48623853211009177,0.06422018348623854,0.0
659,93063,6813,53137,5269,1388,6657,59794,0.11133224069304612,0.02321303140783356,0.08811920928521257,1.0234339792699414
660,93065,9574,68494,7116,2111,9227,77721,0.11871952239420491,0.02716125628851919,0.09155826610568572,1.037607022867671
661,93066,318,2641,220,87,307,2948,0.10413839891451832,0.029511533242876527,0.07462686567164178,1.0358306188925082
662,93067,194,1296,129,32,161,1457,0.11050102951269733,0.02196293754289636,0.08853809196980096,1.204968944099379
663,93101,1757,17092,1421,358,1779,18871,0.09427163372370304,0.018970907742038048,0.07530072598166498,0.9876335019673974
664,93103,1825,14752,1302,539,1841,16593,0.11095040077140964,0.032483577412161756,0.07846682335924787,0.9913090711569799
665,93105,3069,23159,2045,953,2998,26157,0.11461559047291356,0.03643384180142983,0.07818174867148374,1.02368245496998
666,93108,1960,13302,1362,886,2248,15550,0.14456591639871383,0.05697749196141479,0.08758842443729904,0.8718861209964412
667,93109,1244,12088,1059,232,1291,13379,0.09649450631586814,0.017340608416174602,0.07915389789969354,0.9635941130906274
668,93110,1909,15122,1455,480,1935,17057,0.1134431611655039,0.02814093920384593,0.08530222196165797,0.98656330749354
669,93111,1963,18208,1358,420,1778,19986,0.08896227359151405,0.021014710297208045,0.06794756329430601,1.1040494938132734
670,93117,2418,25361,1784,473,2257,27618,0.08172206531971903,0.0171265116952712,0.06459555362444783,1.0713336287106778
671,93201,87,372,57,39,96,468,0.20512820512820512,0.08333333333333333,0.12179487179487179,0.90625
672,93202,434,3382,330,110,440,3822,0.1151229722658294,0.02878074306645735,0.08634222919937205,0.9863636363636363
673,93203,2071,11368,1306,517,1823,13191,0.1382002880752028,0.03919338943218861,0.09900689864301418,1.136039495337356
674,93204,693,5028,460,171,631,5659,0.1115037992578194,0.03021735288920304,0.08128644636861636,1.098256735340729
675,93205,597,2476,461,449,910,3386,0.2687536916715889,0.13260484347312462,0.13614884819846426,0.656043956043956
676,93206,144,1051,97,33,130,1181,0.1100762066045724,0.0279424216765453,0.0821337849280271,1.1076923076923078
677,93207,172,765,112,63,175,940,0.18617021276595744,0.06702127659574468,0.11914893617021277,0.9828571428571429
678,93208,22,536,69,33,102,638,0.15987460815047022,0.05172413793103448,0.10815047021943573,0.21568627450980393
679,93210,1590,10980,1201,257,1458,12438,0.11722141823444283,0.020662485930213862,0.09655893230422898,1.0905349794238683
680,93212,1481,9726,1048,393,1441,11167,0.12904092415151786,0.03519297931405033,0.09384794483746754,1.0277585010409438
681,93215,3689,28811,2502,897,3399,32210,0.1055262340887923,0.027848494256442098,0.0776777398323502,1.0853192115328039
682,93218,87,480,66,41,107,587,0.18228279386712096,0.06984667802385008,0.11243611584327087,0.8130841121495327
683,93219,634,4747,409,226,635,5382,0.11798587885544408,0.041991824600520256,0.07599405425492382,0.9984251968503937
