ZIP Code,new_policies,renewed_policies,nonrenewed_policies,total_units,median_home_value,Avg_Median_Income_2018_2021,earned_premium,earned_exposure,expiring_policies,Climate_Disasters_Avf_10yr,New_and_Renewed_to_Nonrenewed_Ratio,New_and_Renewed_to_Total_Units_Ratio,Housing_Affordability_Ratio,Relative_Housing_Cost_Index,Premium_to_Exposure_Ratio,Nonrenewal_Rate,Renewal_Resilience
92120,3703,32267,3846,8491,654100.0,98971.75,40188867,54498,36113,0.0,9.352574102964118,4.236250147214698,6.608956596200431,56865.455091182885,737.4374655950677,0.10649904466535597,0.893500955334644
92121,397,2824,446,799,821100.0,112457.25,5420113,8666,3270,0.0,7.221973094170403,4.031289111389237,7.301441214328111,70599.89793533052,625.4457650588507,0.1363914373088685,0.8636085626911315
92122,2081,20972,2168,5472,780000.0,82389.75,39166420,94021,23140,0.0,10.63330258302583,4.212902046783626,9.467197072451366,68909.36424365152,416.5709788238798,0.09369057908383752,0.9063094209161625
92123,2116,19386,2180,5064,600900.0,87268.0,23046618,48067,21566,0.0,9.863302752293578,4.246050552922591,6.8856854746298755,52818.298242504214,479.4686167224915,0.10108504126866363,0.8989149587313363
92124,1993,17701,2191,4651,704400.0,93851.25,27945441,45790,19892,0.0,8.988589685075308,4.234358202537089,7.505494066408279,61522.51797482592,610.29571958943,0.11014478182183793,0.889855218178162
92126,6121,54503,6413,14691,599500.0,98892.25,60766715,107675,60916,0.0,9.453297988460939,4.126608127424954,6.062153505456696,52122.33926524906,564.3530531692594,0.1052761179328912,0.8947238820671088
92127,7041,40911,6827,11490,914200.0,144349.5,78585086,69799,47738,0.0,7.023875787315072,4.1733681462140995,6.333239810321476,76952.90910088703,1125.8769609879798,0.1430097616154845,0.8569902383845155
92128,5793,41888,6017,11293,681900.0,104617.5,68674855,93761,47905,0.0,7.924380920724613,4.222173027539184,6.5180299663058285,58997.759044016086,732.4458463540278,0.12560275545350172,0.8743972445464983
92129,6263,48034,6535,13071,815300.0,126166.5,70424561,74926,54569,0.0,8.308645753634277,4.15400504934588,6.462095722715618,69414.65878656253,939.9215359154366,0.11975663838443072,0.8802433616155693
92130,7877,47084,7563,13217,1189300.0,157229.5,101039012,97231,54647,0.0,7.267089779188153,4.158356661874858,7.5641021564019475,99394.40866041527,1039.164587425821,0.13839735026625433,0.8616026497337457
92131,5020,32885,5370,9075,885500.0,139299.5,64750284,55868,38255,0.0,7.058659217877095,4.176859504132231,6.356806736564022,74761.18484851731,1158.9869692847426,0.14037380734544505,0.859626192654555
92139,2638,23987,2755,6321,466100.0,72555.25,24046058,39812,26742,0.0,9.664246823956443,4.212149976269577,6.424069932913194,41645.43287327449,603.9902039586054,0.10302146436317404,0.896978535636826
92154,5689,48460,5853,13026,477900.0,69247.75,51811315,85758,54313,0.0,9.25149495984965,4.156993704897896,6.901307262690845,42878.49969326332,604.1572214837099,0.10776425533481855,0.8922357446651814
92173,1001,9178,1123,2455,388700.0,48020.0,8849124,18918,10301,0.0,9.064113980409617,4.146232179226069,8.09454394002499,36059.611695026615,467.76213130352045,0.10901854188913698,0.890981458110863
92201,9454,51856,8543,14886,272400.0,45741.0,52361535,70060,60399,1.8333333333333333,7.176635842209996,4.118634959021899,5.955269889158523,25384.990948623083,747.3813160148444,0.14144273911819732,0.8585572608818027
92203,8296,40141,7252,11937,368900.0,74290.25,46611391,51875,47393,1.8333333333333333,6.679123000551572,4.057719695065762,4.965658346822093,32891.29068115447,898.5328385542168,0.15301837824151246,0.8469816217584876
92210,1937,10413,1842,3299,750700.0,108262.75,43184909,18677,12255,0.0,6.704668838219327,3.7435586541376176,6.9340562658901606,64758.41175157656,2312.1973014938158,0.1503059975520196,0.8496940024479804
92211,7020,38496,6955,10951,400000.0,66156.5,63742297,73719,45451,0.0,6.544356578001437,4.156332754999544,6.046269074089469,36036.75538732398,864.6657849401104,0.15302193571098546,0.8469780642890146
92220,6410,32903,5857,9782,259600.0,44224.0,31826292,42543,38760,1.8333333333333333,6.712139320471231,4.01891228787569,5.870115774240231,24268.434521817333,748.0970312389817,0.151109391124871,0.848890608875129
92223,12174,61241,10431,18101,354000.0,82469.5,63128655,75129,71672,1.8333333333333333,7.038155498034704,4.0558532677752615,4.292496013677784,31271.577037570012,840.2701353671685,0.14553800647393683,0.8544619935260632
92225,2224,16230,2059,4407,165000.0,44614.25,13491849,19563,18289,1.8333333333333333,8.962603205439533,4.187429090083957,3.6983699154418153,15412.194095927269,689.6615549762306,0.11258133304171906,0.887418666958281
92227,2312,19049,2128,5300,226700.0,46336.75,15978615,22235,21177,1.3333333333333333,10.038063909774436,4.030377358490566,4.8924449815751,21100.75644745235,718.624465932089,0.10048637672947065,0.8995136232705293
92230,402,1883,425,571,211900.0,52851.75,1570365,2450,2308,1.8333333333333333,5.376470588235295,4.001751313485114,4.009327978732966,19484.61653066027,640.965306122449,0.1841421143847487,0.8158578856152513
92231,2747,23953,2889,6650,233300.0,43619.5,22060422,27968,26842,1.3333333333333333,9.241952232606438,4.015037593984962,5.348525315512558,21837.904276051002,788.7736699084668,0.10762983384248566,0.8923701661575143
92233,260,2434,302,639,158400.0,38474.25,1892799,2781,2736,1.3333333333333333,8.920529801324504,4.215962441314554,4.117039318505234,15003.204568931898,680.6181229773463,0.11038011695906433,0.8896198830409356
92234,9754,48626,8590,14335,325200.0,49977.25,53681516,69193,57216,0.0,6.79627473806752,4.072549703522847,6.506960667103532,30057.33302939927,775.82293006518,0.15013282997762864,0.8498671700223713
92236,3691,24443,3412,6982,262300.0,35892.0,20592282,29001,27855,1.8333333333333333,8.245603751465417,4.029504439988542,7.308035216761395,25008.891580035972,710.0542050274129,0.12249147370310537,0.8775085262968947
92240,7706,34688,7046,10490,230300.0,38934.5,31783407,44647,41734,0.0,6.016747090547828,4.04137273593899,5.915062476723728,21788.829760383003,711.8822541268171,0.16883116883116883,0.8311688311688312
92241,3151,11795,2404,3542,92600.0,32302.75,8692561,13955,14199,0.0,6.217138103161398,4.219649915302089,2.8666290021747374,8918.503676129243,622.8993908993192,0.1693076977251919,0.8306923022748081
92242,727,4329,593,1168,101600.0,37604.0,3453704,4775,4922,1.7142857142857142,8.526138279932546,4.328767123287672,2.7018402297627913,9644.16660151625,723.2887958115183,0.12047947988622511,0.8795205201137749
92243,4417,32016,4319,8807,216700.0,47860.0,30857829,39724,36335,0.0,8.435517480898357,4.136822981719087,4.527789385708316,20109.436609216238,776.8056842211257,0.11886610705930921,0.8811338929406908
92249,538,4738,605,1290,220200.0,51032.5,4356985,5318,5343,1.3333333333333333,8.720661157024793,4.089922480620155,4.314897369323471,20313.24469105994,819.2901466716811,0.11323226651693805,0.8867677334830619
92250,631,5695,683,1504,234300.0,52426.5,5064630,6451,6378,1.3333333333333333,9.26207906295754,4.2061170212765955,4.469113902320391,21560.356063083946,785.0922337622075,0.10708686108497961,0.8929131389150203
92251,3187,19671,2662,6061,271600.0,84025.75,19311523,23625,22333,1.3333333333333333,8.586776859504132,3.7713248638838475,3.2323424664462976,23952.98601360338,817.418962962963,0.11919580889267004,0.88080419110733
92252,2726,13223,2516,3834,217900.0,41841.75,12329708,16598,15739,0.0,6.339030206677266,4.159885237350026,5.207717172441401,20476.1481122656,742.8429931317027,0.1598576783785501,0.8401423216214499
92253,11516,58296,11031,17420,453600.0,79931.5,112267567,88716,69327,0.0,6.328709999093464,4.007577497129736,5.6748590981027505,40180.97277390821,1265.4714707606295,0.15911549612705006,0.8408845038729499
92254,666,4719,606,1343,160400.0,26043.5,3659114,5494,5325,1.8333333333333333,8.886138613861386,4.009679821295607,6.158926411580625,15775.719629740392,666.0200218420094,0.11380281690140845,0.8861971830985915
92256,971,5081,881,1517,183300.0,47877.75,4970157,6356,5962,0.0,6.869466515323496,3.989452867501648,3.8285007127527924,17009.381158706434,781.9630270610447,0.1477692049647769,0.852230795035223
92260,7924,35421,6173,10532,363400.0,58795.25,69034244,72181,41594,0.0,7.021707435606674,4.115552601595138,6.180771405853364,33091.06512748229,956.4046494229783,0.14841082848487763,0.8515891715151224
92262,6787,29703,6430,8837,447800.0,54341.75,55492039,62723,36133,0.0,5.674961119751166,4.129229376485233,8.240441281335253,41071.08364768636,884.7159574637693,0.17795367115932803,0.822046328840672
92264,4801,21937,4333,6383,386800.0,57102.25,50682262,57857,26270,0.0,6.170782367874452,4.1889393702021,6.7738136413188625,35315.81929399638,875.9918765231519,0.16494099733536352,0.8350590026646365
92270,5881,25590,4963,8145,570400.0,82489.5,73026043,51733,30553,0.0,6.341124319967761,3.863842848373235,6.914819461870905,50386.79510050849,1411.5949780604255,0.16243904035610252,0.8375609596438975
92274,1756,8156,1571,2752,113200.0,27267.75,7939331,10881,9727,1.8333333333333333,6.309357097390198,3.6017441860465116,4.151424301601709,11083.413495226348,729.6508592960206,0.1615092011925568,0.8384907988074431
92276,2844,9684,1838,3094,206000.0,53043.0,8340665,11338,11522,0.0,6.816104461371055,4.04912734324499,3.883641573817469,18935.810772532855,735.6381195978126,0.15952091650755076,0.8404790834924493
92282,323,1397,322,441,225000.0,39901.75,1738517,1937,1719,0.0,5.341614906832298,3.9002267573696145,5.638850426359746,21238.08509839015,897.5307176045432,0.18731820826061663,0.8126817917393834
92284,6636,33537,6270,9520,225100.0,45053.25,31208064,41378,39807,0.0,6.407177033492823,4.2198529411764705,4.996309922147681,21006.755715480907,754.2187635941805,0.1575099856809104,0.8424900143190897
92285,756,3264,691,1043,157100.0,33691.75,3630573,4247,3955,1.7142857142857142,5.817655571635311,3.8542665388302972,4.662862570213776,15069.532396699708,854.8558982811396,0.17471554993678887,0.8252844500632112
92301,5411,26310,5152,7956,238600.0,47424.5,22449041,33026,31462,1.7142857142857142,6.157026397515528,3.9870537958773253,5.031154782865396,22160.522284357165,679.738418215951,0.16375309897654314,0.8362469010234569
92307,7551,40812,7176,11597,301700.0,62057.5,45123147,51145,47988,0.0,6.739548494983278,4.170302664482194,4.861620271522378,27338.25773570949,882.2592042232867,0.14953738434608652,0.8504626156539135
92308,8668,47002,8164,13343,282100.0,53357.75,46123338,58348,55166,0.0,6.818961293483587,4.172225136775838,5.286954566112701,25916.935592531343,790.4870432576952,0.1479897038030671,0.8520102961969329
92311,4814,27284,4637,7720,144900.0,45456.25,23095056,35838,31921,1.7142857142857142,6.922147940478758,4.157772020725389,3.1876804619826755,13511.112339506648,644.4292650259501,0.14526487265436547,0.8547351273456345
92313,1549,11051,1439,3034,378100.0,71499.0,12413903,17287,12490,0.0,8.756080611535788,4.152933421226104,5.2881858487531295,33827.06975256963,718.1062648232776,0.11521216973578863,0.8847878302642114
92314,5533,23730,6443,8148,307100.0,55712.5,35700959,37212,30173,0.0,4.541828340835015,3.5914334806087385,5.5122279560242315,28102.22631996701,959.3937170805117,0.21353527988599078,0.7864647201140093
92315,5332,20755,6134,8060,467800.0,56211.5,38889025,34832,26889,0.0,4.252852950766221,3.236600496277916,8.322140487266841,42772.72345142904,1116.474075562701,0.22812302428502362,0.7718769757149764
92316,3029,20282,3017,5651,339100.0,61373.25,17278035,24298,23299,1.7142857142857142,7.726549552535632,4.125110599893824,5.525208458082308,30758.124684062066,711.088772738497,0.12949053607450964,0.8705094639254903
92320,3125,11800,2398,4095,279200.0,59484.0,11633858,14963,14198,1.8333333333333333,6.223936613844871,3.6446886446886446,4.6936991459888375,25396.91168693382,777.5083873554769,0.16889702775038737,0.8311029722496126
92321,203,1055,310,356,370900.0,50488.25,2083221,1755,1365,0.0,4.058064516129032,3.533707865168539,7.346263734631325,34249.05488803816,1187.0205128205127,0.2271062271062271,0.7728937728937729
92325,3786,12450,4001,5160,278800.0,62519.0,25972860,24578,16451,1.7142857142857142,4.057985503624094,3.146511627906977,4.459444328924007,25246.24646038052,1056.7523801773943,0.24320709987234818,0.7567929001276518
92335,7132,52362,7129,14432,344200.0,56711.25,39241423,67424,59491,1.7142857142857142,8.345349978959181,4.122366962305986,6.069342502589874,31446.058561621765,582.0097146416706,0.11983325208855121,0.8801667479114488
92336,15544,86680,13610,25741,460100.0,95597.0,92693698,107965,100290,1.7142857142857142,7.510947832476121,3.971252088108465,4.812912539096415,40120.69617666626,858.5532163201037,0.13570645129125536,0.8642935487087446
92337,4578,30030,4727,8141,403600.0,83695.5,28851576,36594,34757,1.7142857142857142,7.321345462238206,4.251074806534824,4.822242533947464,35606.71538588162,788.4236760124611,0.1360013810167736,0.8639986189832264
92339,313,1656,339,607,335700.0,68843.25,3113458,3005,1995,0.0,5.808259587020649,3.243822075782537,4.8762950616073475,30135.765907073634,1036.0925124792013,0.1699248120300752,0.8300751879699249
92342,1820,9359,1787,2582,266100.0,75474.25,10858155,12346,11146,1.7142857142857142,6.255735870173475,4.329589465530597,3.5257057870730746,23692.195235862302,879.4876883201036,0.1603265745558945,0.8396734254441055
92344,4315,20163,4200,6065,345700.0,86419.75,24814159,25739,24363,1.7142857142857142,5.828095238095238,4.035943940643034,4.000243000008679,30412.674078944437,964.0684952795369,0.1723925624923039,0.827607437507696
92345,13364,75035,12529,21452,277100.0,52136.75,69036021,95890,87564,1.7142857142857142,7.055551121398356,4.120781279134812,5.314869070281519,25511.8355665089,719.9501616435499,0.1430839157644694,0.8569160842355306
92346,7213,49025,6998,13494,367300.0,67693.75,54618388,62546,56023,1.7142857142857142,8.036296084595598,4.167630057803469,5.425907118456283,33022.41159291536,873.2514948997538,0.12491298216803813,0.8750870178319619
92352,5875,19775,6577,8327,457800.0,87099.25,60032896,36678,26352,0.0,3.8999543864984036,3.080341059204996,5.256072813485765,40246.84891538636,1636.7548939418725,0.24958257437765635,0.7504174256223437
92354,2570,16614,2337,4824,411400.0,59950.25,18695063,28114,18951,0.0,8.208814719726144,3.9767827529021558,6.862356704100483,37395.68137473295,664.9734296080245,0.12331803071078043,0.8766819692892196
92356,1171,5587,1154,1605,169100.0,33735.5,5428064,7109,6741,0.0,5.856152512998267,4.210591900311527,5.012523899156674,16218.591744376707,763.5481783654523,0.17119121792018988,0.8288087820798101
92358,134,644,138,302,418800.0,47549.25,1542496,1433,782,0.0,5.63768115942029,2.576158940397351,8.807709900787078,38887.5223446816,1076.4103279832518,0.17647058823529413,0.8235294117647058
92359,1296,8049,1186,2355,341600.0,62199.75,8472611,10981,9235,1.7142857142857142,7.879426644182125,3.968152866242038,5.491983488679617,30947.337520715762,771.5700755851016,0.1284244721169464,0.8715755278830536
92363,1367,7831,1216,2319,125400.0,33161.75,6970379,9266,9047,1.7142857142857142,7.564144736842105,3.966364812419146,3.781465091558799,12047.090425290487,752.2532916037125,0.13440919641870233,0.8655908035812977
92365,358,2276,352,657,117600.0,55148.0,2433589,2805,2628,0.0,7.482954545454546,4.0091324200913245,2.132443606295786,10771.424747382001,867.5896613190731,0.1339421613394216,0.8660578386605784
92368,131,508,133,166,259800.0,35371.75,579536,754,641,0.0,4.804511278195489,3.8493975903614457,7.344844402665969,24805.06172235112,768.6153846153846,0.20748829953198128,0.7925117004680188
92371,3183,15584,3100,4624,272700.0,59648.25,20292818,20447,18684,1.7142857142857142,6.053870967741935,4.0586072664359865,4.571802190340874,24799.430875847618,992.4594317014721,0.16591736244915437,0.8340826375508457
92372,1431,6490,1350,1973,294100.0,55124.75,8297049,8333,7840,0.0,5.867407407407407,4.0146984287886465,5.335171588079764,26938.761710006092,995.6857074282972,0.17219387755102042,0.8278061224489796
92374,5620,37678,5026,10566,413600.0,76716.25,38145648,52883,42704,1.7142857142857142,8.614803024273776,4.097861063789513,5.391295846707836,36771.41032457522,721.3215589130723,0.11769389284376171,0.8823061071562383
92376,7751,52882,7427,14937,332100.0,58131.25,45351373,68680,60309,1.7142857142857142,8.163861586104753,4.059248845149629,5.7129340931082675,30272.207404607307,660.3286691904484,0.12314911538907958,0.8768508846109204
92377,2817,18886,2824,5229,418300.0,91686.5,21371380,22439,21710,1.7142857142857142,7.685198300283286,4.150506789061006,4.56228561456703,36609.06924072228,952.4212308926423,0.13007830492860434,0.8699216950713957
92382,2307,8923,2408,3367,296600.0,63791.25,16990012,16065,11331,0.0,4.663621262458472,3.3353133353133355,4.649540493406227,26809.18787046597,1057.5793339558045,0.21251434118789161,0.7874856588121084
92386,1661,7320,1994,2459,304800.0,40375.0,8683656,11352,9314,1.7142857142857142,4.504012036108325,3.6522976819845465,7.54922600619195,28738.541898078965,764.9450317124736,0.21408632166630878,0.7859136783336912
92391,858,2746,936,1138,277100.0,52792.75,5839168,5349,3682,0.0,3.8504273504273505,3.1669595782073814,5.248826780192356,25482.500362675542,1091.6373153860534,0.2542096686583379,0.7457903313416622
92392,10229,56436,9762,16308,276900.0,62406.5,54026077,72359,66198,1.7142857142857142,6.829030936283549,4.087870983566348,4.437037808561608,25078.285378226457,746.6393537776918,0.14746669083658118,0.8525333091634189
92394,5991,29973,5554,8918,261300.0,59195.0,26093408,37393,35527,1.7142857142857142,6.475333093266115,4.032742767436645,4.414224174339049,23779.205879216606,697.8153130265023,0.1563318039800715,0.8436681960199285
92395,7718,36284,6945,10942,255100.0,49260.75,32983309,50096,43229,1.7142857142857142,6.335781137509,4.021385487113873,5.178565084778449,23609.695952682796,658.40204806771,0.16065604108353188,0.8393439589164681
92399,8772,53953,8629,15181,368400.0,70921.75,63023000,69611,62582,1.7142857142857142,7.269092594738672,4.1318094987155,5.194457271570428,32983.17084973101,905.3597850914367,0.13788309737624238,0.8621169026237576
92401,110,639,123,219,264300.0,29657.25,541746,1177,762,0.0,6.0894308943089435,3.4200913242009134,8.911817515110133,25666.518868676438,460.2769753610875,0.16141732283464566,0.8385826771653543
92404,6676,38377,6527,10932,289900.0,49106.0,35647158,51967,44904,0.0,6.902558602727133,4.121203805342115,5.903555573656987,26838.277330816087,685.9575884696058,0.14535453411722787,0.8546454658827721
92405,3810,21088,3785,6088,277800.0,42203.0,18384704,28316,24873,0.0,6.578071334214003,4.089684625492772,6.582470440490012,26083.903101819476,649.2691058059048,0.15217303903831464,0.8478269609616854
92407,8387,46143,7796,13355,367300.0,70119.0,47945798,63147,53939,0.0,6.994612621857363,4.083114938225384,5.238237852793109,32918.235909066876,759.2727762205648,0.1445336398524259,0.8554663601475742
92408,1243,7000,1409,2103,304900.0,48986.75,5620801,10064,8409,0.0,5.850248403122782,3.9196386115073705,6.224132035703532,28233.2980004701,558.5056637519873,0.1675585682007373,0.8324414317992627
92410,4193,22285,3892,6973,207500.0,38057.75,16977225,31085,26177,0.0,6.803186022610483,3.797217840240929,5.452240345264762,19674.102014131062,546.1548978607045,0.14868013905336747,0.8513198609466326
92411,2661,14386,2513,4314,238400.0,44733.25,10673383,18820,16899,0.0,6.783525666534023,3.9515530829856282,5.3293690934595634,22262.74599816235,567.1298087141339,0.14870702408426534,0.8512929759157346
92501,2515,15599,2372,4409,358700.0,65263.25,14821458,21999,17971,1.8333333333333333,7.636593591905565,4.108414606486732,5.496201920682773,32355.586740938696,673.7332606027546,0.13199042902453953,0.8680095709754605
92503,11410,67872,10834,19212,426000.0,73532.5,70980397,91005,78706,1.8333333333333333,7.317888129961233,4.126691651051426,5.793356679019481,38017.10367675356,779.961507609472,0.13765151322643762,0.8623484867735624
92504,6686,43480,6492,11957,391600.0,67241.0,46155186,59127,49972,1.8333333333333333,7.72735674676525,4.195533996821945,5.823827724156392,35228.377575907994,780.61098990309,0.12991275114063877,0.8700872488593613
92505,4931,32256,4814,8994,408100.0,69804.75,31550975,51845,37070,1.8333333333333333,7.724761113419194,4.134645319101623,5.846307020654039,36589.55135007285,608.5635066062301,0.12986242244402482,0.8701375775559752
92506,7012,50906,7015,13607,503700.0,99520.5,66138283,63603,57921,1.8333333333333333,8.256307911617961,4.256485632395091,5.061268783818409,43769.09927443105,1039.8610600128925,0.12111324044819669,0.8788867595518033
92507,5518,30125,4713,9509,396100.0,54067.75,31196979,62841,34838,1.8333333333333333,7.562698917886697,3.7483436744137135,7.325993776326923,36346.14133678387,496.4430706067695,0.1352833113267122,0.8647166886732878
92508,5540,33131,5497,9155,536600.0,118114.75,44954661,42394,38628,1.8333333333333333,7.034928142623249,4.22403058438012,4.543039713498949,45944.09419932529,1060.4014954946454,0.14230609920265092,0.8576939007973491
92509,9196,56208,8679,16183,391900.0,73189.25,53818538,70465,64887,1.8333333333333333,7.535891231708722,4.041525057158747,5.354611503738595,34988.56027697892,763.7626906975094,0.1337556058994868,0.8662443941005132
92532,5632,23203,5712,6825,413400.0,89964.25,30590632,31962,28915,0.0,5.048144257703081,4.224908424908425,4.595158632456782,36240.37208448348,957.0937988861773,0.1975445270620785,0.8024554729379215
92536,635,3759,703,1149,374100.0,56689.5,6215039,4943,4462,1.8333333333333333,6.250355618776672,3.824194952132289,6.599105654486281,34178.915726870066,1257.3414930204328,0.15755266696548634,0.8424473330345137
92539,540,3649,724,1122,242300.0,46804.25,6193194,5150,4373,1.8333333333333333,5.785911602209945,3.733511586452763,5.176880304673187,22531.718390101778,1202.5619417475727,0.16556139949691287,0.8344386005030872
92543,6372,27896,5879,8531,169000.0,36757.0,22514959,40116,33775,1.8333333333333333,5.828882463003913,4.016879615519868,4.59776369126969,16076.736125755086,561.2463605543923,0.1740636565507032,0.8259363434492968
92544,8589,42759,8479,12528,271700.0,53575.75,45092267,55684,51238,1.8333333333333333,6.055902818728623,4.0986590038314175,5.071324246510781,24952.12576207176,809.7885748150277,0.16548264959600298,0.834517350403997
92545,10062,47197,9729,13649,252000.0,47831.0,42339899,62975,56926,1.8333333333333333,5.885394182341454,4.195105868561799,5.2685496853505045,23386.539347762176,672.3286859865026,0.17090608860626075,0.8290939113937392
92548,1130,5378,1110,1606,192700.0,50817.0,5343946,6912,6488,1.8333333333333333,5.863063063063063,4.052303860523039,3.7920380974870613,17783.337485835626,773.1403356481482,0.17108508014796547,0.8289149198520345
92549,1969,9664,2138,3577,400300.0,74992.0,19103387,16695,11802,1.8333333333333333,5.441066417212348,3.2521666200726864,5.33790270962236,35661.03558284371,1144.2579814315663,0.18115573631587867,0.8188442636841213
92551,4339,24114,4148,6997,332400.0,70135.5,22493975,31715,28262,0.0,6.859450337512054,4.066457053022724,4.739397309493766,29789.792778956675,709.2535078038783,0.14676951383483122,0.8532304861651688
92553,7682,48005,7679,13678,321800.0,54114.25,39660761,65313,55684,0.0,7.251855710378956,4.071282351220939,5.94667763112304,29526.043243471115,607.2414526970128,0.13790316787587098,0.862096832124129
92555,6928,36458,6405,10429,403300.0,90487.75,42212757,47334,42863,0.0,6.773770491803279,4.160130405599769,4.4569568809037685,35336.9901463903,891.8062492077577,0.1494295779576791,0.8505704220423209
92557,8301,45037,7881,12798,362200.0,74975.5,46123452,61245,52918,0.0,6.767922852429895,4.167682450382872,4.830911431067482,32267.500113194877,753.0974283614989,0.1489285309346536,0.8510714690653464
92561,535,2600,614,770,369100.0,66663.25,4658221,3241,3214,0.0,5.105863192182411,4.071428571428571,5.536783760167709,33230.07161189507,1437.278926257328,0.1910392034847542,0.8089607965152458
92562,11701,58508,11671,17002,478500.0,94479.5,97395068,91596,70179,1.8333333333333333,6.01567989032645,4.1294553581931535,5.064590731322668,41768.0018667796,1063.3113673086161,0.16630331010701208,0.833696689892988
92563,14156,65262,13056,19200,459800.0,97386.25,83218449,92919,78318,1.8333333333333333,6.082873774509804,4.136354166666667,4.721405742597133,40029.80798414697,895.6020727730604,0.1667049720370796,0.8332950279629204
92567,1560,7836,1511,2326,379400.0,75845.5,9437122,9822,9347,1.8333333333333333,6.218398411647915,4.039552880481513,5.002274360377346,33765.10166246173,960.8147016900834,0.16165614635711995,0.8383438536428801
92570,7056,34229,6711,10492,326200.0,61045.75,38398172,44524,40940,1.8333333333333333,6.151840262255997,3.9349027830728174,5.343533333606352,29602.394480103547,862.4151468870722,0.1639228138739619,0.8360771861260381
92571,7722,40419,7650,11663,336100.0,67208.25,37681578,49714,48069,1.8333333333333333,6.292941176470588,4.127668695875847,5.0008741486350266,30236.916849830803,757.9671319950114,0.15914622729825875,0.8408537727017412
92582,4091,17234,3341,5340,339000.0,73183.25,17258548,21482,20575,0.0,6.382819515115235,3.993445692883895,4.632207506499096,30265.90648186795,803.3957732054744,0.16238153098420413,0.8376184690157958
92583,5113,25618,4893,7449,251700.0,46344.5,21563695,32922,30511,0.0,6.280604945840997,4.125520204054236,5.431065174939852,23427.338885642148,654.9934694125509,0.16036839172757367,0.8396316082724263
92584,13650,54970,10973,17818,422000.0,96239.75,63344299,71705,65943,1.8333333333333333,6.253531395242869,3.851161746548434,4.384882545933463,36776.888313202384,883.4014224949445,0.16640128595908588,0.8335987140409141
92585,5519,23824,4529,7699,371400.0,79605.25,24834404,30813,28353,0.0,6.478913667476264,3.8112741914534354,4.665521432317592,32911.423988255025,805.9716353487164,0.15973618311995202,0.8402638168800479
92586,6788,31422,6398,8952,276200.0,43909.25,26419999,42478,37820,0.0,5.972178805876837,4.268319928507596,6.290246360391034,25837.520410660545,621.9689957154292,0.169169751454257,0.8308302485457429
92587,4798,20439,4609,6028,442700.0,86967.5,27073630,26695,25048,0.0,5.475591234541115,4.186629064366291,5.090407336073821,38924.53363642491,1014.1835549728413,0.18400670712232514,0.8159932928776749
92590,483,2531,538,781,1071800.0,67079.25,8727231,5968,3069,1.8333333333333333,5.602230483271375,3.859154929577465,15.978115438082567,96440.13671552889,1462.3376340482573,0.17530140110785272,0.8246985988921472
92591,6936,37337,6665,10751,501600.0,88885.5,46875566,59571,44002,1.8333333333333333,6.642610652663166,4.118035531578458,5.643215147577501,44018.903788542,786.8856658441188,0.15147038770964957,0.8485296122903504
92592,14465,79554,14607,22219,522400.0,107412.0,113663408,110314,94161,1.8333333333333333,6.436571506811802,4.231468562941626,4.863516180687446,45095.02210015317,1030.3624925213483,0.15512791920221747,0.8448720807977825
92595,6507,30961,6192,9003,417300.0,79121.5,40302402,42335,37153,1.8333333333333333,6.051033591731266,4.161723869821171,5.274166945773273,36998.81394441742,951.9877642612496,0.16666218071219013,0.8333378192878099
92596,7079,28031,5670,9390,475400.0,103331.25,35954912,37102,33701,1.8333333333333333,6.192239858906525,3.7390841320553783,4.600737918103188,41175.51994917118,969.0828526764055,0.16824426574879084,0.8317557342512092
92602,4215,18090,3032,5778,933600.0,107773.0,29090683,44194,21122,0.0,7.356530343007916,3.8603322949117342,8.662652055709685,80567.61547359599,658.2496040186451,0.14354701259350441,0.8564529874064956
92603,2398,15924,2313,4135,1303200.0,155873.5,38842800,33314,18237,0.0,7.921314310419369,4.430955259975816,8.36062576384055,108992.37199567027,1165.9602569490305,0.1268300707353183,0.8731699292646817
92604,1979,18321,1929,4663,818400.0,109761.75,25015050,41172,20250,0.0,10.523587350959046,4.353420544713703,7.456149341642239,70514.84130939399,607.5743223549986,0.09525925925925927,0.9047407407407407
92606,1443,12248,1456,3196,853800.0,109213.25,17333232,35616,13704,0.0,9.403159340659341,4.283792240300375,7.817732738472667,73596.7378272731,486.6698113207547,0.10624635143023935,0.8937536485697607
92610,1981,10268,1735,3037,807300.0,139461.25,17324492,18817,12003,0.0,7.059942363112392,4.033256503128087,5.788704747734585,68152.22094915928,920.6829994154223,0.14454719653419978,0.8554528034658002
92612,996,6597,989,1575,789000.0,78657.0,21525068,60467,7586,0.0,7.6774519716885745,4.820952380952381,10.030893626759221,69991.1616464805,355.9804190715597,0.1303717374110203,0.8696282625889797
92614,1368,12229,1368,3106,789500.0,103599.0,21278961,47501,13597,0.0,9.939327485380117,4.37765614938828,7.620729929825577,68365.14163974742,447.9686953958864,0.10061042877105243,0.8993895712289476
92617,462,3604,351,993,585600.0,44021.75,5317046,8327,3955,0.0,11.584045584045585,4.094662638469285,13.302515233946856,54767.672187160824,638.5308034105921,0.08874841972187104,0.9112515802781289
