zipcode,State,CountyName,City,2018,2019,2020,2021,mean_2018_2021,percent_increase_2018_2021
90810,CA,Los Angeles County,Long Beach,455111.3593510548,481026.9303098295,514703.4270607166,589027.1760606862,509967.2231955718,29.42
95621,CA,Sacramento County,Citrus Heights,320688.20952372864,333164.22031327576,354688.6336990471,417908.7037793524,356612.44182885095,30.32
95691,CA,Yolo County,West Sacramento,418044.13632401,428021.28819246864,447070.2253482908,520309.70993798744,453361.3399506892,24.46
90604,CA,Los Angeles County,Whittier,542105.1286424409,559494.2043614376,597172.810579589,693069.7074638294,597960.4627618243,27.85
95838,CA,Sacramento County,Sacramento,271292.1237818902,283896.6800516317,309043.81375397433,368382.4034755448,308153.7552657603,35.79
95120,CA,Santa Clara County,San Jose,1580668.1287778905,1569651.119110736,1598691.8523044968,1868752.9534851185,1654441.0134195604,18.23
95129,CA,Santa Clara County,San Jose,1811474.999841756,1769254.0215424653,1780127.6365443368,2048623.7577775016,1852370.103926515,13.09
92806,CA,Orange County,Anaheim,630816.8101035053,640225.8560138721,683136.855213425,774929.2352564164,682277.1891468046,22.85
95695,CA,Yolo County,Woodland,384148.51117964415,399673.5112377892,415897.1101683395,471884.0435275075,417900.79402832006,22.84
95835,CA,Sacramento County,Sacramento,416050.36213514494,424210.597113061,449278.7861048416,540794.5891166666,457583.58361742855,29.98
91739,CA,San Bernardino County,Rancho Cucamonga,635449.1040109912,644550.2975291162,667002.0613576928,776799.0824686323,680950.1363416081,22.24
95833,CA,Sacramento County,Sacramento,329483.1504703042,344099.34637588926,365380.6900984517,431845.2255071869,367702.103112958,31.07
91701,CA,San Bernardino County,Rancho Cucamonga,547497.6765567953,553354.8328339482,578803.8788840874,679620.9261735332,589819.328612091,24.13
93706,CA,Fresno County,Fresno,161487.67270045934,180012.26471355977,190559.59136216345,225002.67332204027,189265.5505245557,39.33
90045,CA,Los Angeles County,Los Angeles,1092010.844840366,1149218.520954082,1206156.2702024826,1345960.6938169594,1198336.5824534725,23.26
90808,CA,Los Angeles County,Long Beach,684508.1555528819,701210.3721887163,742152.6745650774,858463.9882543073,746583.7976402458,25.41
94134,CA,San Francisco County,San Francisco,1008279.6371679738,1035648.477118035,1090974.798357303,1140010.3949082242,1068728.326887884,13.06
94588,CA,Alameda County,Pleasanton,1041422.9193913452,1050367.4671614151,1061334.4080617449,1275617.0004080834,1107185.448755647,22.49
95688,CA,Solano County,Vacaville,508568.88517732715,523685.5058136848,546608.0792916865,628499.3834310218,551840.46342843,23.58
90301,CA,Los Angeles County,Inglewood,469773.5011671165,513774.61563521274,561106.0250598568,633796.830551513,544612.7431034248,34.92
91355,CA,Los Angeles County,Santa Clarita,568869.5603415336,575688.8880175055,596590.4648991298,692763.2462886719,608478.0398867102,21.78
93711,CA,Fresno County,Fresno,345629.44132977555,359688.2526845699,374525.9860312445,430562.69244180695,377601.59312184923,24.57
94520,CA,Contra Costa County,Concord,479042.6610567661,490024.9983951862,519582.9632540019,606651.3281113858,523825.487704335,26.64
91763,CA,San Bernardino County,Montclair,427792.1047274892,438593.7185491572,462176.6487654263,541022.7953232849,467396.31684133946,26.47
92807,CA,Orange County,Anaheim,734396.1427423772,736452.7247418264,771999.8249043915,878288.6825843748,780284.3437432424,19.59
92675,CA,Orange County,San Juan Capistrano,784653.2731936462,779783.3985657106,808329.3530248984,939411.8365547216,828044.4653347442,19.72
91321,CA,Los Angeles County,Santa Clarita,477900.8552435413,497059.0877309413,524522.6599870794,611236.1626058588,527679.6913918552,27.9
95928,CA,Butte County,Chico,350188.8403069202,387918.25976594846,407641.1278440627,448570.5758495296,398579.7009416152,28.09
94928,CA,Sonoma County,Rohnert Park,578462.9620098445,579774.1747707163,589773.3859478048,656134.4498028323,601036.2431327995,13.43
90802,CA,Los Angeles County,Long Beach,379119.41832190374,405937.0470420853,420834.53647865145,458890.3314662636,416195.33332722605,21.04
95301,CA,Merced County,Atwater,265480.8916891301,285086.1111807871,299672.02424360346,356860.85592220695,301774.9707589319,34.42
93612,CA,Fresno County,Clovis,240603.16921672356,255385.64757144137,267081.66198931355,309486.2984267638,268139.1943010606,28.63
94621,CA,Alameda County,Oakland,437803.2427019346,469206.3565807236,495203.6038642155,538456.209262651,485167.3531023812,22.99
92240,CA,Riverside County,Desert Hot Springs,215027.92110558797,231106.78604023028,250341.80665355895,306074.0776899426,250637.64787232998,42.34
91776,CA,Los Angeles County,San Gabriel,695353.5317018119,708411.1087280855,736231.2128393004,822984.2920655463,740745.0363336861,18.35
94954,CA,Sonoma County,Petaluma,697595.0286104605,695809.7918532466,703787.9514108439,777845.1629754951,718759.4837125116,11.5
93314,CA,Kern County,Bakersfield,373949.08387991745,385698.8798693553,407225.2486249364,473077.9988236565,409987.8027994664,26.51
94578,CA,Alameda County,San Leandro,639708.9046091472,651342.1955217638,685278.9913335429,799752.6228638617,694020.6785820789,25.02
93021,CA,Ventura County,Moorpark,677077.8034143033,683638.9119078488,702958.830357541,806847.3153787031,717630.7152645991,19.17
92394,CA,San Bernardino County,Victorville,254762.4575685911,266892.3607404,283652.20306743716,351906.83215344354,289303.4633824679,38.13
93012,CA,Ventura County,Camarillo,671003.412616017,674008.7538925129,690994.7491281711,786157.5152105936,705541.1077118237,17.16
90505,CA,Los Angeles County,Torrance,940167.4532448858,970886.4903469587,1008157.1762912744,1160819.1670081094,1020007.5717228071,23.47
93305,CA,Kern County,La Cresta - Altavista,147263.68943885277,160263.4829024427,172281.23173661644,202171.11953226943,170494.88090254532,37.29
92054,CA,San Diego County,Oceanside,656584.2004350999,674900.6567747403,716188.7909619951,854754.3876267493,725607.0089496463,30.18
92337,CA,San Bernardino County,Fontana,390208.3758405402,406796.5464421707,429012.7726778516,506015.78221994016,433008.36929512565,29.68
95401,CA,Sonoma County,Santa Rosa,563794.6349756907,560433.1237622228,568407.6806083084,623746.6825342295,579095.5304701128,10.63
95821,CA,Sacramento County,Sacramento,358896.54802328115,375161.43096282944,397375.8445629906,464514.4092846856,398987.0582084467,29.43
95993,CA,Sutter County,Yuba City,330027.9029789577,345373.8720812922,370616.1189953313,435689.55863498105,370426.86317264056,32.02
90804,CA,Los Angeles County,Long Beach,487903.4023176343,511850.5386462098,537681.4159769545,617865.84640997,538825.3008376921,26.64
90012,CA,Los Angeles County,Los Angeles,575078.8886457849,599341.3401828286,610031.3620777839,648119.1842336761,608142.6937850184,12.7
95382,CA,Stanislaus County,Turlock,355945.4460343581,369990.1964277899,391193.820931277,455453.7089250286,393145.7930796134,27.96
92679,CA,Orange County,Coto de Caza,931900.098397456,926356.6135133584,963730.2742071664,1124562.2532886693,986637.3098516625,20.67
90036,CA,Los Angeles County,Los Angeles,1504538.8737335743,1583911.4512285397,1661946.7665442806,1798210.6816007483,1637151.9432767858,19.52
93705,CA,Fresno County,Fresno,193156.9685231434,208583.93729622613,222822.59429156067,261560.75009357673,221531.06255112673,35.41
94606,CA,Alameda County,Oakland,685003.3716290969,693880.9421034033,717569.6632363658,776055.2358376536,718127.3032016299,13.29
93245,CA,Kings County,Lemoore,252749.82601965385,262528.497930558,274950.07115916244,319130.0093865074,277339.6011239704,26.26
92037,CA,San Diego County,San Diego,1389552.1047347696,1416322.779887169,1479156.82099117,1737768.7338712125,1505700.1098710801,25.06
92065,CA,San Diego County,Ramona,549751.3138632344,553651.7384199263,584533.3071139342,685618.181001976,593388.6350997677,24.71
92831,CA,Orange County,Fullerton,672349.2310949111,675606.9295117733,711817.2169859079,806351.7404190119,716531.279502901,19.93
90031,CA,Los Angeles County,Los Angeles,579495.3782244069,616351.4209400947,662895.418449269,749875.9125558008,652154.5325423928,29.4
91362,CA,Ventura County,Thousand Oaks,851335.608246543,861390.1056665769,887018.1372981606,1003738.0927768508,900870.4859970328,17.9
91711,CA,Los Angeles County,Claremont,696129.1492047819,714176.8644338711,747388.6895549922,844844.399431623,750634.775656317,21.36
93657,CA,Fresno County,Sanger,251375.1564473208,267768.3488678335,283702.2218901299,333475.4351449784,284080.2905875656,32.66
94590,CA,Solano County,Vallejo,375899.9633672606,393048.67748428206,407344.6500489746,470229.2140784117,411630.62624473224,25.09
94061,CA,San Mateo County,Redwood City,1626594.5489847076,1599278.1401121032,1632194.958022721,1771476.4443115322,1657386.022857766,8.91
92649,CA,Orange County,Huntington Beach,863524.7217685716,859582.8903018427,897590.4804661513,1021878.3915572512,910644.1210234541,18.34
94534,CA,Solano County,Fairfield,544856.6312929979,553607.1084840401,572935.0436284955,667944.5358182449,584835.8298059446,22.59
92253,CA,Riverside County,La Quinta,457775.6512890318,473151.7005943612,495412.48196796305,614018.2204703611,510089.51358042925,34.13
95667,CA,El Dorado County,Placerville,425017.6931070807,435795.4604954147,437246.3138390043,503000.071673068,450264.8847786419,18.35
92508,CA,Riverside County,Riverside,492639.2164900632,502803.8959987854,529275.3326001787,632269.7432652852,539247.0470885781,28.34
92672,CA,Orange County,San Clemente,909274.0609560694,914916.9323062436,957072.6524375564,1146559.8540652948,981955.874941291,26.1
92583,CA,Riverside County,San Jacinto,267718.9919336638,280913.30769492855,299163.12713508384,362346.0797903747,302535.3766385127,35.35
92841,CA,Orange County,Garden Grove,615994.4790586,630490.766551637,678236.4661729328,771911.8228574288,674158.3836601496,25.31
92131,CA,San Diego County,San Diego,842171.7456768155,844286.5374630053,894002.6173572122,1089567.110140147,917507.002659295,29.38
95820,CA,Sacramento County,Sacramento,283120.74823871057,296192.7122592997,320248.00186747045,380753.5609146109,320078.7558200229,34.48
94124,CA,San Francisco County,San Francisco,918926.6595803266,950121.5548457382,995421.9243515308,1017117.5584626608,970396.9243100642,10.69
92083,CA,San Diego County,Vista,475545.52108190535,494624.0098511284,526722.340325763,615979.2035149258,528217.7686934306,29.53
91104,CA,Los Angeles County,Pasadena,806873.7667163481,822530.0658898923,872823.9797992687,1002892.4953562784,876280.0769404469,24.29
94952,CA,Sonoma County,Petaluma,856845.7329417685,861538.7346738192,873921.1941176915,978504.6488259524,892702.5776398078,14.2
90277,CA,Los Angeles County,Redondo Beach,1158074.8835378385,1195040.430251623,1224155.2413285573,1397589.66426943,1243715.0548468623,20.68
95901,CA,Yuba County,Marysville,252707.49633563767,270206.11025469383,290552.58272904914,343133.3488276474,289149.884536757,35.78
94555,CA,Alameda County,Fremont,1118110.6624555455,1130833.4047743103,1114712.479667264,1278151.452239085,1160451.9997840512,14.31
94040,CA,Santa Clara County,Mountain View,2218931.1699802815,2194065.401224169,2183935.641484099,2423740.814640213,2255168.2568321903,9.23
92058,CA,San Diego County,Oceanside,468298.1649739316,484122.4670993653,512204.87412509206,600191.3941881818,516204.22509664274,28.16
91205,CA,Los Angeles County,Glendale,617085.2467667698,648019.8534909575,674954.0243544603,761933.5632755103,675498.1719719245,23.47
91001,CA,Los Angeles County,Altadena,819997.5087146492,853982.5180027843,901384.2277703593,1046638.4439716964,905500.6746148723,27.64
95121,CA,Santa Clara County,San Jose,869326.2662431864,883949.6946852201,914386.9174360752,1064633.8818233518,933074.1900469584,22.47
90020,CA,Los Angeles County,Los Angeles,645331.3544085006,674520.933662876,688478.1346589591,730470.4734171038,684700.2240368599,13.19
92869,CA,Orange County,Orange,720345.3118630155,724828.5026865074,760845.7681293222,876125.7555916534,770536.3345676246,21.63
95825,CA,Sacramento County,Sacramento,299535.2890808108,314157.7319742215,331628.93713413196,386461.7848754364,332945.9357661502,29.02
93405,CA,San Luis Obispo County,San Luis Obispo,731020.1246888055,744407.4209057754,774560.4412307771,859564.7993007315,777388.1965315224,17.58
95476,CA,Sonoma County,Sonoma,857989.479769179,851528.8737330558,855444.1416232405,971533.1691248084,884123.9160625709,13.23
94044,CA,San Mateo County,Pacifica,1077990.462837863,1093212.002606355,1129581.0068961575,1250075.62295411,1137714.7738236212,15.96
95062,CA,Santa Cruz County,Santa Cruz,995255.5018677491,973619.2832292608,994885.8631255928,1205905.5131552415,1042416.5403444611,21.17
91325,CA,Los Angeles County,Los Angeles,657317.6392273803,679002.2315910478,728482.3668999411,857026.9386652652,730457.2940959086,30.38
92231,CA,Imperial County,Calexico,231166.73236677307,246670.4506401375,262968.50508646574,290388.4617733893,257798.5374666914,25.62
95128,CA,Santa Clara County,San Jose,1089022.2112660585,1102830.5005635405,1127909.7214154834,1268951.8862217693,1147178.579866713,16.52
95340,CA,Merced County,Merced,259630.78355681137,277405.1653289882,291626.78892608517,346138.40481493337,293700.28565670457,33.32
93060,CA,Ventura County,Santa Paula,485457.93002097873,498880.325945814,526154.3522280483,599136.1783111175,527407.1966264896,23.42
95842,CA,Sacramento County,Sacramento,288127.38864350616,301664.71896379953,325646.906128826,390732.0573186971,326542.7677637072,35.61
92543,CA,Riverside County,Hemet,225390.65929746465,237650.11651024577,252765.50673921648,303949.22589757544,254938.87711112556,34.85
93710,CA,Fresno County,Fresno,249251.6909836704,262033.03743115184,279385.2594587237,325084.89108444063,278938.71973949665,30.42
90266,CA,Los Angeles County,Manhattan Beach,2279529.6053646095,2371109.8793464517,2400569.795053121,2716244.184750239,2441863.3661286053,19.16
90621,CA,Orange County,Buena Park,600751.3484448657,600171.5063333525,625345.8289256658,709634.820397702,633975.8760253965,18.12
90049,CA,Los Angeles County,Los Angeles,2109568.115427467,2233198.889499054,2303651.779153625,2584791.607983013,2307802.59801579,22.53
91752,CA,Riverside County,Jurupa Valley,524059.21823262266,540399.1287722035,569025.0733686904,667427.6256661953,575227.7615099279,27.36
91601,CA,Los Angeles County,Los Angeles,657131.7319105606,688046.0560762653,731971.9538936847,837353.5039713759,728625.8114629716,27.43
91326,CA,Los Angeles County,Los Angeles,804349.8195636608,824066.3144516334,873308.9107911346,1026855.9087080184,882145.2383786117,27.66
92139,CA,San Diego County,San Diego,440892.88054213865,460532.6290285066,497970.68387599103,586457.986363879,496463.5449526288,33.02
92551,CA,Riverside County,Moreno Valley,320995.5883159222,337337.90866018744,359480.8153634214,428747.8604612637,361640.5432001987,33.57
91780,CA,Los Angeles County,Temple City,814468.0394459689,817514.2666339051,845889.8193278346,939521.8100679724,854348.4838689202,15.35
95660,CA,Sacramento County,Sacramento,259248.2565816726,272148.78896007437,295288.7974470718,355767.6167577146,295613.3649366334,37.23
95341,CA,Merced County,Merced,210709.40249150415,233202.20041251095,249250.92188714945,298670.76209335105,247958.3217211289,41.75
94523,CA,Contra Costa County,Pleasant Hill,760688.0541038513,765739.2104151257,801051.9767097036,939918.2389246837,816849.370038341,23.56
92660,CA,Orange County,Newport Beach,1730624.0990048794,1702788.0895277057,1781799.7128587223,2079293.907316976,1823626.452177071,20.15
92311,CA,San Bernardino County,Barstow,147784.03699708972,154704.29224425173,164668.32053612766,204785.0432395107,167985.42325424496,38.57
94404,CA,San Mateo County,Foster City,1503272.5596327663,1467233.7125169768,1489632.529583902,1628019.0911298476,1522039.4732158731,8.3
90062,CA,Los Angeles County,Los Angeles,490818.7590596069,547318.4196457838,586521.7500810226,662481.953290471,571785.220519221,34.97
92301,CA,San Bernardino County,Adelanto,222515.00040700025,237541.50192551,253440.9946617257,310826.3559244773,256080.96322967834,39.69
94063,CA,San Mateo County,Redwood City,1162978.00871352,1191736.5024085988,1209089.3830210564,1278832.5358896924,1210659.107508217,9.96
90260,CA,Los Angeles County,Lawndale,574838.2704737398,611504.1737124426,647021.4916166946,732700.8092887485,641516.1862729064,27.46
91340,CA,Los Angeles County,San Fernando,464007.3466906179,492092.46057661745,529726.6759865574,613650.040505397,524869.1309397975,32.25
96002,CA,Shasta County,Redding,264941.13682524435,280974.0417136002,297173.80438041367,346252.8448959918,297335.4569538125,30.69
91722,CA,Los Angeles County,Covina,512435.5863262469,527219.8655094182,556590.0000241298,643850.8560697989,560024.0769823985,25.65
94401,CA,San Mateo County,San Mateo,1084465.0315554645,1096163.216112147,1122835.0713555838,1197312.6703396842,1125193.99734072,10.41
94114,CA,San Francisco County,San Francisco,1920438.083050917,1909118.7870914564,1950793.2949248208,1953804.743198392,1933538.7270663965,1.74
92123,CA,San Diego County,San Diego,599739.3072237362,607966.2168915932,647993.1101230771,771131.7399440557,656707.5935456156,28.58
92706,CA,Orange County,Santa Ana,654840.1899454531,657334.8256803869,702138.3292337359,794610.6289526671,702230.9934530607,21.34
95356,CA,Stanislaus County,Modesto,359247.7273865643,375850.6774693239,396661.4936335406,468217.10203844606,399994.2501319687,30.33
91006,CA,Los Angeles County,Arcadia,1052141.1362760337,1032149.1136240896,1046665.5478963512,1144689.004649417,1068911.200611473,8.8
91915,CA,San Diego County,Chula Vista,551334.6566222793,561956.8376147492,595682.7480018915,707137.4964464201,604027.934671335,28.26
94545,CA,Alameda County,Hayward,726668.0681042671,726661.9206072479,748769.4133606096,881398.5790485637,770874.4952801721,21.29
90222,CA,Los Angeles County,Compton,389814.8888975731,420118.6866889353,452881.30485981615,514574.7011315551,444347.3953944699,32.0
96001,CA,Shasta County,Redding,267993.85389229236,284629.05464470916,299491.1309950322,348178.3181017513,300073.0894084463,29.92
91754,CA,Los Angeles County,Monterey Park,650331.7315081594,674076.6201486756,701214.2039304845,780454.0895245862,701519.1612779765,20.01
91768,CA,Los Angeles County,Pomona,435442.0825438154,455818.7166200641,483822.94111278135,563143.8382401904,484556.89462921285,29.33
91941,CA,San Diego County,La Mesa,623258.383207566,626323.0262735215,673188.479511208,810826.3431919282,683399.058046056,30.09
90230,CA,Los Angeles County,Culver City,844190.1656213779,898814.6606994723,941537.6648407524,1033863.0026447752,929601.3734515945,22.47
92595,CA,Riverside County,Wildomar,415189.7026108711,425136.713588598,448881.1383625901,547818.0014072839,459256.38899233576,31.94
95482,CA,Mendocino County,Ukiah,482079.7349990634,509290.3611695855,522081.0701732312,582841.8968419629,524073.2657959608,20.9
93703,CA,Fresno County,Fresno,172003.84678762066,188743.97063488592,204122.72361774585,241877.92987114345,201687.11772784896,40.62
95632,CA,Sacramento County,Galt,393347.8621239884,407820.5804399934,433197.23585897015,510135.16025423934,436125.2096692978,29.69
90008,CA,Los Angeles County,Los Angeles,741284.0581686035,820256.1224370071,891495.8913269881,1028827.9079239418,870465.9949641352,38.79
91773,CA,Los Angeles County,San Dimas,620575.6515379507,631676.628624242,658559.7853267806,755966.2648766258,666694.5825913999,21.82
93955,CA,Monterey County,Seaside,544341.9096129457,568556.6243095265,606645.6659792714,696576.9074738513,604030.2768438988,27.97
95361,CA,Stanislaus County,Oakdale,380950.80581973685,397140.97783396783,419468.3890907239,494455.8551395568,423004.0069709963,29.8
90504,CA,Los Angeles County,Torrance,678820.5433104608,707904.1665812043,744189.8386081461,841924.6702497205,743209.8046873829,24.03
95126,CA,Santa Clara County,San Jose,1041105.311470529,1065330.5629673433,1066135.0735653327,1164319.717107544,1084222.6662776873,11.83
95348,CA,Merced County,Merced,271018.19813831366,288827.70377372875,299499.51772692776,354540.4375195534,303471.4642896309,30.82
92373,CA,San Bernardino County,Redlands,511335.1372317149,510673.5705131816,531091.586521192,612482.6696033364,541395.7409673561,19.78
91107,CA,Los Angeles County,Pasadena,914114.477682474,932157.5669064396,971424.6583798092,1093667.1364156825,977840.9598461015,19.64
91750,CA,Los Angeles County,La Verne,640259.415006465,649790.0164619939,683455.1602652742,782911.1428297143,689103.9336408619,22.28
91007,CA,Los Angeles County,Arcadia,1136344.6769183977,1099547.2705902634,1103131.8059933586,1203217.0947888347,1135560.2120727135,5.88
95377,CA,San Joaquin County,Tracy,542940.6026383246,562925.8306606525,579700.1702476506,722030.4869337343,601899.2726200905,32.99
92103,CA,San Diego County,San Diego,807788.9139927458,804164.8514036898,812212.1602005955,913768.0108823106,834483.4841198354,13.12
94102,CA,San Francisco County,San Francisco,904372.4676856528,894379.4142480263,888633.437157461,863594.091797992,887744.8527222831,-4.51
92220,CA,Riverside County,Banning,273115.90940798825,285344.7882282543,296238.6158120947,346976.3009944831,300418.90361070505,27.04
90601,CA,Los Angeles County,Whittier,571935.5254134058,593305.2166601099,628058.7947089263,720900.7475602916,628550.0710856834,26.05
94801,CA,Contra Costa County,Richmond,425478.0926833026,447742.5270998755,470729.4756960546,538412.8711564761,470590.7416589272,26.54
91791,CA,Los Angeles County,West Covina,617511.2674882188,631380.4767756095,660630.2909248533,757558.4738121504,666770.1272502079,22.68
90712,CA,Los Angeles County,Lakewood,585195.4914567133,602306.0280889712,638357.1401114262,734609.3165617697,640116.9940547202,25.53
94115,CA,San Francisco County,San Francisco,1457419.393346008,1464380.6527746953,1490643.5471104768,1503310.6448228238,1478938.559513501,3.15
95118,CA,Santa Clara County,San Jose,1164408.768527068,1160382.4416958827,1186248.5434602771,1371158.6261290552,1220549.5949530709,17.76
92883,CA,Riverside County,Corona,510111.072273588,516916.81322830776,535031.8139447093,638322.2277101654,550095.4817891927,25.13
90807,CA,Los Angeles County,Long Beach,643876.2217746972,668287.4163635307,709937.4874337466,825843.2151236683,711986.0851739107,28.26
93420,CA,San Luis Obispo County,Arroyo Grande,715557.7051686676,721884.5950869011,738014.3017350376,835527.4821517078,752746.0210355785,16.77
95661,CA,Placer County,Roseville,483081.03360876656,500413.47279789974,527260.9741209192,623374.1730111757,533532.4133846903,29.04
93555,CA,Kern County,Ridgecrest,194558.73499561357,202082.00015117577,209125.67510527663,239989.27272080447,211438.9207432176,23.35
94608,CA,Alameda County,Emeryville,675106.647313558,677497.43962698,704316.3481812682,755259.5478352971,703044.9957392758,11.87
95358,CA,Stanislaus County,Modesto,279888.78510410414,297957.8562295174,317584.7562423184,380056.89529494895,318872.07321772224,35.79
94941,CA,Marin County,Mill Valley,1603473.4159745236,1605029.354278633,1669794.589253673,1920807.5479017664,1699776.226852149,19.79
90029,CA,Los Angeles County,Los Angeles,912783.76390581,974085.3928410244,1032315.474643975,1139023.249570694,1014551.970240376,24.79
93618,CA,Tulare County,Dinuba,221734.8163483681,235065.36079345652,247819.0273603179,286400.9979201259,247755.0506055671,29.16
95219,CA,San Joaquin County,,415348.5961982628,428283.0521957649,446014.4142991738,530835.0822384147,455120.28623290407,27.8
95662,CA,Sacramento County,Orangevale,412025.35422440845,425281.0525877352,447600.0747424877,523240.2981481198,452036.6949256878,26.99
94602,CA,Alameda County,Oakland,968694.6477514614,983431.3862768484,1029944.3517384492,1166537.3202047294,1037151.9264928722,20.42
91505,CA,Los Angeles County,Burbank,776136.1615787414,804440.6881205561,856879.7696270357,989702.9317662332,856789.8877731415,27.52
94103,CA,San Francisco County,San Francisco,1002363.404363216,1000448.5121117664,998794.6132478951,971593.2678029966,993299.9493814686,-3.07
92881,CA,Riverside County,Corona,559076.6012643811,573449.280744316,599297.2754782861,714604.7713105414,611606.9821993811,27.82
91351,CA,Los Angeles County,Santa Clarita,478899.9669563,493226.40753610496,522592.1545361728,609680.0814353279,526099.6526159764,27.31
93654,CA,Fresno County,Reedley,248752.71191397752,258613.70883267003,272737.326380211,311096.24868236325,272799.9989523054,25.06
92203,CA,Riverside County,Indio,353638.9391452211,366824.2642200393,384884.1410162472,459883.7300333255,391307.76860370825,30.04
95131,CA,Santa Clara County,San Jose,1074435.897011181,1085679.9599120794,1086759.7062682274,1212986.773575973,1114965.5841918653,12.9
92612,CA,Orange County,Irvine,758638.0283962284,747061.2165206219,753680.6306479556,814438.7954822389,768454.6677617611,7.36
95834,CA,Sacramento County,Sacramento,387427.5164781492,403038.0948615206,424379.78792508313,500517.04461784544,428840.61097064964,29.19
94610,CA,Alameda County,Oakland,1132808.9189752028,1119042.5742128298,1171195.0510102303,1343838.6954738868,1191721.3099180376,18.63
93001,CA,Ventura County,Ventura,672101.3282808565,687389.2917447871,723021.0086482161,839868.7424756768,730595.0927873842,24.96
94603,CA,Alameda County,Oakland,475116.8551641514,509945.39755317435,535041.8283259112,591720.1818067655,527956.0657125006,24.54
90606,CA,Los Angeles County,Whittier,504930.49999911594,525711.2150830809,561341.5866303628,643225.5358597413,558802.2093930752,27.39
92260,CA,Riverside County,Palm Desert,361662.3193129142,379242.9656030272,394514.9885504749,484484.348876752,404976.1555857921,33.96
91214,CA,Los Angeles County,La Crescenta-Montrose,858155.7923810856,884166.6345164324,933926.150288329,1073304.8371402824,937388.3535815324,25.07
91423,CA,Los Angeles County,Los Angeles,979380.7412611354,1014791.8395294264,1076297.95830482,1251510.6027521964,1080495.2854618945,27.79
93940,CA,Monterey County,Monterey,805967.2120846836,831039.7995650326,858578.7008860944,1003961.0584635952,874886.6927498515,24.57
95242,CA,San Joaquin County,Lodi,421764.8026455176,437240.9227723991,454468.823811464,524716.0413883004,459547.64765442023,24.41
91607,CA,Los Angeles County,Los Angeles,829694.9327449258,863527.507976512,922698.151241232,1071380.988696101,921825.3951646928,29.13
96080,CA,Tehama County,Red Bluff,216739.56924938937,232870.31845629113,255004.69801781388,293469.88349580794,249521.11730482557,35.4
92602,CA,Orange County,Irvine,1086736.1606516882,1081775.2991045965,1100402.2007455966,1230318.2174565075,1124807.9694895972,13.21
93422,CA,San Luis Obispo County,Atascadero,531796.1253166478,538664.7623001718,558000.1466850361,636592.7254892602,566263.439947779,19.71
95070,CA,Santa Clara County,Saratoga,2634256.302633458,2683935.9117928497,2708636.4550711387,3212726.975866433,2809888.9113409696,21.96
91724,CA,Los Angeles County,Covina,594696.7614224277,607376.3002587917,642662.6447321072,743426.0832024108,647040.4474039343,25.01
91206,CA,Los Angeles County,Glendale,765065.9436134076,800371.9560808842,841716.689081647,960990.8605389056,842036.3623287111,25.61
91604,CA,Los Angeles County,Los Angeles,1199581.9740223764,1252425.9230483996,1313028.0299500795,1501684.4788980968,1316680.101479738,25.18
94526,CA,Contra Costa County,Danville,1253487.549157673,1268069.285804928,1315791.9316555548,1600211.8639789496,1359390.1576492763,27.66
90803,CA,Los Angeles County,Long Beach,927599.1953490964,963269.8324025836,982692.2897110702,1104753.9651273468,994578.8206475242,19.1
93101,CA,Santa Barbara County,Santa Barbara,980253.0992646264,984134.877466526,1021721.6199026584,1192549.696865638,1044664.8233748621,21.66
91792,CA,Los Angeles County,West Covina,532062.6288769724,548850.1971295517,576177.9408277314,662431.6448993041,579880.6029333898,24.5
94131,CA,San Francisco County,San Francisco,1604925.2249919188,1589990.0048603192,1637938.9077475667,1702700.18381521,1633888.5803537536,6.09
91324,CA,Los Angeles County,Los Angeles,625876.5757732099,647655.2171868802,694135.9414485706,812254.1210805654,694980.4638723065,29.78
92673,CA,Orange County,San Clemente,938001.147099317,937842.0055309656,976346.4858687816,1178512.977638807,1007675.6540344679,25.64
95682,CA,El Dorado County,Shingle Springs,487494.5038811853,505387.0746986777,521718.6597635054,609721.4053209494,531080.4109160795,25.07
95961,CA,Yuba County,Olivehurst,281672.70561634627,302490.8353596246,328376.1632442285,393788.30680328707,326582.0027558716,39.8
92604,CA,Orange County,Irvine,790022.7797474166,783021.4325935534,802749.8420204335,893922.6272436865,817429.1704012725,13.15
95824,CA,Sacramento County,Sacramento,244093.97183794892,257239.8104583703,279121.37742644985,332669.41136632016,278281.14277227235,36.29
92124,CA,San Diego County,San Diego,654522.6665283381,662333.0720874273,703824.6219105766,843139.5543987617,715954.9787312759,28.82
91303,CA,Los Angeles County,Los Angeles,489520.8046227263,511133.5510511376,545713.3203048252,635751.1715428684,545529.7118803894,29.87
91731,CA,Los Angeles County,El Monte,537215.3886650968,552316.2601778175,577611.17374167,652215.2808785992,579839.5258657959,21.41
90005,CA,Los Angeles County,Los Angeles,854210.3788824399,888009.692584509,903865.2739655809,976323.1356270028,905602.1202648832,14.3
93561,CA,Kern County,Tehachapi,275280.63548521005,287394.08897066273,304937.7076844004,358705.8848439532,306579.5792460566,30.31
94580,CA,Alameda County,San Lorenzo,656753.4093202308,662690.2103042414,696662.4082683518,802377.4821180993,704620.8775027308,22.17
92405,CA,San Bernardino County,San Bernardino,255636.873455788,274825.309460626,297361.3906378479,350367.29179700237,294547.71633781603,37.06
