ZIP,Count_2021,Avg_1yr,Pct_Increase_1yr,Avg_3yr,Pct_Increase_3yr,Avg_5yr,Pct_Increase_5yr,Avg_10yr,Pct_Increase_10yr
93256,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93257,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93258,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93260,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93261,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93263,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93265,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93266,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
93267,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93268,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93272,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93274,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93275,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93276,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93277,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93278,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93279,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93280,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93282,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93283,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93286,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93287,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93290,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93291,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93292,3,1.0,200.0,1.0,200.0,1.25,140.0,1.2,150.0
93301,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93302,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93303,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93304,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93305,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93306,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93307,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93308,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93309,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93311,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93312,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93313,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93314,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93380,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93381,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93382,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93383,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93384,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93385,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93386,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93387,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93388,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93389,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93390,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93422,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93423,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93426,4,1.0,300.0,1.5,166.66666666666669,1.25,220.00000000000003,1.1666666666666667,242.85714285714283
93427,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93428,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93429,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93430,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93432,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93434,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93435,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93436,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93437,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93438,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93444,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93445,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93461,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93463,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93464,2,1.0,100.0,1.3333333333333333,50.000000000000014,1.75,14.285714285714285,1.6666666666666667,19.999999999999996
93465,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93475,3,1.0,200.0,1.0,200.0,1.0,200.0,1.1666666666666667,157.1428571428571
93501,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93502,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93510,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93512,1,2.0,-50.0,2.0,-50.0,2.0,-50.0,2.0,-50.0
93514,1,1.0,0.0,1.0,0.0,1.3333333333333333,-24.999999999999993,1.5,-33.33333333333333
93515,1,1.0,0.0,1.0,0.0,1.3333333333333333,-24.999999999999993,1.5,-33.33333333333333
93516,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93517,1,2.0,-50.0,2.0,-50.0,2.0,-50.0,2.0,-50.0
93518,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93519,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93522,1,1.0,0.0,1.0,0.0,1.3333333333333333,-24.999999999999993,1.5,-33.33333333333333
93523,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93524,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93526,1,1.0,0.0,1.0,0.0,1.3333333333333333,-24.999999999999993,1.5,-33.33333333333333
93527,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93528,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93530,1,1.0,0.0,1.0,0.0,1.3333333333333333,-24.999999999999993,1.5,-33.33333333333333
93531,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93534,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93535,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93536,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93539,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93543,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93544,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93549,1,1.0,0.0,1.0,0.0,1.3333333333333333,-24.999999999999993,1.5,-33.33333333333333
93550,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93551,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93552,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93553,1,2.0,-50.0,2.3333333333333335,-57.14285714285715,2.2,-54.545454545454554,2.2857142857142856,-56.25
93554,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93555,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93556,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
93560,2,1.0,100.0,1.6666666666666667,19.999999999999996,1.4,42.85714285714287,1.6666666666666667,19.999999999999996
