,ZIP Code,earned_premium,earned_exposure,fire_smoke_claims,fire_smoke_losses,growth_exposure,growth_premium,growth_fire_smoke_claims,growth_fire_smoke_losses,ratio_losses_to_premium
51,90057,3304352,11264,11,752899.0,0.2650262202501008,0.3518248440806637,2.0,797.3092948717949,0.2278507253464522
52,90058,327732,1026,6,193348.0,0.5647058823529412,0.5091625467412852,-1.0,-1.0,0.5899576483224098
53,90059,14130817,26845,76,3286603.0,0.0766247867225065,0.30801707833610803,1.0,1.6099054307254246,0.23258407493353003
54,90061,10175902,18677,56,3092988.0,0.0832962138084632,0.31072167623816194,0.18181818181818188,-0.16083372067421786,0.3039522196656375
55,90062,16817252,26476,85,3507823.0,0.06123402929261457,0.2785236615269677,1.0833333333333335,0.6160948043876964,0.20858479137970937
56,90063,16771678,36912,56,4047349.0,0.04026175687666367,0.2966424516224313,0.0,-0.3032255187816,0.2413204570228453
57,90064,43405754,41059,45,3446480.0,0.09933367503844193,0.29763746788575074,-0.4,6.695589399092629,0.0794014544707598
58,90065,36610651,48278,76,3710408.0,0.2615562292478706,0.5720054951049298,-0.0984848484848484,1.0579675421332193,0.10134777444957206
59,90066,50906303,72254,58,2125674.0,0.08540635013108044,0.3201874450342881,-0.6521739130434783,-0.8820118819512757,0.04175659740995138
60,90067,12304883,8478,9,424749.0,0.07164179104477619,0.17153255886374907,-0.5,-0.8431724621178943,0.03451873536708963
61,90068,67398952,42191,51,3759947.0,0.12447921959150476,0.3838433351151529,-0.7916666666666666,-0.36925384001941686,0.055786431219286614
62,90069,61007272,44465,61,3187063.0,0.0791190093581624,0.2761221763564672,-0.7407407407407407,-0.6250504253904107,0.05224070664887294
63,90071,15148,44,0,0.0,-0.08333333333333337,-0.041975308641975295,,,0.0
64,90073,1736,20,0,0.0,0.0,0.120253164556962,,,0.0
65,90077,85832061,16459,31,3827293.0,0.17342105263157892,0.3061945755989237,-0.95,-0.9676350224442869,0.04459048233736342
66,90078,4335,6,0,0.0,0.0,-0.7546641791044776,,,0.0
67,90089,30143,190,0,0.0,0.17500000000000004,0.22358370464672173,,,0.0
68,90094,9995792,23015,10,91159.0,0.06942148760330569,0.29325710379251313,1.9999999999999996,4.560659898477158,0.00911973758557601
69,90095,6065,31,0,0.0,-0.5,-0.2428964252978918,,,0.0
70,90201,19681602,54035,129,4601772.0,0.03543038837156476,0.27585428378826293,0.19047619047619047,0.46274214669000946,0.2338108452757047
71,90210,219900045,34687,86,12462869.0,0.0989736070381233,0.2978785159343491,-0.588235294117647,-0.40183369868290875,0.05667515438662143
72,90211,12879555,11231,14,763783.0,0.08421052631578951,0.2722893776030739,1.0,10.078321998930237,0.05930197122493751
73,90212,20121653,14941,23,547493.0,0.059068219633943375,0.2614313741907306,-0.7142857142857143,-0.16021942995627203,0.027209146286341385
74,90220,24450768,41243,111,2873051.0,0.050124564025909146,0.3127787110582425,0.631578947368421,1.2148899394466635,0.1175035074562893
75,90221,19010197,34554,132,7077212.0,0.036060534405296885,0.2578755585039294,0.5714285714285714,5.818838735601393,0.372285042601084
76,90222,12300753,23110,57,3007202.0,0.05536823425022175,0.2535462456799029,-0.38888888888888895,1.3782140713898725,0.24447300096181104
77,90230,28798215,44377,54,1377257.0,0.045559774053153035,0.26187515858126154,-0.6666666666666667,0.40145488127048523,0.04782438772680876
78,90232,15243525,22964,19,1157039.0,0.12338754907459348,0.3152695157432579,1.0,21.354532296001448,0.07590363777407129
79,90240,19905031,27134,40,2366406.0,0.03274748385158466,0.265902014764005,-0.4444444444444444,-0.6004674220161148,0.11888481861696171
80,90241,24360167,40779,56,3687746.0,0.07053051211284878,0.2673407549093152,0.2222222222222221,4.529294568017192,0.1513842659617235
81,90242,19810541,38713,63,4724354.0,0.03207427727368639,0.24446621662472157,0.5833333333333335,1.3859414391090668,0.23847677859983732
82,90245,16124005,24070,23,4374331.0,0.24068296065175954,0.5156410253480115,-0.7083333333333333,-0.8694632265250262,0.27129308134052305
83,90247,21659291,39909,40,1054785.0,0.0842271293375394,0.2898980313532451,-0.7647058823529411,-0.931144608108317,0.048698962491431505
84,90248,7427865,11824,11,1103507.0,0.02466598150051391,0.24947497469432056,-0.33333333333333337,-0.23070420550872328,0.14856314701465362
85,90249,16262743,26577,42,1723036.0,0.058613738564118556,0.2799254614694118,-0.7333333333333334,-0.6668672678577171,0.10594990033354151
86,90250,38644035,73731,94,3364725.0,0.07973930291867393,0.28690974502321476,-0.5172413793103449,-0.48307481950902575,0.08706971205258457
87,90254,32122858,37520,32,6237368.0,0.045269302786650645,0.3442787142697419,-0.6666666666666667,-0.6840485107482066,0.19417226200732202
88,90255,17278183,40311,87,4031640.0,0.03719845935536181,0.2860402263089066,-0.23529411764705888,0.883198454312442,0.23333703549730894
89,90260,16264306,33771,36,2231757.0,0.04936014625228524,0.28179224882033793,3.333333333333334,1.8801019241720738,0.13721808972359473
90,90261,1508,4,0,0.0,0.0,-0.29220779220779225,,,0.0
91,90262,18679859,40668,115,3480044.0,0.03159478435305907,0.243803025501363,1.3750000000000004,2.650174890267501,0.1862992648927382
92,90263,198216,104,1,3000.0,0.20634920634920628,-0.8700239808153477,-1.0,-1.0,0.015135004237801187
93,90264,147357,8,2,423591.0,-0.33333333333333337,0.29281746937533293,-1.0,-1.0,2.874590280746758
94,90265,124147867,33539,4600,1235580178.0,-0.1196654514261205,-0.09511885981210355,-0.9969115376130597,-0.9899586478039891,9.95248817283345
95,90266,79917999,59648,61,4046972.0,0.02581484524787725,0.34622229496997625,-0.05555555555555547,1.5387659427469127,0.05063905566504487
96,90270,5869066,15023,65,1071509.0,0.026888948642108,0.2709228099413641,0.2500000000000002,1.8211351510588853,0.1825689130093272
97,90272,117553058,38730,107,10220452.0,0.03697014766811835,0.3385683488016724,-0.42105263157894746,1.871684613593084,0.08694331031354369
98,90274,75162413,41284,55,5746660.0,-0.11721394719025058,0.14248374934805264,-0.5900621118012422,0.03764547251635664,0.0764565661296691
99,90275,76151620,66203,61,2248939.0,0.03498578316231904,0.2800705294272463,0.25,1.5136124866057497,0.029532385522461638
100,90277,41825846,60450,54,2481020.0,0.22500398478948935,0.5385667808921664,1.7708333333333335,18.237413647217007,0.05931786771270568
101,90278,41360387,60690,51,2175926.0,0.04689833039229008,0.29861387068493106,-0.4117647058823529,-0.7301246028496488,0.05260893714558328
102,90280,29406466,65240,143,3453973.0,0.03424785950878095,0.2631225117606446,0.5,2.3369223471730747,0.11745624244681425
103,90290,22606370,12508,121,3337712.0,0.31548055759354376,0.9403945226022905,-0.956989247311828,-0.9991040483574967,0.14764475676546035
104,90291,40475460,47144,72,3773754.0,0.05489470437924049,0.2934103721670651,0.6153846153846154,0.3606506073932165,0.09323560498138872
105,90292,31440039,56119,75,1057838.0,0.08269825699841538,0.2590679609787052,1.0833333333333335,0.8992563969346667,0.03364620508263364
106,90293,16699291,24852,26,608411.0,0.05788590604026833,0.2985372254031955,-0.75,-0.9803015682719768,0.03643334318804313
107,90301,11279681,24149,28,1013411.0,0.1179162266807463,0.3272723198278953,0.7500000000000002,-0.6286962308256692,0.08984394150862954
108,90302,12386974,23741,45,2447374.0,0.12551625067337047,0.3326815936715757,0.5,-0.09358296420927337,0.1975764218121391
109,90303,11997859,18986,51,3057644.0,0.06247269550021839,0.2889169437389525,-0.5,-0.6430058936022933,0.2548491360000147
110,90304,7826240,16408,17,364036.0,0.2488387805084029,0.4869119962106161,0.16666666666666674,2.0295907469724144,0.04651480148832645
111,90305,15867434,19687,59,2155918.0,0.0655599915948728,0.30889187217328073,-0.5238095238095237,0.26694935227998284,0.1358706139883739
112,90401,4398618,13425,14,263629.0,0.15479674796747966,0.17048304176865936,-0.75,0.5355332963813444,0.05993450670187773
113,90402,57019539,20939,32,2100591.0,0.015993758533255242,0.3079704327031725,-0.9285714285714286,-0.9738307038963387,0.036839845373004505
114,90403,24265616,38683,22,829228.0,0.059793148028442156,0.2682550010569573,-0.4444444444444444,-0.9198905861885176,0.034172963093127326
115,90404,11743771,25682,23,581401.0,0.10796489485014082,0.2795270720648584,-0.30000000000000004,0.3706571460448511,0.04950718129636554
116,90405,31862487,43043,50,4930379.0,0.056199304750869095,0.2970436495107158,-0.9473684210526316,-0.991724299040981,0.1547393020513433
117,90406,1418,5,0,0.0,0.0,-0.19693094629156005,,,0.0
118,90501,26138520,44240,39,2177809.0,0.08402243132782061,0.30689669342678827,-0.4117647058823529,-0.7380236420222994,0.08331799199036517
119,90502,11121831,22106,30,1790826.0,0.07171089779785444,0.3009307691234737,0.33333333333333326,-0.39654712068175746,0.16101899048816692
120,90503,34477451,56631,53,3277356.0,0.042340317552381546,0.23794705410353778,-0.0625,0.704902254179574,0.09505795541555552
121,90504,25660349,39580,41,2734602.0,0.02695195967493058,0.22720663676604214,-0.6000000000000001,-0.9077509707810809,0.10656916630401246
122,90505,36129378,50276,41,4343211.0,0.06596589968548261,0.2721313025231158,0.4285714285714286,-0.9723269296435412,0.12021272550000722
123,90506,11328,6,0,0.0,-1.0,-0.8845009467135515,,,0.0
124,90509,152,2,0,0.0,-1.0,0.8400000000000001,,,0.0
125,90601,28959670,37671,60,2867257.0,0.044805407173225786,0.33051343736634387,0.12500000000000022,2.390110144390966,0.0990086212998974
126,90602,14388871,22459,22,515765.0,0.11418944215649574,0.38266929941083405,0.19999999999999996,-0.641434140059608,0.035844716378373255
127,90603,21628016,27259,37,1383957.0,0.012890798636835177,0.25567943986480923,1.0,1.1599083539566082,0.0639890871173759
128,90604,26485250,41871,73,4039873.0,0.03713476008990524,0.2662505401511197,-0.125,0.13556438339604093,0.15253293814481644
129,90605,27719932,40587,69,3409886.0,0.034135535192830524,0.2935507627737197,0.2222222222222221,0.2885103997138285,0.12301206222295206
130,90606,17765235,31181,62,2190126.0,0.02863092139510659,0.2551128008936643,-0.20000000000000007,0.5485832229674885,0.12328156649771309
131,90607,512,3,0,0.0,-1.0,-0.6666666666666667,,,0.0
132,90608,2842,8,0,0.0,-0.25,-0.3404735062006765,,,0.0
133,90620,34746655,53097,71,3727396.0,0.029867936117936145,0.2604207063653605,-0.13636363636363635,-0.7163574254282674,0.10727352028562173
134,90621,17066074,31399,42,1602361.0,0.10368073345018192,0.2849025036960211,-0.5,-0.45247690805777363,0.0938916003762787
135,90623,15183609,19106,36,1748914.0,0.030664395229982988,0.24429237824138572,0.40000000000000013,27.674938498184233,0.11518434121953483
136,90630,44316791,64772,92,5205693.0,0.041767017365952785,0.25456809910594025,-0.5,0.0776029078256546,0.11746547713709686
137,90631,58491355,78018,117,4682559.0,0.05363395225464207,0.2849689630989962,-0.7346938775510203,0.08340916137982535,0.08005557402457167
138,90638,42191620,59951,82,3795418.0,0.027779664470556353,0.25432279325038554,-0.17647058823529405,1.0646314031273865,0.0899566786011061
139,90639,7360,67,0,0.0,0.3999999999999999,0.4527112232030266,,,0.0
140,90640,30822962,52917,124,3555129.0,0.059957842142243756,0.28803021433002174,0.4500000000000002,1.2040253946987804,0.11534027780977052
141,90650,49989696,97209,165,7780961.0,0.03264705882352947,0.24051595042471008,-0.09999999999999998,0.9938025358464118,0.1556512966192073
142,90660,31894548,58484,152,5270087.0,0.039874081846799525,0.26077467316477243,-0.5263157894736842,-0.014568234176363548,0.16523472914555803
143,90670,9408751,17172,33,592865.0,0.04242569511025884,0.265116611736153,-0.5,-0.17162395248104623,0.06301208311283825
144,90680,12149581,25523,42,1545387.0,0.08503013520117286,0.3090881771374121,1.1428571428571428,0.1114060859648196,0.12719673213421928
145,90701,10013616,17894,19,1264386.0,0.021798365122615904,0.2428091449636287,-0.2857142857142857,-0.25100343168465733,0.12626667529491845
146,90703,48563756,66844,86,7007640.0,0.03555256394566153,0.2441421681271978,-0.6206896551724138,0.08457910940175783,0.14429773512575922
147,90704,4459432,3946,2,862219.0,0.43509165731387944,0.8453296310492948,-1.0,-1.0,0.19334726933833726
148,90706,32446237,67529,97,3233968.0,0.07398022249690972,0.2839387452585318,-0.1874999999999999,-0.2545597161462857,0.09967158903511678
149,90710,16481354,25682,33,1877467.0,0.08242914979757088,0.32424521930868977,-0.4285714285714286,3.456598264476341,0.11391460920019071
150,90712,26428466,44522,70,3441626.0,0.024771480804387513,0.24980787561442042,-0.5,-0.5442727348767602,0.13022420597548112
151,90713,25127746,41703,49,2734488.0,0.014551804423748482,0.23540443054136873,0.4444444444444444,0.19208885750402271,0.10882344958437577
152,90715,10568759,21798,46,3451723.0,0.038931728418281075,0.2537907310552785,-0.16666666666666663,0.8643556556433278,0.32659681235989957
153,90716,4338822,10547,35,938543.0,0.07294952681388023,0.27265628321741064,-0.5,1.389890172371265,0.21631286095626878
154,90717,15239621,26132,26,1505637.0,0.05566127497621309,0.3074377228486076,1.0,-0.5456041076922626,0.09879753571299443
155,90720,27137348,30661,54,3175470.0,0.07680722891566294,0.3402140949520627,1.0,6.791153765908617,0.11701475029910807
156,90723,15563427,37945,75,1966187.0,0.07953293677021378,0.2896052581588846,0.3999999999999999,1.171677826844705,0.12633380810023395
157,90731,36576603,63132,61,2606394.0,0.08708927978758707,0.34053968194572937,-0.20000000000000007,-0.340591701602986,0.07125850369428785
158,90732,23809350,33624,34,1644622.0,0.035523114355231256,0.2773368802074341,0.3999999999999999,36.446133421838695,0.06907462824478619
159,90733,1127,2,0,0.0,0.0,-0.7365470852017937,,,0.0
160,90740,32279431,52400,89,2011555.0,0.03679164393171708,0.28925962623168266,-0.7419354838709677,-0.7984458557159517,0.062316928696791465
161,90742,2140667,1917,3,45116.0,0.11546840958605653,0.47415501486293077,-1.0,-1.0,0.021075674077285257
162,90743,1103690,851,0,0.0,-0.13663366336633664,0.11254094040158757,,,0.0
163,90744,18628805,34649,31,2186579.0,0.05408939610080843,0.30297497694435904,-0.11111111111111127,-0.42559492625441464,0.1173762353516503
164,90745,32747601,55723,86,4415476.0,0.07108406915485666,0.29223776225720743,0.05555555555555558,2.3018176730771303,0.13483357147291491
165,90746,28500944,32728,124,7175928.0,0.03933566433566438,0.3264842109218513,0.4761904761904763,0.4073538881477592,0.25177860775418526
166,90747,306,5,0,0.0,-0.5,-0.7796610169491526,,,0.0
167,90755,8467614,14802,25,433022.0,0.08378148881969993,0.3359308045555649,-1.0,-1.0,0.05113860882180033
168,90802,18927225,57638,43,2005066.0,0.19163386586401177,0.3659080947844411,-0.16666666666666663,-0.7543685105064615,0.10593555050991363
169,90803,44045574,60131,62,2104602.0,0.05523156089193826,0.30762544166800465,-0.68,-0.9434643620061979,0.04778237195864447
170,90804,14815227,36055,45,1445150.0,0.1109538969461148,0.3367258004067699,0.12500000000000022,1.6920479001664255,0.09754491105671212
171,90805,35655129,73913,165,9005614.0,0.0657282261230443,0.2817988293678959,0.10526315789473673,1.4366386395639354,0.25257555511859175
172,90806,16725506,31389,44,2740356.0,0.07245222929936301,0.31443972814067456,2.1999999999999997,3.478296674718848,0.16384293545438924
173,90807,28401233,42524,42,2294481.0,0.07906930888297348,0.3176264171754588,-0.10000000000000009,0.8170801836416697,0.08078807705285189
174,90808,41460967,59432,57,3117286.0,-0.1262397238231766,0.08522826693164864,-0.3142857142857143,3.243566628904704,0.07518604184991633
175,90810,16646377,29874,56,3196320.0,0.05226144511858788,0.29610691923328036,-0.75,-0.6079939112516345,0.1920129527283925
176,90813,11691158,27971,35,1725678.0,0.17398807656102933,0.38312047671252825,0.8333333333333333,12.20946470131885,0.14760539546210905
177,90814,16702406,28657,60,1279572.0,0.08534621578099855,0.3145370356577959,4.25,5.464679603041981,0.07661004049356722
178,90815,40345918,60787,56,1658991.0,0.21366024518388804,0.4925949880045619,-0.039215686274509665,-0.17964845217963166,0.04111917840114581
179,90822,2026,2,0,0.0,0.0,6.361344537815126,,,0.0
180,90831,577,4,0,0.0,0.0,0.012422360248447228,,,0.0
181,90840,5668,14,0,0.0,-0.25,0.17021276595744683,,,0.0
182,90853,1725,6,0,0.0,-0.5,-0.43243243243243246,,,0.0
183,91001,55216547,53656,655,8024613.0,-0.10794283960899487,0.1699410890541908,-0.4453781512605043,-0.12748621398608295,0.14532985918152397
184,91006,43144417,42924,183,3737925.0,0.2154035323049408,0.5378328478938479,0.75,2.125928970805021,0.08663751326156523
185,91007,31990871,37939,73,1489970.0,0.06395539521154481,0.33881522634644967,0.2500000000000002,-0.35201475688231587,0.04657484943126431
186,91008,4793459,1683,16,261409.0,0.15284974093264259,0.3498160071387886,,,0.05453452298225561
187,91010,19005946,29114,329,3549301.0,0.04621908127208485,0.2661225702628891,0.19999999999999996,11.73055899595409,0.1867468738467425
188,91011,56928871,29572,118,5350606.0,0.03713490959666199,0.3581861003974929,-0.19999999999999996,-0.2888347232688645,0.09398756564134216
189,91012,49940,3,0,0.0,0.0,261.15602836879435,,,0.0
190,91016,37430611,55973,367,6584378.0,0.06011457480842197,0.3287575868427537,1.333333333333333,6.537559827898686,0.1759089104904005
191,91020,5084341,9889,12,931141.0,0.1085836909871245,0.32392248929655265,,,0.18313897513955102
192,91023,31666,30,0,0.0,-0.4,-0.24910630291627467,,,0.0
193,91024,19161359,19145,121,2844174.0,0.23216727848556817,0.6223659362053471,-0.5833333333333333,-0.9200803534322025,0.14843279122321126
194,91030,29031764,33766,34,3318227.0,0.07205428747686615,0.3415797402767009,-0.7142857142857143,-0.9778527302683871,0.11429643062681276
195,91040,27196764,28939,156,3998599.0,0.041601590231435503,0.3371251099627208,-0.46153846153846156,0.24064359496281273,0.14702480780434024
196,91042,27563244,34606,228,9017329.0,0.060729716754680974,0.34386866956242224,-0.6071428571428572,-0.6909638245217113,0.3271504979602546
197,91046,2473,19,0,0.0,1.3333333333333335,0.9413145539906103,,,0.0
198,91101,9396873,29909,58,1019972.0,0.13928261498409023,0.28041100769084637,-0.8,-0.9262311131416636,0.10854376769804168
199,91103,25426539,29089,292,6395123.0,0.08357515960533957,0.3000967847638505,0.5833333333333333,0.6825783278682309,0.2515137038509252
200,91104,33649786,45971,565,4903001.0,0.04373151716103596,0.3126979563691503,-0.2857142857142857,1.1468022850066109,0.14570675129999341
201,91105,31419171,25452,36,2036218.0,0.04863717969642556,0.32131774450705386,-0.16666666666666663,1.977891845648161,0.06480813895439826
202,91106,26930864,34769,155,3518723.0,0.08824597506355158,0.32185467844738525,1.1428571428571428,0.17910542251147077,0.1306576350465399
203,91107,44310969,51709,539,7352633.0,0.05213421958837183,0.3244495968715806,-0.782608695652174,-0.9658011443677281,0.16593257078174029
204,91108,32415657,19544,32,1107470.0,0.012820512820512775,0.2709866571607775,-0.2857142857142857,-0.8647251876721114,0.03416466308241107
205,91116,472,1,0,0.0,-1.0,-0.8345679012345679,,,0.0
206,91125,2477,23,0,0.0,-0.16666666666666663,-0.13025210084033612,,,0.0
207,91126,919,8,0,0.0,2.0,1.191780821917808,,,0.0
208,91201,15729646,23166,42,864351.0,0.0564718537110076,0.3095387599404429,-0.46153846153846145,0.6997872161853933,0.05495044198706061
209,91202,21333015,27340,56,3150363.0,0.06756138477962503,0.32229672911468743,-0.7333333333333334,0.32263978156416395,0.14767546921989227
210,91203,6062455,19543,19,171405.0,0.1912782648823257,0.32786380093983514,3.0,2.3507672634271106,0.028273199553646173
211,91204,4280827,13480,11,78463.0,0.18142762723066763,0.33687446634283735,1.0,-0.3209333333333333,0.01832893503988832
212,91205,12395133,27867,54,3817797.0,0.12604392205381987,0.3227387693808017,0.0,-0.09748655716963806,0.3080077478797525
213,91206,29777598,35554,78,2747677.0,0.10403245048914345,0.414366974267657,-0.3571428571428572,0.7685714535396875,0.0922732921574131
214,91207,18309581,13853,26,1560467.0,0.054263565891472965,0.35376850128557136,-0.4,-0.34598865005636104,0.08522680011082723
215,91208,28190475,23810,57,3689764.0,0.05162855162855151,0.3411310501664282,-0.36363636363636354,7.297201979006486,0.13088690417596724
216,91210,372597,1238,0,0.0,0.137422360248447,0.42085819422840287,,,0.0
217,91214,38070335,43463,213,4373286.0,0.03936190296394182,0.30988809665877604,-0.625,-0.5423685150508188,0.11487385125452665
218,91301,54990992,41880,3029,246192322.0,-0.06022675736961458,0.17039327915266034,-0.9969584319026699,-0.9991244606391098,4.47695728056697
219,91302,93613989,39799,1864,68638658.0,0.018892705597090442,0.35619306026277964,-0.9944289693593314,-0.9842832281252955,0.7332094138195521
220,91303,11058349,24216,57,709197.0,0.14980406127538304,0.30596743310829777,-0.7777777777777778,-0.4906446012731057,0.06413226784576974
221,91304,48182338,50457,375,10279997.0,0.11201749222100754,0.335206939275561,-0.8446601941747574,-0.5121900591574928,0.21335612647107327
222,91305,2576,6,0,0.0,-0.5,-0.5884816753926702,,,0.0
223,91306,36506347,45604,232,5171843.0,0.08330261702911912,0.29610670763118785,0.4411764705882355,2.2691650419648584,0.14166969376585392
224,91307,46672944,36861,861,95361754.0,0.015073730202075364,0.26452005637577725,-0.9775429326287979,-0.9859753270750472,2.0431913187220414
225,91310,10752,6,0,0.0,0.0,1.1219912472647704,,,0.0
226,91311,57050923,51836,402,8549364.0,0.0792398131744243,0.30541607554564965,-0.7303370786516854,-0.7925140891671575,0.14985496378384622
227,91316,49689669,42002,149,4278026.0,0.07577268195413756,0.3730014915997726,-0.19512195121951215,-0.004026594828817509,0.08609487819288955
