,ZIP,Avg_Percentage_2018_2021,Avg_Change_2018_2021,Total_Change_2018_2021
44,90045,48.55,-2.566666666666665,-7.699999999999996
45,90046,48.55,-2.566666666666665,-7.699999999999996
46,90047,48.55,-2.566666666666665,-7.699999999999996
47,90048,48.55,-2.566666666666665,-7.699999999999996
48,90049,48.55,-2.566666666666665,-7.699999999999996
49,90050,48.55,-2.566666666666665,-7.699999999999996
50,90051,48.55,-2.566666666666665,-7.699999999999996
51,90052,48.55,-2.566666666666665,-7.699999999999996
52,90053,48.55,-2.566666666666665,-7.699999999999996
53,90054,48.55,-2.566666666666665,-7.699999999999996
54,90055,48.55,-2.566666666666665,-7.699999999999996
55,90056,48.55,-2.566666666666665,-7.699999999999996
56,90057,48.55,-2.566666666666665,-7.699999999999996
57,90058,48.55,-2.566666666666665,-7.699999999999996
58,90059,48.55,-2.566666666666665,-7.699999999999996
59,90060,48.55,-2.566666666666665,-7.699999999999996
60,90061,48.55,-2.566666666666665,-7.699999999999996
61,90062,48.55,-2.566666666666665,-7.699999999999996
62,90063,48.55,-2.566666666666665,-7.699999999999996
63,90064,48.55,-2.566666666666665,-7.699999999999996
64,90065,48.55,-2.566666666666665,-7.699999999999996
65,90066,48.55,-2.566666666666665,-7.699999999999996
66,90067,48.55,-2.566666666666665,-7.699999999999996
67,90068,48.55,-2.566666666666665,-7.699999999999996
68,90069,48.55,-2.566666666666665,-7.699999999999996
69,90070,48.55,-2.566666666666665,-7.699999999999996
70,90071,48.55,-2.566666666666665,-7.699999999999996
71,90072,48.55,-2.566666666666665,-7.699999999999996
72,90073,48.55,-2.566666666666665,-7.699999999999996
73,90074,48.55,-2.566666666666665,-7.699999999999996
74,90075,48.55,-2.566666666666665,-7.699999999999996
75,90076,48.55,-2.566666666666665,-7.699999999999996
76,90077,48.55,-2.566666666666665,-7.699999999999996
77,90078,48.55,-2.566666666666665,-7.699999999999996
78,90079,48.55,-2.566666666666665,-7.699999999999996
79,90080,48.55,-2.566666666666665,-7.699999999999996
80,90081,48.55,-2.566666666666665,-7.699999999999996
81,90082,48.55,-2.566666666666665,-7.699999999999996
82,90083,48.55,-2.566666666666665,-7.699999999999996
83,90084,48.55,-2.566666666666665,-7.699999999999996
84,90086,48.55,-2.566666666666665,-7.699999999999996
85,90087,48.55,-2.566666666666665,-7.699999999999996
86,90088,48.55,-2.566666666666665,-7.699999999999996
87,90089,48.55,-2.566666666666665,-7.699999999999996
88,90090,48.55,-2.566666666666665,-7.699999999999996
89,90091,48.55,-2.566666666666665,-7.699999999999996
90,90093,48.55,-2.566666666666665,-7.699999999999996
91,90094,48.55,-2.566666666666665,-7.699999999999996
92,90095,48.55,-2.566666666666665,-7.699999999999996
93,90096,48.55,-2.566666666666665,-7.699999999999996
94,90099,48.55,-2.566666666666665,-7.699999999999996
95,90101,48.55,-2.566666666666665,-7.699999999999996
96,90102,48.55,-2.566666666666665,-7.699999999999996
97,90103,48.55,-2.566666666666665,-7.699999999999996
98,90134,48.55,-2.566666666666665,-7.699999999999996
99,90189,48.55,-2.566666666666665,-7.699999999999996
100,90201,48.55,-2.566666666666665,-7.699999999999996
101,90202,48.55,-2.566666666666665,-7.699999999999996
102,90209,48.55,-2.566666666666665,-7.699999999999996
103,90210,48.55,-2.566666666666665,-7.699999999999996
104,90211,48.55,-2.566666666666665,-7.699999999999996
105,90212,48.55,-2.566666666666665,-7.699999999999996
106,90213,48.55,-2.566666666666665,-7.699999999999996
107,90220,48.55,-2.566666666666665,-7.699999999999996
108,90221,48.55,-2.566666666666665,-7.699999999999996
109,90222,48.55,-2.566666666666665,-7.699999999999996
110,90223,48.55,-2.566666666666665,-7.699999999999996
111,90224,48.55,-2.566666666666665,-7.699999999999996
112,90230,48.55,-2.566666666666665,-7.699999999999996
113,90231,48.55,-2.566666666666665,-7.699999999999996
114,90232,48.55,-2.566666666666665,-7.699999999999996
115,90233,48.55,-2.566666666666665,-7.699999999999996
116,90239,48.55,-2.566666666666665,-7.699999999999996
117,90240,48.55,-2.566666666666665,-7.699999999999996
118,90241,48.55,-2.566666666666665,-7.699999999999996
119,90242,48.55,-2.566666666666665,-7.699999999999996
120,90245,48.55,-2.566666666666665,-7.699999999999996
121,90247,48.55,-2.566666666666665,-7.699999999999996
122,90248,48.55,-2.566666666666665,-7.699999999999996
123,90249,48.55,-2.566666666666665,-7.699999999999996
124,90250,48.55,-2.566666666666665,-7.699999999999996
125,90251,48.55,-2.566666666666665,-7.699999999999996
126,90254,48.55,-2.566666666666665,-7.699999999999996
127,90255,48.55,-2.566666666666665,-7.699999999999996
128,90260,48.55,-2.566666666666665,-7.699999999999996
129,90261,48.55,-2.566666666666665,-7.699999999999996
130,90262,48.55,-2.566666666666665,-7.699999999999996
131,90263,48.55,-2.566666666666665,-7.699999999999996
132,90264,48.55,-2.566666666666665,-7.699999999999996
133,90265,48.55,-2.566666666666665,-7.699999999999996
134,90266,48.55,-2.566666666666665,-7.699999999999996
135,90267,48.55,-2.566666666666665,-7.699999999999996
136,90270,48.55,-2.566666666666665,-7.699999999999996
137,90272,48.55,-2.566666666666665,-7.699999999999996
138,90274,48.55,-2.566666666666665,-7.699999999999996
139,90275,48.55,-2.566666666666665,-7.699999999999996
140,90277,48.55,-2.566666666666665,-7.699999999999996
141,90278,48.55,-2.566666666666665,-7.699999999999996
142,90280,48.55,-2.566666666666665,-7.699999999999996
143,90290,48.55,-2.566666666666665,-7.699999999999996
144,90291,48.55,-2.566666666666665,-7.699999999999996
145,90292,48.55,-2.566666666666665,-7.699999999999996
146,90293,48.55,-2.566666666666665,-7.699999999999996
147,90294,48.55,-2.566666666666665,-7.699999999999996
148,90295,48.55,-2.566666666666665,-7.699999999999996
149,90296,48.55,-2.566666666666665,-7.699999999999996
150,90301,48.55,-2.566666666666665,-7.699999999999996
151,90302,48.55,-2.566666666666665,-7.699999999999996
152,90303,48.55,-2.566666666666665,-7.699999999999996
153,90304,48.55,-2.566666666666665,-7.699999999999996
154,90305,48.55,-2.566666666666665,-7.699999999999996
155,90306,48.55,-2.566666666666665,-7.699999999999996
156,90307,48.55,-2.566666666666665,-7.699999999999996
157,90308,48.55,-2.566666666666665,-7.699999999999996
158,90309,48.55,-2.566666666666665,-7.699999999999996
159,90310,48.55,-2.566666666666665,-7.699999999999996
160,90311,48.55,-2.566666666666665,-7.699999999999996
161,90312,48.55,-2.566666666666665,-7.699999999999996
162,90313,48.55,-2.566666666666665,-7.699999999999996
163,90397,48.55,-2.566666666666665,-7.699999999999996
164,90398,48.55,-2.566666666666665,-7.699999999999996
165,90401,48.55,-2.566666666666665,-7.699999999999996
166,90402,48.55,-2.566666666666665,-7.699999999999996
167,90403,48.55,-2.566666666666665,-7.699999999999996
168,90404,48.55,-2.566666666666665,-7.699999999999996
169,90405,48.55,-2.566666666666665,-7.699999999999996
170,90406,48.55,-2.566666666666665,-7.699999999999996
171,90407,48.55,-2.566666666666665,-7.699999999999996
172,90408,48.55,-2.566666666666665,-7.699999999999996
173,90409,48.55,-2.566666666666665,-7.699999999999996
