,ZIP Code,market_units,fair_plan_units,total_units,pct_market,pct_fair_plan,exposure_22
400,92242,1162,6,1168,0.9948630136986302,0.005136986301369863,1300010
401,92243,8723,84,8807,0.9904621323946861,0.009537867605313955,29082048
402,92249,1286,4,1290,0.9968992248062015,0.0031007751937984496,506296
403,92250,1493,11,1504,0.992686170212766,0.007313829787234043,2289329
404,92251,6046,15,6061,0.9975251608645438,0.0024748391354561953,6545262
405,92252,3789,45,3834,0.9882629107981221,0.011737089201877934,24070758
406,92253,17410,10,17420,0.9994259471871412,0.000574052812858783,14095257
407,92254,1336,7,1343,0.9947877885331348,0.0052122114668652275,1931198
408,92256,1477,40,1517,0.97363216875412,0.026367831245880026,17985968
409,92257,522,3,525,0.9942857142857143,0.005714285714285714,854105
410,92258,114,2,116,0.9827586206896551,0.017241379310344827,540617
411,92259,143,2,145,0.9862068965517241,0.013793103448275862,809680
412,92260,10517,15,10532,0.9985757690846943,0.001424230915305735,13840389
413,92262,8823,14,8837,0.9984157519520199,0.0015842480479800838,17242540
414,92264,6372,11,6383,0.998276672411092,0.001723327588908037,19464244
415,92266,153,0,153,1.0,0.0,$                                   -
416,92267,457,1,458,0.9978165938864629,0.002183406113537118,70064
417,92268,282,30,312,0.9038461538461539,0.09615384615384616,16768368
418,92270,8135,10,8145,0.9987722529158993,0.0012277470841006752,17423753
419,92273,201,9,210,0.9571428571428572,0.04285714285714286,$                                   -
420,92274,2735,17,2752,0.9938226744186046,0.0061773255813953485,6828843
421,92275,163,1,164,0.9939024390243902,0.006097560975609756,$                                   -
422,92276,3072,22,3094,0.9928894634776988,0.007110536522301228,3108221
423,92277,5930,49,5979,0.9918046496069577,0.008195350393042315,13087929
424,92280,25,0,25,1.0,0.0,154773
425,92281,389,3,392,0.9923469387755102,0.007653061224489796,608862
426,92282,394,47,441,0.8934240362811792,0.10657596371882086,15139109
427,92283,206,2,208,0.9903846153846154,0.009615384615384616,1444843
428,92284,9448,72,9520,0.992436974789916,0.007563025210084034,26248643
429,92285,991,52,1043,0.950143815915628,0.04985618408437201,16194763
430,92301,7853,103,7956,0.9870537958773253,0.012946204122674712,34602715
431,92305,190,234,424,0.4481132075471698,0.5518867924528302,114398847
432,92307,11541,56,11597,0.9951711649564543,0.004828835043545744,25507323
433,92308,13269,74,13343,0.9944540208348946,0.005545979165105299,33595497
434,92309,34,1,35,0.9714285714285714,0.02857142857142857,243000
435,92311,7665,55,7720,0.9928756476683938,0.007124352331606218,15502875
436,92313,3010,24,3034,0.992089650626236,0.007910349373764008,18007513
437,92314,4148,4000,8148,0.5090819833087874,0.49091801669121254,2203838757
438,92315,3737,4323,8060,0.4636476426799007,0.5363523573200992,2837908126
439,92316,5525,126,5651,0.977703061405061,0.022296938594938948,48280356
440,92318,32,0,32,1.0,0.0,$                                   -
441,92320,3942,153,4095,0.9626373626373627,0.03736263736263736,99935788
442,92321,115,241,356,0.32303370786516855,0.6769662921348315,122203647
443,92322,117,469,586,0.19965870307167236,0.8003412969283277,246054328
444,92324,10509,288,10797,0.9733259238677411,0.026674076132258962,155913225
445,92325,1269,3891,5160,0.24593023255813953,0.7540697674418605,2017761636
446,92327,96,0,96,1.0,0.0,$                                   -
447,92335,14166,266,14432,0.9815687361419069,0.018431263858093128,91040313
448,92336,25577,164,25741,0.9936288411483626,0.0063711588516374654,99084309
449,92337,8042,99,8141,0.9878393317774229,0.01216066822257708,49034114
450,92339,230,377,607,0.37891268533772654,0.6210873146622735,195856991
451,92341,348,549,897,0.3879598662207358,0.6120401337792643,255274961
452,92342,2566,16,2582,0.9938032532920217,0.006196746707978312,5836372
453,92344,5723,342,6065,0.94361088211047,0.05638911788953009,239742223
454,92345,21261,191,21452,0.9910964012679471,0.008903598732052955,89974573
455,92346,13349,145,13494,0.9892544834741367,0.010745516525863346,130998656
456,92347,111,3,114,0.9736842105263158,0.02631578947368421,942925
457,92352,2455,5872,8327,0.2948240662903807,0.7051759337096193,5116111492
458,92354,4784,40,4824,0.9917081260364843,0.008291873963515755,26647785
459,92356,1554,51,1605,0.9682242990654205,0.03177570093457944,20358056
460,92358,125,177,302,0.4139072847682119,0.5860927152317881,80156432
461,92359,2235,120,2355,0.9490445859872612,0.050955414012738856,68212493
462,92363,2309,10,2319,0.9956877964639931,0.004312203536006899,2753517
463,92365,643,14,657,0.9786910197869102,0.0213089802130898,6855429
464,92368,162,4,166,0.9759036144578314,0.024096385542168676,1043411
465,92371,4296,328,4624,0.9290657439446367,0.07093425605536333,143156475
466,92372,1838,135,1973,0.9315762797769893,0.06842372022301065,75097823
467,92373,8009,326,8335,0.9608878224355129,0.0391121775644871,420816732
468,92374,10499,67,10566,0.993658905924664,0.006341094075335983,56798410
469,92376,14707,230,14937,0.9846019950458593,0.015398004954140725,90264769
470,92377,5185,44,5229,0.9915853891757507,0.008414610824249378,22577915
471,92378,65,152,217,0.2995391705069124,0.7004608294930875,67066122
472,92382,1148,2219,3367,0.340956340956341,0.659043659043659,1184110623
473,92385,49,94,143,0.34265734265734266,0.6573426573426573,78698657
474,92386,1068,1391,2459,0.4343228954859699,0.5656771045140301,532407406
475,92389,26,0,26,1.0,0.0,$                                   -
476,92391,312,826,1138,0.2741652021089631,0.7258347978910369,447121185
477,92392,16201,107,16308,0.993438803041452,0.006561196958547952,42842115
478,92394,8853,65,8918,0.9927113702623906,0.007288629737609329,26433272
479,92395,10844,98,10942,0.9910436848839335,0.008956315116066533,36057592
480,92397,1602,1051,2653,0.6038447041085564,0.39615529589144366,611559460
481,92398,300,4,304,0.9868421052631579,0.013157894736842105,745139
482,92399,14296,885,15181,0.9417034450958435,0.058296554904156514,757802773
483,92401,205,14,219,0.9360730593607306,0.0639269406392694,3328947
484,92404,10593,339,10932,0.9689901207464325,0.031009879253567508,132301967
485,92405,5845,243,6088,0.9600854139290408,0.03991458607095926,76936171
486,92407,12823,532,13355,0.9601647323099962,0.03983526769000374,265855791
487,92408,2031,72,2103,0.9657631954350927,0.034236804564907276,17857763
488,92410,6649,324,6973,0.9535350638175821,0.0464649361824179,83904000
489,92411,4106,208,4314,0.951784886416319,0.04821511358368104,63359535
490,92501,4385,24,4409,0.9945565887956452,0.005443411204354729,11884509
491,92503,19009,203,19212,0.9894336872787841,0.010566312721215906,138370616
492,92504,11879,78,11957,0.9934766245713808,0.006523375428619219,51148791
493,92505,8944,50,8994,0.9944407382699577,0.00555926173004225,22750383
494,92506,13554,53,13607,0.9961049459836848,0.0038950540163151318,52964488
495,92507,9430,79,9509,0.9916920811862446,0.00830791881375539,38069401
496,92508,9129,26,9155,0.9971600218459858,0.0028399781540141998,16630788
497,92509,15948,235,16183,0.9854785886424026,0.014521411357597479,111364665
498,92530,13605,575,14180,0.9594499294781382,0.04055007052186178,341373155
499,92532,6597,228,6825,0.9665934065934066,0.03340659340659341,172133461
500,92536,902,247,1149,0.7850304612706701,0.21496953872932986,142117650
501,92539,765,357,1122,0.6818181818181818,0.3181818181818182,151270089
502,92543,8438,93,8531,0.9890985816434181,0.010901418356581878,32824574
503,92544,12098,430,12528,0.965676883780332,0.034323116219667944,274701421
504,92545,13524,125,13649,0.9908418199135468,0.00915818008645322,72882225
505,92548,1499,107,1606,0.9333748443337484,0.06662515566625156,43125854
506,92549,1291,2286,3577,0.36091696952753705,0.639083030472463,1388331554
507,92551,6938,59,6997,0.9915678147777619,0.008432185222238101,25783272
508,92553,13556,122,13678,0.9910805673344056,0.008919432665594385,50043648
509,92555,10308,121,10429,0.9883977370792981,0.011602262920701888,79452503
510,92557,12637,161,12798,0.9874199093608377,0.01258009063916237,109167111
511,92561,575,195,770,0.7467532467532467,0.2532467532467532,172216552
512,92562,16281,721,17002,0.9575932243265498,0.042406775673450185,1036825596
513,92563,19104,96,19200,0.995,0.005,79899456
514,92567,2218,108,2326,0.9535683576956148,0.046431642304385214,54481884
515,92570,9802,690,10492,0.9342356080823484,0.06576439191765154,346388677
516,92571,11508,155,11663,0.9867101088913659,0.013289891108634141,68582481
517,92582,5283,57,5340,0.9893258426966293,0.010674157303370787,40989327
518,92583,7373,76,7449,0.9897972882266076,0.010202711773392402,29494946
519,92584,17653,165,17818,0.9907397014255247,0.00926029857447525,88156184
520,92585,7658,41,7699,0.9946746330692298,0.00532536693077023,23346757
521,92586,8934,18,8952,0.9979892761394102,0.0020107238605898124,9907787
522,92587,5923,105,6028,0.9825812873258128,0.017418712674187126,50632785
523,92590,537,244,781,0.6875800256081946,0.31241997439180536,388156561
524,92591,10722,29,10751,0.9973025765045113,0.002697423495488792,31129902
525,92592,21813,406,22219,0.9817273504658175,0.018272649534182457,496343381
526,92595,8713,290,9003,0.9677885149394646,0.03221148506053538,159576937
527,92596,9332,58,9390,0.9938232161874334,0.00617678381256656,35522978
528,92602,5755,23,5778,0.9960193838698511,0.003980616130148841,24707263
529,92603,4115,20,4135,0.9951632406287787,0.0048367593712212815,42284308
530,92604,4660,3,4663,0.9993566373579241,0.0006433626420759168,4076873
531,92606,3195,1,3196,0.9996871088861077,0.00031289111389236547,3392853
532,92610,2996,41,3037,0.9864998353638459,0.0135001646361541,47803972
533,92612,1574,1,1575,0.9993650793650793,0.0006349206349206349,1171100
534,92614,3102,4,3106,0.9987121699935608,0.00128783000643915,2666705
535,92617,993,0,993,1.0,0.0,10000
536,92618,9789,17,9806,0.9982663675300836,0.0017336324699163777,22533535
537,92620,12171,11,12182,0.9990970284025612,0.0009029715974388442,15968448
538,92624,2255,4,2259,0.9982293050022134,0.0017706949977866313,1421714
539,92625,4423,7,4430,0.9984198645598195,0.001580135440180587,8489476
540,92626,8817,4,8821,0.9995465366738465,0.00045346332615349736,3065283
541,92627,9748,14,9762,0.9985658676500717,0.0014341323499282934,4121288
542,92629,7229,8,7237,0.9988945695730275,0.0011054304269725024,18360769
543,92630,14090,24,14114,0.9982995607198526,0.0017004392801473714,19878061
544,92637,545,0,545,1.0,0.0,314218
545,92646,14923,11,14934,0.9992634257399223,0.0007365742600776751,10466746
546,92647,11451,14,11465,0.9987788922808548,0.0012211077191452246,5871478
547,92648,8997,6,9003,0.9993335554815062,0.0006664445184938354,8208681
548,92649,8363,6,8369,0.9992830684669614,0.0007169315330385948,8152578
549,92651,8760,459,9219,0.9502115196876016,0.049788480312398305,651571520
550,92653,6266,13,6279,0.9979296066252588,0.002070393374741201,16416587
551,92655,1408,1,1409,0.9992902767920511,0.0007097232079489,275453
552,92656,7537,37,7574,0.9951148666490626,0.004885133350937418,32471617
553,92657,3133,100,3233,0.9690689761831116,0.03093102381688834,212634122
554,92660,7209,15,7224,0.9979235880398671,0.0020764119601328905,29486707
555,92661,1683,4,1687,0.997628927089508,0.0023710729104919974,4794574
556,92662,1367,1,1368,0.9992690058479532,0.0007309941520467836,414335
557,92663,5479,10,5489,0.99817817453088,0.0018218254691200583,9912034
558,92672,8901,37,8938,0.9958603714477512,0.004139628552248825,47596661
559,92675,8415,58,8473,0.9931547267791809,0.006845273220819072,84637522
560,92676,156,550,706,0.22096317280453256,0.7790368271954674,448250330
561,92677,14861,112,14973,0.9925198690977092,0.0074801309022907905,149213553
562,92679,8019,1052,9071,0.88402601697718,0.11597398302281997,1517030588
563,92683,16837,20,16857,0.9988135492673667,0.0011864507326333274,9914300
564,92688,7872,52,7924,0.9934376577486118,0.006562342251388188,48251972
565,92691,11920,10,11930,0.9991617770326907,0.0008382229673093043,8668849
566,92692,12832,26,12858,0.9979779125836056,0.0020220874163944624,23608788
567,92694,7453,42,7495,0.9943962641761174,0.005603735823882588,49400216
568,92701,3818,77,3895,0.9802310654685494,0.019768934531450576,27662202
569,92703,7396,97,7493,0.9870545842786601,0.012945415721339917,32886383
570,92704,10533,82,10615,0.9922750824305229,0.007724917569477155,31075162
571,92705,9699,34,9733,0.9965067296825234,0.003493270317476626,61540300
572,92706,5507,6,5513,0.9989116633411935,0.0010883366588064574,4321155
573,92707,7554,77,7631,0.9899095793473988,0.010090420652601231,26955115
574,92708,13293,9,13302,0.9993234100135318,0.0006765899864682003,7746716
575,92780,7315,2,7317,0.999726663933306,0.00027333606669400026,1059623
576,92782,4483,12,4495,0.9973303670745273,0.0026696329254727474,13669564
577,92801,6802,20,6822,0.9970683084139549,0.002931691586045148,10841513
578,92802,4421,15,4436,0.9966185752930569,0.003381424706943192,8294654
579,92804,11474,22,11496,0.9980862908837856,0.0019137091162143354,9371495
580,92805,8715,24,8739,0.9972536903535874,0.0027463096464126332,15997761
581,92806,5357,11,5368,0.9979508196721312,0.0020491803278688526,2555158
582,92807,9178,67,9245,0.9927528393726338,0.007247160627366144,88718276
583,92808,4648,34,4682,0.992738146091414,0.007261853908586074,50274519
584,92821,8838,64,8902,0.9928106043585712,0.007189395641428892,71872611
585,92823,1380,55,1435,0.9616724738675958,0.03832752613240418,43867650
586,92831,5326,11,5337,0.9979389169945663,0.002061083005433764,8541509
587,92832,3846,7,3853,0.9981832338437581,0.0018167661562418895,3925307
588,92833,10168,22,10190,0.9978410206084396,0.0021589793915603533,16384800
589,92835,6157,11,6168,0.9982166018158236,0.0017833981841763942,10726029
590,92840,8946,6,8952,0.9993297587131368,0.0006702412868632708,3147637
591,92841,6013,2,6015,0.999667497921862,0.00033250207813798836,2868784
592,92843,6064,9,6073,0.998518030627367,0.0014819693726329656,3488067
593,92844,2763,1,2764,0.9996382054992764,0.000361794500723589,1185378
594,92845,4808,1,4809,0.9997920565606155,0.0002079434393844874,483400
595,92860,6409,29,6438,0.9954954954954955,0.0045045045045045045,21716973
596,92861,1964,2,1966,0.9989827060020345,0.001017293997965412,6107160
597,92865,4257,10,4267,0.9976564330911648,0.002343566908835247,3606800
598,92866,3048,1,3049,0.9996720236142997,0.00032797638570022957,609015
599,92867,9943,12,9955,0.9987945755901557,0.0012054244098442994,16044162
600,92868,2776,3,2779,0.998920474991004,0.0010795250089960418,3166696
601,92869,8215,25,8240,0.9969660194174758,0.003033980582524272,28283868
602,92870,10759,15,10774,0.9986077594208279,0.0013922405791720808,11373517
603,92879,9041,81,9122,0.9911203683402763,0.008879631659723745,40205949
604,92880,18446,70,18516,0.9962194858500756,0.0037805141499243898,64036527
605,92881,7843,69,7912,0.9912790697674418,0.00872093023255814,73956248
606,92882,14001,312,14313,0.9782016348773842,0.021798365122615803,293407861
607,92883,10984,269,11253,0.9760952634852929,0.02390473651470719,234903310
608,92886,13587,82,13669,0.9940010242153778,0.005998975784622137,107642767
609,92887,5210,217,5427,0.9600147411092684,0.039985258890731526,308187640
610,93001,7931,233,8164,0.9714600685938266,0.028539931406173443,222935904
611,93003,11794,44,11838,0.9962831559385031,0.0037168440614968744,67761130
612,93004,7911,12,7923,0.998485422188565,0.0015145778114350624,14252699
613,93010,11378,37,11415,0.9967586508979414,0.0032413491020586945,44847715
614,93012,8998,112,9110,0.9877058177826564,0.012294182217343578,196130439
615,93013,3659,125,3784,0.9669661733615222,0.0330338266384778,210942764
616,93015,4070,118,4188,0.9718242597898759,0.028175740210124166,112258946
617,93021,9216,176,9392,0.9812606473594548,0.018739352640545145,200655422
618,93022,1911,51,1962,0.9740061162079511,0.02599388379204893,52656220
619,93023,6296,525,6821,0.9230318135170796,0.07696818648292039,765024470
620,93030,9374,16,9390,0.9982960596379127,0.0017039403620873268,9999567
621,93033,10973,23,10996,0.9979083303019279,0.0020916696980720264,15689632
622,93035,7772,15,7787,0.9980737125979197,0.0019262874020803903,11937756
623,93036,6818,19,6837,0.9972210033640485,0.0027789966359514405,9196226
624,93040,366,19,385,0.9506493506493506,0.04935064935064935,8400250
625,93041,3127,5,3132,0.9984035759897829,0.0015964240102171138,3240115
626,93060,6541,210,6751,0.9688934972596652,0.031106502740334767,227315152
627,93063,13960,377,14337,0.9737044011996931,0.026295598800306897,285755530
628,93065,18231,210,18441,0.9886123312184806,0.01138766878151944,265247291
629,93066,705,59,764,0.9227748691099477,0.07722513089005235,89740294
630,93067,320,7,327,0.9785932721712538,0.021406727828746176,10217198
631,93101,4534,27,4561,0.9940802455601842,0.00591975443981583,14597672
632,93103,3873,173,4046,0.9572417202174988,0.042758279782501234,354870829
633,93105,5739,719,6458,0.8886652214307835,0.11133477856921647,1069584060
634,93109,3150,9,3159,0.9971509971509972,0.002849002849002849,12395977
635,93110,3964,32,3996,0.991991991991992,0.008008008008008008,65137961
636,93111,4761,59,4820,0.9877593360995851,0.012240663900414938,107207177
637,93117,6539,163,6702,0.9756789018203521,0.024321098179647865,223307258
638,93201,97,4,101,0.9603960396039604,0.039603960396039604,$                                   -
639,93202,981,1,982,0.9989816700610998,0.0010183299389002036,1346325
640,93203,3387,23,3410,0.9932551319648094,0.006744868035190616,3991882
641,93204,1399,2,1401,0.9985724482512491,0.0014275517487508922,399917
642,93205,538,232,770,0.6987012987012987,0.3012987012987013,57361022
643,93206,293,5,298,0.9832214765100671,0.016778523489932886,1165430
644,93207,138,154,292,0.4726027397260274,0.5273972602739726,61842042
645,93208,75,44,119,0.6302521008403361,0.3697478991596639,$                                   -
646,93210,2961,19,2980,0.9936241610738255,0.0063758389261744965,11872002
647,93212,2703,19,2722,0.9930198383541513,0.0069801616458486405,5200731
648,93215,8213,29,8242,0.996481436544528,0.003518563455471973,7958248
649,93218,122,0,122,1.0,0.0,$                                   -
650,93219,1304,3,1307,0.9977046671767407,0.0022953328232593728,1357800
651,93221,3833,7,3840,0.9981770833333333,0.0018229166666666667,2176143
652,93222,935,664,1599,0.5847404627892433,0.4152595372107567,370039823
653,93223,2033,8,2041,0.9960803527682509,0.0039196472317491425,1556431
654,93224,111,0,111,1.0,0.0,$                                   -
655,93225,1996,407,2403,0.8306283811901789,0.16937161880982105,196650598
656,93226,59,20,79,0.7468354430379747,0.25316455696202533,10763701
657,93230,16732,13,16745,0.9992236488504032,0.0007763511495968945,6810703
658,93234,541,1,542,0.9981549815498155,0.0018450184501845018,563660
659,93235,833,1,834,0.9988009592326139,0.001199040767386091,256395
660,93238,815,82,897,0.9085841694537347,0.09141583054626533,39342221
661,93239,129,2,131,0.9847328244274809,0.015267175572519083,1165074
662,93240,2053,137,2190,0.9374429223744293,0.06255707762557078,57472452
663,93241,2145,17,2162,0.9921369102682701,0.00786308973172988,3513542
664,93242,434,0,434,1.0,0.0,$                                   -
665,93243,333,76,409,0.8141809290953546,0.18581907090464547,32799464
666,93244,103,4,107,0.9626168224299065,0.037383177570093455,675000
667,93245,7171,2,7173,0.999721176634602,0.00027882336539802036,849801
668,93247,3172,5,3177,0.998426188227888,0.0015738117721120553,2240343
669,93249,220,1,221,0.995475113122172,0.004524886877828055,324486
670,93250,2551,6,2557,0.9976535001955417,0.0023464998044583495,1649738
671,93252,327,23,350,0.9342857142857143,0.06571428571428571,5811690
672,93254,177,15,192,0.921875,0.078125,6499103
673,93255,197,8,205,0.9609756097560975,0.03902439024390244,2250902
674,93256,746,8,754,0.9893899204244032,0.010610079575596816,1926117
675,93257,16027,76,16103,0.9952803825374154,0.004719617462584612,21013143
676,93260,171,191,362,0.4723756906077348,0.5276243093922652,79975222
677,93262,49,5,54,0.9074074074074074,0.09259259259259259,2239376
678,93263,4798,10,4808,0.9979201331114809,0.0020798668885191347,3704565
679,93267,1025,5,1030,0.9951456310679612,0.0048543689320388345,3548865
680,93268,4079,45,4124,0.9890882638215325,0.010911736178467508,8489459
681,93270,872,10,882,0.9886621315192744,0.011337868480725623,3055815
682,93271,913,234,1147,0.7959895379250218,0.2040104620749782,154873029
683,93272,490,2,492,0.9959349593495935,0.0040650406504065045,391195
684,93274,17521,33,17554,0.998120086589951,0.0018799134100489917,8336894
685,93276,75,1,76,0.9868421052631579,0.013157894736842105,58850
686,93277,14081,4,14085,0.9997160099396522,0.00028399006034788784,4522355
687,93280,4466,8,4474,0.9982118909253465,0.001788109074653554,1634036
688,93283,701,42,743,0.9434724091520862,0.05652759084791386,14357234
689,93285,973,630,1603,0.6069868995633187,0.3930131004366812,185597379
690,93286,1947,10,1957,0.9948901379662749,0.005109862033725089,11644514
691,93287,45,7,52,0.8653846153846154,0.1346153846153846,6220687
692,93291,15173,42,15215,0.9972395662175485,0.002760433782451528,8891252
693,93292,11283,17,11300,0.9984955752212389,0.001504424778761062,4386130
694,93301,2323,34,2357,0.9855748833262622,0.014425116673737802,5663966
695,93304,10610,173,10783,0.9839562273949736,0.01604377260502643,31029479
696,93305,7113,172,7285,0.9763898421413865,0.02361015785861359,28492751
697,93306,17752,75,17827,0.9957928984125204,0.004207101587479666,19631594
698,93307,16145,277,16422,0.9831323833881379,0.016867616611862136,48494338
699,93308,12988,86,13074,0.9934220590484932,0.006577940951506807,18843870
700,93309,12255,27,12282,0.9978016609672692,0.0021983390327308255,8719896
701,93312,17744,14,17758,0.9992116229305102,0.0007883770694898074,7563323
702,93313,15234,28,15262,0.9981653780631634,0.0018346219368365875,7349400
703,93314,9858,14,9872,0.998581847649919,0.0014181523500810373,6740369
704,93401,8431,74,8505,0.9912992357436802,0.008700764256319812,96003756
705,93402,5397,30,5427,0.9944720840243229,0.00552791597567717,34692374
706,93405,4846,51,4897,0.9895854604860118,0.010414539513988156,43186791
707,93420,9868,127,9995,0.9872936468234117,0.012706353176588294,124780169
708,93422,9682,161,9843,0.9836431982119272,0.016356801788072743,157278015
709,93424,520,21,541,0.9611829944547134,0.038817005545286505,23535434
710,93427,1554,27,1581,0.9829222011385199,0.017077798861480076,50400533
711,93428,3480,120,3600,0.9666666666666667,0.03333333333333333,117403551
712,93429,27,5,32,0.84375,0.15625,2262500
713,93430,1865,23,1888,0.9878177966101694,0.012182203389830509,15268019
714,93432,363,51,414,0.8768115942028986,0.12318840579710146,41862179
715,93433,3898,3,3901,0.999230966418867,0.0007690335811330429,1384342
716,93434,1720,13,1733,0.9924985574148875,0.0075014425851125215,2277322
717,93436,12035,97,12132,0.9920046158918563,0.007995384108143752,81507791
718,93440,394,14,408,0.9656862745098039,0.03431372549019608,20925593
719,93441,276,49,325,0.8492307692307692,0.15076923076923077,53776552
720,93442,4883,16,4899,0.9967340273525209,0.0032659726474790775,12995719
721,93444,6925,23,6948,0.9966896948762234,0.0033103051237766265,23203970
722,93445,2024,0,2024,1.0,0.0,$                                   -
723,93446,14437,176,14613,0.98795592965168,0.01204407034831999,159305296
724,93449,4147,12,4159,0.997114691031498,0.002885308968502044,26242571
725,93450,86,5,91,0.945054945054945,0.054945054945054944,6686290
726,93451,1218,33,1251,0.973621103117506,0.026378896882494004,34099171
727,93452,62,10,72,0.8611111111111112,0.1388888888888889,17966300
728,93453,779,113,892,0.8733183856502242,0.1266816143497758,81890484
729,93454,7962,62,8024,0.9922731804586241,0.007726819541375872,46233178
730,93455,13563,14,13577,0.9989688443691537,0.0010311556308462842,17152834
731,93458,8615,3,8618,0.9996518913901137,0.0003481086098862845,1297905
732,93460,1654,110,1764,0.937641723356009,0.06235827664399093,210062731
733,93461,374,2,376,0.9946808510638298,0.005319148936170213,2933005
734,93463,2377,22,2399,0.9908295122967903,0.00917048770320967,39469937
735,93465,3130,33,3163,0.989566866898514,0.010433133101485931,40522450
736,93501,1235,17,1252,0.9864217252396166,0.013578274760383386,5064617
737,93505,4078,21,4099,0.9948767992193218,0.005123200780678214,5310111
738,93510,2085,270,2355,0.8853503184713376,0.11464968152866242,211748662
739,93512,46,3,49,0.9387755102040817,0.061224489795918366,1478242
740,93513,584,2,586,0.9965870307167235,0.0034129692832764505,461998
741,93514,4265,30,4295,0.9930151338766007,0.006984866123399301,21520477
742,93516,588,6,594,0.98989898989899,0.010101010101010102,1925243
743,93517,464,41,505,0.9188118811881189,0.08118811881188119,21826056
744,93518,349,111,460,0.758695652173913,0.24130434782608695,45439748
745,93523,353,4,357,0.988795518207283,0.011204481792717087,931213
746,93526,305,4,309,0.9870550161812298,0.012944983818770227,1289267
747,93527,751,26,777,0.9665379665379665,0.03346203346203346,9240258
748,93528,38,4,42,0.9047619047619048,0.09523809523809523,711975
749,93529,386,162,548,0.7043795620437956,0.2956204379562044,127677258
750,93531,151,84,235,0.6425531914893617,0.3574468085106383,58846469
751,93532,598,360,958,0.6242171189979123,0.3757828810020877,192093979
752,93534,8136,52,8188,0.9936492427943332,0.006350757205666829,22076061
753,93535,16997,137,17134,0.9920042021711217,0.007995797828878253,55813082
754,93536,19024,103,19127,0.9946149422282637,0.005385057771736289,53367347
755,93541,141,31,172,0.8197674418604651,0.18023255813953487,15891694
756,93543,3267,58,3325,0.9825563909774436,0.01744360902255639,25888305
757,93544,361,30,391,0.9232736572890026,0.07672634271099744,15130412
758,93545,574,12,586,0.9795221843003413,0.020477815699658702,6711121
759,93546,3029,264,3293,0.9198299423018524,0.08017005769814758,304843129
760,93549,69,2,71,0.971830985915493,0.028169014084507043,$                                   -
761,93550,15199,202,15401,0.9868839685734693,0.013116031426530745,82566463
762,93551,15572,261,15833,0.9835154424303669,0.016484557569633046,195644965
763,93552,9631,74,9705,0.992375064399794,0.0076249356002060795,34850695
764,93553,553,19,572,0.9667832167832168,0.033216783216783216,8348180
765,93555,10161,16,10177,0.9984278274540631,0.0015721725459369165,5341721
766,93560,5756,22,5778,0.9961924541363794,0.00380754586362063,10309748
767,93561,10042,853,10895,0.9217072051399725,0.07829279486002753,574818295
768,93562,359,3,362,0.9917127071823204,0.008287292817679558,1751837
769,93563,23,8,31,0.7419354838709677,0.25806451612903225,4812989
770,93591,1793,24,1817,0.9867914144193726,0.013208585580627407,8795868
771,93601,541,188,729,0.7421124828532236,0.2578875171467764,136129173
772,93602,631,469,1100,0.5736363636363636,0.4263636363636364,277837430
773,93603,49,49,98,0.5,0.5,23662438
774,93604,683,328,1011,0.675568743818002,0.32443125618199803,330342807
775,93606,188,1,189,0.9947089947089947,0.005291005291005291,$                                   -
776,93608,136,2,138,0.9855072463768116,0.014492753623188406,370225
777,93609,785,6,791,0.9924146649810367,0.007585335018963337,3556271
778,93610,3694,9,3703,0.9975695382122604,0.0024304617877396704,3689655
779,93611,13860,3,13863,0.9997835966241073,0.00021640337589266391,3155149
780,93612,7211,4,7215,0.9994455994455994,0.0005544005544005544,2037839
781,93614,3617,743,4360,0.8295871559633028,0.17041284403669724,559129155
782,93615,801,4,805,0.9950310559006211,0.004968944099378882,733469
783,93616,342,2,344,0.9941860465116279,0.005813953488372093,1000500
784,93618,5897,5,5902,0.9991528295493053,0.0008471704506946798,2523526
785,93619,16496,100,16596,0.9939744516751025,0.006025548324897566,102466836
786,93620,2094,3,2097,0.9985693848354793,0.001430615164520744,1492911
787,93621,70,14,84,0.8333333333333334,0.16666666666666666,7144805
788,93622,1533,8,1541,0.9948085658663206,0.005191434133679429,3336379
789,93623,88,64,152,0.5789473684210527,0.42105263157894735,44418863
790,93625,1761,4,1765,0.9977337110481587,0.0022662889518413596,1458606
791,93626,749,63,812,0.9224137931034483,0.07758620689655173,60337143
792,93628,151,68,219,0.6894977168949772,0.3105022831050228,41632421
793,93630,3441,18,3459,0.99479618386817,0.005203816131830009,5949590
794,93631,4060,4,4064,0.9990157480314961,0.000984251968503937,2150478
795,93633,79,56,135,0.5851851851851851,0.4148148148148148,23121214
796,93634,239,111,350,0.6828571428571428,0.3171428571428571,64204235
797,93635,15334,5,15339,0.9996740335093552,0.0003259664906447617,2282180
798,93636,5336,12,5348,0.9977561705310396,0.002243829468960359,8744931
799,93637,8749,14,8763,0.9984023736163414,0.0015976263836585643,7039919
800,93638,9165,26,9191,0.9971711456859972,0.002828854314002829,10961324
801,93640,1709,10,1719,0.9941826643397323,0.005817335660267597,1436607
802,93641,110,57,167,0.6586826347305389,0.3413173652694611,20506240
803,93643,644,553,1197,0.5380116959064327,0.4619883040935672,339070884
804,93644,2579,810,3389,0.7609914429035114,0.23900855709648863,529230334
805,93646,1309,19,1328,0.9856927710843374,0.01430722891566265,4517538
806,93647,1644,14,1658,0.991556091676719,0.008443908323281062,4516886
