ZIP Code,State,CountyName,City,pct_fair_plan,exposure_22,earned_premium_y,growth_premium,fire_smoke_claims,fire_smoke_losses,growth_fire_smoke_claims,growth_fire_smoke_losses,new_policies_y,renewed_policies_y,nonrenewed_policies_y,expiring_policies_y,company_nonrenewed,owner_nonrenewed,pct_nonrenewed_policies,pct_nonrenewed_owner,pct_nonrenewed_company,change_new_policies,change_renewed_policies,change_nonrenewed_owner,change_nonrenewed_company,Avg_Median_Income_2018_2021_y,Avg_Growth_Rate_2018_2021,Avg_Percentage_2018_2021,Avg_Change_2018_2021,housing_units,median_gross_rent,median_ownership_cost,median_home_value_y,mean_2018_2021,percent_increase_2018_2021,Sum_3yr,Sum_5yr,Sum_10yr,ratio_new_to_nonrenewed,ratio_losses_to_premium,New_and_Renewed_to_Nonrenewed_Ratio,New_and_Renewed_to_Total_Units_Ratio,Premium_to_Exposure_Ratio,Nonrenewal_Rate,Renewal_Resilience,Housing_Affordability_Ratio,Relative_Housing_Cost_Index,Climate_Disasters_Avf_10yr,total_units_y
90013,CA,Los Angeles County,Los Angeles,0.0,1714013,4049561,0.4752481411115141,5,88035.0,1.0,-0.82802,45,327,44,371,39,5,0.1185983827493261,0.013477088948787,0.105121293800539,0.0625,0.2394366197183097,3.25,0.5,21864.5,0.0103667227011638,48.55,-2.566666666666665,9506,855.0,1009.0,664800.0,682979.2080522546,0.08,0.0,0.0,0.0,1.0227272727272727,0.0217393934799352,8.454545454545455,3.795918367346939,313.82214817110975,0.1185983827493261,0.8814016172506739,30.4054517597018,66529.1011645087,0.0,98
90015,CA,Los Angeles County,Los Angeles,0.199630314232902,39756325,10259786,0.4818154707592057,18,226724.0,0.0,0.9291139240506328,217,1379,228,1607,179,49,0.1418792781580584,0.0304915992532669,0.1113876789047915,0.2166666666666665,-0.0173410404624277,0.0652173913043479,0.25,46177.75,0.1080341958870414,48.55,-2.566666666666665,13494,2094.0,1448.0,715000.0,742694.0455479709,-2.28,0.0,0.0,0.0,0.9517543859649122,0.0220983166705426,7.0,2.9500924214417745,323.6321367737052,0.1418792781580584,0.8581207218419415,15.48364742760312,66571.98634693526,0.0,541
90016,CA,Los Angeles County,Los Angeles,0.0949216300940438,236411380,27547927,0.3079839863025815,80,3213968.0,-0.45,-0.5073259336143532,3333,24413,3064,27477,2430,634,0.1115114459366015,0.0230738435782654,0.088437602358336,0.1539440203562341,0.0300200133422281,0.1401709401709401,0.2331288343558282,49753.0,0.0477308904018649,48.55,-2.566666666666665,18787,1436.0,599.0,677500.0,763592.279388331,36.53,0.0,0.0,0.0,1.087793733681462,0.1166682342377341,9.055483028720626,3.479122257053292,656.5908809228716,0.1115114459366015,0.8884885540633984,13.617269310393343,62645.48290944174,0.0,7975
90017,CA,Los Angeles County,Los Angeles,0.0985915492957746,7131581,5263437,0.4091942405156632,18,297261.0,-0.8,-0.2946176649166042,107,493,89,582,67,22,0.1529209621993127,0.0378006872852233,0.1151202749140893,-0.0999999999999999,0.1355932203389831,-0.3478260869565217,-0.8888888888888888,37126.25,0.1261537832476278,48.55,-2.566666666666665,14712,1280.0,1501.0,697100.0,789953.7776647387,-8.86,0.0,0.0,0.0,1.202247191011236,0.0564765950461647,6.741573033707865,2.816901408450704,219.3647161790448,0.1529209621993127,0.8470790378006873,18.77647217265412,66251.16232782807,0.0,213
90018,CA,Los Angeles County,Los Angeles,0.1604153147306943,398532989,23537515,0.3026232499940888,93,8322286.0,-0.5,-0.4224213036705886,3082,21282,2794,24076,2101,693,0.1160491776042531,0.0287838511380628,0.0872653264661904,0.1918767507002801,0.0254124786648966,0.1628865979381444,-0.0319148936170212,48167.75,0.0979863413162161,48.55,-2.566666666666665,17654,1356.0,629.0,704300.0,731822.4238743767,34.75,0.0,0.0,0.0,1.1030780243378668,0.3535753880560458,8.720114531138153,3.16210253082414,671.0050458977137,0.1160491776042531,0.8839508223957468,14.621816464335575,65319.13686746586,0.0,7705
90019,CA,Los Angeles County,Los Angeles,0.1063899152358183,353309012,41664526,0.3206610237431289,89,5525684.0,-0.75,0.1981896782653351,3923,27316,3714,31030,2919,795,0.1196906219787302,0.0256203673864002,0.09407025459233,0.2587968217934167,0.0061746545133785,0.2730061349693251,0.4972375690607735,57235.75,0.054095890521794,48.55,-2.566666666666665,26015,1574.0,802.0,1033900.0,1112919.5385696092,24.57,0.0,0.0,0.0,1.0562735595045774,0.1326232296510465,8.411147011308563,3.3948054770702023,802.506375438191,0.1196906219787302,0.8803093780212697,18.06388489711413,94377.56555045352,0.0,9202
90020,CA,Los Angeles County,Los Angeles,0.0435323383084577,25233833,18714748,0.1315795995348991,17,309661.0,-0.7551020408163266,-0.6854433313130592,350,2746,365,3111,297,68,0.117325618772099,0.0218579234972677,0.0954676952748312,0.1235955056179776,-0.021897810218978,0.4347826086956521,0.125,49198.0,0.0314670883120203,48.55,-2.566666666666665,18786,1524.0,813.0,650300.0,684700.2240368599,13.19,0.0,0.0,0.0,0.958904109589041,0.0165463622593261,8.482191780821918,3.850746268656717,766.0246408251811,0.117325618772099,0.882674381227901,13.218016992560674,60192.852691127584,0.0,804
90022,CA,Los Angeles County,East Los Angeles,0.1203220788727239,347293084,18683059,0.2825237332537513,119,4163273.0,-0.4,0.298716095845668,3482,33260,3212,36472,2227,985,0.088067558675148,0.0270070190831322,0.0610605395920157,0.1462829736211031,0.0095757575757575,0.1001926782273603,0.2298387096774192,49516.0,0.0986910178852571,48.55,-2.566666666666665,18077,1208.0,465.0,471000.0,513414.3369784208,28.02,0.0,0.0,0.0,1.0840597758405977,0.2228367956232435,11.438978829389788,3.361881233415683,419.7779899791044,0.088067558675148,0.911932441324852,9.512076904434933,43570.56172950277,0.0,10929
90023,CA,Los Angeles County,Los Angeles,0.2083796222821774,325600729,10755349,0.2842890940993097,37,1855132.0,-0.1538461538461538,0.0200777984488631,2049,16768,1893,18661,1266,627,0.1014415090295268,0.0335994855581158,0.0678420234714109,0.2828947368421053,0.0198451113262343,0.5060728744939271,0.626984126984127,44641.0,0.0535303583460153,48.55,-2.566666666666665,12343,1260.0,540.0,479600.0,493513.38988738216,31.56,0.0,0.0,0.0,1.0824088748019018,0.1724845934799512,9.940306391970417,2.9863513727979685,410.55651410466845,0.1014415090295268,0.8985584909704731,10.74348692905625,44795.6027903038,0.0,6301
90024,CA,Los Angeles County,Los Angeles,0.007215480485405,26971407,62506346,0.2097647204971964,58,1350155.0,-0.7894736842105263,-0.9063548366418086,1235,11319,1328,12647,1086,242,0.1050051395587886,0.0191349727208033,0.0858701668379852,0.1795774647887325,-0.0175131348511383,0.2580645161290322,0.3999999999999999,64981.75,0.0221713845038312,48.55,-2.566666666666665,20205,2441.0,1499.0,1231000.0,1284484.6431068014,11.82,0.0,0.0,0.0,0.9299698795180724,0.0216002867932801,9.453313253012048,4.117415546080682,1171.9353907304635,0.1050051395587886,0.8949948604412113,18.94378036910363,111082.4181763455,0.0,3049
90025,CA,Los Angeles County,Los Angeles,0.0183645183645183,23389032,31355528,0.2868463434229968,66,2034242.0,-0.3571428571428572,3.78224314267705,1222,10779,1192,11971,990,202,0.0995739704285356,0.0168741124383927,0.0826998579901428,0.0764119601328903,0.0263752825923135,0.3456221198156681,-0.108695652173913,92294.75,0.0636608535111817,48.55,-2.566666666666665,23418,2271.0,1125.0,905900.0,1043286.8428383244,11.26,0.0,0.0,0.0,1.0251677852348993,0.0648766622587251,10.067953020134228,4.158350658350658,518.3931488278279,0.0995739704285356,0.9004260295714643,9.815292852518697,79237.33057918392,0.0,2886
90026,CA,Los Angeles County,Los Angeles,0.1088103145145536,299533627,38903243,0.5869979282544902,74,4103485.0,0.3611111111111109,0.1077650847113773,4099,30659,3833,34492,3145,688,0.1111272179056013,0.0199466542966485,0.0911805636089528,0.2992036405005689,0.0137813361333507,0.3299418604651163,0.346938775510204,65990.0,0.0502793772259445,48.55,-2.566666666666665,27813,1497.0,642.0,962100.0,1092095.013412133,20.61,0.0,0.0,0.0,1.0693973388990348,0.1054792527193684,9.068092877641536,3.394999023246728,633.2835701844346,0.1111272179056013,0.8888727820943987,14.579481739657524,86697.0883383006,0.0,10238
90027,CA,Los Angeles County,Los Angeles,0.0513137012872509,227532892,48118983,0.3358861811960671,60,2546612.0,-0.2105263157894737,-0.0708995169725498,2527,19412,2419,21831,1957,462,0.1108057349640419,0.0211625669918922,0.0896431679721496,0.3057553956834533,-0.0143737166324435,0.2522321428571428,0.1401869158878503,70261.25,0.0694682575967484,48.55,-2.566666666666665,23410,1684.0,1049.0,1287200.0,1512791.4297891993,22.62,0.0,0.0,0.0,1.0446465481603968,0.0529232299028431,9.069450186027284,3.868629871274907,968.0719229066914,0.1108057349640419,0.889194265035958,18.320197833087228,115340.75276446334,0.0,5671
90028,CA,Los Angeles County,Los Angeles,0.0731102850061957,19396769,9146045,0.4270360797552484,28,1245193.0,3.5,21.294559663360385,414,2325,402,2727,308,94,0.1474147414741474,0.0344701136780344,0.1129446277961129,0.0560747663551401,0.0297202797202797,-0.0666666666666666,-0.1785714285714286,48141.0,0.0631877105143327,48.55,-2.566666666666665,21466,1612.0,773.0,723000.0,934746.4362401292,9.19,0.0,0.0,0.0,1.0298507462686568,0.1361455142632689,6.813432835820896,3.3940520446096656,279.755452237482,0.1474147414741474,0.8525852585258525,15.018383498473234,67056.89212283221,0.0,807
90029,CA,Los Angeles County,Los Angeles,0.1315412186379928,99631368,9462226,0.3475339479150572,31,3220325.0,-0.3749999999999999,-0.6803659097102741,1093,7555,1000,8555,816,184,0.1168907071887784,0.0215078901227352,0.0953828170660432,0.4746543778801844,0.014917421417155,0.3216374269005848,0.1904761904761904,44346.5,0.0874754907889054,48.55,-2.566666666666665,14787,1367.0,674.0,898400.0,1014551.970240376,24.79,0.0,0.0,0.0,1.093,0.3403348218484741,8.648,3.099641577060932,463.7891383197726,0.1168907071887784,0.8831092928112215,20.258644988894275,83964.27204132918,0.0,2790
90031,CA,Los Angeles County,Los Angeles,0.1465907187133523,236368301,15247290,0.5881908630999104,35,1620039.0,-0.1666666666666666,0.2004674811284565,1968,17301,1761,19062,1354,407,0.0923827510229776,0.0213513797083202,0.0710313713146574,0.3492063492063493,0.0147127510509108,0.3147540983606558,0.5777777777777777,49304.25,0.0635858108284368,48.55,-2.566666666666665,12438,1277.0,470.0,616900.0,652154.5325423928,29.4,0.0,0.0,0.0,1.1175468483816011,0.1062509468895784,10.942078364565589,3.2281789244429557,539.6315696336932,0.0923827510229776,0.9076172489770225,12.512105954354848,57089.893019726274,0.0,5969
90032,CA,Los Angeles County,Los Angeles,0.0811373942885157,204182029,22306223,0.3095530199065641,67,2920689.0,-0.2857142857142857,-0.6683589968966457,3240,27438,3063,30501,2268,795,0.1004229369528867,0.0260647191895347,0.074358217763352,0.1441326530612245,0.0143131178987752,0.1587591240875911,0.0923076923076922,58424.5,0.0890177390047823,48.55,-2.566666666666665,14155,1351.0,571.0,605400.0,631755.5076349904,32.49,0.0,0.0,0.0,1.0577864838393731,0.1309360621024904,10.015670910871696,3.7600196102463537,580.6039459642365,0.1004229369528867,0.8995770630471132,10.362091245967015,55159.26549318186,0.0,8159
90033,CA,Los Angeles County,Los Angeles,0.1953369905956113,238028522,9936703,0.3020353393433881,45,2938204.0,2.3999999999999995,0.2977911206126065,1743,13034,1640,14674,1126,514,0.1117623006678479,0.0350279405751669,0.0767343600926809,0.1662870159453302,0.0246720799500312,0.0936454849498327,0.3170731707317074,41798.5,0.1188468817230808,48.55,-2.566666666666665,13935,1196.0,487.0,538900.0,537692.8570156115,33.59,0.0,0.0,0.0,1.0628048780487804,0.2956920419177266,9.010365853658536,2.895180250783699,452.2027396013471,0.1117623006678479,0.8882376993321521,12.892807158151609,50645.56540124029,0.0,5104
90034,CA,Los Angeles County,Los Angeles,0.0210384095734414,44547520,31369570,0.323178956767969,47,953322.0,-0.2857142857142857,1.2494264556410628,2165,18900,2143,21043,1815,328,0.1018390913843083,0.0155871311124839,0.0862519602718243,-0.0888099467140319,-0.0084656084656085,0.0852017937219731,0.1411764705882352,79068.0,0.0747794968192893,48.55,-2.566666666666665,28630,1925.0,713.0,1152500.0,1197230.72180124,24.42,0.0,0.0,0.0,1.0102659822678488,0.0303900244727613,9.829678021465236,4.065817409766455,546.6510412128605,0.1018390913843083,0.8981609086156916,14.576061111954267,102189.52906981688,0.0,5181
90035,CA,Los Angeles County,Los Angeles,0.02067843866171,43397510,32753730,0.3199171183175719,38,1355874.0,-0.2,0.1546612372680054,2037,15402,2012,17414,1670,342,0.1155392213161823,0.0196393706213391,0.0958998506948432,0.2584745762711864,-0.0129701686121919,0.3656509695290859,0.1538461538461537,92452.0,0.0858991041858013,48.55,-2.566666666666665,13695,2183.0,853.0,1494600.0,1423572.895151075,21.69,0.0,0.0,0.0,1.0124254473161034,0.0413960181023657,8.667495029821074,4.051812267657993,897.5591910555738,0.1155392213161823,0.8844607786838177,16.166226798771255,130710.32455058908,0.0,4304
90036,CA,Los Angeles County,Los Angeles,0.0240146175933176,63471994,38774782,0.2890544644089299,61,3885147.0,2.0,12.242760100107258,1761,12840,1752,14592,1395,357,0.1200657894736842,0.0244654605263157,0.0956003289473684,0.2279411764705883,-0.0059226932668329,0.319078947368421,0.2391304347826086,83430.0,0.0277856357432349,48.55,-2.566666666666665,21391,2393.0,1025.0,1634700.0,1637151.9432767858,19.52,0.0,0.0,0.0,1.00513698630137,0.1001977780300608,8.33390410958904,3.8112764291307752,660.1311246552488,0.1200657894736842,0.8799342105263158,19.59367134124416,144258.22054079716,0.0,3831
90037,CA,Los Angeles County,Los Angeles,0.237597911227154,539903171,18246165,0.4804090348667522,87,6360308.0,0.6203703703703705,0.4220122511678399,3280,19294,2898,22192,1998,900,0.1305875991348233,0.0405551550108147,0.0900324441240086,0.219895287958115,0.0406693497140435,0.2155555555555555,0.4726368159203979,38088.25,0.1022601811744121,48.55,-2.566666666666665,18605,1265.0,650.0,502000.0,533185.655091821,33.37,0.0,0.0,0.0,1.1318150448585231,0.3485832776366979,7.789510006901311,2.6790885354854024,553.4675584675584,0.1305875991348233,0.8694124008651767,13.17991769115147,47593.48964152239,0.0,8426
90038,CA,Los Angeles County,Los Angeles,0.0905027932960893,39805291,8845120,0.4405396124070833,24,1799406.0,1.75,0.0649352742405982,878,5148,808,5956,646,162,0.1356615177971793,0.0271994627266621,0.1084620550705171,0.386138613861386,0.0109890109890109,0.2064516129032259,0.4324324324324324,46745.5,0.0870551443468281,48.55,-2.566666666666665,14474,1542.0,759.0,945000.0,1112068.394303395,17.92,0.0,0.0,0.0,1.0866336633663367,0.2034348883904345,7.457920792079208,3.3664804469273744,428.9166909126176,0.1356615177971793,0.8643384822028207,20.215849653977383,87886.75646726257,0.0,1790
90039,CA,Los Angeles County,Los Angeles,0.0491867785939139,127146068,32980369,0.3723632134520274,46,4415233.0,-0.3846153846153846,-0.433296629987431,3118,25960,2920,28880,2386,534,0.1011080332409972,0.0184903047091412,0.0826177285318559,0.2111888111888111,0.0198974040105703,0.262081784386617,0.0791366906474819,90974.75,0.0505805091628524,48.55,-2.566666666666665,12957,1887.0,717.0,972900.0,1114531.2993244703,24.41,0.0,0.0,0.0,1.0678082191780822,0.1338745785409496,9.958219178082192,3.8140083945435466,781.562372624295,0.1011080332409972,0.8988919667590027,10.694176131289176,85205.0501411777,0.0,7624
90040,CA,Los Angeles County,Commerce,0.0791814946619217,53028728,4444889,0.2666857508879745,21,711526.0,0.0,-0.6755494780375546,813,7439,744,8183,534,210,0.0909202004154955,0.0256629597946963,0.0652572406207992,0.2303370786516854,0.016884531590414,0.1382113821138211,0.6428571428571428,51291.75,0.0714380633375973,48.55,-2.566666666666665,3487,1156.0,391.0,452100.0,515672.6177283146,27.73,0.0,0.0,0.0,1.092741935483871,0.1600773382642401,11.091397849462366,3.670818505338078,460.8968270427209,0.0909202004154955,0.9090797995845044,8.814282998727865,41686.317296691646,0.0,2248
90041,CA,Los Angeles County,Los Angeles,0.0405993233446109,116748568,24519856,0.3480970539056387,62,2281956.0,-0.4444444444444444,0.580604203060326,2434,22054,2221,24275,1855,366,0.0914933058702368,0.0150772399588053,0.0764160659114315,0.2846153846153847,0.0091340884179758,0.3176178660049629,0.1931818181818181,88197.5,0.0595693293138297,48.55,-2.566666666666665,10406,1627.0,761.0,886800.0,982336.0906907456,27.48,0.0,0.0,0.0,1.0959027465105808,0.093065636274536,11.025664115263394,3.94522313516997,794.4999027930788,0.0914933058702368,0.9085066941297631,10.0547067660648,77875.99872167666,0.0,6207
90043,CA,Los Angeles County,Los Angeles,0.0655893536121673,269200641,39306922,0.2903313470719488,151,7345192.0,0.3235294117647058,2.630341319565394,4315,35756,3958,39714,3021,937,0.0996625875006295,0.0235936949186684,0.076068892581961,-0.0404896421845574,0.0283897342720871,0.0659186535764375,-0.0830039525691699,54778.25,0.0857553709197715,48.55,-2.566666666666665,18444,1260.0,644.0,684500.0,670047.4995713792,37.3,0.0,0.0,0.0,1.0901970692268823,0.1868676463651873,10.124052551793834,3.809030418250951,837.6541715503463,0.0996625875006295,0.9003374124993705,12.49583548214848,62734.57589612394,0.0,10520
90044,CA,Los Angeles County,Los Angeles,0.1442522889114954,599579781,33137277,0.2852157754669777,181,9557607.0,0.0,0.551382366739728,5932,41702,5253,46955,3668,1585,0.1118730699606005,0.0337557235651155,0.078117346395485,0.1703810208483105,0.0282183516590444,0.1741706161137441,0.4154302670623144,38278.5,0.0816361856882514,48.55,-2.566666666666665,29495,1235.0,471.0,461200.0,499703.39271302114,34.76,0.0,0.0,0.0,1.1292594707786028,0.2884246342872409,9.067961165048544,3.2305188199389625,554.6916136591898,0.1118730699606005,0.8881269300393995,12.048538997087135,43704.688120467006,0.0,14745
90045,CA,Los Angeles County,Los Angeles,0.0031124944419742,18919871,40654085,0.1152143179405991,70,2977275.0,-0.4782608695652174,0.830137085469467,3499,34001,3439,37440,2995,444,0.0918536324786324,0.0118589743589743,0.0799946581196581,0.1262376237623761,0.0035394053798962,0.1678726483357453,0.0297029702970297,106967.0,0.0620350918259455,48.55,-2.566666666666665,17307,2542.0,788.0,1103500.0,1198336.5824534723,23.26,0.0,0.0,0.0,1.0174469322477464,0.0732343379515244,10.904332654841523,4.168519341929747,664.6082229851235,0.0918536324786324,0.9081463675213676,10.316265764207651,95291.34132104085,0.0,8996
90046,CA,Los Angeles County,Los Angeles,0.2776110444177671,2426873070,81206223,0.4526730207779572,100,3340384.0,-0.4074074074074074,-0.4735442572760112,3616,20113,3469,23582,2422,1047,0.1471037231786956,0.0443982698668476,0.102705453311848,0.6892744479495267,-0.0323592861345362,0.3934740882917467,1.9854014598540144,72388.0,0.0451810868948402,48.55,-2.566666666666665,31428,1860.0,1180.0,1290400.0,1404617.9507684533,18.25,0.0,0.0,0.0,1.0423753243009513,0.041134581520926,6.840299798212741,3.560774309723889,1070.8418783131576,0.1471037231786956,0.8528962768213044,17.826159031883737,115319.3517467309,0.0,6664
90047,CA,Los Angeles County,Los Angeles,0.0754913758523866,316189559,36222636,0.2827987031251571,160,7379130.0,0.1,-0.0666350812306093,5127,41448,4581,46029,3399,1182,0.0995242129961546,0.0256794629472723,0.0738447500488822,0.1396160558464223,0.0232376488966998,0.1549479166666667,0.2593984962406015,55327.75,0.0956704267224364,48.55,-2.566666666666665,17700,1310.0,564.0,519400.0,533903.8797722536,34.2,0.0,0.0,0.0,1.1191879502292077,0.2037159857719907,10.166994106090373,3.736462093862816,690.3626141150013,0.0995242129961546,0.9004757870038455,9.387694240232072,47559.61719585193,0.0,12465
90048,CA,Los Angeles County,Los Angeles,0.027323868202518,56381293,33630863,0.334691896006867,53,1504341.0,0.0999999999999998,0.6139483814638922,2001,12852,1996,14848,1634,362,0.1344288793103448,0.0243803879310344,0.1100484913793103,0.2682926829268293,-0.0056127221702525,0.2486910994764397,0.2528735632183907,97983.25,0.0276624179007314,48.55,-2.566666666666665,13758,2162.0,1239.0,1441200.0,1609794.4604028212,21.91,0.0,0.0,0.0,1.00250501002004,0.0447309663150779,7.4413827655310625,3.978837396196089,925.8069426856796,0.1344288793103448,0.8655711206896551,14.70863642510327,125402.95854097538,0.0,3733
90049,CA,Los Angeles County,Los Angeles,0.1176236573398753,1888228709,152080914,0.3168675012506572,464,34771821.0,-0.4482758620689655,-0.6490554780705595,3512,26250,3596,29846,2514,1082,0.1204851571399852,0.0362527641895061,0.0842323929504791,0.5207496653279786,-0.0619231914260196,0.1901528013582343,2.110294117647059,133344.5,0.0388720546426021,48.55,-2.566666666666665,18156,2554.0,1501.0,2000001.0,2307802.59801579,22.53,0.0,0.0,0.0,0.9766407119021134,0.2286402684297386,8.276418242491657,3.946691420236043,2449.283546994782,0.1204851571399852,0.8795148428600147,14.998751354574054,169481.68135930167,0.0,7541
